TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_DIF,PPFD_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20021225,9.59,1.0,131.179,69.142,1.0,298.613,0.0,3.217,1.0,98.468,0.0,0.2,1.0,1.593,1.0,0.255103513514,0.770833333333,24.4177916667,1.0,113.8161875,1.0,-9999,0.0,-9999,0.0,-9999,0.0,386.889,1.0,8.382,1.0,-9999,1.0,13.8773,1.0,23.2993,-9999,-9999,1.52981,-12.6965,1.0,-21.2389,-9999,-9999,3.98144,-0.703928,1.0,0.163314,-0.772378,-0.74274,-0.719663,1.0,1.0,1.0,2.15479,2.13398,2.15437,2.17815,2.87629,2.86606,2.87329,2.9262,1.66757,1.65986,1.6668,2.47708,2.70986,2.71549,2.74191,3.16053,-9999,-9999
20021226,7.321,1.0,131.388,13.591,1.0,318.192,0.0,0.925,1.0,98.281,0.0,0.8,1.0,1.762,1.0,0.153370833333,0.75,4.93472916667,1.0,31.6791666667,1.0,-9999,0.0,-9999,0.0,-9999,0.0,396.261,1.0,8.382,1.0,-9999,1.0,0.937726,1.0,1.57398,-9999,-9999,0.878792,-12.1737,1.0,-20.3483,-9999,-9999,3.55204,1.56177,0.875,0.089662,1.32846,1.40335,1.43557,0.708333,0.8125,0.979167,1.89989,1.89652,1.92101,1.95516,0.486095,0.478238,0.528168,0.591305,1.90679,1.76209,1.87316,1.90481,0.957381,0.958438,0.964683,1.10536,-9999,-9999
20021227,10.693,1.0,131.655,5.758,1.0,348.631,0.0,0.588,1.0,97.148,0.0,4.2,1.0,3.995,1.0,0.556163333333,0.9375,0.568854166667,1.0,27.863,1.0,-9999,0.0,-9999,0.0,-9999,0.0,387.604,1.0,9.329,1.0,-9999,1.0,0.863299,1.0,1.44855,-9999,-9999,0.983558,-36.4296,1.0,-60.8281,-9999,-9999,4.36328,2.02257,1.0,0.114536,1.97748,2.01532,2.01973,1.0,1.0,1.0,2.25751,2.23752,2.25751,2.26567,0.237785,0.22618,0.250619,0.279406,2.68501,2.68255,2.68369,2.71917,0.558588,0.558567,0.560513,0.570546,-9999,-9999
20021228,9.762,1.0,131.983,31.92,1.0,304.209,0.0,3.36,1.0,97.316,0.0,0.2,1.0,3.259,1.0,0.587332340426,0.979166666667,-5.71039583333,1.0,54.7815208333,1.0,-9999,0.0,-9999,0.0,-9999,0.0,385.978,1.0,9.295,1.0,-9999,1.0,15.9187,1.0,26.6974,-9999,-9999,1.49723,-62.1581,1.0,-103.788,-9999,-9999,4.88038,0.362228,1.0,0.17308,0.356844,0.364023,0.437305,1.0,1.0,1.0,2.15034,2.14491,2.1581,2.17112,1.78811,1.69854,1.79408,1.80721,2.69925,2.55567,2.67907,2.69969,2.10733,2.10733,2.11135,2.13888,-9999,-9999
20021229,10.379,1.0,132.37,40.913,1.0,304.817,0.0,3.532,1.0,98.366,0.0,0.0,1.0,2.476,1.0,0.478070714286,0.875,1.05072916667,1.0,78.5669791667,1.0,-9999,0.0,-9999,0.0,-9999,0.0,382.784,1.0,9.14,1.0,-9999,1.0,9.73766,1.0,16.3192,-9999,-9999,1.43896,-32.2155,1.0,-53.7918,-9999,-9999,4.87512,-0.155835,1.0,0.151012,-0.173064,-0.155835,-0.130602,1.0,1.0,1.0,2.21525,2.20628,2.22032,2.22099,2.38616,2.32815,2.37697,2.3935,3.24512,2.72993,2.95988,3.25339,2.60045,2.43416,2.47149,2.60041,-9999,-9999
20021230,7.965,1.0,132.816,22.266,1.0,318.306,0.0,1.216,1.0,97.977,0.0,0.2,1.0,1.328,1.0,-9999,0.0,1.92752083333,1.0,51.2838541667,1.0,-9999,0.0,-9999,0.0,-9999,0.0,390.491,1.0,8.968,1.0,-9999,1.0,3.11211,1.0,5.20917,-9999,-9999,0.863937,-23.154,1.0,-38.6614,-9999,-9999,4.43225,0.871384,0.979167,0.123596,0.761362,0.827616,0.861421,1.0,1.0,0.979167,1.95702,1.95702,1.97749,2.03017,1.17996,1.06959,1.14852,1.22342,3.46819,2.07347,2.55972,3.48581,2.23533,1.8901,1.92184,2.23523,-9999,-9999
20021231,10.774,1.0,133.322,56.013,1.0,314.533,0.0,4.962,1.0,97.926,0.0,0.0,1.0,4.437,0.979167,-9999,-9999,2.34057446809,0.979166666667,104.585666667,1.0,-9999,-9999,-9999,-9999,-9999,-9999,387.283,1.0,9.17,1.0,-9999,1.0,17.321,1.0,29.028,-9999,-9999,1.47863,-54.899,1.0,-91.6675,-9999,-9999,4.82573,0.0772436,1.0,0.141868,0.0302169,0.0683856,0.0777409,1.0,1.0,1.0,2.25808,2.24581,2.25218,2.26225,2.18101,2.16977,2.1843,2.22179,4.46631,2.83924,3.0268,4.50185,3.36213,2.62066,2.70645,3.36203,-9999,-9999
20030101,9.121,1.0,133.887,38.957,1.0,304.422,0.0,3.152,1.0,98.253,0.0,0.0,1.0,2.216,0.958333,0.259774634146,0.854166666667,4.8853125,1.0,76.3025833333,1.0,69.0006956522,0.958333333333,-9999,0.0,-9999,0.0,392.432,1.0,9.138,1.0,-9999,1.0,10.6507,1.0,17.784,-9999,-9999,1.54283,-27.3464,1.0,-45.6615,-9999,-9999,4.78561,-0.0385393,1.0,0.153089,-0.385527,-0.0385393,0.0247142,1.0,1.0,1.0,1.93328,1.91988,1.92563,1.93243,1.9536,1.88542,1.9536,2.30541,1.93915,1.5191,1.71067,1.96453,2.16596,1.54392,1.66969,2.16596,-9999,-9999
20030102,11.253,1.0,134.512,71.822,1.0,316.552,0.0,3.872,1.0,97.837,0.0,0.2,1.0,3.563,1.0,0.561487941176,0.708333333333,27.4051458333,1.0,138.612333333,1.0,77.8084375,1.0,-9999,0.0,-9999,0.0,396.534,1.0,9.306,1.0,-9999,1.0,12.6326,1.0,-9999,-9999,-9999,1.50124,-28.6909,1.0,-9999,-9999,-9999,4.30825,-0.652316,0.958333,0.154749,-1.00202,-0.655101,-0.543351,0.979167,0.958333,0.979167,2.17194,2.1565,2.1621,2.17194,2.87936,2.7067,2.80805,3.16217,2.10754,1.62567,1.82441,2.13392,2.90325,2.32438,2.45651,2.90325,-9999,-9999
20030103,11.144,1.0,135.195,71.975,1.0,301.541,0.0,4.202,1.0,97.741,0.0,2.6,1.0,3.284,1.0,0.567846216216,0.770833333333,12.9290208333,1.0,133.442625,1.0,66.1852708333,1.0,-9999,0.0,-9999,0.0,388.408,1.0,9.76,1.0,-9999,1.0,14.159,1.0,-9999,-9999,-9999,1.56502,-43.0232,1.0,-9999,-9999,-9999,4.89227,-0.427721,1.0,0.152292,-0.510738,-0.427846,-0.412033,1.0,1.0,1.0,2.15303,2.13786,2.14286,2.15303,2.57723,2.53779,2.57966,2.65193,2.13491,1.56278,1.7217,2.07634,2.81737,2.21276,2.31311,2.81737,-9999,-9999
20030104,8.113,1.0,135.937,63.414,1.0,277.379,0.0,3.828,1.0,97.711,0.0,0.4,1.0,5.195,1.0,0.780434680851,0.979166666667,-5.65708333333,1.0,119.783729167,1.0,65.42975,1.0,-9999,0.0,-9999,0.0,387.601,1.0,9.136,1.0,-9999,1.0,15.3513,1.0,-9999,-9999,-9999,1.54164,-54.4533,1.0,-9999,-9999,-9999,4.44564,-0.582367,1.0,0.161773,-0.557417,-0.541479,-0.538075,1.0,1.0,1.0,1.83297,1.81921,1.82636,1.83387,2.41502,2.35728,2.36894,2.38354,1.95587,1.23733,1.27909,1.67586,2.46538,1.83532,1.85927,2.45894,-9999,-9999
20030105,1.169,1.0,136.738,90.8,1.0,223.824,0.0,3.394,1.0,97.701,0.0,0.0,1.0,3.778,1.0,0.601397045455,0.916666666667,2.56975,1.0,162.785375,1.0,44.8184375,1.0,-9999,0.0,-9999,0.0,392.75,1.0,6.922,1.0,-9999,1.0,13.6059,1.0,-9999,-9999,-9999,1.54766,-15.9471,1.0,-9999,-9999,-9999,5.02654,-0.674843,1.0,0.146066,-0.689082,-0.676284,-0.673189,1.0,1.0,1.0,1.20432,1.18201,1.20432,1.22467,1.88143,1.87042,1.88023,1.89478,1.43952,0.966163,1.08918,1.22463,2.74387,2.1918,2.24262,2.70583,-9999,-9999
20030106,-0.798,1.0,137.597,8.456,1.0,273.29,0.0,0.964,1.0,97.12,0.0,4.2,1.0,3.768,1.0,0.563851162791,0.895833333333,-7.11477083333,1.0,29.5016666667,1.0,86.7175625,1.0,-9999,0.0,-9999,0.0,402.674,1.0,5.016,1.0,-9999,1.0,2.33789,1.0,-9999,-9999,-9999,0.803678,-53.3469,1.0,-9999,-9999,-9999,5.5973,0.889402,1.0,0.0778436,0.851247,0.889402,0.917849,1.0,1.0,1.0,1.1018,1.07229,1.1018,1.13398,0.215339,0.20311,0.212997,0.218287,1.31988,0.850339,1.1245,1.39001,0.423602,0.297438,0.404856,0.423602,-9999,-9999
20030107,-0.67,1.0,138.515,69.776,1.0,230.353,0.0,2.261,1.0,97.539,0.0,0.4,1.0,2.243,1.0,0.29951173913,0.958333333333,13.325875,1.0,136.399791667,1.0,68.0316041667,1.0,-9999,-9999,-9999,-9999,396.548,1.0,4.055,1.0,-9999,1.0,15.3112,1.0,-9999,-9999,-9999,1.44777,-40.5137,1.0,-9999,-9999,-9999,5.53805,0.0611769,1.0,0.124129,0.0129748,0.0272497,0.0384778,1.0,1.0,1.0,1.1744,1.13994,1.1744,1.19287,1.13912,1.12159,1.12886,1.15352,1.36694,1.00139,1.30876,1.78552,1.8835,1.73208,1.88351,2.03875,-9999,-9999
20030108,-1.781,1.0,139.491,17.084,1.0,289.779,0.0,0.771,1.0,97.291,0.0,0.2,1.0,2.162,1.0,0.245977333333,0.9375,13.1761041667,1.0,45.9452083333,1.0,44.3948333333,1.0,-9999,0.0,-9999,0.0,405.325,1.0,3.849,1.0,-9999,1.0,2.69491,1.0,-9999,-9999,-9999,0.770537,-4.01433,1.0,-9999,-9999,-9999,4.9152,0.827023,1.0,0.067764,0.508923,0.808691,0.842285,1.0,1.0,1.0,1.06093,1.03437,1.05365,1.0625,0.325407,0.221752,0.246303,0.431996,1.30638,0.889565,1.51765,2.02632,0.521077,0.52115,0.604776,0.900539,-9999,-9999
20030109,0.168,1.0,140.523,78.099,1.0,268.092,0.0,0.543,1.0,97.396,0.0,6.8,1.0,1.464,1.0,0.218181891892,0.770833333333,41.2095833333,1.0,151.577291667,1.0,62.8157291667,1.0,-9999,0.0,-9999,0.0,403.693,1.0,3.736,1.0,-9999,1.0,5.32193,1.0,-9999,-9999,-9999,1.53349,-13.3081,1.0,-9999,-9999,-9999,5.2388,0.0684827,1.0,0.12813,-0.171717,0.0580839,0.0956388,1.0,1.0,1.0,1.23416,1.20223,1.21524,1.2304,1.17434,1.12131,1.17226,1.34974,1.32558,0.961482,1.58427,2.08089,1.43989,1.44768,1.56038,1.76822,-9999,-9999
20030110,0.902,1.0,141.615,93.36,1.0,218.279,0.0,2.692,1.0,97.937,0.0,0.2,1.0,4.044,1.0,0.729307826087,0.958333333333,14.5152708333,1.0,172.881958333,1.0,61.3148333333,1.0,-9999,0.0,-9999,0.0,402.514,1.0,3.476,1.0,-9999,1.0,14.9882,1.0,-9999,-9999,-9999,1.55418,-30.8283,1.0,-9999,-9999,-9999,5.97293,-0.622282,1.0,0.160624,-0.657502,-0.623112,-0.616012,1.0,1.0,1.0,1.26659,1.23323,1.23966,1.25404,1.88992,1.85738,1.87786,1.89,1.05057,0.955885,1.14117,1.35913,1.40605,1.40669,1.43649,1.59875,-9999,-9999
20030111,-1.524,1.0,142.763,90.03,1.0,233.234,0.0,2.74,1.0,98.446,0.0,0.0,1.0,2.617,1.0,0.397710416667,1.0,20.0190208333,1.0,166.322416667,1.0,57.3414375,1.0,-9999,0.0,-9999,0.0,404.299,1.0,2.854,1.0,-9999,1.0,7.84352,1.0,-9999,-9999,-9999,1.51077,3.14013,1.0,-9999,-9999,-9999,5.35055,0.00038991,1.0,0.134648,-0.0688005,-0.0488429,-0.0287259,1.0,1.0,1.0,1.02538,0.992468,0.995663,1.00586,1.02793,1.02076,1.03673,1.06202,0.73778,0.723084,0.732393,0.763316,1.06232,1.03869,1.07133,1.12393,-9999,-9999
20030112,-2.406,1.0,143.967,89.729,1.0,218.366,0.0,2.298,1.0,99.086,0.0,0.0,1.0,2.303,1.0,0.318792,0.9375,13.0162291667,1.0,165.081375,1.0,59.9597708333,1.0,-9999,0.0,-9999,0.0,409.694,1.0,2.494,1.0,-9999,1.0,4.35375,1.0,-9999,-9999,-9999,1.52897,2.40682,1.0,-9999,-9999,-9999,4.79539,0.434702,1.0,0.122802,0.215017,0.406513,0.42405,1.0,1.0,1.0,0.927974,0.894146,0.898846,0.911184,0.500919,0.479161,0.500919,0.67788,0.649543,0.603927,0.635443,0.667253,0.823281,0.818726,0.829617,0.867143,-9999,-9999
20030113,-0.351,1.0,145.228,98.041,1.0,219.555,0.0,3.266,1.0,99.632,0.0,0.0,1.0,2.331,1.0,0.344163111111,0.9375,17.0915416667,1.0,180.959416667,1.0,52.1098333333,1.0,-9999,0.0,-9999,0.0,400.512,1.0,2.141,1.0,-9999,1.0,4.42357,1.0,-9999,-9999,-9999,1.5787,-5.93216,1.0,-9999,-9999,-9999,5.10694,0.148341,1.0,0.12534,0.104384,0.112792,0.133102,1.0,1.0,1.0,1.06244,1.03361,1.03685,1.05153,0.930865,0.90447,0.923248,0.930865,0.776981,0.72175,0.758595,0.776697,0.948004,0.94139,0.955027,0.963948,-9999,-9999
20030114,5.675,1.0,146.545,97.418,1.0,248.198,0.0,3.542,1.0,99.76,0.0,0.0,1.0,2.027,1.0,0.156065238095,0.875,22.7433541667,1.0,177.344791667,1.0,50.3969583333,1.0,-9999,-9999,-9999,-9999,393.827,1.0,3.105,1.0,-9999,1.0,7.43314,1.0,-9999,-9999,-9999,1.14223,1.99344,1.0,-9999,-9999,-9999,4.56502,-0.936076,0.895833,0.163554,-0.927681,-0.864554,-0.826196,0.895833,0.895833,0.895833,1.53606,1.50279,1.51247,1.53015,2.47531,2.33763,2.36886,2.43664,1.17676,1.12719,1.16897,1.20659,1.25925,1.21987,1.23642,1.26197,-9999,-9999
20030115,3.388,1.0,147.918,53.513,1.0,267.656,0.0,1.478,1.0,99.655,0.0,0.0,1.0,1.991,1.0,0.154054222222,0.9375,23.5756875,1.0,110.850541667,1.0,88.8298333333,1.0,-9999,0.0,-9999,0.0,400.4,1.0,3.912,1.0,-9999,1.0,2.05971,1.0,-9999,-9999,-9999,1.01819,-8.2726,1.0,-9999,-9999,-9999,5.56823,-0.146152,1.0,0.13359,-0.168915,-0.129528,-0.0960943,1.0,1.0,1.0,1.25481,1.23701,1.25459,1.25666,1.41126,1.32467,1.3763,1.41673,1.36889,1.18765,1.30325,1.38728,1.0332,1.0896,1.16331,1.32299,-9999,-9999
20030116,6.386,1.0,149.345,95.233,1.0,273.955,0.0,3.672,1.0,99.373,0.0,0.0,1.0,2.722,1.0,0.412306086957,0.958333333333,22.8490833333,1.0,175.500916667,1.0,-9999,0.0,-9999,0.0,-9999,0.0,392.634,1.0,4.812,1.0,-9999,1.0,9.9916,1.0,-9999,-9999,-9999,1.86298,-11.8615,1.0,-9999,-9999,-9999,5.38649,-0.640193,1.0,0.166312,-0.675227,-0.643745,-0.543369,1.0,1.0,1.0,1.4803,1.47013,1.48212,1.49543,2.12405,2.04745,2.11668,2.14229,1.82785,1.50098,1.56978,1.8472,1.85445,1.90551,2.02922,2.28653,-9999,-9999
20030117,5.158,1.0,150.828,63.642,1.0,290.249,0.0,1.731,1.0,98.984,0.0,0.0,1.0,2.449,1.0,-9999,0.0,31.3453958333,1.0,124.053479167,1.0,-9999,0.0,-9999,0.0,-9999,0.0,393.883,1.0,5.211,1.0,-9999,1.0,8.21617,1.0,-9999,-9999,-9999,1.54396,-14.7434,1.0,-9999,-9999,-9999,4.66144,-0.594349,0.979167,0.141706,-0.604323,-0.589213,-0.359266,0.979167,0.979167,0.979167,1.37428,1.3669,1.37306,1.38489,1.97238,1.75494,1.96771,1.97288,1.80657,1.3336,1.50027,1.80657,1.53852,1.50543,1.68069,2.0095,-9999,-9999
20030118,6.215,1.0,152.364,100.141,1.0,279.179,0.0,3.302,1.0,98.651,0.0,0.0,1.0,1.901,1.0,-9999,0.0,30.5632708333,1.0,183.800270833,1.0,-9999,0.0,-9999,0.0,-9999,0.0,389.66,1.0,5.356,1.0,-9999,1.0,12.7743,1.0,-9999,-9999,-9999,1.54948,-22.3952,1.0,-9999,-9999,-9999,4.73802,-1.16238,1.0,0.160396,-1.17991,-1.15542,-1.10687,1.0,1.0,1.0,1.4759,1.47136,1.47518,1.48805,2.64112,2.59627,2.63023,2.64795,1.75317,1.20975,1.58795,1.75225,2.66774,2.57522,2.73381,2.95973,-9999,-9999
20030119,3.977,1.0,153.955,5.198,1.0,314.981,0.0,1.124,1.0,98.158,0.0,6.2,1.0,2.935,1.0,-9999,0.0,-7.17364583333,1.0,19.6148333333,1.0,-9999,0.0,-9999,0.0,-9999,0.0,393.477,1.0,4.975,1.0,-9999,1.0,2.46207,1.0,-9999,-9999,-9999,0.944718,-57.7661,1.0,-9999,-9999,-9999,4.8672,1.27253,1.0,0.0730138,1.26739,1.30331,1.32064,1.0,1.0,1.0,1.29032,1.28437,1.29037,1.29917,0.0171724,-0.0260619,-0.00508411,0.0192371,1.39353,1.11708,1.33489,1.38996,0.270794,0.249397,0.270794,0.392127,-9999,-9999
20030120,6.781,1.0,155.598,90.504,1.0,288.12,0.0,2.424,1.0,97.883,0.0,0.0,1.0,2.336,1.0,-9999,0.0,34.4962916667,1.0,171.334291667,1.0,-9999,0.0,-9999,0.0,-9999,0.0,388.449,1.0,5.644,1.0,-9999,1.0,13.1871,1.0,-9999,-9999,-9999,1.49649,-37.9887,1.0,-9999,-9999,-9999,4.79514,-0.801333,1.0,0.152115,-0.803351,-0.79286,-0.788778,1.0,1.0,1.0,1.53707,1.53245,1.53851,1.54763,2.33823,2.31128,2.33902,2.34446,1.50612,1.40056,1.48185,1.51614,3.12415,2.96665,3.09837,3.13031,-9999,-9999
20030121,9.268,1.0,157.294,82.954,1.0,315.715,0.0,2.531,1.0,96.722,0.0,7.6,1.0,3.158,1.0,-9999,-9999,35.771125,1.0,158.974458333,1.0,-9999,-9999,-9999,-9999,-9999,-9999,381.987,1.0,6.722,1.0,-9999,1.0,20.172,1.0,-9999,-9999,-9999,2.09942,-50.3206,1.0,-9999,-9999,-9999,4.2568,-0.988238,1.0,0.155787,-0.986079,-0.975071,-0.969437,1.0,1.0,1.0,1.77308,1.7615,1.77311,1.78847,2.76131,2.731,2.74778,2.77223,1.71622,1.60182,1.71055,1.76483,3.02352,2.84823,2.9525,2.98697,-9999,-9999
20030122,7.649,1.0,159.042,73.454,1.0,307.829,0.0,2.805,1.0,97.416,0.0,1.2,1.0,3.955,1.0,0.547865777778,0.9375,19.1425208333,1.0,145.987,1.0,-9999,0.0,-9999,0.0,-9999,0.0,386.003,1.0,6.798,1.0,-9999,1.0,6.15649,1.0,-9999,-9999,-9999,1.99157,-42.0446,1.0,-9999,-9999,-9999,5.03192,-1.00953,1.0,0.179931,-1.02012,-1.00953,-0.990716,1.0,1.0,1.0,1.6309,1.6249,1.63002,1.6418,2.64096,2.63244,2.64123,2.64943,1.58683,1.51239,1.57627,1.59703,2.38772,2.31858,2.35415,2.36887,-9999,-9999
20030123,7.221,1.0,160.842,100.771,1.0,290.182,0.0,4.032,1.0,98.529,0.0,4.8,1.0,6.958,1.0,1.14810861111,0.75,20.5362083333,1.0,195.253416667,1.0,-9999,0.0,-9999,0.0,-9999,0.0,387.054,1.0,6.517,1.0,-9999,1.0,24.6307,1.0,-9999,-9999,-9999,2.10788,-65.5171,1.0,-9999,-9999,-9999,4.99572,-1.41301,1.0,0.165029,-1.45771,-1.43313,-1.35658,1.0,1.0,1.0,1.6121,1.60596,1.6089,1.62243,3.0251,2.96239,3.0251,3.08058,1.61175,1.60102,1.60628,1.61364,2.84221,2.81171,2.82477,2.83253,-9999,-9999
20030124,8.049,1.0,162.692,111.436,1.0,258.564,0.0,6.426,1.0,99.31,0.0,0.0,1.0,5.614,1.0,0.834503913043,0.958333333333,19.3120833333,1.0,199.319770833,1.0,-9999,0.0,-9999,0.0,-9999,0.0,382.827,1.0,6.508,1.0,-9999,1.0,26.7807,1.0,-9999,-9999,-9999,1.9998,-56.808,1.0,-9999,-9999,-9999,4.82737,-1.24397,1.0,0.162829,-1.24538,-1.2433,-1.24135,1.0,1.0,1.0,1.71918,1.71209,1.71805,1.73231,2.96344,2.95475,2.95867,2.97071,1.75519,1.75268,1.75515,1.76117,2.88135,2.85785,2.87055,2.88135,-9999,-9999
20030125,5.348,1.0,164.593,107.728,1.0,238.201,0.0,4.792,1.0,99.46,0.0,0.4,1.0,3.815,1.0,0.555161190476,0.875,20.27275,1.0,196.791395833,1.0,-9999,0.0,-9999,0.0,-9999,0.0,384.334,1.0,5.744,1.0,-9999,1.0,20.06,1.0,-9999,-9999,-9999,2.31677,-35.7882,1.0,-9999,-9999,-9999,4.57784,-1.34316,1.0,0.148037,-1.30133,-1.27274,-1.27162,1.0,1.0,0.979167,1.49099,1.48522,1.49099,1.50313,2.8343,2.7588,2.77652,2.79439,1.64754,1.63045,1.63457,1.65153,3.06777,3.06789,3.1033,3.12205,-9999,-9999
20030126,7.176,1.0,166.542,71.169,1.0,289.115,0.0,4.465,1.0,99.409,0.0,0.2,1.0,6.208,1.0,0.98337625,0.833333333333,20.4782083333,1.0,142.590083333,1.0,-9999,0.0,-9999,0.0,-9999,0.0,384.146,1.0,6.087,1.0,-9999,1.0,16.984,1.0,-9999,-9999,-9999,2.11781,-47.0631,1.0,-9999,-9999,-9999,4.59541,-1.36737,1.0,0.17325,-1.37037,-1.36737,-1.36212,1.0,1.0,1.0,1.69189,1.68901,1.69189,1.70196,3.05964,3.05824,3.05985,3.06357,1.80034,1.7308,1.76919,1.8298,2.66211,2.6621,2.69159,2.70523,-9999,-9999
20030127,12.098,1.0,168.541,97.03,1.0,313.532,0.0,6.147,1.0,99.355,0.0,0.2,1.0,6.91,1.0,1.11533575,0.833333333333,27.1676666667,1.0,181.595833333,1.0,-9999,0.0,-9999,0.0,-9999,0.0,381.103,1.0,7.394,1.0,-9999,1.0,17.8443,1.0,-9999,-9999,-9999,1.87354,-63.4101,1.0,-9999,-9999,-9999,4.49074,-0.919039,1.0,0.149464,-0.921502,-0.919039,-0.915053,1.0,1.0,1.0,2.25426,2.25426,2.25988,2.26504,3.1733,3.17406,3.17792,3.18289,2.13881,2.07129,2.11862,2.17898,3.07934,3.07941,3.0886,3.09088,-9999,-9999
20030128,10.089,1.0,170.587,67.727,1.0,301.002,0.0,4.722,1.0,99.034,0.0,0.2,1.0,5.578,1.0,0.98653673913,0.958333333333,7.15920833333,1.0,133.472708333,1.0,-9999,-9999,-9999,-9999,-9999,-9999,382.429,1.0,8.5,1.0,-9999,1.0,13.1593,1.0,-9999,-9999,-9999,1.62658,-49.9458,1.0,-9999,-9999,-9999,4.7641,-0.684436,1.0,0.145232,-0.684517,-0.684436,-0.683856,1.0,1.0,1.0,2.05851,2.05942,2.06259,2.06547,2.74297,2.74297,2.74578,2.74908,1.99508,1.98279,1.99262,2.00669,2.70864,2.7095,2.71538,2.71885,-9999,-9999
20030129,4.673,1.0,172.68,59.489,1.0,282.332,0.0,3.096,1.0,97.814,0.0,0.4,1.0,5.96,1.0,0.991431860465,0.895833333333,-3.44652083333,1.0,123.597104167,1.0,-9999,0.0,-9999,0.0,-9999,0.0,386.833,1.0,7.023,1.0,-9999,1.0,6.56081,1.0,-9999,-9999,-9999,1.62067,-55.2217,1.0,-9999,-9999,-9999,4.98949,-0.766532,1.0,0.137031,-0.767351,-0.766581,-0.763716,1.0,1.0,1.0,1.47903,1.47869,1.48091,1.48355,2.24561,2.24543,2.24779,2.25092,1.87628,1.85707,1.87034,1.96685,2.43187,2.43268,2.43697,2.47341,-9999,-9999
20030130,2.914,1.0,174.819,63.317,1.0,274.074,0.0,2.737,1.0,97.287,0.0,0.4,1.0,4.902,1.0,0.784489772727,0.916666666667,10.6412083333,1.0,126.575625,1.0,-9999,0.0,-9999,0.0,-9999,0.0,389.166,1.0,6.004,1.0,-9999,1.0,9.71607,1.0,-9999,-9999,-9999,2.05517,-31.949,1.0,-9999,-9999,-9999,4.8978,-1.03796,1.0,0.1478,-1.01931,-0.984687,-0.972092,1.0,1.0,1.0,1.28838,1.28767,1.2908,1.29645,2.29399,2.26509,2.28068,2.30273,2.17712,2.13573,2.16612,2.41787,2.40231,2.40196,2.41181,2.50736,-9999,-9999
20030131,1.202,1.0,177.005,90.105,1.0,237.026,0.0,3.742,1.0,97.288,0.0,3.8,1.0,7.223,1.0,1.05284860465,0.895833333333,24.3524375,1.0,168.873333333,1.0,-9999,0.0,-9999,0.0,-9999,0.0,389.145,1.0,4.738,1.0,-9999,1.0,24.3879,1.0,-9999,-9999,-9999,2.00498,-46.4369,1.0,-9999,-9999,-9999,4.87492,-0.702358,1.0,0.119347,-0.696206,-0.695108,-0.693573,1.0,1.0,1.0,1.11483,1.11321,1.1173,1.12386,1.81207,1.80876,1.81241,1.81778,1.92702,1.88578,1.92702,2.19444,2.60537,2.60537,2.62399,2.72717,-9999,-9999
20030201,0.607,1.0,179.235,107.418,1.0,245.975,0.0,2.766,1.0,98.572,0.0,1.8,1.0,5.023,1.0,0.782853902439,0.854166666667,34.6084166667,1.0,200.6108125,1.0,-9999,0.0,-9999,0.0,-9999,0.0,389.648,1.0,3.879,1.0,-9999,1.0,7.35817,1.0,-9999,-9999,-9999,1.6415,15.5089,1.0,-9999,-9999,-9999,5.28856,-0.900928,1.0,0.132431,-0.944551,-0.875498,-0.853425,1.0,1.0,1.0,1.02813,1.02539,1.03073,1.04105,1.91916,1.87802,1.91393,1.97708,1.30478,1.28191,1.30478,1.51084,2.62842,2.62845,2.65399,2.7133,-9999,-9999
