TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_DIF,PPFD_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
19990101,-10.143,0.0,165.759,49.045,1.0,240.242,1.0,1.39,0.0,99.208,1.0,0.0,1.0,3.362,1.0,0.490166666667,1.0,14.13125,1.0,81.8391666667,1.0,-9999,0.0,10.535,1.0,264.620833333,1.0,374.426,1.0,1.518,1.0,43.0,1.0,-9.49233,1.0,0.925042,1.0,1.56413,-9999,-9999,-9999,1.17604,1.0,1.98853,-9999,-9999,-9999,0.512471,1.0,-9999,0.465152,0.51523,0.529391,1.0,1.0,1.0,0.53923,0.53923,0.57338,0.643204,0.0227547,0.0073294,0.0710755,0.126959,0.301987,0.202134,0.262615,0.351326,0.0,0.0,0.0,0.0,-9999,-9999
19990102,-1.132,0.0,166.385,7.108,1.0,294.142,1.0,1.359,0.0,97.396,1.0,8.9,1.0,5.467,0.458333,-9999,0.0,5.40208333333,1.0,0.0,0.666666666667,-9999,0.0,0.553333333333,0.875,294.9875,1.0,373.035,1.0,1.857,1.0,43.167,1.0,-7.44088,1.0,-0.106904,1.0,-0.176544,-9999,-9999,-9999,-16.2947,1.0,-26.9095,-9999,-9999,-9999,0.397242,1.0,-9999,0.395625,0.397242,0.406588,1.0,1.0,1.0,1.05979,1.05979,1.0903,1.14986,0.662547,0.662547,0.677692,0.760834,0.689232,0.605299,0.668035,0.773683,0.0,0.0,0.0,0.0,-9999,-9999
19990103,-8.41,0.0,167.069,43.046,1.0,270.846,1.0,1.409,0.0,97.837,1.0,0.0,1.0,6.858,0.0,-9999,0.0,31.5804583333,1.0,76.9291666667,1.0,-9999,0.0,10.4158333333,1.0,271.895875,1.0,371.966,1.0,2.143,1.0,44.542,1.0,-6.14433,1.0,1.62741,1.0,2.62334,-9999,-9999,-9999,-0.552975,1.0,-0.89138,-9999,-9999,-9999,0.571179,1.0,-9999,0.571179,0.578078,0.587357,1.0,1.0,1.0,0.619226,0.619226,0.655321,0.728215,0.035584,0.035584,0.0790694,0.133792,0.410056,0.320336,0.385264,0.456885,0.0,0.0,0.00205413,0.00731898,-9999,-9999
19990104,-14.937,0.0,167.812,74.444,1.0,244.692,1.0,1.22,0.0,99.152,0.333333,0.0,1.0,4.379,0.291667,-9999,0.0,57.7775,1.0,183.239166667,1.0,-9999,0.0,18.8104166667,1.0,243.545833333,1.0,364.475,0.916667,2.333,1.0,45.0,1.0,-6.59008,1.0,4.59055,0.916667,7.14805,-9999,-9999,-9999,17.9062,0.916667,27.8822,-9999,-9999,-9999,0.60726,0.875,-9999,0.558656,0.593329,0.60726,0.875,0.875,0.875,0.315964,0.315964,0.345447,0.407993,-0.239368,-0.283201,-0.239368,-0.159736,0.295432,0.235552,0.295742,0.402655,0.0,0.0,0.00993617,0.0347934,-9999,-9999
19990105,-15.671,0.0,168.611,117.227,0.916667,252.167,1.0,1.32,0.0,99.25,1.0,0.0,1.0,4.167,0.958333,0.495869565217,0.958333333333,89.7669565217,0.958333333333,249.373333333,1.0,-9999,0.0,24.952173913,0.958333333333,247.804347826,0.958333333333,371.445,1.0,1.992,1.0,45.0,1.0,-9.16396,1.0,4.82262,1.0,7.43513,-9999,-9999,-9999,23.8746,1.0,36.808,-9999,-9999,-9999,0.5424,1.0,-9999,0.433278,0.489526,0.504958,1.0,1.0,1.0,0.330229,0.330229,0.355993,0.410653,-0.0993267,-0.172597,-0.105641,-0.0328419,0.317378,0.294519,0.326308,0.420665,0.0,0.0,0.0146346,0.0594857,-9999,-9999
19990106,-1.475,0.0,169.47,39.705,0.916667,286.291,0.916667,1.827,0.0,98.385,0.541667,3.0,1.0,5.628,0.541667,0.817615384615,0.541666666667,31.0076923077,0.541666666667,46.5490909091,0.916666666667,-9999,0.0,12.0076923077,0.541666666667,305.353846154,0.541666666667,371.569,0.916667,2.009,1.0,44.0,1.0,-7.20804,1.0,3.32603,0.916667,5.07657,-9999,-9999,-9999,0.928182,0.916667,1.4167,-9999,-9999,-9999,0.964317,0.916667,-9999,0.86184,0.917985,0.962224,0.916667,0.916667,0.916667,1.03279,1.03279,1.0648,1.12718,0.177742,0.0761832,0.168441,0.255352,0.828974,0.824494,0.874257,0.896558,0.0,0.0,0.00163835,0.0201266,-9999,-9999
19990107,-11.094,0.0,170.385,59.981,1.0,250.296,1.0,1.268,0.0,99.375,1.0,0.0,1.0,2.02,1.0,0.291260869565,0.958333333333,29.6533333333,1.0,107.015,1.0,-9999,-9999,14.7275416667,1.0,265.895875,1.0,372.751,1.0,2.278,1.0,44.0,1.0,-5.89487,1.0,5.44013,1.0,8.34589,-9999,-9999,-9999,17.3273,1.0,26.1801,-9999,-9999,-9999,0.646324,1.0,-9999,0.643196,0.647151,0.681554,1.0,1.0,1.0,0.484263,0.484263,0.518547,0.589072,-0.158933,-0.167256,-0.155055,-0.0757736,0.40865,0.410723,0.43794,0.465218,0.0,0.0,0.0,0.0204589,-9999,-9999
19990108,-4.541,0.0,171.357,13.315,1.0,285.442,1.0,1.213,0.0,98.096,1.0,0.0,1.0,2.359,0.416667,-9999,0.0,10.0575,1.0,13.9634782609,0.958333333333,-9999,0.0,4.47,1.0,284.229166667,1.0,374.415,1.0,2.359,1.0,44.167,1.0,-6.19892,1.0,0.231692,1.0,0.355447,-9999,-9999,-9999,-14.3355,1.0,-21.6597,-9999,-9999,-9999,0.521722,1.0,-9999,0.519611,0.523854,0.537479,1.0,1.0,1.0,0.841444,0.841444,0.876674,0.946295,0.308085,0.304641,0.328573,0.392113,0.796855,0.794386,0.813839,0.879415,0.0,0.0,0.0,0.00146146,-9999,-9999
19990109,-9.673,0.0,172.386,91.989,0.833333,267.346,1.0,1.249,0.0,98.7,1.0,0.0,1.0,3.857,0.0,-9999,0.0,85.8316666667,1.0,159.347083333,1.0,-9999,0.0,27.7791666667,1.0,265.545833333,1.0,370.717,0.833333,2.368,1.0,44.083,1.0,-6.28987,1.0,3.09831,0.833333,4.73913,-9999,-9999,-9999,8.29427,0.833333,12.4942,-9999,-9999,-9999,0.723283,0.833333,-9999,0.713173,0.722476,0.726736,0.833333,0.833333,0.833333,0.569921,0.569921,0.603836,0.672897,-0.1453,-0.152555,-0.115223,-0.0668465,0.60537,0.60537,0.620819,0.658092,0.0140367,0.0,0.0,0.013904,-9999,-9999
19990110,-11.774,0.0,173.471,56.688,1.0,260.788,1.0,1.419,0.0,98.753,0.958333,0.0,1.0,4.326,0.583333,0.823214285714,0.583333333333,39.9229166667,1.0,87.498375,1.0,-9999,0.0,15.3904166667,1.0,262.1625,1.0,370.954,1.0,2.303,1.0,44.458,1.0,-6.95883,1.0,3.31744,1.0,5.006,-9999,-9999,-9999,10.7943,1.0,16.0379,-9999,-9999,-9999,0.784771,1.0,-9999,0.778463,0.780087,0.784771,1.0,1.0,1.0,0.477743,0.477743,0.509243,0.574289,-0.296129,-0.301129,-0.271923,-0.216926,0.544458,0.531726,0.538579,0.557938,0.0317058,0.0,0.0,0.0313577,-9999,-9999
19990111,-5.804,0.0,174.612,58.145,1.0,267.971,1.0,1.933,0.0,98.358,1.0,8.5,1.0,5.323,1.0,0.714083333333,1.0,25.9329166667,1.0,104.3225,1.0,-9999,0.0,14.9745833333,1.0,285.208375,1.0,370.098,1.0,2.226,1.0,44.0,1.0,-6.87133,1.0,-0.355486,1.0,-0.525492,-9999,-9999,2.45186,-10.933,1.0,-15.9077,-9999,-9999,-9999,0.704017,1.0,-9999,0.70221,0.72064,0.738781,1.0,1.0,1.0,0.80378,0.80378,0.83398,0.894809,0.0997633,0.0762911,0.12679,0.16349,0.900362,0.857092,0.873877,0.899962,0.0572398,0.027382,0.0306888,0.0567819,-9999,-9999
19990112,4.458,0.0,175.808,50.789,1.0,313.804,1.0,1.734,0.0,97.75,1.0,0.3,1.0,5.937,0.833333,0.74695,0.833333333333,18.0529166667,1.0,82.7370833333,1.0,-9999,0.0,10.09,1.0,336.45,1.0,371.754,1.0,2.182,1.0,45.5,1.0,-6.58904,1.0,-2.38476,1.0,-3.4394,-9999,-9999,0.70864,-29.818,1.0,-42.0092,-9999,-9999,2.39667,1.12323,1.0,-9999,1.12323,1.12397,1.12654,1.0,1.0,1.0,1.42479,1.42479,1.44609,1.48657,0.301559,0.300069,0.322126,0.358574,1.55805,1.49392,1.51509,1.53522,0.0764332,0.0598514,0.0691067,0.0764708,-9999,-9999
19990113,-1.334,0.0,177.059,11.031,1.0,309.871,1.0,1.291,0.0,98.25,1.0,5.9,1.0,5.124,0.25,-9999,0.0,8.45333333333,1.0,2.35,0.875,-9999,0.0,1.6,0.958333333333,310.779166667,1.0,372.457,1.0,1.751,1.0,49.583,1.0,-6.43712,1.0,1.40283,1.0,2.01489,-9999,-9999,0.708575,-27.0868,1.0,-37.1864,-9999,-9999,-9999,0.792619,1.0,-9999,0.792619,0.79552,0.818653,1.0,1.0,1.0,1.0479,1.0479,1.0784,1.13806,0.237718,0.229242,0.282801,0.321712,1.1156,1.1087,1.11328,1.1457,0.0241635,0.022848,0.0251352,0.028895,-9999,-9999
19990114,-7.075,0.0,178.364,33.16,1.0,270.188,1.0,1.27,0.0,98.758,1.0,0.0,1.0,3.024,0.0,-9999,-9999,23.5216666667,1.0,26.250875,1.0,-9999,-9999,6.90045833333,1.0,272.925,1.0,372.272,1.0,1.412,1.0,47.792,1.0,-9.776,1.0,1.72085,1.0,2.40975,-9999,-9999,0.712009,-21.3128,1.0,-28.4925,-9999,-9999,1.19833,0.78927,1.0,0.396341,0.79151,0.796623,0.8219,1.0,1.0,1.0,0.692769,0.692769,0.72902,0.801639,-0.120708,-0.129131,-0.0734058,-0.0293755,0.650101,0.645203,0.68913,0.717912,0.0174766,0.0162663,0.0175204,0.0194285,-9999,-9999
19990115,-5.716,0.0,179.724,58.739,1.0,283.079,1.0,1.551,0.0,98.354,1.0,0.0,1.0,2.674,0.0,-9999,0.0,44.8008333333,1.0,80.227125,1.0,-9999,0.0,13.8545833333,1.0,283.1625,1.0,372.749,1.0,0.993,1.0,46.417,1.0,-9.46787,1.0,1.96542,1.0,2.71176,-9999,-9999,0.711761,-11.632,1.0,-15.311,-9999,-9999,12.8073,0.863696,1.0,0.148803,0.863696,0.868069,0.875172,1.0,1.0,1.0,0.788565,0.788565,0.821937,0.88858,-0.0767292,-0.0774243,-0.0478478,0.0256534,0.614417,0.60036,0.641062,0.702524,0.0,0.0,0.0,0.0,-9999,-9999
19990116,1.953,0.0,181.136,110.073,1.0,274.671,1.0,2.079,0.0,97.933,1.0,3.0,1.0,5.103,0.833333,0.634647058824,0.708333333333,41.8558333333,1.0,200.76125,1.0,-9999,0.0,18.4754166667,1.0,324.4125,1.0,372.208,1.0,1.097,1.0,46.5,1.0,-7.58771,1.0,7.41478,1.0,10.0023,-9999,-9999,1.86316,-9.19042,1.0,-11.8145,-9999,-9999,6.54667,0.915995,1.0,0.131238,0.915995,0.930212,0.950568,1.0,1.0,1.0,1.25502,1.25502,1.28183,1.33327,0.306822,0.315876,0.365831,0.389641,0.81637,0.80231,0.82249,0.888253,0.0,0.0,0.0,0.0,-9999,-9999
19990117,5.183,0.0,182.601,58.754,1.0,316.392,1.0,1.568,0.0,97.671,1.0,7.5,1.0,4.285,0.458333,-9999,0.0,27.567125,1.0,98.3204166667,1.0,-9999,0.0,9.00004166667,1.0,338.579166667,1.0,372.988,1.0,1.445,1.0,49.458,1.0,-6.03246,1.0,8.56984,1.0,11.2969,-9999,-9999,1.80985,-25.8585,1.0,-32.4463,-9999,-9999,6.18336,1.08067,1.0,0.13819,1.07613,1.08067,1.08689,1.0,1.0,1.0,1.48219,1.48219,1.49944,1.53258,0.397192,0.397192,0.418777,0.454911,0.952617,0.933625,0.954227,0.981799,0.0,0.0,0.0,0.0,-9999,-9999
19990118,2.482,0.0833333,184.118,31.888,1.0,290.667,1.0,1.701,0.0833333,97.575,1.0,0.2,1.0,6.63,0.458333,-9999,0.0,-3.19166666667,1.0,42.6291666667,1.0,-9999,0.0,4.73833333333,1.0,321.008333333,1.0,369.707,1.0,1.53,1.0,51.417,1.0,-5.35875,1.0,1.72862,1.0,2.18538,-9999,-9999,0.904625,-26.1155,1.0,-31.9654,-9999,-9999,5.00549,1.06385,1.0,0.138082,1.06385,1.0655,1.07442,1.0,1.0,1.0,1.29206,1.29206,1.3174,1.366,0.218898,0.218898,0.253555,0.297894,0.977515,0.94878,0.949872,0.964848,0.0,0.0,0.0,0.0,-9999,-9999
19990119,-1.444,0.708333,185.687,68.026,1.0,273.838,1.0,1.358,0.708333,98.358,1.0,0.0,1.0,3.407,1.0,0.424416666667,1.0,13.2758333333,1.0,117.67625,1.0,-9999,0.0,9.58333333333,1.0,319.004166667,1.0,369.333,1.0,1.49,1.0,49.583,1.0,-6.5305,1.0,6.34442,1.0,7.82566,-9999,-9999,1.33976,-10.9545,1.0,-12.921,-9999,-9999,5.28759,0.783708,1.0,0.136176,0.779282,0.783708,0.78775,1.0,1.0,1.0,1.03405,1.03405,1.06611,1.12858,0.250342,0.24812,0.258061,0.383892,0.95588,0.900413,0.938561,0.93886,0.0,0.0,0.0,0.0,-9999,-9999
19990120,3.578,0.833333,187.306,106.788,1.0,293.046,1.0,2.562,0.833333,98.075,1.0,0.1,1.0,2.802,1.0,0.1975,1.0,45.61875,1.0,192.450416667,1.0,-9999,0.0,12.8775,1.0,341.3375,1.0,374.077,1.0,2.349,1.0,50.5,1.0,-2.26279,1.0,7.48671,1.0,9.03842,-9999,-9999,1.20049,11.2538,1.0,12.979,-9999,-9999,4.49273,1.30495,1.0,0.138185,1.27805,1.30495,1.30495,1.0,1.0,1.0,1.36761,1.36761,1.3901,1.43316,0.0555759,0.0555759,0.0923576,0.15147,1.26308,1.24691,1.26166,1.27179,0.0,0.0,0.0,0.0,-9999,-9999
19990121,5.805,1.0,188.975,26.348,1.0,350.171,1.0,2.487,1.0,97.496,1.0,36.2,1.0,4.293,0.208333,-9999,-9999,19.9083333333,1.0,34.5025,1.0,-9999,-9999,2.96041666667,1.0,353.65,1.0,382.525,1.0,4.764,1.0,51.333,1.0,8.17196,1.0,0.771651,1.0,0.923735,-9999,-9999,0.784862,-26.7161,1.0,-30.5399,-9999,-9999,4.49095,1.24751,1.0,0.133662,1.2455,1.24751,1.26911,1.0,1.0,1.0,1.51789,1.51789,1.53571,1.5694,0.248779,0.254846,0.283661,0.308198,1.53956,1.53603,1.54375,1.55522,0.0,0.0,0.0,0.0,-9999,-9999
19990122,3.867,1.0,190.694,25.666,1.0,344.444,1.0,2.064,1.0,97.201,0.708333,39.3,1.0,6.275,0.5,-9999,0.0,21.0323529412,0.708333333333,35.89,1.0,-9999,0.0,2.81066666667,0.625,374.941176471,0.708333333333,371.607,1.0,8.103,1.0,52.459,1.0,15.607,1.0,1.02898,1.0,1.23179,-9999,-9999,0.83991,-29.7135,1.0,-33.9663,-9999,-9999,4.11759,1.27199,1.0,0.133136,1.2615,1.27199,1.27777,1.0,1.0,1.0,1.38388,1.38388,1.40672,1.4502,0.10611,0.10611,0.140408,0.177031,1.5914,1.58557,1.58994,1.59532,0.0,0.0,0.0,0.0,-9999,-9999
19990123,4.851,0.708333,192.461,36.026,0.708333,326.533,0.708333,1.719,0.708333,97.227,0.333333,3.0,1.0,6.65,0.333333,-9999,0.0,-9999,0.0,0.0,0.708333333333,-9999,0.0,-9999,0.0,-9999,0.0,372.975,0.708333,8.959,1.0,49.708,1.0,6.89246,1.0,1.13685,0.708333,1.36091,-9999,-9999,0.890406,-11.4962,0.708333,-13.2586,-9999,-9999,4.42041,1.36602,0.708333,0.142204,1.34272,1.35314,1.36602,0.708333,0.708333,0.708333,1.45741,1.45741,1.47571,1.51091,0.0888508,0.0888508,0.12647,0.165598,1.74871,1.73762,1.74385,1.74871,0.0,0.0,0.0,0.0,-9999,-9999
19990124,1.584,1.0,194.276,52.14,1.0,297.417,1.0,1.954,1.0,98.642,1.0,0.0,1.0,9.113,1.0,-9999,0.0,22.125,1.0,86.64,1.0,-9999,0.0,5.54416666667,1.0,321.8875,1.0,368.788,1.0,5.765,1.0,48.5,1.0,-8.23871,1.0,-1.7674,1.0,-2.09127,-9999,-9999,0.965829,-5.89855,1.0,-6.89845,-9999,-9999,5.41571,1.13042,1.0,0.143256,1.10585,1.11315,1.13042,1.0,1.0,1.0,1.22942,1.22942,1.25718,1.31048,0.0990032,0.0990032,0.150607,0.200395,1.22189,1.20345,1.22903,1.24618,0.0,0.0,0.0,0.0,-9999,-9999
19990125,1.395,0.708333,196.138,84.019,0.708333,281.714,0.708333,1.821,0.708333,99.197,0.583333,0.0,0.0,4.737,0.541667,-9999,0.0,-27.3286666667,0.625,9.182,0.625,-9999,0.0,0.948666666667,0.625,316.766666667,0.625,371.26,0.708333,4.735,1.0,47.958,1.0,-7.45846,1.0,-3.45623,0.708333,-4.14561,-9999,-9999,0.927048,11.4132,0.708333,13.533,-9999,-9999,5.2712,1.25451,0.708333,0.143243,1.21119,1.22419,1.25451,0.708333,0.666667,0.708333,1.21883,1.21883,1.24651,1.29976,-0.0356767,-0.0316976,0.0271367,0.0828879,1.07821,1.04779,1.08847,1.11265,0.0,0.0,0.0,0.0,-9999,-9999
19990126,1.371,0.875,198.046,120.194,0.875,256.962,0.875,2.238,0.875,99.344,0.458333,0.0,0.5,3.495,0.333333,-9999,0.0,2.25055555556,0.75,132.096190476,0.875,-9999,0.0,10.6083333333,0.75,320.594444444,0.75,373.874,0.833333,3.931,1.0,47.5,1.0,-6.18025,1.0,1.01084,0.791667,1.2324,-9999,-9999,1.25548,13.6653,0.708333,16.4728,-9999,-9999,6.2884,1.05891,0.625,0.142157,1.03653,1.04701,1.05645,0.625,0.625,0.625,1.22218,1.22218,1.24867,1.2999,0.157331,0.168148,0.206822,0.257449,0.949914,0.90968,0.9614,0.995434,0.0,0.0,0.0,0.0,-9999,-9999
19990127,12.028,1.0,200.0,81.006,1.0,317.9,1.0,3.993,1.0,98.146,1.0,0.0,1.0,6.86,1.0,0.894791666667,1.0,12.83375,1.0,140.785,1.0,-9999,0.0,9.80958333333,1.0,376.2625,1.0,372.53,1.0,6.577,1.0,46.375,1.0,9.6315,1.0,-4.31914,1.0,-5.88111,-9999,-9999,1.25184,-17.8011,1.0,-24.2388,-9999,-9999,6.94233,1.81478,1.0,0.145463,1.81478,1.81478,1.81478,1.0,1.0,1.0,1.95757,1.94213,1.94953,1.95724,0.142792,0.127353,0.134755,0.142463,1.77946,1.77427,1.77788,1.77858,0.0,0.0,0.0,0.0,-9999,-9999
19990128,2.277,1.0,201.997,46.891,1.0,322.888,1.0,1.33,1.0,98.7,0.958333,0.0,1.0,3.1,0.5,-9999,-9999,30.3483333333,1.0,76.2183333333,1.0,-9999,-9999,5.13,1.0,334.3,1.0,375.954,1.0,6.791,1.0,46.208,1.0,-2.10558,1.0,4.27302,1.0,5.81832,-9999,-9999,1.54021,5.76793,1.0,7.85385,-9999,-9999,6.40438,1.12246,1.0,0.144904,1.11118,1.11624,1.12197,1.0,1.0,1.0,1.27785,1.27785,1.28433,1.30928,0.155384,0.157035,0.16911,0.199159,0.896475,0.860735,0.911339,0.927549,0.0,0.0,0.0,0.0,-9999,-9999
19990129,-3.113,1.0,204.039,93.295,1.0,268.217,1.0,1.175,1.0,99.483,1.0,0.0,1.0,2.811,1.0,0.424791666667,1.0,29.8704166667,1.0,165.869166667,1.0,-9999,0.0,11.5995833333,1.0,320.041666667,1.0,374.904,1.0,5.036,1.0,46.292,1.0,-6.78288,1.0,3.01283,1.0,4.1024,-9999,-9999,0.923204,23.9056,1.0,31.0683,-9999,-9999,4.46541,1.00236,1.0,0.141705,0.957788,0.965057,1.00188,1.0,1.0,1.0,0.91705,0.91705,0.924752,0.953878,-0.0853085,-0.0828863,-0.035815,0.0180827,0.541223,0.510313,0.552221,0.566947,0.0,0.0,0.0,0.0,-9999,-9999
19990130,-2.936,1.0,206.123,118.767,1.0,255.033,1.0,1.885,1.0,99.596,1.0,0.0,1.0,4.19,1.0,0.625708333333,1.0,34.5508333333,1.0,213.02625,1.0,-9999,0.0,14.8620833333,1.0,324.3875,1.0,376.231,1.0,4.243,1.0,46.25,1.0,-6.00329,1.0,5.97262,1.0,8.13256,-9999,-9999,1.26092,2.91762,1.0,3.83705,-9999,-9999,6.40199,0.864861,1.0,0.164527,0.739597,0.77698,0.864861,1.0,1.0,1.0,0.893146,0.889524,0.895998,0.906074,0.028286,0.0311379,0.129093,0.153511,0.614266,0.609706,0.619586,0.626315,0.0,0.0,0.0,0.0,-9999,-9999
19990131,1.182,1.0,208.249,14.595,1.0,315.246,1.0,1.381,1.0,99.138,1.0,19.3,1.0,4.793,0.75,0.763944444444,0.75,2.69166666667,1.0,10.52,0.916666666667,-9999,0.0,1.19523809524,0.875,325.929166667,1.0,376.661,1.0,4.371,1.0,48.875,1.0,-5.09308,1.0,5.12379,1.0,6.97676,-9999,-9999,1.23024,-19.9096,1.0,-26.3689,-9999,-9999,4.95029,1.23317,1.0,0.145117,1.21383,1.23007,1.23317,1.0,1.0,1.0,1.08273,1.04921,1.05643,1.08273,-0.145156,-0.180171,-0.160355,-0.149811,0.973056,0.971106,0.974615,0.977288,0.0,0.0,0.0,0.0,-9999,-9999
19990201,5.424,1.0,210.415,16.419,1.0,336.613,1.0,0.0,1.0,98.454,1.0,5.1,1.0,4.075,0.0,-9999,0.0,14.09375,1.0,13.9534782609,0.958333333333,-9999,0.0,0.575,0.833333333333,337.954166667,1.0,373.586,1.0,5.158,1.0,50.542,1.0,0.60075,1.0,-7.42419,0.916667,-10.1091,-10.1972,-8.72777,1.17742,-45.5429,0.875,-62.0131,-62.5538,-53.5395,5.23765,1.38008,0.75,0.148737,1.36649,1.37151,1.38008,0.75,0.75,0.75,1.2947,1.19963,1.23617,1.29147,-0.0768088,-0.171775,-0.151816,-0.0886087,1.54841,1.5302,1.53742,1.54776,0.0,0.0,0.0,0.0,-9999,-9999
19990202,2.262,1.0,212.622,18.713,1.0,305.554,1.0,0.514,1.0,97.688,1.0,1.0,1.0,4.507,0.416667,-9999,0.0,-10.5766666667,1.0,17.8352380952,0.875,-9999,0.0,1.38052631579,0.791666666667,333.645833333,1.0,371.473,1.0,5.534,1.0,49.0,1.0,-2.72671,1.0,2.84081,1.0,3.86817,3.33962,3.92818,1.19565,-34.7031,1.0,-47.2532,-47.9863,-40.7965,4.84179,1.1716,1.0,0.140806,1.15231,1.1716,1.21276,1.0,1.0,1.0,1.10016,1.04116,1.0661,1.09725,-0.0822893,-0.182043,-0.0894749,-0.0780438,1.35555,1.33304,1.33648,1.3399,0.0,0.0,0.0,0.0,-9999,-9999
19990203,0.254,1.0,214.867,109.974,1.0,257.488,1.0,3.428,1.0,97.746,1.0,0.4,1.0,5.49,1.0,0.603333333333,1.0,26.7704166667,1.0,191.66625,1.0,-9999,0.0,12.6620833333,1.0,328.029166667,1.0,367.946,1.0,3.928,1.0,48.5,1.0,-7.44817,1.0,21.2646,1.0,28.9548,23.5483,29.404,1.46791,-10.0138,1.0,-11.7721,-13.8467,-11.0892,5.75098,0.988582,1.0,0.140869,0.974365,0.984135,0.988582,1.0,1.0,1.0,0.975302,0.945009,0.960876,0.971715,-0.0132807,-0.0305565,-0.0167303,-0.0120165,1.10004,1.07763,1.08676,1.08912,0.0,0.0,0.0,0.0,-9999,-9999
19990204,-0.67,1.0,217.15,160.775,1.0,246.562,1.0,1.948,1.0,98.418,0.958333,0.4,1.0,4.805,0.958333,0.761173913043,0.958333333333,47.5,0.958333333333,267.65,0.958333333333,-9999,-9999,18.037,0.958333333333,327.1,0.958333333333,367.94,1.0,4.541,1.0,47.833,1.0,-5.46896,1.0,11.7693,1.0,16.0256,13.0333,16.2743,1.72039,43.9023,1.0,59.7792,48.617,60.7066,6.5456,1.08436,0.958333,0.139268,1.0172,1.07631,1.08436,0.958333,0.958333,0.958333,0.916438,0.896009,0.90791,0.916558,-0.167921,-0.180791,-0.167921,-0.137044,1.06099,1.00687,1.01355,1.01616,0.0,0.0,0.0,0.0,-9999,-9999
19990205,-2.347,1.0,219.469,122.935,1.0,260.725,1.0,2.538,1.0,98.996,1.0,0.4,1.0,4.358,1.0,0.555416666667,1.0,44.2225,1.0,226.208333333,1.0,-9999,0.0,14.5245833333,1.0,324.9125,1.0,370.574,1.0,3.514,1.0,47.875,1.0,-6.71471,1.0,12.8604,1.0,17.5112,14.2415,19.3875,1.83707,10.8301,1.0,14.7467,11.9931,16.3267,6.20568,0.976917,1.0,0.146587,0.958822,0.969522,0.976917,1.0,0.958333,1.0,0.819955,0.809562,0.817615,0.822265,-0.156961,-0.164813,-0.156961,-0.145897,0.987344,0.925131,0.930507,0.940542,0.0,0.0,0.0,0.0,-9999,-9999
19990206,2.543,1.0,221.825,110.525,1.0,315.708,1.0,2.612,1.0,98.188,1.0,0.8,1.0,4.203,1.0,0.5355,1.0,54.0620833333,1.0,208.34125,1.0,-9999,0.0,12.95,1.0,359.220833333,1.0,371.984,1.0,6.14,1.0,46.708,1.0,6.07633,1.0,12.2629,1.0,14.4161,13.5799,18.4868,1.59816,3.6285,1.0,4.26561,4.01817,5.47009,7.00649,1.5413,1.0,0.149925,1.40801,1.50629,1.5413,1.0,1.0,1.0,1.12013,1.0784,1.10178,1.11688,-0.386166,-0.439088,-0.420701,-0.386166,1.26625,1.26684,1.29314,1.29776,0.0,0.0,0.0,0.0,-9999,-9999
19990207,2.843,1.0,224.215,10.867,1.0,331.437,1.0,0.15,1.0,97.196,1.0,51.9,1.0,4.789,0.375,-9999,0.0,6.9925,1.0,5.647,0.833333333333,-9999,0.0,0.185,0.75,334.9875,1.0,374.437,1.0,5.83,1.0,52.708,1.0,-2.32958,1.0,0.161915,0.958333,0.216004,0.189605,0.244093,0.961899,-18.7146,0.958333,-22.0006,-25.8779,-20.7244,4.68007,1.40079,0.958333,0.137343,1.2877,1.39582,1.39608,0.958333,0.958333,0.958333,1.18829,1.15376,1.17109,1.18594,-0.207524,-0.226061,-0.209876,-0.140447,1.35228,1.35282,1.41346,1.43149,0.0,0.0,0.0,0.0,-9999,-9999
