TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20080111,28.5,0.0,510.399,337.816,0.0,382.32,0.0,26.29,0.0,99.937,0.0,0.0,0.0,3.827,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,38.3904,0.0,52.7531,-9999,-9999,-9999,11.2712,0.0,15.439,-9999,-9999,-9999,0.222446,0.0,-9999,0.202657,0.240296,0.307448,0.0,0.0,0.0,2.98272,2.67693,2.76886,2.98272,2.54234,2.39146,2.54234,2.74316,7.81589,6.39136,6.92084,13.638,0.558231,0.265872,0.366809,3.18024,-9999,-9999
20080112,21.382,0.0,509.534,362.895,0.0,324.659,0.0,16.457,0.0,100.013,0.0,0.0,0.0,2.807,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,37.1483,0.0,50.8314,-9999,-9999,-9999,8.47644,0.0,11.5617,-9999,-9999,-9999,-0.0233986,0.0,-9999,-0.0557336,-0.0233986,0.0750411,0.0,0.0,0.0,2.31285,2.1052,2.17864,2.31537,2.16093,2.0333,2.16093,2.33625,4.61339,3.8996,4.11187,8.04992,1.24417,0.929778,1.02607,3.20927,-9999,-9999
20080113,20.48,0.0,508.623,343.07,0.0,329.848,0.0,12.732,0.0,100.194,0.0,0.0,0.0,3.409,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,32.5118,0.0,44.2849,-9999,-9999,-9999,18.2072,0.0,24.7211,-9999,-9999,-9999,-0.158664,0.0,-9999,-0.213991,-0.129097,-0.0850691,0.0,0.0,0.0,2.22575,2.03868,2.09751,2.24039,2.2564,2.13045,2.22303,2.38441,4.16217,3.51819,3.7097,7.26259,1.66241,1.37247,1.45912,3.19189,-9999,-9999
20080114,20.162,0.0,507.668,367.132,0.0,306.796,0.0,16.06,0.0,100.592,0.0,0.0,0.0,2.254,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,38.3904,0.0,52.07,-9999,-9999,-9999,11.2712,0.0,15.2384,-9999,-9999,-9999,0.222446,0.0,-9999,0.202657,0.240296,0.307448,0.0,0.0,0.0,2.20489,2.019,2.07778,2.21876,1.82358,1.72202,1.82358,1.96674,4.21514,3.56297,3.75692,7.35502,1.38278,1.10332,1.18467,3.19927,-9999,-9999
20080115,24.237,0.0,506.667,366.148,0.0,327.832,0.0,23.79,0.0,100.213,0.0,0.0,0.0,2.036,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,37.1483,0.0,50.1704,-9999,-9999,-9999,8.47644,0.0,11.3977,-9999,-9999,-9999,-0.0233986,0.0,-9999,-0.0557336,-0.0233986,0.0750411,0.0,0.0,0.0,2.58857,2.35205,2.4216,2.58857,2.41625,2.27003,2.41463,2.61197,6.1098,5.16448,5.41013,10.661,0.675615,0.42223,0.504227,3.18689,-9999,-9999
20080116,21.462,0.0,505.623,360.206,0.0,325.361,0.0,14.64,0.0,100.666,0.0,0.0,0.0,4.078,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,32.5118,0.0,43.7205,-9999,-9999,-9999,18.2072,0.0,24.3485,-9999,-9999,-9999,-0.158664,0.0,-9999,-0.213991,-0.129097,-0.0850691,0.0,0.0,0.0,2.31822,2.11006,2.18372,2.32093,2.34188,2.20473,2.30729,2.47689,4.59722,3.88593,4.09745,8.0217,1.44574,1.16385,1.24623,3.1711,-9999,-9999
20080117,21.973,0.0,504.533,361.295,0.0,324.299,0.0,17.452,0.0,100.687,0.0,0.0,0.0,3.244,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,38.3904,0.0,51.344,-9999,-9999,-9999,11.2712,0.0,15.0147,-9999,-9999,-9999,0.222446,0.0,-9999,0.202657,0.240296,0.307448,0.0,0.0,0.0,2.37161,2.15967,2.23332,2.37161,1.97753,1.85501,1.97753,2.13331,4.94883,4.18314,4.41084,8.63523,1.30344,1.03425,1.11229,3.1671,-9999,-9999
20080118,21.601,0.0,503.399,173.651,0.0,383.425,0.0,8.731,0.0,100.223,0.0,4.507,0.0,2.696,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,37.1483,0.0,49.5487,-9999,-9999,-9999,8.47644,0.0,11.248,-9999,-9999,-9999,-0.0233986,0.0,-9999,-0.0557336,-0.0233986,0.0750411,0.0,0.0,0.0,2.32413,2.11514,2.18947,2.32904,2.17088,2.04697,2.17088,2.34752,4.485,3.79107,3.99744,7.82589,2.15596,1.92824,1.98682,2.97629,-9999,-9999
20080119,20.387,0.0,502.221,187.964,0.0,395.047,0.0,5.306,0.0,99.875,0.0,2.955,0.0,2.309,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,32.5118,0.0,43.1764,-9999,-9999,-9999,18.2072,0.0,24.0947,-9999,-9999,-9999,-0.158664,0.0,-9999,-0.213991,-0.129097,-0.0850691,0.0,0.0,0.0,2.21302,2.03128,2.08577,2.23083,2.24444,2.12168,2.21191,2.37168,4.03427,3.41008,3.59571,7.03942,2.19389,1.98631,2.05303,2.89811,-9999,-9999
20080120,20.857,0.0,500.999,322.762,0.0,357.902,0.0,10.52,0.0,100.356,0.0,0.0,0.0,2.925,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,38.3904,0.0,51.163,-9999,-9999,-9999,11.2712,0.0,14.9686,-9999,-9999,-9999,0.222446,0.0,-9999,0.202657,0.240296,0.307448,0.0,0.0,0.0,2.25875,2.06416,2.12836,2.27013,1.87281,1.76941,1.87281,2.02125,4.27137,3.6105,3.80703,7.45313,1.85936,1.62688,1.70377,3.11823,-9999,-9999
