TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20100101,-2.147,0.0,76.9019,8.89,0.0,304.807,0.0,0.792,0.0,101.066,0.0,1.694,0.0,2.374,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,2.388,2.647,3.334,1.0,1.0,1.0,-9999,1.0,42.85,0.0,-9999,-9999,-9999,-9999,88.8452,0.0,-9999,-9999,-9999,-9999,-3.37848,0.0,-9999,-3.76419,-3.37848,-3.05616,0.0,0.0,0.0,4.67473,4.36445,4.47513,4.7217,7.90434,7.43579,7.7306,8.46088,3.02037,2.60068,2.87325,3.4093,0.637887,0.570262,0.647539,0.728468,-9999,-9999
20100102,-2.4,0.0,77.4838,10.992,0.0,294.727,0.0,0.591,0.0,102.504,0.0,3.904,0.0,2.185,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,2.495,2.739,3.41,1.0,1.0,1.0,-9999,1.0,38.1893,0.0,-9999,-9999,-9999,-9999,82.1282,0.0,-9999,-9999,-9999,-9999,-4.58667,0.0,-9999,-5.0383,-4.59548,-4.35301,0.0,0.0,0.0,4.62983,4.31385,4.42229,4.6772,9.03043,8.2492,8.99616,9.62077,2.97528,2.55921,2.82807,3.35562,0.78197,0.699846,0.794081,0.89772,-9999,-9999
20100103,-5.435,0.0,78.1228,23.15,0.0,270.893,0.0,0.437,0.0,103.422,0.0,0.57,0.0,0.959,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,2.445,2.698,3.377,1.0,1.0,1.0,-9999,1.0,35.7104,0.0,-9999,-9999,-9999,-9999,81.4728,0.0,-9999,-9999,-9999,-9999,-3.63241,0.0,-9999,-4.12156,-3.72576,-3.55284,0.0,0.0,0.0,4.08586,3.70693,3.82888,4.13765,7.36863,7.23948,7.64638,8.17191,2.44349,2.07248,2.2973,2.72508,1.5573,1.4035,1.5849,1.84484,-9999,-9999
20100104,-7.536,0.0,78.8179,24.462,0.0,259.162,0.0,0.414,0.0,103.183,0.0,0.14,0.0,1.105,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,2.187,2.476,3.201,1.0,1.0,1.0,-9999,1.0,42.85,0.0,-9999,-9999,-9999,-9999,88.8452,0.0,-9999,-9999,-9999,-9999,-3.37848,0.0,-9999,-3.76419,-3.37848,-3.05616,0.0,0.0,0.0,3.7041,3.29246,3.42049,3.75804,6.79218,6.34862,6.70749,7.41566,2.09674,1.75961,1.95505,2.3186,1.63932,1.4781,1.66862,1.94127,-9999,-9999
20100105,-6.845,0.0,79.5693,35.672,0.0,238.355,0.0,0.584,0.0,102.441,0.0,0.0,0.0,1.662,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,1.868,2.196,2.97,1.0,1.0,1.0,-9999,1.0,38.1893,0.0,-9999,-9999,-9999,-9999,82.1282,0.0,-9999,-9999,-9999,-9999,-4.58667,0.0,-9999,-5.0383,-4.59548,-4.35301,0.0,0.0,0.0,3.82994,3.42755,3.55402,3.8833,8.11082,7.37605,8.14457,8.75955,2.20764,1.85909,2.06402,2.448,2.27499,2.06319,2.31986,2.7618,-9999,-9999
20100106,-6.934,0.0,80.3775,17.494,0.0,277.859,0.0,0.426,0.0,101.88,0.0,0.443,0.0,1.064,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,1.491,1.852,2.68,1.0,1.0,1.0,-9999,1.0,35.7104,0.0,-9999,-9999,-9999,-9999,81.4728,0.0,-9999,-9999,-9999,-9999,-3.63241,0.0,-9999,-4.12156,-3.72576,-3.55284,0.0,0.0,0.0,3.81417,3.40968,3.53662,3.86768,7.06033,6.93977,7.36401,7.88232,2.19161,1.84432,2.04794,2.42889,1.20915,1.08612,1.22929,1.41262,-9999,-9999
20100107,-7.38,0.0,81.2424,28.865,0.0,251.939,0.0,0.567,0.0,102.503,0.0,0.012,0.0,1.463,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.478,1.842,2.656,1.0,1.0,1.0,-9999,1.0,42.85,0.0,-9999,-9999,-9999,-9999,88.8452,0.0,-9999,-9999,-9999,-9999,-3.37848,0.0,-9999,-3.76419,-3.37848,-3.05616,0.0,0.0,0.0,3.73248,3.32242,3.45024,3.78633,6.82322,6.37858,6.73644,7.44628,2.12067,1.78091,1.97842,2.34634,1.90101,1.71764,1.93626,2.26967,-9999,-9999
20100108,-6.694,0.0,82.1638,20.435,0.0,273.096,0.0,0.641,0.0,103.411,0.0,1.466,0.0,2.469,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,1.385,1.746,2.573,1.0,1.0,1.0,-9999,1.0,38.1893,0.0,-9999,-9999,-9999,-9999,82.1282,0.0,-9999,-9999,-9999,-9999,-4.58667,0.0,-9999,-5.0383,-4.59548,-4.35301,0.0,0.0,0.0,3.85555,3.4622,3.58626,3.90819,8.14699,7.41034,8.1741,8.78681,2.24631,1.89667,2.10448,2.49612,1.38791,1.24933,1.41197,1.63841,-9999,-9999
20100109,-3.074,0.0,83.1419,3.044,0.0,303.416,0.0,0.833,0.0,102.866,0.0,11.579,0.0,4.827,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,1.4,1.739,2.55,1.0,1.0,1.0,-9999,1.0,35.7104,0.0,-9999,-9999,-9999,-9999,81.4728,0.0,-9999,-9999,-9999,-9999,-3.63241,0.0,-9999,-4.12156,-3.72576,-3.55284,0.0,0.0,0.0,4.51014,4.17848,4.28843,4.55864,7.85795,7.73324,8.09308,8.62274,2.8539,2.44732,2.70625,3.21088,0.2251,0.200438,0.228219,0.252313,-9999,-9999
20100110,-3.202,0.0,84.1764,2.369,0.0,304.947,0.0,0.667,0.0,102.779,0.0,7.83,0.0,3.152,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,1.581,1.891,2.672,1.0,1.0,1.0,-9999,1.0,42.85,0.0,-9999,-9999,-9999,-9999,88.8452,0.0,-9999,-9999,-9999,-9999,-3.37848,0.0,-9999,-3.76419,-3.37848,-3.05616,0.0,0.0,0.0,4.48727,4.15295,4.26193,4.53595,7.68476,7.21802,7.52326,8.25924,2.83153,2.42684,2.68392,3.18435,0.175465,0.15621,0.177884,0.196495,-9999,-9999
20100111,-4.928,0.0,85.2677,15.001,0.0,291.427,0.0,0.578,0.0,103.223,0.0,0.691,0.0,0.954,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,1.63,1.95,2.733,1.0,1.0,1.0,-9999,1.0,38.1893,0.0,-9999,-9999,-9999,-9999,82.1282,0.0,-9999,-9999,-9999,-9999,-4.58667,0.0,-9999,-5.0383,-4.59548,-4.35301,0.0,0.0,0.0,4.17771,3.80777,3.92749,4.22888,8.50515,7.75517,8.50515,9.13423,2.52945,2.15047,2.38252,2.82629,1.04972,0.941443,1.06668,1.21721,-9999,-9999
20100112,-5.689,0.0,86.4155,29.435,0.0,276.491,0.0,0.409,0.0,103.483,0.0,0.109,0.0,1.264,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,1.62,1.943,2.73,1.0,1.0,1.0,-9999,1.0,35.7104,0.0,-9999,-9999,-9999,-9999,81.4728,0.0,-9999,-9999,-9999,-9999,-3.63241,0.0,-9999,-4.12156,-3.72576,-3.55284,0.0,0.0,0.0,4.03914,3.65722,3.77961,4.09111,7.31712,7.18729,7.59853,8.12184,2.40342,2.03676,2.25812,2.67855,1.92916,1.744,1.96525,2.30976,-9999,-9999
20100113,-2.238,0.0,87.6199,29.089,0.0,294.113,0.0,0.974,0.0,102.941,0.0,0.339,0.0,3.16,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,1.74,2.015,2.774,1.0,1.0,1.0,-9999,1.0,42.85,0.0,-9999,-9999,-9999,-9999,88.8452,0.0,-9999,-9999,-9999,-9999,-3.37848,0.0,-9999,-3.76419,-3.37848,-3.05616,0.0,0.0,0.0,4.65741,4.34638,4.45625,4.70442,7.88563,7.41705,7.71211,8.44218,3.00648,2.58855,2.85988,3.39343,1.90778,1.72453,1.94342,2.28321,-9999,-9999
20100114,-1.191,0.0,88.8806,33.024,0.0,282.22,0.0,1.128,0.0,102.919,0.0,0.018,0.0,2.732,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.917,2.143,2.852,1.0,1.0,1.0,-9999,1.0,38.1893,0.0,-9999,-9999,-9999,-9999,82.1282,0.0,-9999,-9999,-9999,-9999,-4.58667,0.0,-9999,-5.0383,-4.59548,-4.35301,0.0,0.0,0.0,4.84292,4.56112,4.6709,4.88819,9.28225,8.48525,9.22227,9.84989,3.19496,2.76236,3.04911,3.61826,2.14157,1.93846,2.1825,2.57695,-9999,-9999
20100115,-1.602,0.0,90.1976,32.998,0.0,281.493,0.0,0.978,0.0,103.888,0.0,0.135,0.0,2.025,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,1.989,2.204,2.897,1.0,1.0,1.0,-9999,1.0,35.7104,0.0,-9999,-9999,-9999,-9999,81.4728,0.0,-9999,-9999,-9999,-9999,-3.63241,0.0,-9999,-4.12156,-3.72576,-3.55284,0.0,0.0,0.0,4.76981,4.47469,4.5918,4.81575,8.16457,8.03799,8.37658,8.89742,3.12106,2.69429,2.97498,3.53019,2.12409,1.92412,2.1652,2.56399,-9999,-9999
20100116,-1.66,0.0,91.5715,42.029,0.0,265.037,0.0,1.041,0.0,104.113,0.0,0.009,0.0,2.761,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,2.009,2.223,2.918,1.0,1.0,1.0,-9999,1.0,42.85,0.0,-9999,-9999,-9999,-9999,88.8452,0.0,-9999,-9999,-9999,-9999,-3.37848,0.0,-9999,-3.76419,-3.37848,-3.05616,0.0,0.0,0.0,4.75946,4.46262,4.57953,4.80549,8.00587,7.53402,7.83343,8.55193,3.11088,2.68496,2.96481,3.51811,2.62475,2.38594,2.67847,3.22557,-9999,-9999
20100117,0.562,0.0,93.0016,7.283,0.0,310.135,0.0,1.177,0.0,102.902,0.0,1.815,0.0,2.62,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,1.922,2.146,2.859,1.0,1.0,1.0,-9999,1.0,38.1893,0.0,-9999,-9999,-9999,-9999,82.1282,0.0,-9999,-9999,-9999,-9999,-4.58667,0.0,-9999,-5.0383,-4.59548,-4.35301,0.0,0.0,0.0,5.14652,4.90876,4.99766,5.18837,9.64673,8.83075,9.55939,10.1761,3.52117,3.0665,3.37941,3.98666,0.528613,0.471863,0.536357,0.599408,-9999,-9999
20100118,1.919,0.0,94.4874,16.884,0.0,324.857,0.0,0.849,0.0,103.726,0.0,0.964,0.0,1.957,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,1.97,2.179,2.88,1.0,1.0,1.0,-9999,1.0,35.7104,0.0,-9999,-9999,-9999,-9999,81.4728,0.0,-9999,-9999,-9999,-9999,-3.63241,0.0,-9999,-4.12156,-3.72576,-3.55284,0.0,0.0,0.0,5.38201,5.17207,5.26078,5.42125,8.89705,8.75396,9.02015,9.54344,3.77309,3.30082,3.63431,4.20725,1.17322,1.05313,1.19251,1.36621,-9999,-9999
20100119,1.407,0.0,96.0291,6.04,0.0,327.473,0.0,0.555,0.0,103.726,0.0,1.505,0.0,0.952,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,1.924,2.137,2.851,1.0,1.0,1.0,-9999,1.0,42.85,0.0,-9999,-9999,-9999,-9999,88.8452,0.0,-9999,-9999,-9999,-9999,-3.37848,0.0,-9999,-3.76419,-3.37848,-3.05616,0.0,0.0,0.0,5.29458,5.07443,5.16229,5.33489,8.64432,8.13172,8.42219,9.12703,3.6766,3.21073,3.53622,4.1244,0.441068,0.393404,0.447416,0.498281,-9999,-9999
20100120,-2.192,0.0,97.627,29.996,0.0,293.834,0.0,0.606,0.0,103.598,0.0,0.439,0.0,2.407,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,1.888,2.103,2.821,1.0,1.0,1.0,-9999,1.0,38.1893,0.0,-9999,-9999,-9999,-9999,82.1282,0.0,-9999,-9999,-9999,-9999,-4.58667,0.0,-9999,-5.0383,-4.59548,-4.35301,0.0,0.0,0.0,4.66262,4.35628,4.4677,4.70926,9.07467,8.28954,9.03348,9.65578,3.0214,2.60401,2.87631,3.41299,1.97497,1.78452,2.01161,2.35835,-9999,-9999
20100121,-7.104,0.0,99.28,39.442,0.0,263.461,0.0,0.757,0.0,104.127,0.0,0.161,0.0,2.169,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.769,1.996,2.745,1.0,1.0,1.0,-9999,1.0,35.7104,0.0,-9999,-9999,-9999,-9999,81.4728,0.0,-9999,-9999,-9999,-9999,-3.63241,0.0,-9999,-4.12156,-3.72576,-3.55284,0.0,0.0,0.0,3.78329,3.37599,3.50347,3.83699,7.02539,6.90544,7.33196,7.84939,2.16319,1.81862,2.01983,2.39551,2.49389,2.26383,2.54382,3.04261,-9999,-9999
20100122,-7.17,0.0,100.989,49.057,0.0,242.816,0.0,0.811,0.0,104.606,0.0,0.0,0.0,2.182,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,1.557,1.789,2.557,1.0,1.0,1.0,-9999,1.0,42.85,0.0,-9999,-9999,-9999,-9999,88.8452,0.0,-9999,-9999,-9999,-9999,-3.37848,0.0,-9999,-3.76419,-3.37848,-3.05616,0.0,0.0,0.0,3.77073,3.36393,3.49115,3.82436,6.86626,6.4201,6.77602,7.48751,2.15536,1.81219,2.01265,2.38699,2.99167,2.72651,3.05536,3.72503,-9999,-9999
20100123,-8.616,0.0,102.752,57.132,0.0,223.279,0.0,0.756,0.0,104.533,0.0,0.0,0.0,2.361,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,1.301,1.553,2.339,1.0,1.0,1.0,-9999,1.0,38.1893,0.0,-9999,-9999,-9999,-9999,82.1282,0.0,-9999,-9999,-9999,-9999,-4.58667,0.0,-9999,-5.0383,-4.59548,-4.35301,0.0,0.0,0.0,3.50738,3.08383,3.21571,3.56229,7.75116,7.03024,7.81539,8.41174,1.92192,1.60257,1.78309,2.11439,3.41191,3.11915,3.48716,4.2474,-9999,-9999
20100124,-8.391,0.0,104.57,41.824,0.0,242.953,0.0,0.882,0.0,104.564,0.0,0.0,0.0,3.253,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,0.957,1.234,2.044,1.0,1.0,1.0,-9999,1.0,35.7104,0.0,-9999,-9999,-9999,-9999,81.4728,0.0,-9999,-9999,-9999,-9999,-3.63241,0.0,-9999,-4.12156,-3.72576,-3.55284,0.0,0.0,0.0,3.54803,3.12762,3.25879,3.60246,6.76811,6.64827,7.10018,7.59687,1.96518,1.64264,1.82668,2.16618,2.62412,2.38403,2.67735,3.21574,-9999,-9999
20100125,-6.297,0.0,106.443,52.173,0.0,245.272,0.0,1.083,0.0,104.774,0.0,0.0,0.0,2.899,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,0.713,0.993,1.805,1.0,1.0,1.0,-9999,1.0,42.85,0.0,-9999,-9999,-9999,-9999,88.8452,0.0,-9999,-9999,-9999,-9999,-3.37848,0.0,-9999,-3.76419,-3.37848,-3.05616,0.0,0.0,0.0,3.92929,3.5363,3.66093,3.98201,7.04499,6.59247,6.94026,7.6584,2.29988,1.94268,2.15536,2.5565,3.17639,2.89588,3.24438,3.96056,-9999,-9999
20100126,-11.321,0.0,108.369,63.843,0.0,205.512,0.0,0.686,0.0,105.438,0.0,0.0,0.0,1.644,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,0.624,0.889,1.676,1.0,1.0,1.0,-9999,1.0,38.1893,0.0,-9999,-9999,-9999,-9999,82.1282,0.0,-9999,-9999,-9999,-9999,-4.58667,0.0,-9999,-5.0383,-4.59548,-4.35301,0.0,0.0,0.0,3.01422,2.57871,2.70143,3.07019,7.21776,6.51796,7.31957,7.87918,1.5183,1.24569,1.39095,1.64885,3.72926,3.42199,3.8143,4.61909,-9999,-9999
20100127,-9.833,0.0,110.349,35.962,0.0,251.795,0.0,1.185,0.0,104.035,0.0,3.488,0.0,2.746,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,0.469,0.741,1.519,1.0,1.0,1.0,-9999,1.0,35.7104,0.0,-9999,-9999,-9999,-9999,81.4728,0.0,-9999,-9999,-9999,-9999,-3.63241,0.0,-9999,-4.12156,-3.72576,-3.55284,0.0,0.0,0.0,3.2886,2.88889,3.01093,3.34128,6.51597,6.39707,6.85355,7.31242,1.80878,1.51393,1.68294,1.99579,2.30021,2.08509,2.34523,2.78675,-9999,-9999
20100128,0.827,0.0,112.383,35.222,0.0,302.16,0.0,1.227,0.0,100.937,0.0,3.873,0.0,5.067,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.413,0.654,1.413,1.0,1.0,1.0,-9999,1.0,42.85,0.0,-9999,-9999,-9999,-9999,88.8452,0.0,-9999,-9999,-9999,-9999,-3.37848,0.0,-9999,-3.76419,-3.37848,-3.05616,0.0,0.0,0.0,5.1942,4.96083,5.04985,5.23565,8.52358,8.01759,8.31572,9.01919,3.56822,3.1096,3.4264,4.03005,2.27707,2.06194,2.32088,2.74244,-9999,-9999
20100129,0.759,0.0,114.469,25.3,0.0,304.864,0.0,1.206,0.0,100.123,0.0,4.197,0.0,3.538,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,0.501,0.718,1.438,1.0,1.0,1.0,-9999,1.0,38.1893,0.0,-9999,-9999,-9999,-9999,82.1282,0.0,-9999,-9999,-9999,-9999,-4.58667,0.0,-9999,-5.0383,-4.59548,-4.35301,0.0,0.0,0.0,5.18246,4.94762,5.03667,5.22404,9.68802,8.87025,9.59694,10.2148,3.55544,3.09765,3.41343,4.01898,1.69184,1.52574,1.72217,2.00318,-9999,-9999
20100130,-0.961,0.0,116.607,41.802,0.0,291.203,0.0,1.298,0.0,100.071,0.0,1.006,0.0,4.131,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,0.575,0.783,1.459,1.0,1.0,1.0,-9999,1.0,35.7104,0.0,-9999,-9999,-9999,-9999,81.4728,0.0,-9999,-9999,-9999,-9999,-3.63241,0.0,-9999,-4.12156,-3.72576,-3.55284,0.0,0.0,0.0,4.88125,4.60999,4.7122,4.92596,8.29813,8.16917,8.49545,9.01499,3.24023,2.80526,3.09553,3.67346,2.64287,2.39928,2.69587,3.22513,-9999,-9999
20100131,-3.351,0.0,118.798,62.069,0.0,251.391,0.0,1.263,0.0,101.611,0.0,0.025,0.0,2.443,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,0.603,0.822,1.46,1.0,1.0,1.0,-9999,1.0,42.85,0.0,-9999,-9999,-9999,-9999,88.8452,0.0,-9999,-9999,-9999,-9999,-3.37848,0.0,-9999,-3.76419,-3.37848,-3.05616,0.0,0.0,0.0,4.45814,4.12391,4.23203,4.50677,7.65474,7.18779,7.49439,8.22771,2.81132,2.40985,2.66503,3.16195,3.6524,3.34705,3.73471,4.53235,-9999,-9999
20100201,-0.998,0.0,121.039,38.956,0.0,269.441,0.0,1.458,0.0,102.09,0.0,0.348,0.0,2.943,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,0.616,0.831,1.388,1.0,1.0,1.0,-9999,1.0,38.1893,0.0,-9999,-9999,-9999,-9999,82.1282,0.0,-9999,-9999,-9999,-9999,-4.58667,0.0,-9999,-5.0383,-4.59548,-4.35301,0.0,0.0,0.0,4.87596,4.60184,4.70607,4.92083,9.32233,8.52317,9.2578,9.88537,3.23142,2.79652,3.08616,3.66231,2.49999,2.26574,2.54878,3.02412,-9999,-9999
20100202,-0.574,0.0,123.331,43.537,0.0,292.667,0.0,1.524,0.0,102.268,0.0,4.956,0.0,4.033,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,0.645,0.853,1.357,1.0,1.0,1.0,-9999,1.0,35.7104,0.0,-9999,-9999,-9999,-9999,81.4728,0.0,-9999,-9999,-9999,-9999,-3.63241,0.0,-9999,-4.12156,-3.72576,-3.55284,0.0,0.0,0.0,4.94919,4.68833,4.78377,4.99322,8.37857,8.24884,8.56747,9.08682,3.31066,2.87049,3.16648,3.75776,2.7013,2.45693,2.75706,3.33109,-9999,-9999
20100203,1.71,0.0,125.674,60.283,0.0,281.897,0.0,1.873,0.0,101.869,0.0,2.214,0.0,4.104,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,0.701,0.897,1.375,1.0,1.0,1.0,-9999,1.0,42.85,0.0,-9999,-9999,-9999,-9999,88.8452,0.0,-9999,-9999,-9999,-9999,-3.37848,0.0,-9999,-3.76419,-3.37848,-3.05616,0.0,0.0,0.0,5.34602,5.13168,5.22045,5.38568,8.70703,8.19002,8.47706,9.18225,3.73413,3.26463,3.59482,4.17339,3.56474,3.26382,3.64443,4.42914,-9999,-9999
20100204,0.388,0.0,128.065,28.553,0.0,285.875,0.0,1.184,0.0,103.147,0.0,0.82,0.0,2.19,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.798,0.985,1.388,1.0,1.0,1.0,-9999,1.0,38.1893,0.0,-9999,-9999,-9999,-9999,82.1282,0.0,-9999,-9999,-9999,-9999,-4.58667,0.0,-9999,-5.0383,-4.59548,-4.35301,0.0,0.0,0.0,5.1142,4.87423,4.96295,5.15625,9.61016,8.79564,9.52586,10.1412,3.49164,3.0399,3.3503,3.95801,1.89471,1.71027,1.92924,2.2515,-9999,-9999
20100205,1.138,0.0,130.505,68.776,0.0,270.736,0.0,1.383,0.0,102.829,0.0,0.001,0.0,2.984,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,0.895,1.073,1.415,1.0,1.0,1.0,-9999,1.0,35.7104,0.0,-9999,-9999,-9999,-9999,81.4728,0.0,-9999,-9999,-9999,-9999,-3.63241,0.0,-9999,-4.12156,-3.72576,-3.55284,0.0,0.0,0.0,5.24568,5.02209,5.10886,5.28639,8.73427,8.60032,8.87982,9.39952,3.62873,3.16696,3.48847,4.08001,3.99802,3.67148,4.08982,4.94668,-9999,-9999
20100206,0.836,0.0,132.993,53.57,0.0,282.777,0.0,1.241,0.0,102.939,0.0,0.0,0.0,2.295,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,0.99,1.16,1.459,1.0,1.0,1.0,-9999,1.0,42.85,0.0,-9999,-9999,-9999,-9999,88.8452,0.0,-9999,-9999,-9999,-9999,-3.37848,0.0,-9999,-3.76419,-3.37848,-3.05616,0.0,0.0,0.0,5.19343,4.96188,5.05053,5.23472,8.52503,8.01826,8.31579,9.01826,3.57296,3.11503,3.43206,4.03112,3.28006,2.98843,3.34958,4.07589,-9999,-9999
20100207,-5.445,0.0,135.529,63.187,0.0,263.748,0.0,0.768,0.0,103.733,0.0,0.192,0.0,1.647,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,1.066,1.238,1.499,1.0,1.0,1.0,-9999,1.0,38.1893,0.0,-9999,-9999,-9999,-9999,82.1282,0.0,-9999,-9999,-9999,-9999,-4.58667,0.0,-9999,-5.0383,-4.59548,-4.35301,0.0,0.0,0.0,4.08353,3.70547,3.82714,4.13524,8.39908,7.65314,8.40581,9.03274,2.44384,2.07324,2.29803,2.72595,3.73137,3.41727,3.81498,4.63444,-9999,-9999
20100208,-4.148,0.0,138.112,54.221,0.0,273.863,0.0,1.021,0.0,103.094,0.0,0.276,0.0,1.273,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,1.098,1.276,1.514,1.0,1.0,1.0,-9999,1.0,35.7104,0.0,-9999,-9999,-9999,-9999,81.4728,0.0,-9999,-9999,-9999,-9999,-3.63241,0.0,-9999,-4.12156,-3.72576,-3.55284,0.0,0.0,0.0,4.31764,3.96368,4.08043,4.36769,7.63502,7.51141,7.88885,8.41835,2.66571,2.27509,2.51843,2.98776,3.30792,3.01507,3.37847,4.11945,-9999,-9999
