TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20100524,15.368,1.0,461.21,144.128,1.0,349.005,1.0,2.064,1.0,102.488,0.0,6.845,0.0,3.024,1.0,0.547192978723,0.979166666667,80.0546758333,1.0,264.966045458,1.0,11.9577103125,1.0,22.5932147917,1.0,-9999,0.0,-9999,-9999,13.121,12.949,12.672,1.0,1.0,1.0,-9999,1.0,30.5033,1.0,-9999,-9999,-9999,2.83084,15.7647,1.0,-9999,-9999,-9999,3.00827,-4.75169,0.0,-9999,-5.39773,-4.95894,-4.84701,0.0,0.0,0.0,7.50749,7.5035,7.53816,7.97685,12.7883,12.4232,12.5001,12.9918,6.38506,6.01136,6.30195,6.38506,7.89834,7.31687,8.09392,9.66163,-9999,-9999
20100525,12.618,1.0,462.905,238.926,1.0,335.085,0.979167,5.155,1.0,102.436,0.0,0.003,0.0,3.133,1.0,0.603774166667,1.0,144.868941042,1.0,428.812870583,1.0,17.615139875,1.0,35.5091914583,1.0,-9999,0.0,-9999,-9999,12.189,12.187,12.085,1.0,1.0,1.0,-9999,1.0,58.9257,1.0,-9999,-9999,-9999,3.54861,58.9706,1.0,-9999,-9999,-9999,3.73061,-7.37641,0.0,-9999,-7.73493,-7.47713,-7.42591,0.0,0.0,0.0,7.09846,7.08155,7.13759,7.42245,15.0411,14.5414,14.6148,15.1371,5.84765,5.42317,5.76383,5.88865,11.1566,10.6216,11.4886,13.2474,-9999,-9999
20100526,12.284,1.0,464.544,319.075,1.0,329.273,0.770833,6.766,1.0,102.491,0.0,0.597,0.0,1.583,0.875,0.339938809524,0.875,208.268835833,1.0,574.390635125,1.0,23.121091875,1.0,45.365548125,1.0,-9999,0.0,367.544,0.0,11.574,11.566,11.508,1.0,1.0,1.0,-9999,1.0,61.0081,0.979167,-9999,-9999,-9999,3.76683,96.3222,1.0,-9999,-9999,-9999,4.07532,-6.22425,0.0,-9999,-6.33531,-6.22221,-6.2047,0.0,0.0,0.0,7.04001,7.01942,7.08139,7.34851,13.7053,13.2246,13.2687,13.6984,5.7823,5.3574,5.69787,5.83288,12.9439,12.6624,13.3645,15.0221,-9999,-9999
20100527,13.243,1.0,466.128,117.885,1.0,345.122,1.0,3.429,1.0,102.199,0.0,2.974,0.0,1.714,0.5,-9999,-9999,74.0135008333,1.0,213.328611583,1.0,9.291162625,1.0,17.9604752083,1.0,377.52628,0.520833333333,384.81,0.0,11.864,11.818,11.698,1.0,1.0,1.0,-9999,1.0,28.4599,1.0,-9999,-9999,-9999,2.52443,21.9028,1.0,-9999,-9999,-9999,2.81118,-2.21233,0.0,-9999,-3.56268,-2.2509,-2.22313,0.0,0.0,0.0,7.19511,7.18737,7.22946,7.55038,9.84571,9.42584,9.64859,10.9126,5.97009,5.55484,5.88942,5.98501,6.88734,6.31926,7.04426,8.53195,-9999,-9999
20100528,13.219,1.0,467.655,108.501,1.0,341.835,1.0,1.889,1.0,102.697,0.0,6.983,0.0,1.893,1.0,0.239236875,1.0,57.9903645833,1.0,193.349285417,1.0,8.34728647917,1.0,17.340739375,1.0,375.0050625,1.0,381.613,0.0,11.658,11.608,11.501,1.0,1.0,1.0,-9999,1.0,20.0983,1.0,-9999,-9999,-9999,2.75347,0.32263,1.0,-9999,-9999,-9999,2.92533,-2.06067,0.0,4.02973,-2.27173,-2.10115,-2.03516,0.0,0.0,0.0,7.18587,7.17814,7.22021,7.54139,9.76081,9.24096,9.41144,9.76084,5.96494,5.5528,5.88497,5.97766,6.33099,5.80334,6.47381,7.85875,-9999,-9999
20100529,14.793,1.0,469.124,282.896,1.0,314.325,1.0,6.409,1.0,103.369,0.0,0.053,0.0,1.507,1.0,0.276147708333,1.0,171.765448125,1.0,498.26686175,1.0,20.928414875,1.0,41.630173125,1.0,383.825333333,1.0,371.089,0.0,12.003,11.878,11.705,1.0,1.0,1.0,-9999,1.0,64.616,1.0,-9999,-9999,-9999,4.19833,58.3149,1.0,-9999,-9999,-9999,3.90516,-7.25463,0.0,1.06766,-7.41678,-7.36007,-7.32266,0.0,0.0,0.0,7.41372,7.40879,7.43572,7.85204,15.2786,14.8256,14.9267,15.1841,6.27142,5.89205,6.20163,6.27142,12.4597,12.0091,12.8314,14.5978,-9999,-9999
20100530,15.332,1.0,470.536,160.568,1.0,350.969,1.0,3.744,1.0,102.184,0.0,6.117,0.0,2.119,1.0,0.36389125,1.0,99.9464991667,1.0,295.033363917,1.0,12.7073662917,1.0,23.5627125,1.0,388.027604167,1.0,374.215,0.0,12.443,12.284,12.068,1.0,1.0,1.0,-9999,1.0,35.3078,1.0,-9999,-9999,-9999,2.92811,20.9567,1.0,-9999,-9999,-9999,2.97794,-4.48608,0.0,0.669327,-4.62383,-4.5103,-4.42727,0.0,0.0,0.0,7.49944,7.4954,7.52971,7.96747,12.5314,11.9445,12.3254,12.5171,6.37758,6.00484,6.29467,6.37758,8.46362,7.88132,8.6826,10.2869,-9999,-9999
20100531,11.558,1.0,471.889,49.418,1.0,362.586,1.0,1.203,1.0,101.988,0.0,2.306,0.0,3.204,1.0,0.644407111111,0.9375,35.7469152292,1.0,91.20920225,1.0,3.831829125,1.0,7.16432333333,1.0,369.093020833,1.0,391.317,0.0,11.933,11.964,11.895,1.0,1.0,1.0,-9999,1.0,13.1147,1.0,-9999,-9999,-9999,2.15709,11.006,1.0,-9999,-9999,-9999,2.56883,1.72177,0.0,0.494074,0.903477,1.48317,1.72177,0.0,0.0,0.0,6.94134,6.91046,6.98884,7.20573,5.57333,5.45276,5.51213,5.87812,5.64017,5.19558,5.54994,5.72958,3.26737,2.95049,3.32733,3.89086,-9999,-9999
20100601,10.258,1.0,473.183,58.574,1.0,359.85,1.0,0.501,1.0,102.399,0.0,3.492,0.0,2.57,0.854167,0.431931034483,0.604166666667,47.4327713125,1.0,85.3595149583,1.0,4.3562021875,1.0,8.29088645833,1.0,362.700083333,1.0,398.703,0.0,11.157,11.227,11.236,1.0,1.0,1.0,-9999,1.0,10.149,1.0,-9999,-9999,-9999,1.73126,-0.384088,1.0,-9999,-9999,-9999,2.32524,0.908437,0.0,0.481809,0.393302,0.814266,0.911704,0.0,0.0,0.0,6.74151,6.69162,6.78853,6.93534,6.30878,5.77992,5.88727,6.4229,5.38561,4.92109,5.28865,5.52994,3.75622,3.40399,3.82941,4.54404,-9999,-9999
20100602,11.752,1.0,474.418,43.022,1.0,367.091,1.0,0.861,1.0,102.631,0.0,1.054,0.0,3.187,0.645833,-9999,0.0,34.4513740625,1.0,66.5822093333,1.0,3.26278225,1.0,5.82467125,1.0,369.836791667,1.0,391.831,0.0,11.072,11.069,11.036,1.0,1.0,1.0,-9999,1.0,11.243,1.0,-9999,-9999,-9999,1.78751,-1.33,1.0,-9999,-9999,-9999,2.28315,2.89683,0.0,0.416884,2.27429,2.82093,2.86527,0.0,0.0,0.0,6.96877,6.94117,7.01468,7.24454,4.65039,4.14861,4.35208,4.72991,5.67813,5.23809,5.58928,5.75785,2.87755,2.59488,2.92908,3.40731,-9999,-9999
20100603,16.642,1.0,475.593,166.101,1.0,354.121,1.0,7.509,1.0,103.042,0.0,2.087,0.0,3.026,1.0,0.6311375,1.0,103.411083333,1.0,307.549634625,1.0,12.6801839792,1.0,23.0822095833,1.0,393.7289375,1.0,366.414,0.0416667,11.954,11.745,11.534,1.0,1.0,1.0,-9999,1.0,59.1825,1.0,-9999,-9999,-9999,3.97641,15.6892,1.0,-9999,-9999,-9999,2.92105,-2.22207,0.0833333,0.558779,-2.32204,-2.25072,-2.15522,0.0833333,0.0833333,0.0833333,7.67988,7.67988,7.73467,8.22758,10.5221,9.84768,10.0114,10.4619,6.63001,6.28668,6.51252,6.63001,7.97593,7.52395,8.13673,9.49091,-9999,-9999
20100604,17.185,1.0,476.707,355.075,1.0,315.305,1.0,8.475,1.0,103.367,0.0,0.0,0.0,2.271,1.0,0.438685,1.0,222.84791375,1.0,633.52862175,1.0,24.72141175,1.0,49.4261010417,1.0,398.106,1.0,371.59,0.125,12.824,12.562,12.276,1.0,1.0,1.0,-9999,1.0,66.5466,1.0,-9999,-9999,-9999,4.26473,97.1665,1.0,-9999,-9999,-9999,4.80277,-5.78376,0.0416667,0.574204,-6.05787,-6.00652,-5.96577,0.0416667,0.0208333,0.0625,7.75273,7.75273,7.8156,8.33421,14.1333,13.7691,13.8567,14.1333,6.73465,6.40593,6.61938,6.73465,14.0432,13.7915,14.4415,16.1159,-9999,-9999
20100605,20.073,1.0,477.761,347.458,1.0,327.713,1.0,12.16,1.0,103.501,0.0,0.0,0.0,1.42,1.0,0.223791875,1.0,217.266856771,1.0,623.738186,1.0,24.2688922708,1.0,47.8249329167,1.0,410.079770833,1.0,365.463,0.333333,13.631,13.324,12.977,1.0,1.0,1.0,-9999,1.0,74.0297,1.0,-9999,-9999,-9999,4.66094,82.3579,1.0,-9999,-9999,-9999,4.46144,-4.27352,0.333333,0.564919,-4.58523,-4.3851,-4.25169,0.333333,0.333333,0.333333,8.15119,8.14428,8.39724,8.79672,13.278,12.3889,12.7863,13.1427,7.28987,6.96875,7.18494,7.31321,13.2663,13.0849,13.5238,14.9878,-9999,-9999
20100606,22.545,1.0,478.753,305.045,1.0,355.005,1.0,13.996,1.0,102.801,0.0,0.0,0.0,1.458,1.0,0.205409375,1.0,194.093822917,1.0,542.30825225,1.0,21.7169256042,1.0,42.4757,1.0,423.480520833,1.0,361.584,0.854167,14.563,14.166,13.732,1.0,1.0,1.0,-9999,1.0,72.6772,1.0,-9999,-9999,-9999,5.96453,44.0885,1.0,-9999,-9999,-9999,4.31651,-5.43435,0.854167,0.566378,-5.56937,-5.41557,-4.92603,0.854167,0.875,0.854167,8.48216,8.49117,8.83527,9.13874,14.3492,13.8298,14.0579,14.3283,7.76088,7.42138,7.67647,7.8104,12.0618,11.8074,12.0618,12.2658,-9999,-9999
20100607,20.2,1.0,479.683,250.733,1.0,362.939,1.0,8.317,1.0,102.336,0.0,0.713,0.0,3.376,1.0,0.608460833333,1.0,165.691196667,1.0,442.078631292,1.0,17.2927452917,1.0,34.31555375,1.0,413.6653125,1.0,371.799,0.666667,15.123,14.808,14.413,1.0,1.0,1.0,-9999,1.0,75.5083,1.0,-9999,-9999,-9999,4.84971,59.4308,1.0,-9999,-9999,-9999,4.06182,-4.66993,0.666667,0.557106,-4.71772,-4.65578,-4.55429,0.666667,0.666667,0.666667,8.18526,8.17807,8.43255,8.83288,13.5877,12.8817,13.1857,13.4686,7.32046,6.99932,7.21446,7.34292,10.9679,10.5665,11.2677,12.8216,-9999,-9999
20100608,20.315,1.0,480.552,302.886,1.0,346.175,1.0,10.217,1.0,102.445,0.0,0.148,0.0,1.591,1.0,0.2862125,1.0,192.400160833,1.0,530.85577225,1.0,21.4061844583,1.0,42.7337835417,1.0,413.927125,1.0,365.047,0.8125,14.913,14.618,14.278,1.0,1.0,1.0,-9999,1.0,80.8285,1.0,-9999,-9999,-9999,5.33435,52.8972,1.0,-9999,-9999,-9999,4.24797,-4.77825,0.791667,0.573005,-4.9356,-4.83914,-4.77825,0.729167,0.75,0.791667,8.18565,8.18565,8.45094,8.83245,13.7197,12.9977,13.1411,13.6107,7.33664,7.00398,7.23246,7.36226,12.6978,12.3381,12.9879,14.6139,-9999,-9999
20100609,24.123,1.0,481.358,309.18,1.0,378.141,1.0,12.443,1.0,102.252,0.0,0.127,0.0,1.48,0.958333,0.238477608696,0.958333333333,210.592408333,1.0,558.2774395,1.0,21.69167825,1.0,41.0673160417,1.0,435.660729167,1.0,365.657,0.979167,16.178,15.701,15.184,1.0,1.0,1.0,-9999,1.0,93.903,1.0,-9999,-9999,-9999,5.87822,50.2418,1.0,-9999,-9999,-9999,4.15704,-4.86894,0.979167,0.571743,-5.1141,-4.91643,-4.41187,0.979167,0.979167,0.979167,8.69455,8.70642,9.09393,9.36114,14.2118,13.6851,13.9293,14.15,8.06217,7.98899,8.06657,9.63116,12.2594,11.999,12.4541,13.8086,-9999,-9999
20100610,25.07,1.0,482.102,241.1,1.0,387.297,1.0,10.868,1.0,102.142,0.0,3.425,0.0,1.26,1.0,0.203577916667,1.0,157.261148333,1.0,429.553234958,1.0,17.2869218958,1.0,32.7908504167,1.0,438.344145833,1.0,374.589,1.0,16.923,16.456,15.928,1.0,1.0,1.0,-9999,1.0,77.1218,1.0,-9999,-9999,-9999,4.85513,25.9952,1.0,-9999,-9999,-9999,3.11953,-3.521,1.0,0.596709,-3.68988,-3.53207,-3.31335,1.0,1.0,1.0,8.82002,8.83361,9.2676,9.49111,13.4796,12.4474,12.8722,13.0394,8.65156,8.66267,8.7691,10.0471,11.6271,11.2189,11.796,12.8497,-9999,-9999
20100611,24.825,1.0,482.782,319.886,1.0,374.761,1.0,12.543,1.0,101.905,0.0,0.0,0.0,3.499,0.979167,0.662375416667,1.0,209.682358333,1.0,560.236662083,1.0,22.1597326875,1.0,45.0225525,1.0,439.941604167,1.0,372.241,1.0,17.311,16.873,16.373,1.0,1.0,1.0,-9999,1.0,115.643,1.0,-9999,-9999,-9999,5.91051,52.8248,1.0,-9999,-9999,-9999,4.22843,-3.59906,1.0,0.592688,-3.75051,-3.69329,-3.63204,1.0,1.0,1.0,8.79391,8.80705,9.21529,9.46433,13.2672,12.5133,12.9541,13.0885,9.41243,9.67411,9.82388,10.1994,14.7507,14.615,14.7598,15.2482,-9999,-9999
20100612,16.88,1.0,483.399,85.987,1.0,371.72,1.0,4.388,1.0,102.38,0.0,1.843,0.0,2.12,1.0,0.410575208333,1.0,48.3555285,1.0,151.476204,1.0,6.26726183333,1.0,12.8039285417,1.0,396.5479375,1.0,369.774,1.0,16.073,15.992,15.794,1.0,1.0,1.0,-9999,1.0,43.0534,1.0,-9999,-9999,-9999,3.21732,1.11619,1.0,-9999,-9999,-9999,2.24351,-1.1868,1.0,0.543584,-1.18903,-1.13706,-1.10335,1.0,1.0,1.0,7.7952,7.79785,7.88313,8.27069,9.54235,8.97003,9.065,9.33718,7.75723,7.78041,8.00315,8.48381,8.45897,8.34896,8.4886,8.72166,-9999,-9999
20100613,14.167,1.0,483.952,251.661,1.0,331.745,1.0,5.551,1.0,102.942,0.0,0.0,0.0,2.275,1.0,0.411277083333,1.0,164.545989792,1.0,423.122180958,1.0,17.3762611042,1.0,37.7640114583,1.0,381.095583333,1.0,370.453,1.0,14.405,14.444,14.423,1.0,1.0,1.0,-9999,1.0,71.5562,1.0,-9999,-9999,-9999,4.82264,46.1967,1.0,-9999,-9999,-9999,4.01051,-7.70601,1.0,0.584154,-7.81008,-7.71116,-7.67248,1.0,0.979167,0.979167,7.5321,7.35714,7.5398,7.62104,15.5613,15.2112,15.2928,15.4178,6.42982,6.4374,6.66155,7.45573,14.8958,14.7972,14.9026,15.7107,-9999,-9999
20100614,15.214,1.0,484.442,246.085,1.0,333.082,1.0,7.08,1.0,103.073,0.0,0.0,0.0,1.389,1.0,0.230742291667,1.0,159.647509792,1.0,427.4837415,1.0,16.2789550208,1.0,34.3164147917,1.0,385.203,1.0,369.924,1.0,13.805,13.796,13.76,1.0,1.0,1.0,-9999,1.0,77.2975,1.0,-9999,-9999,-9999,4.61719,45.7394,1.0,-9999,-9999,-9999,4.06788,-6.88085,1.0,0.597066,-7.56594,-6.88068,-6.68699,1.0,1.0,1.0,7.46962,7.40486,7.52579,7.59701,14.9243,14.2012,14.4414,14.8569,5.76181,5.71893,6.21796,6.75205,12.7305,12.7394,13.0975,13.6295,-9999,-9999
20100615,16.456,1.0,484.868,211.695,1.0,328.837,1.0,7.408,1.0,103.521,0.0,0.125,0.0,1.52,1.0,0.310191458333,1.0,117.67525625,1.0,364.939488958,1.0,14.7602055833,1.0,31.8926610417,1.0,390.964083333,1.0,371.05,1.0,13.804,13.754,13.667,1.0,1.0,1.0,-9999,1.0,73.5869,1.0,-9999,-9999,-9999,4.70435,25.824,1.0,-9999,-9999,-9999,3.67704,-6.35814,1.0,0.581917,-6.49439,-6.40725,-6.35814,1.0,1.0,1.0,7.42116,7.41931,7.53413,7.61966,14.0458,13.7988,13.9287,13.9855,4.87512,4.76992,5.03942,5.51898,10.7302,10.7302,10.9274,11.6451,-9999,-9999
20100616,16.006,1.0,485.23,359.958,1.0,303.743,1.0,9.327,1.0,103.724,0.0,0.0,0.0,2.237,1.0,0.440805,1.0,222.329192667,1.0,630.849682125,1.0,22.8472457083,1.0,51.5552460417,1.0,389.817208333,1.0,365.489,1.0,13.78,13.713,13.614,1.0,1.0,1.0,-9999,1.0,93.4328,1.0,-9999,-9999,-9999,5.33503,94.0799,1.0,-9999,-9999,-9999,5.04205,-5.46025,1.0,0.579433,-5.50417,-5.47651,-5.44329,1.0,1.0,1.0,7.12372,7.10244,7.23437,7.30836,12.7363,12.5422,12.7038,12.789,4.22185,4.16789,4.24732,4.52066,11.4293,11.4319,11.5199,11.8781,-9999,-9999
20100617,18.128,1.0,485.526,365.147,1.0,313.477,1.0,11.51,1.0,103.427,0.0,0.0,0.0,2.486,1.0,0.488578125,1.0,224.469455417,1.0,647.142177,1.0,23.305586125,1.0,52.1223389583,1.0,402.032104167,1.0,368.409,1.0,14.259,14.096,13.907,1.0,1.0,1.0,-9999,1.0,101.216,1.0,-9999,-9999,-9999,5.88599,78.31,1.0,-9999,-9999,-9999,5.18102,-2.91227,1.0,0.566836,-2.95975,-2.92485,-2.91227,1.0,1.0,1.0,7.16866,7.11027,7.21081,7.40461,10.2259,10.0092,10.1836,10.3052,4.66175,4.66175,4.73317,4.83696,10.3699,10.3821,10.4544,10.5269,-9999,-9999
20100618,18.274,1.0,485.759,330.286,1.0,325.878,1.0,10.184,1.0,102.329,0.0,0.0,0.0,2.35,1.0,0.52722625,1.0,204.909513562,1.0,587.856993875,1.0,21.2508144375,1.0,47.1109716667,1.0,404.144375,1.0,366.112,1.0,14.744,14.563,14.332,1.0,1.0,1.0,-9999,1.0,97.3284,1.0,-9999,-9999,-9999,5.73261,60.7439,1.0,-9999,-9999,-9999,4.65921,-4.70025,1.0,0.611514,-4.77968,-4.77968,-4.65539,1.0,1.0,1.0,6.56838,6.47693,6.66896,6.89782,11.6369,11.1954,11.3691,11.6948,5.37266,5.22689,5.40825,5.53466,10.4908,10.2793,10.416,10.5653,-9999,-9999
20100619,13.476,1.0,485.927,226.883,1.0,324.208,1.0,6.692,1.0,101.959,0.0,0.156,0.0,2.778,1.0,0.506474791667,1.0,139.352414375,1.0,399.037358,1.0,14.8359472917,1.0,33.2764535417,1.0,378.462395833,1.0,364.008,1.0,13.681,13.754,13.75,1.0,1.0,1.0,-9999,1.0,70.8826,1.0,-9999,-9999,-9999,4.5819,46.4351,1.0,-9999,-9999,-9999,3.93392,-7.55513,1.0,0.604006,-7.76535,-7.55513,-7.52852,1.0,1.0,1.0,5.97464,5.73661,6.0493,6.16131,13.5436,13.5032,13.5889,13.6961,5.44898,4.94797,5.16363,5.36741,12.1813,12.1333,12.1883,12.3529,-9999,-9999
20100620,14.337,1.0,486.031,278.813,1.0,327.006,1.0,6.864,1.0,102.504,0.0,0.061,0.0,1.948,1.0,0.346584166667,1.0,182.782365,1.0,495.176598458,1.0,18.0074525417,1.0,39.759904375,1.0,383.276916667,1.0,366.936,1.0,13.24,13.242,13.215,1.0,1.0,1.0,-9999,1.0,88.1997,1.0,-9999,-9999,-9999,5.50089,70.4793,1.0,-9999,-9999,-9999,4.49254,-7.40816,1.0,0.602297,-7.54399,-7.45965,-7.41245,1.0,1.0,1.0,6.52781,5.80587,6.6255,6.94589,13.5904,13.3451,14.0733,14.4031,6.37723,5.55949,5.90894,6.15548,14.2319,14.173,14.3068,14.4638,-9999,-9999
20100621,14.436,1.0,486.07,178.854,1.0,339.4,1.0,4.714,1.0,103.169,0.0,1.422,0.0,2.242,1.0,0.429416041667,1.0,106.93767125,1.0,315.287400208,1.0,12.3461304375,1.0,27.62836625,1.0,383.688708333,1.0,365.109,1.0,13.303,13.272,13.207,1.0,1.0,1.0,-9999,1.0,50.7024,1.0,-9999,-9999,-9999,3.92199,29.1189,1.0,-9999,-9999,-9999,3.48825,-7.10688,1.0,0.601216,-7.50043,-7.13743,-7.09252,1.0,1.0,1.0,6.99116,5.86385,6.99116,7.73801,13.5388,13.3729,14.1204,14.8057,6.73004,5.3404,6.41628,6.67854,11.8138,11.7455,12.1329,12.2883,-9999,-9999
20100622,16.776,1.0,486.044,290.384,1.0,329.736,1.0,8.562,1.0,103.604,0.0,0.0,0.0,2.131,1.0,0.404039375,1.0,181.274589375,1.0,513.205954958,1.0,18.6444673125,1.0,43.1005304167,1.0,395.745104167,1.0,368.954,1.0,13.677,13.542,13.39,1.0,1.0,1.0,-9999,1.0,81.6604,1.0,-9999,-9999,-9999,5.47617,61.9418,1.0,-9999,-9999,-9999,4.71302,-6.31403,1.0,0.634708,-6.4623,-6.40897,-6.29004,1.0,1.0,1.0,7.77739,6.24127,7.77739,8.92521,13.3573,12.7026,14.0388,15.3248,6.83216,5.24594,7.03923,7.72098,13.6902,13.2733,14.2688,14.6624,-9999,-9999
20100623,17.508,0.666667,485.954,198.035,0.666667,349.036,0.666667,9.327,0.666667,103.677,0.0,0.0,0.0,1.599,0.583333,0.106074642857,0.583333333333,-0.527702666667,0.625,102.753719133,0.625,4.49953276667,0.625,11.1545776667,0.625,385.301166667,0.625,378.939,0.625,13.864,13.751,13.595,1.0,1.0,1.0,-9999,1.0,79.3554,0.625,-9999,-9999,-9999,5.22048,55.3899,0.625,-9999,-9999,-9999,4.38511,-5.6846,0.625,0.588268,-5.78476,-5.74383,-5.6846,0.625,0.625,0.625,8.36255,6.42086,8.34885,9.88413,13.0501,12.2013,14.0154,15.6029,5.06661,3.69003,5.46838,8.44791,10.3481,9.86401,11.0603,12.7849,-9999,-9999
20100624,19.777,1.0,485.8,278.656,1.0,346.295,1.0,10.961,1.0,103.249,0.0,0.0,0.0,1.914,1.0,0.32547,1.0,177.511191667,1.0,501.75881025,1.0,17.8054667708,1.0,39.69792375,1.0,407.7414375,1.0,389.907,1.0,14.356,14.154,13.926,1.0,1.0,1.0,-9999,1.0,86.2695,1.0,-9999,-9999,-9999,5.4506,51.1268,1.0,-9999,-9999,-9999,3.9374,-4.69904,1.0,0.601543,-5.14072,-4.6978,-4.59635,1.0,0.9375,0.979167,9.19204,6.83493,9.12706,11.1327,12.8682,12.0339,13.6079,15.6471,5.8204,5.07746,6.41016,8.34984,11.9021,11.7639,12.6055,13.4678,-9999,-9999
20100625,21.306,1.0,485.581,256.884,1.0,365.951,1.0,11.928,1.0,102.94,0.0,0.0,0.0,1.393,0.979167,0.240319347826,0.958333333333,169.233012917,1.0,458.373342292,1.0,16.2595308125,1.0,36.955823125,1.0,416.646395833,1.0,388.521,1.0,15.022,14.751,14.451,1.0,1.0,1.0,-9999,1.0,94.5581,1.0,-9999,-9999,-9999,5.77508,43.2865,1.0,-9999,-9999,-9999,3.83834,-5.61096,1.0,0.591495,-5.93765,-5.68128,-5.59275,1.0,1.0,1.0,9.93618,7.1597,9.81241,12.2963,14.1697,13.1066,15.1767,17.7199,8.37129,7.33773,8.36552,9.07704,12.2637,11.4723,12.494,12.9381,-9999,-9999
20100626,20.186,1.0,485.297,241.445,1.0,357.41,1.0,9.801,1.0,103.191,0.0,0.079,0.0,2.0,1.0,0.381102708333,1.0,150.938162292,1.0,439.23702475,1.0,15.7584643958,1.0,34.3266083333,1.0,413.590729167,1.0,374.781,1.0,15.444,15.193,14.892,1.0,1.0,1.0,-9999,1.0,91.8432,1.0,-9999,-9999,-9999,5.53881,24.2344,1.0,-9999,-9999,-9999,3.47477,-5.23168,1.0,0.597741,-5.64896,-5.37326,-5.24481,1.0,0.645833,1.0,9.8527,6.89745,9.8527,12.9495,13.3725,12.7145,15.0985,17.7879,8.50673,5.38853,8.34564,10.2039,12.791,10.1691,12.823,14.0873,-9999,-9999
20100627,20.002,1.0,484.951,360.228,1.0,325.142,1.0,12.756,1.0,103.626,0.0,0.0,0.0,1.353,1.0,0.295967708333,1.0,223.493941875,1.0,653.109776292,1.0,22.3675430417,1.0,50.73690125,1.0,411.139604167,1.0,370.358,1.0,15.324,15.111,14.855,1.0,1.0,1.0,-9999,1.0,114.586,1.0,-9999,-9999,-9999,6.20886,75.5442,1.0,-9999,-9999,-9999,4.60658,-5.76038,0.979167,0.627525,-6.20101,-5.90764,-5.32689,0.833333,0.895833,1.0,9.33266,6.7032,9.33266,12.301,13.3764,11.6243,15.2212,18.4613,8.75384,5.36191,8.75384,10.0291,14.4276,11.6722,14.4925,15.3761,-9999,-9999
20100628,22.327,1.0,484.54,356.884,1.0,337.725,1.0,16.294,1.0,103.536,0.0,0.0,0.0,1.659,1.0,0.259902083333,1.0,223.173042917,1.0,648.897599583,1.0,22.2587810208,1.0,50.2954220833,1.0,421.140270833,1.0,372.713,1.0,15.628,15.366,15.068,1.0,1.0,1.0,-9999,1.0,102.526,1.0,-9999,-9999,-9999,6.45025,68.1793,1.0,-9999,-9999,-9999,4.48114,-2.41192,0.979167,0.638068,-2.80312,-2.44027,-2.37587,0.958333,0.979167,1.0,9.1982,6.85267,9.1982,11.35,10.331,9.14241,11.6418,13.7291,8.18381,5.11621,8.47736,9.48217,12.5922,10.3177,12.9186,13.6076,-9999,-9999
20100629,24.658,1.0,484.064,346.375,1.0,355.959,1.0,19.225,1.0,103.249,0.0,0.0,0.0,1.421,1.0,0.20943375,1.0,219.934289167,1.0,633.829730083,1.0,21.8256827917,1.0,48.387831875,1.0,434.0123125,1.0,373.23,1.0,16.382,16.033,15.643,1.0,1.0,1.0,-9999,1.0,102.364,1.0,-9999,-9999,-9999,9.07698,52.9245,1.0,-9999,-9999,-9999,4.47391,-3.09268,0.958333,0.605235,-3.45803,-3.28847,-3.02879,0.958333,0.958333,0.958333,9.065,7.09902,9.16562,10.3657,11.5905,9.70746,12.2375,13.7787,5.72742,4.36418,5.7826,6.95543,10.5295,9.17987,10.6526,11.4174,-9999,-9999
