TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20080101,-16.584,0.0,0.0,0.0,1.0,211.725,0.0,0.199,0.0,94.599,0.0,6.4,1.0,3.891,0.0,-9999,0.0,-9999,0.0,0.0,0.979166666667,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,-0.271545,0.0,-9999,-9999,-9999,-9999,-8.21643,0.0,-9999,-9999,-9999,-9999,0.104502,0.0,-9999,0.0940256,0.104502,0.115093,0.0,0.0,0.0,0.125288,0.124896,0.125288,0.12558,0.0210052,0.00980273,0.0178558,0.0267408,0.0346809,0.0126117,0.0195783,0.0346809,0.0,0.0,0.0,0.0,-9999,-9999
20080102,-18.792,0.0,0.0,0.0,1.0,171.572,0.0,0.344,0.0,95.198,0.0,0.0,1.0,3.576,0.0,-9999,0.0,-9999,0.0,0.0,1.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,-1.03619,0.0,-9999,-9999,-9999,-9999,-12.7081,0.0,-9999,-9999,-9999,-9999,0.0637197,0.0,-9999,0.0590498,0.0637197,0.0686882,0.0,0.0,0.0,0.0927062,0.0924155,0.0927062,0.0949726,0.0306785,0.0213553,0.0284418,0.0322252,0.0253759,0.00722049,0.0112766,0.0253759,0.0,0.0,0.0,0.0,-9999,-9999
20080103,-22.017,0.0,0.0,0.0,1.0,181.827,0.0,0.481,0.0,97.491,0.0,0.0,1.0,3.476,0.0,-9999,0.0,-9999,0.0,0.0,1.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,-0.480634,0.0,-9999,-9999,-9999,-9999,-12.2928,0.0,-9999,-9999,-9999,-9999,0.0864913,0.0,-9999,0.0773689,0.0815287,0.0893643,0.0,0.0,0.0,0.0526563,0.0524913,0.0526563,0.0564068,-0.0310473,-0.0430719,-0.0310473,-0.0247125,0.0140834,0.00242328,0.00366987,0.0140834,0.0,0.0,0.0,0.0,-9999,-9999
20080104,-16.26,0.0,0.0,0.0,1.0,229.172,0.0,0.387,0.0,96.801,0.0,0.0,1.0,3.132,0.0,-9999,0.0,-9999,0.0,0.0,1.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,-0.271545,0.0,-9999,-9999,-9999,-9999,-8.21643,0.0,-9999,-9999,-9999,-9999,0.104502,0.0,-9999,0.0940256,0.104502,0.115093,0.0,0.0,0.0,0.127727,0.127327,0.127727,0.128232,0.0236088,0.0122341,0.0191718,0.0293332,0.0353203,0.0120478,0.0189712,0.0353203,0.0,0.0,0.0,0.0,-9999,-9999
20080105,-13.338,0.0,0.0,0.0,1.0,216.637,0.0,0.601,0.0,96.101,0.0,0.0,1.0,1.838,0.0,-9999,0.0,-9999,0.0,0.0,1.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,-1.03619,0.0,-9999,-9999,-9999,-9999,-12.7081,0.0,-9999,-9999,-9999,-9999,0.0637197,0.0,-9999,0.0590498,0.0637197,0.0686882,0.0,0.0,0.0,0.18002,0.175623,0.176964,0.18002,0.113245,0.105614,0.113245,0.117361,0.0504776,0.0252464,0.03735,0.0517309,0.0,0.0,0.0,0.0,-9999,-9999
20080106,-14.23,0.0,0.0,0.0,1.0,211.205,0.0,0.389,0.0,96.33,0.0,0.0,1.0,2.552,0.0,-9999,0.0,-9999,0.0,0.0,1.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,-0.480634,0.0,-9999,-9999,-9999,-9999,-12.2928,0.0,-9999,-9999,-9999,-9999,0.0864913,0.0,-9999,0.0773689,0.0815287,0.0893643,0.0,0.0,0.0,0.163435,0.160708,0.161544,0.163435,0.075053,0.0620586,0.075053,0.0855535,0.0456545,0.0206877,0.0310792,0.0459285,0.0,0.0,0.0,0.0,-9999,-9999
20080107,-12.366,0.0,0.0,0.0,1.0,232.162,0.0,0.461,0.0,96.494,0.0,0.0,1.0,4.466,0.0,-9999,-9999,-9999,-9999,0.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,-0.271545,0.0,-9999,-9999,-9999,-9999,-8.21643,0.0,-9999,-9999,-9999,-9999,0.104502,0.0,-9999,0.0940256,0.104502,0.115093,0.0,0.0,0.0,0.197829,0.191696,0.193565,0.197829,0.0890635,0.0817618,0.0871946,0.0916507,0.0556474,0.0298161,0.0437182,0.05728,0.0,0.0,0.0,0.0,-9999,-9999
20080108,-11.386,0.0,0.0,0.0,1.0,242.454,0.0,0.257,0.0,96.655,0.0,0.0,1.0,4.278,0.0,-9999,0.0,-9999,0.0,0.0,1.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,-1.03619,0.0,-9999,-9999,-9999,-9999,-12.7081,0.0,-9999,-9999,-9999,-9999,0.0637197,0.0,-9999,0.0590498,0.0637197,0.0686882,0.0,0.0,0.0,0.217276,0.208979,0.211499,0.217276,0.147779,0.140896,0.147779,0.153133,0.0613346,0.0359614,0.0520091,0.0629293,0.0,0.0,0.0,0.0,-9999,-9999
20080109,-11.059,0.0,0.0,0.0,1.0,246.029,0.0,0.383,0.0,96.939,0.0,0.0,1.0,3.83,0.0,-9999,0.0,-9999,0.0,0.0,1.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,-0.480634,0.0,-9999,-9999,-9999,-9999,-12.2928,0.0,-9999,-9999,-9999,-9999,0.0864913,0.0,-9999,0.0773689,0.0815287,0.0893643,0.0,0.0,0.0,0.224312,0.215129,0.217914,0.224312,0.131422,0.119622,0.134948,0.140947,0.0634084,0.0387143,0.0556054,0.0647927,0.0,0.0,0.0,0.0,-9999,-9999
20080110,-15.047,0.0,0.0,0.0,1.0,189.405,0.0,0.614,0.0,97.058,0.0,0.0,1.0,1.704,0.0,-9999,0.0,-9999,0.0,0.0,1.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,-0.271545,0.0,-9999,-9999,-9999,-9999,-8.21643,0.0,-9999,-9999,-9999,-9999,0.104502,0.0,-9999,0.0940256,0.104502,0.115093,0.0,0.0,0.0,0.148058,0.146907,0.147267,0.148058,0.0427652,0.0325014,0.0376688,0.0474547,0.0411788,0.0163688,0.0251561,0.0411788,0.0,0.0,0.0,0.0,-9999,-9999
20080111,-19.955,0.0,0.0,0.0,1.0,142.514,0.0,0.654,0.0,97.062,0.0,0.0,1.0,2.016,0.0,-9999,0.0,-9999,0.0,0.0,1.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,-1.03619,0.0,-9999,-9999,-9999,-9999,-12.7081,0.0,-9999,-9999,-9999,-9999,0.0637197,0.0,-9999,0.0590498,0.0637197,0.0686882,0.0,0.0,0.0,0.0759146,0.0756766,0.0759146,0.0791216,0.0145873,0.00456372,0.013124,0.0157174,0.0205932,0.00477511,0.00736198,0.0205932,0.0,0.0,0.0,0.0,-9999,-9999
20080112,-25.097,0.0,0.0,0.0,1.0,115.835,0.0,0.362,0.0,97.595,0.0,0.0,1.0,2.39,0.0,-9999,0.0,-9999,0.0,0.0,1.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,-0.480634,0.0,-9999,-9999,-9999,-9999,-12.2928,0.0,-9999,-9999,-9999,-9999,0.0864913,0.0,-9999,0.0773689,0.0815287,0.0893643,0.0,0.0,0.0,0.0254386,0.0253588,0.0254386,0.0289252,-0.0584793,-0.0703064,-0.0572654,-0.0519303,0.0065955,0.000567289,0.000822786,0.00656082,0.0,0.0,0.0,0.0,-9999,-9999
20080113,-25.052,0.0,0.0,0.0,1.0,104.083,0.0,0.515,0.0,97.215,0.0,0.0,1.0,2.093,0.0,-9999,0.0,-9999,0.0,0.0,1.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,-0.271545,0.0,-9999,-9999,-9999,-9999,-8.21643,0.0,-9999,-9999,-9999,-9999,0.104502,0.0,-9999,0.0940256,0.104502,0.115093,0.0,0.0,0.0,0.0256038,0.0255234,0.0256038,0.029117,-0.0763047,-0.0895694,-0.0779097,-0.0631068,0.00663761,0.000564782,0.000817857,0.00660222,0.0,0.0,0.0,0.0,-9999,-9999
20080114,-27.216,0.0,0.0,0.0,1.0,107.096,0.0,0.289,0.0,96.243,0.0,0.0,1.0,2.945,0.0,-9999,-9999,-9999,-9999,0.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,-1.03619,0.0,-9999,-9999,-9999,-9999,-12.7081,0.0,-9999,-9999,-9999,-9999,0.0637197,0.0,-9999,0.0590498,0.0637197,0.0686882,0.0,0.0,0.0,0.0137956,0.0137523,0.0137956,0.0164449,-0.0479811,-0.0548926,-0.0491922,-0.0462069,0.00349039,0.000165539,0.000249508,0.00342644,0.0,0.0,0.0,0.0,-9999,-9999
20080115,-27.965,0.0,0.0,0.0,1.0,107.153,0.0,0.192,0.0,95.688,0.0,0.0,1.0,3.495,0.0,-9999,0.0,-9999,0.0,0.0,1.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,-0.480634,0.0,-9999,-9999,-9999,-9999,-12.2928,0.0,-9999,-9999,-9999,-9999,0.0864913,0.0,-9999,0.0773689,0.0815287,0.0893643,0.0,0.0,0.0,0.0106882,0.0106548,0.0106882,0.0130007,-0.0741114,-0.0857477,-0.0732839,-0.0667141,0.00267601,9.56436e-05,0.00014967,0.00261206,0.0,0.0,0.0,0.0,-9999,-9999
20080116,-23.355,0.0,0.0,0.0,1.0,151.219,0.0,0.251,0.0,95.324,0.0,0.0,1.0,3.673,0.0,-9999,0.0,-9999,0.0,0.0,1.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,-0.271545,0.0,-9999,-9999,-9999,-9999,-8.21643,0.0,-9999,-9999,-9999,-9999,0.104502,0.0,-9999,0.0940256,0.104502,0.115093,0.0,0.0,0.0,0.039988,0.0398627,0.039988,0.0437592,-0.0617178,-0.0752302,-0.0634397,-0.0484483,0.0105772,0.00142032,0.00211698,0.0105772,0.0,0.0,0.0,0.0,-9999,-9999
20080117,-23.09,0.0,0.0,0.0,1.0,128.486,0.0,0.213,0.0,95.584,0.0,0.0,1.0,3.293,0.0,-9999,0.0,-9999,0.0,0.0,1.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,-1.03619,0.0,-9999,-9999,-9999,-9999,-12.7081,0.0,-9999,-9999,-9999,-9999,0.0637197,0.0,-9999,0.0590498,0.0637197,0.0686882,0.0,0.0,0.0,0.0407207,0.040593,0.0407207,0.0446802,-0.0200622,-0.0306302,-0.0219344,-0.0193661,0.0107539,0.00136052,0.0020182,0.0107539,0.0,0.0,0.0,0.0,-9999,-9999
20080118,-20.558,0.0,0.0,0.0,1.0,195.629,0.0,0.251,0.0,95.415,0.0,0.0,1.0,4.715,0.0,-9999,0.0,-9999,0.0,0.0,1.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,-0.480634,0.0,-9999,-9999,-9999,-9999,-12.2928,0.0,-9999,-9999,-9999,-9999,0.0864913,0.0,-9999,0.0773689,0.0815287,0.0893643,0.0,0.0,0.0,0.0674681,0.0672567,0.0674681,0.0710934,-0.0163207,-0.0289678,-0.0163207,-0.00990073,0.0181964,0.00366853,0.00560356,0.0181964,0.0,0.0,0.0,0.0,-9999,-9999
20080119,-14.063,0.0,0.0,0.0,1.0,238.602,0.0,0.495,0.0,95.467,0.0,0.0,1.0,6.102,0.0,-9999,0.0,-9999,0.0,0.0,1.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,-0.271545,0.0,-9999,-9999,-9999,-9999,-8.21643,0.0,-9999,-9999,-9999,-9999,0.104502,0.0,-9999,0.0940256,0.104502,0.115093,0.0,0.0,0.0,0.166324,0.163351,0.164263,0.166324,0.0597607,0.0507096,0.0559341,0.063443,0.0464876,0.0212503,0.0319106,0.0468864,0.0,0.0,0.0,0.0,-9999,-9999
20080120,-14.458,0.0,0.0,0.0,1.0,190.984,0.0,0.344,0.0,96.501,0.0,0.0,1.0,3.084,0.0,-9999,0.0,-9999,0.0,0.0,1.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,-1.03619,0.0,-9999,-9999,-9999,-9999,-12.7081,0.0,-9999,-9999,-9999,-9999,0.0637197,0.0,-9999,0.0590498,0.0637197,0.0686882,0.0,0.0,0.0,0.15968,0.15726,0.158002,0.15968,0.0942824,0.0861914,0.0942824,0.0970302,0.0445732,0.0198527,0.0299047,0.0446869,0.0,0.0,0.0,0.0,-9999,-9999
20080121,-16.415,0.0,0.0,0.0,1.0,149.256,0.0,0.871,0.0,96.361,0.0,0.0,1.0,2.818,0.0,-9999,-9999,-9999,-9999,0.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,-0.480634,0.0,-9999,-9999,-9999,-9999,-12.2928,0.0,-9999,-9999,-9999,-9999,0.0864913,0.0,-9999,0.0773689,0.0815287,0.0893643,0.0,0.0,0.0,0.125227,0.124834,0.125227,0.1259,0.0392441,0.0252958,0.0392441,0.0474651,0.0346039,0.0116553,0.0183589,0.0346039,0.0,0.0,0.0,0.0,-9999,-9999
20080122,-19.791,0.0,0.0,0.0,1.0,151.208,0.0,0.602,0.0,95.989,0.0,0.0,1.0,1.738,0.0,-9999,0.0,-9999,0.0,0.0,1.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,-0.271545,0.0,-9999,-9999,-9999,-9999,-8.21643,0.0,-9999,-9999,-9999,-9999,0.104502,0.0,-9999,0.0940256,0.104502,0.115093,0.0,0.0,0.0,0.0774406,0.0771978,0.0774406,0.0806533,-0.0246636,-0.037895,-0.0261294,-0.0116088,0.0210144,0.00489164,0.00754302,0.0210144,0.0,0.0,0.0,0.0,-9999,-9999
20080123,-20.84,0.0,0.0,0.0,1.0,192.745,0.0,0.49,0.0,94.445,0.0,0.0,1.0,3.218,0.0,-9999,0.0,-9999,0.0,0.0,1.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,-1.03619,0.0,-9999,-9999,-9999,-9999,-12.7081,0.0,-9999,-9999,-9999,-9999,0.0637197,0.0,-9999,0.0590498,0.0637197,0.0686882,0.0,0.0,0.0,0.0645702,0.0643679,0.0645702,0.068222,0.00357133,-0.00678071,0.00190483,0.0044086,0.0173914,0.00342557,0.00522635,0.0173914,0.0,0.0,0.0,0.0,-9999,-9999
20080124,-18.623,0.0,0.0,0.0,1.0,202.489,0.0,0.509,0.0,93.456,0.0,0.0,1.0,3.2,0.0,-9999,0.0,-9999,0.0,0.0,1.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,-0.650151,0.0,-9999,-9999,-9999,-9999,-12.639,0.0,-9999,-9999,-9999,-9999,0.0847001,0.0,-9999,0.0755778,0.0797375,0.0875731,0.0,0.0,0.0,0.0925594,0.0922693,0.0925594,0.0951778,0.00981865,-0.00220596,0.00981865,0.0166915,0.0252811,0.00665664,0.0103302,0.0252811,0.0,0.0,0.0,0.0,-9999,-9999
20080125,-16.657,0.0,0.0,0.0,1.0,198.589,0.0,0.506,0.0,94.192,0.0,0.0,1.0,3.183,0.0,-9999,0.0,-9999,0.0,0.0,1.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,-3.07728,0.0,-9999,-9999,-9999,-9999,-32.1486,0.0,-9999,-9999,-9999,-9999,0.0608509,0.0,-9999,0.0608509,0.0608509,0.0608509,0.0,0.0,0.0,0.120352,0.119975,0.120352,0.121519,0.0603819,0.0591238,0.059501,0.0606681,0.0331804,0.0104851,0.0164368,0.0331804,0.0,0.0,0.0,0.0,-9999,-9999
20080126,-17.372,0.0,0.0,0.0,1.0,163.148,0.0,0.546,0.0,95.36,0.0,0.0,1.0,2.283,0.0,-9999,0.0,-9999,0.0,0.0,1.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,-1.56139,0.0,-9999,-9999,-9999,-9999,-24.3349,0.0,-9999,-9999,-9999,-9999,0.0591344,0.0,-9999,0.0591344,0.0591344,0.0591344,0.0,0.0,0.0,0.109812,0.109468,0.109812,0.111584,0.0520087,0.0503332,0.0506774,0.0524495,0.0301762,0.00895809,0.0139956,0.0301762,0.0,0.0,0.0,0.0,-9999,-9999
20080127,-22.916,0.0,0.0,0.0,1.0,136.508,0.0,0.407,0.0,96.068,0.0,0.0,1.0,1.732,0.0,-9999,0.0,-9999,0.0,0.0,1.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,-0.909239,0.0,-9999,-9999,-9999,-9999,-14.7203,0.0,-9999,-9999,-9999,-9999,0.0547815,0.0,-9999,0.0547245,0.0547815,0.0547815,0.0,0.0,0.0,0.0445681,0.0444284,0.0445681,0.0482689,-0.00746762,-0.0102134,-0.00901102,-0.00666314,0.0118538,0.00183718,0.00276651,0.0118538,0.0,0.0,0.0,0.0,-9999,-9999
20080128,-24.675,0.0,0.0,0.0,1.0,125.875,0.0,0.394,0.0,95.258,0.0,0.0,1.0,4.35,0.0,-9999,-9999,-9999,-9999,0.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,-0.660194,0.0,-9999,-9999,-9999,-9999,-9.47713,0.0,-9999,-9999,-9999,-9999,0.0545766,0.0,-9999,0.0520888,0.0545766,0.0545766,0.0,0.0,0.0,0.0294936,0.0294012,0.0294936,0.0329992,-0.0224926,-0.0250831,-0.0224926,-0.0212767,0.00771347,0.000838806,0.00123703,0.00770975,0.0,0.0,0.0,0.0,-9999,-9999
20080129,-23.27,0.0,0.0,0.0,1.0,122.034,0.0,0.589,0.0,96.325,0.0,0.0,1.0,2.178,0.0,-9999,0.0,-9999,0.0,0.0,1.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,-0.474312,0.0,-9999,-9999,-9999,-9999,-4.05231,0.0,-9999,-9999,-9999,-9999,0.051583,0.0,-9999,0.0493303,0.051583,0.051583,0.0,0.0,0.0,0.0402698,0.0401434,0.0402698,0.0440925,-0.00847879,-0.0113077,-0.00847879,-0.00662319,0.010648,0.00141278,0.00210392,0.010648,0.0,0.0,0.0,0.0,-9999,-9999
20080130,-27.304,0.0,0.0,0.0,1.0,100.666,0.0,0.371,0.0,97.286,0.0,0.0,1.0,3.378,0.0,-9999,0.0,-9999,0.0,0.0,1.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,-0.0835785,0.0,-9999,-9999,-9999,-9999,-5.64948,0.0,-9999,-9999,-9999,-9999,0.0203493,0.0,-9999,0.019638,0.0203493,0.021197,0.0,0.0,0.0,0.0135359,0.0134934,0.0135359,0.0161424,-0.00490197,-0.00766115,-0.00505458,-0.00397604,0.00342419,0.000164436,0.000246935,0.00336123,0.0,0.0,0.0,0.0,-9999,-9999
20080131,-27.184,0.0,0.0,0.0,1.0,99.978,0.0,0.293,0.0,97.921,0.0,0.0,1.0,4.739,0.0,-9999,0.0,-9999,0.0,0.0,1.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,-0.460895,0.0,-9999,-9999,-9999,-9999,-8.50636,0.0,-9999,-9999,-9999,-9999,0.0134893,0.0,-9999,0.0123748,0.0134893,0.014487,0.0,0.0,0.0,0.0139305,0.0138869,0.0139305,0.0165931,0.00239429,-0.000556393,0.00139663,0.00333914,0.0035261,0.000169992,0.000255302,0.00346213,0.0,0.0,0.0,0.0,-9999,-9999
20080201,-23.343,0.0,0.0,0.0,1.0,116.421,0.0,0.32,0.0,97.176,0.0,0.0,1.0,4.27,0.0,-9999,0.0,-9999,0.0,0.0,1.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,-3.07728,0.0,-9999,-9999,-9999,-9999,-32.1486,0.0,-9999,-9999,-9999,-9999,0.0608509,0.0,-9999,0.0608509,0.0608509,0.0608509,0.0,0.0,0.0,0.0388233,0.0387016,0.0388233,0.0427172,-0.0191412,-0.0221494,-0.0220276,-0.0181338,0.0102387,0.00126955,0.00188215,0.0102387,0.0,0.0,0.0,0.0,-9999,-9999
20080202,-25.955,0.0,0.0,0.0,1.0,115.922,0.0,0.253,0.0,96.246,0.0,0.0,1.0,3.631,0.0,-9999,0.0,-9999,0.0,0.0,1.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,-1.56139,0.0,-9999,-9999,-9999,-9999,-24.3349,0.0,-9999,-9999,-9999,-9999,0.0591344,0.0,-9999,0.0591344,0.0591344,0.0591344,0.0,0.0,0.0,0.0207472,0.0206822,0.0207472,0.0238913,-0.0360716,-0.0384523,-0.0382994,-0.035243,0.0053451,0.000413122,0.000596173,0.00529903,0.0,0.0,0.0,0.0,-9999,-9999
20080203,-22.232,0.0,0.0,0.0,1.0,148.911,0.0,0.039,0.0,96.083,0.0,0.0,1.0,2.972,0.0,-9999,0.0,-9999,0.0,0.0,1.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,-0.909239,0.0,-9999,-9999,-9999,-9999,-14.7203,0.0,-9999,-9999,-9999,-9999,0.0547815,0.0,-9999,0.0547245,0.0547815,0.0547815,0.0,0.0,0.0,0.0485965,0.0484441,0.0485965,0.0526131,-0.00320017,-0.00618503,-0.00439024,-0.00264726,0.0129228,0.00189045,0.00282877,0.0129228,0.0,0.0,0.0,0.0,-9999,-9999
20080204,-18.092,0.0,0.0,0.175,1.0,170.073,0.0,0.107,0.0,96.027,0.0,0.0,1.0,2.551,0.0,-9999,-9999,-9999,-9999,0.583333333333,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,-0.660194,0.0,-9999,-9999,-9999,-9999,-9.47713,0.0,-9999,-9999,-9999,-9999,0.0545766,0.0,-9999,0.0520888,0.0545766,0.0545766,0.0,0.0,0.0,0.0993645,0.0990528,0.0993645,0.101713,0.0465481,0.0447878,0.0465481,0.0498146,0.0272023,0.00748327,0.0116414,0.0272023,9.48437e-05,7.86076e-05,8.95902e-05,9.61192e-05,-9999,-9999
20080205,-11.408,0.0,0.0,0.317,1.0,251.216,0.0,0.075,0.0,95.655,0.0,10.0,1.0,4.818,0.0,-9999,0.0,-9999,0.0,0.708333333333,1.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,-0.474312,0.0,-9999,-9999,-9999,-9999,-4.05231,0.0,-9999,-9999,-9999,-9999,0.051583,0.0,-9999,0.0493303,0.051583,0.051583,0.0,0.0,0.0,0.218082,0.209474,0.212083,0.218082,0.1605,0.157891,0.164133,0.167964,0.0616053,0.0372802,0.0535637,0.0631666,0.000171614,0.000142255,0.000162144,0.000173884,-9999,-9999
20080206,-8.599,0.0,0.0,0.308,1.0,258.553,0.0,0.581,0.0,94.706,0.0,8.9,1.0,6.534,0.0,-9999,0.0,-9999,0.0,0.875,1.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,-0.0835785,0.0,-9999,-9999,-9999,-9999,-5.64948,0.0,-9999,-9999,-9999,-9999,0.0203493,0.0,-9999,0.019638,0.0203493,0.021197,0.0,0.0,0.0,0.277891,0.26179,0.268771,0.27702,0.246284,0.241441,0.253081,0.257264,0.0792302,0.0610333,0.0805523,0.084441,0.000167095,0.000138471,0.000157885,0.000169322,-9999,-9999
20080207,-9.216,0.0,0.0,0.537,1.0,231.454,0.0,0.46,0.0,94.4,0.0,0.9,1.0,2.932,0.0,-9999,0.0,-9999,0.0,1.41666666667,1.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,-0.460895,0.0,-9999,-9999,-9999,-9999,-8.50636,0.0,-9999,-9999,-9999,-9999,0.0134893,0.0,-9999,0.0123748,0.0134893,0.014487,0.0,0.0,0.0,0.265027,0.25047,0.2563,0.26493,0.241363,0.236981,0.247507,0.250554,0.0754506,0.0564289,0.0768139,0.0783411,0.000291211,0.000241444,0.00027517,0.000294887,-9999,-9999
20080208,-8.92,0.0,0.267763,1.913,1.0,237.649,0.0,0.782,0.0,93.968,0.0,3.5,1.0,6.167,0.0,-9999,0.0,-9999,0.0,3.0,1.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,-3.07728,0.0,-9999,-9999,-9999,-9999,-32.1486,0.0,-9999,-9999,-9999,-9999,0.0608509,0.0,-9999,0.0608509,0.0608509,0.0608509,0.0,0.0,0.0,0.27106,0.255812,0.262147,0.270581,0.199551,0.194961,0.201296,0.20973,0.0772177,0.0583459,0.0785667,0.080942,0.00103267,0.000858695,0.000977472,0.00103969,-9999,-9999
