TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20030101,-23.84,1.0,0.0,0.618,1.0,169.46,0.0,0.218,1.0,99.528,0.0,0.0,1.0,0.218,1.0,-9999,0.0,-0.376291666667,1.0,1.18789583333,1.0,-9999,-9999,-17.835,1.0,-4.15371,1.0,-3.33582,0.0,-1.93805,-9999,-9999,1.10249,-23.6885,0.0,-12.1414,-9999,-9999,-9999,-0.336868,0.0,-9999,-0.421884,-0.338461,-0.337161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.336868,0.336868,0.338461,0.419828,0.0703752,0.0140238,0.101118,0.10682,0.0,0.0,0.0,0.0,-9999,-9999
20030102,-28.123,1.0,0.0,0.489,1.0,152.008,0.0,0.176,1.0,99.529,0.0,0.0,1.0,0.211,1.0,-9999,0.0,-0.852708333333,1.0,0.940604166667,1.0,-9999,-9999,-19.255,1.0,-5.1336,1.0,17.601,0.916667,9.49325,-9999,-9999,1.74026,-22.1708,0.0,-10.4021,-9999,-9999,-9999,-0.340898,0.0,-9999,-0.40349,-0.330927,-0.325802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.340899,0.325802,0.330927,0.39807,0.03591,0.0085502,0.0585033,0.0635513,0.0,0.0,0.0,0.0,-9999,-9999
20030103,-31.983,1.0,0.0,0.295,1.0,151.254,0.0,0.157,1.0,99.76,0.0,0.0,1.0,0.421,1.0,-9999,0.0,-1.20972916667,1.0,0.558583333333,1.0,-9999,-9999,-21.44,1.0,-6.94773,1.0,13.111,1.0,6.62507,-9999,-9999,1.7198,-28.3949,0.0,-12.5365,-9999,-9999,-9999,-0.353529,0.0,-9999,-0.412844,-0.336443,-0.312372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.353529,0.312372,0.336443,0.410294,0.0129963,0.00423549,0.0265436,0.0302274,0.0,0.0,0.0,0.0,-9999,-9999
20030104,-25.09,1.0,0.0,0.491,1.0,216.039,0.0,0.228,1.0,98.809,0.0,0.0,1.0,0.828,1.0,-9999,0.0,-0.364916666667,1.0,0.943354166667,1.0,-9999,-9999,-18.834,1.0,-2.71298,1.0,4.65245,1.0,1.95964,-9999,-9999,1.26952,-23.6885,0.0,-8.46645,-9999,-9999,-9999,-0.336868,0.0,-9999,-0.421884,-0.338461,-0.337161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.336868,0.336868,0.338461,0.419828,0.0567318,0.0122491,0.0864716,0.0924047,0.0,0.0,0.0,0.0,-9999,-9999
20030105,-27.75,1.0,0.0,0.63,1.0,169.491,0.0,0.215,1.0,99.153,0.0,0.0,1.0,0.385,1.0,-9999,0.0,-0.7986875,1.0,1.21116666667,1.0,-9999,-9999,-17.927,1.0,-2.4836,1.0,3.65239,1.0,1.28916,-9999,-9999,1.19307,-22.1708,0.0,-6.411,-9999,-9999,-9999,-0.340898,0.0,-9999,-0.40349,-0.330927,-0.325802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.340899,0.325802,0.330927,0.39807,0.0374071,0.00897958,0.0614558,0.0667659,0.0,0.0,0.0,0.0,-9999,-9999
20030106,-39.102,1.0,0.0,0.592,1.0,104.474,0.0,0.092,1.0,99.916,0.0,0.0,1.0,1.217,1.0,-9999,0.0,-9.18535416667,1.0,1.13914583333,1.0,-9999,-9999,-21.268,1.0,-6.05523,1.0,-2.44696,1.0,-0.696697,-9999,-9999,1.2189,-28.3949,0.0,-6.27302,-9999,-9999,-9999,-0.353529,0.0,-9999,-0.412844,-0.336443,-0.312372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.353529,0.312372,0.336443,0.410294,8.91362e-05,0.000137563,0.000558339,0.000806204,0.0,0.0,0.0,0.0,-9999,-9999
20030107,-38.532,1.0,0.0,0.715,1.0,108.156,0.0,0.085,1.0,101.443,0.0,0.0,1.0,2.658,1.0,-9999,-9999,-17.9295833333,1.0,1.375875,1.0,-9999,-9999,-22.95,1.0,-6.2136,1.0,-1.13155,1.0,-0.258146,-9999,-9999,1.1773,-23.6885,0.0,-3.85487,-9999,-9999,-9999,-0.336868,0.0,-9999,-0.421884,-0.338461,-0.337161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.336868,0.336868,0.338461,0.419828,0.000216733,0.000251173,0.00110518,0.00152489,0.0,0.0,0.0,0.0,-9999,-9999
20030108,-33.572,1.0,0.0,0.636,1.0,144.719,0.0,0.129,1.0,102.789,0.0,0.0,1.0,2.556,1.0,-9999,0.0,-10.382375,1.0,1.13120833333,1.0,-9999,-9999,-22.195,1.0,-5.14052,1.0,3.25029,1.0,0.552373,-9999,-9999,1.31969,-22.1708,0.0,-2.31779,-9999,-9999,-9999,-0.340898,0.0,-9999,-0.40349,-0.330927,-0.325802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.340899,0.325802,0.330927,0.39807,0.00882423,0.00297252,0.0182875,0.021014,0.0,0.0,0.0,0.0,-9999,-9999
20030109,-24.123,1.0,0.0,0.461,1.0,214.143,0.0,0.183,1.0,101.97,0.0,0.0,1.0,7.705,1.0,-9999,0.0,-6.52866666667,1.0,0.820833333333,1.0,-9999,-9999,-19.191,1.0,-3.29385,1.0,-0.347773,1.0,-0.0361731,-9999,-9999,1.29575,-28.3949,0.0,-2.68621,-9999,-9999,-9999,-0.353529,0.0,-9999,-0.412844,-0.336443,-0.312372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.353529,0.312372,0.336443,0.410294,0.0665349,0.0136034,0.0974686,0.103323,0.0,0.0,0.0,0.0,-9999,-9999
20030110,-20.942,1.0,0.0,0.753,1.0,219.084,0.0,0.238,1.0,101.173,0.0,0.0,1.0,3.919,1.0,-9999,0.0,-9.35416666667,1.0,1.44833333333,1.0,-9999,-9999,-18.25,1.0,-2.04077,1.0,-8.92697,1.0,-0.770101,-9999,-9999,1.3768,-23.6885,0.0,-1.8206,-9999,-9999,-9999,-0.336868,0.0,-9999,-0.421884,-0.338461,-0.337161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.336868,0.336868,0.338461,0.419828,0.103738,0.0181649,0.135723,0.14065,0.0,0.0,0.0,0.0,-9999,-9999
20030111,-16.545,1.0,0.0,0.679,1.0,233.782,0.0,0.36,1.0,101.009,0.0,0.0,1.0,2.998,1.0,-9999,0.0,-2.01895833333,1.0,1.3055,1.0,-9999,-9999,-16.672,1.0,0.312688,1.0,1.31357,1.0,0.0977494,-9999,-9999,1.19017,-22.1708,0.0,-1.44119,-9999,-9999,-9999,-0.340898,0.0,-9999,-0.40349,-0.330927,-0.325802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.340899,0.325802,0.330927,0.39807,0.164322,0.0244445,0.190824,0.193112,0.0,0.0,0.0,0.0,-9999,-9999
20030112,-17.219,1.0,0.0,0.789,1.0,200.999,0.0,0.345,1.0,101.144,0.0,0.0,1.0,2.058,1.0,-9999,0.0,-12.9261875,1.0,1.51727083333,1.0,-9999,-9999,-16.554,1.0,-0.636063,1.0,-5.36109,1.0,-0.335408,-9999,-9999,1.68113,-28.3949,0.0,-1.50924,-9999,-9999,-9999,-0.353529,0.0,-9999,-0.412844,-0.336443,-0.312372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.353529,0.312372,0.336443,0.410294,0.154616,0.0234925,0.182343,0.185104,0.0,0.0,0.0,0.0,-9999,-9999
20030113,-16.895,1.0,0.0,0.58,1.0,227.597,0.0,0.291,1.0,101.634,0.0,0.0,1.0,1.735,1.0,-9999,0.0,3.50258333333,1.0,1.072625,1.0,-9999,-9999,-15.698,1.0,0.270479,1.0,3.41991,1.0,0.173429,-9999,-9999,1.51879,-23.6885,0.0,-1.16327,-9999,-9999,-9999,-0.336868,0.0,-9999,-0.421884,-0.338461,-0.337161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.336868,0.336868,0.338461,0.419828,0.159121,0.0239561,0.186419,0.18898,0.0,0.0,0.0,0.0,-9999,-9999
20030114,-14.925,1.0,0.0,0.581,1.0,226.235,0.0,0.347,1.0,102.197,0.0,0.0,1.0,1.949,1.0,-9999,-9999,-4.39572916667,1.0,1.11675,1.0,-9999,-9999,-14.643,1.0,0.903167,1.0,1.59906,1.0,0.0621391,-9999,-9999,0.959474,-22.1708,0.0,-0.825973,-9999,-9999,-9999,-0.340898,0.0,-9999,-0.40349,-0.330927,-0.325802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.340899,0.325802,0.330927,0.39807,0.188461,0.0266888,0.211109,0.21228,0.0,0.0,0.0,0.0,-9999,-9999
20030115,-23.869,1.0,0.0,0.586,1.0,197.767,0.0,0.193,1.0,101.996,0.0,0.0,1.0,2.356,1.0,-9999,0.0,-17.4902708333,1.0,1.12708333333,1.0,-9999,-9999,-17.773,1.0,-4.05667,1.0,-7.02215,1.0,-0.244472,-9999,-9999,1.82008,-28.3949,0.0,-0.942986,-9999,-9999,-9999,-0.353529,0.0,-9999,-0.412844,-0.336443,-0.312372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.353529,0.312372,0.336443,0.410294,0.0694142,0.0139656,0.100485,0.106279,0.0,0.0,0.0,0.0,-9999,-9999
20030116,-19.567,1.0,0.0,0.689,1.0,224.222,0.0,0.27,1.0,102.648,0.0,0.0,1.0,0.4,1.0,-9999,0.0,-3.43554166667,1.0,1.3255625,1.0,-9999,-9999,-17.21,1.0,-1.91783,1.0,-8.88253,1.0,-0.286268,-9999,-9999,1.45863,-23.6885,0.0,-0.725426,-9999,-9999,-9999,-0.336868,0.0,-9999,-0.421884,-0.338461,-0.337161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.336868,0.336868,0.338461,0.419828,0.122512,0.0201403,0.152993,0.157126,0.0,0.0,0.0,0.0,-9999,-9999
20030117,-20.274,1.0,0.0,0.526,1.0,185.493,0.0,0.249,1.0,102.789,0.0,0.0,1.0,2.705,1.0,-9999,0.0,-9.73625,1.0,0.896666666667,1.0,-9999,-9999,-17.18,1.0,-2.9786,1.0,-5.74753,1.0,-0.170368,-9999,-9999,2.06767,-22.1708,0.0,-0.62161,-9999,-9999,-9999,-0.340898,0.0,-9999,-0.40349,-0.330927,-0.325802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.340899,0.325802,0.330927,0.39807,0.112652,0.0191273,0.144078,0.148651,0.0,0.0,0.0,0.0,-9999,-9999
20030118,-17.522,1.0,0.0,0.763,1.0,196.039,0.0,0.231,1.0,102.031,0.0,0.0,1.0,8.74,1.0,-9999,0.0,-19.6262291667,1.0,1.46320833333,1.0,-9999,-9999,-16.535,1.0,-1.81229,1.0,-9.20051,1.0,-0.247328,-9999,-9999,1.4577,-28.3949,0.0,-0.763309,-9999,-9999,-9999,-0.353529,0.0,-9999,-0.412844,-0.336443,-0.312372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.353529,0.312372,0.336443,0.410294,0.150095,0.0230693,0.178524,0.181522,0.0,0.0,0.0,0.0,-9999,-9999
20030119,-20.853,1.0,0.0,0.932,1.0,169.457,0.0,0.206,1.0,102.274,0.0,0.0,1.0,7.146,1.0,-9999,0.0,-13.957625,1.0,1.79164583333,1.0,-9999,-9999,-17.495,1.0,-3.85573,1.0,-31.6755,1.0,-0.814903,-9999,-9999,2.24591,-23.6885,0.0,-0.609426,-9999,-9999,-9999,-0.336868,0.0,-9999,-0.421884,-0.338461,-0.337161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.336868,0.336868,0.338461,0.419828,0.105195,0.0182938,0.13691,0.141751,0.0,0.0,0.0,0.0,-9999,-9999
20030120,-22.247,1.0,0.0,0.998,1.0,154.292,0.0,0.193,1.0,102.061,0.0,0.0,1.0,4.092,1.0,-9999,0.0,-1.15483333333,1.0,1.91908333333,1.0,-9999,-9999,-18.441,1.0,-3.88496,1.0,-18.3365,0.958333,-0.592527,-9999,-9999,1.89312,-22.1708,0.0,-0.71643,-9999,-9999,-9999,-0.340898,0.0,-9999,-0.40349,-0.330927,-0.325802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.340899,0.325802,0.330927,0.39807,0.0909356,0.0163535,0.121109,0.126089,0.0,0.0,0.0,0.0,-9999,-9999
20030121,-19.9,1.0,0.0,1.367,1.0,203.618,0.0,0.24,1.0,103.149,0.0,0.0,1.0,1.729,1.0,-9999,-9999,0.475458333333,1.0,2.6283125,1.0,-9999,-9999,-17.999,1.0,-2.23167,1.0,-16.7846,1.0,-0.655864,-9999,-9999,1.70118,-28.3949,0.0,-1.10954,-9999,-9999,-9999,-0.353529,0.0,-9999,-0.412844,-0.336443,-0.312372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.353529,0.312372,0.336443,0.410294,0.119447,0.0196442,0.149072,0.153171,0.0,0.0,0.0,0.0,-9999,-9999
20030122,-14.859,1.0,0.0,1.137,1.0,216.844,0.0,0.297,1.0,103.362,0.0,0.0,1.0,2.972,1.0,-9999,0.0,-0.590666666667,1.0,2.18645833333,1.0,-9999,-9999,-15.251,1.0,1.06885,1.0,-10.3891,0.854167,-0.413156,-9999,-9999,1.49796,-23.6885,0.0,-0.94205,-9999,-9999,-9999,-0.336868,0.0,-9999,-0.421884,-0.338461,-0.337161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.336868,0.336868,0.338461,0.419828,0.189167,0.026791,0.211938,0.213114,0.0,0.0,0.0,0.0,-9999,-9999
20030123,-19.693,1.0,0.0,1.524,1.0,185.922,0.0,0.236,1.0,103.045,0.0,0.0,1.0,6.027,1.0,-9999,0.0,-8.42852083333,1.0,2.93083333333,1.0,-9999,-9999,-15.793,1.0,-0.76825,1.0,-15.7289,1.0,-0.636405,-9999,-9999,1.69852,-22.1708,0.0,-0.897051,-9999,-9999,-9999,-0.340898,0.0,-9999,-0.396046,-0.328523,-0.325802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.340899,0.325802,0.32817,0.390626,0.121692,0.0199797,0.151793,0.155879,0.0,0.0,0.0,0.0,-9999,-9999
20030124,-26.714,1.0,0.0768553,1.724,1.0,161.442,0.0,0.169,1.0,102.203,0.0,0.0,1.0,3.742,1.0,-9999,0.0,-7.8840625,1.0,3.31620833333,1.0,-9999,-9999,-17.858,1.0,-3.33985,1.0,-25.0431,1.0,-1.03497,-9999,-9999,2.0509,-28.3949,0.0,-1.16855,-9999,-9999,-9999,-0.36474,0.0,-9999,-0.583628,-0.347654,-0.323583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36474,0.323583,0.347654,0.583628,0.0444932,0.0101661,0.0704918,0.0760429,0.0,0.0,0.0,0.0,-9999,-9999
20030125,-28.752,1.0,0.383343,1.655,1.0,157.088,0.0,0.153,1.0,101.708,0.0,0.0,1.0,1.837,1.0,-9999,0.0,-4.620625,1.0,3.18316666667,1.0,-9999,-9999,-18.951,1.0,-3.98635,1.0,-23.9061,1.0,-1.00869,-9999,-9999,2.02956,-23.6885,0.0,-0.995395,-9999,-9999,-9999,-0.701331,0.0,-9999,-0.701331,-0.701331,-0.622972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.701331,0.612799,0.701331,0.701331,0.0268762,0.00744537,0.0490759,0.0544197,0.0,0.0,0.0,0.0,-9999,-9999
20030126,-26.166,1.0,0.830009,2.463,1.0,164.669,0.0,0.191,1.0,100.884,0.0,0.0,1.0,3.105,1.0,-9999,0.0,-7.49025,1.0,4.736125,1.0,-9999,-9999,-19.383,1.0,-4.466,1.0,-22.0278,1.0,-0.991012,-9999,-9999,1.9866,-22.1708,0.0,-0.99359,-9999,-9999,-9999,-0.696817,0.0,-9999,-0.696817,-0.696817,-0.669358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.696817,0.661019,0.696817,0.696817,0.048317,0.0108552,0.0757047,0.0814217,0.0,0.0,0.0,0.0,-9999,-9999
20030127,-27.675,1.0,1.39234,1.97,1.0,150.986,0.0,0.163,1.0,100.219,0.0,0.0,1.0,2.439,1.0,-9999,0.0,-3.09114583333,1.0,3.7876875,1.0,-9999,-9999,-20.497,1.0,-5.29677,1.0,-16.0211,0.541667,-0.751674,-9999,-9999,1.89158,-28.3949,0.0,-1.32728,-9999,-9999,-9999,-0.697528,0.0,-9999,-0.714561,-0.713826,-0.639729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.697528,0.633545,0.7124,0.714561,0.0387228,0.0090199,0.062038,0.0671995,0.0,0.0,0.0,0.0,-9999,-9999
20030128,-27.217,1.0,2.05957,2.74,1.0,146.671,0.0,0.196,1.0,101.348,0.0,0.0,1.0,1.003,1.0,-9999,-9999,-8.3285,1.0,5.26945833333,1.0,-9999,-9999,-21.115,1.0,-5.69829,1.0,-1.58793,0.0,-0.074502,-9999,-9999,1.86617,-23.6885,0.0,-1.10729,-9999,-9999,-9999,-0.694439,0.0,-9999,-0.707141,-0.706586,-0.641483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.694439,0.632942,0.705518,0.707141,0.0395759,0.00945395,0.0647658,0.0703255,0.0,0.0,0.0,0.0,-9999,-9999
20030129,-27.684,1.0,2.82545,2.744,1.0,155.947,0.0,0.175,1.0,101.667,0.0,0.0,1.0,3.067,1.0,-9999,0.0,-4.49864583333,1.0,5.27616666667,1.0,-9999,-9999,-21.059,1.0,-5.02298,1.0,1.97429,0.0,0.0926289,-9999,-9999,1.97521,-22.1708,0.0,-1.03635,-9999,-9999,-9999,-0.664011,0.0,-9999,-0.667819,-0.667022,-0.626677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.664011,0.61372,0.667023,0.667819,0.033631,0.00873626,0.0586794,0.064418,0.0,0.0,0.0,0.0,-9999,-9999
20030130,-29.251,1.0,3.68602,2.655,1.0,143.77,0.0,0.173,1.0,101.238,0.0,0.0,1.0,1.73,1.0,-9999,0.0,-4.45472916667,1.0,5.1055,1.0,-9999,-9999,-21.975,1.0,-5.73273,1.0,-11.3511,0.0,-0.517083,-9999,-9999,1.95641,-28.3949,0.0,-1.28855,-9999,-9999,-9999,-0.522589,0.0,-9999,-0.603895,-0.523785,-0.522088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.522589,0.522088,0.523786,0.603895,0.0233423,0.00681539,0.0442992,0.0494974,0.0,0.0,0.0,0.0,-9999,-9999
20030131,-32.286,1.0,4.63879,3.799,1.0,141.68,0.0,0.159,1.0,101.198,0.0,0.0,1.0,1.165,1.0,-9999,0.0,-4.42902083333,1.0,7.30664583333,1.0,-9999,-9999,-23.285,1.0,-6.99983,1.0,32.443,0.0,1.25848,-9999,-9999,2.57371,-23.6885,0.0,-0.914773,-9999,-9999,-9999,-0.46771,0.0,-9999,-0.585923,-0.466941,-0.464608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46771,0.464608,0.466434,0.585923,0.00912093,0.00360527,0.0215256,0.0251757,0.0,0.0,0.0,0.0,-9999,-9999
20030201,-31.258,1.0,5.68199,3.101,1.0,182.216,0.0,0.171,1.0,100.939,0.0,0.0,1.0,0.863,1.0,-9999,0.0,-3.1846875,1.0,5.96352083333,1.0,-9999,-9999,-23.553,1.0,-6.35283,1.0,7.07906,0.0,0.263712,-9999,-9999,1.42456,-22.1708,0.0,-0.822063,-9999,-9999,-9999,-0.702274,0.0,-9999,-0.702274,-0.702274,-0.613499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.702274,0.607446,0.702274,0.702274,0.012861,0.00458784,0.0282284,0.0324891,0.0,0.0,0.0,0.0,-9999,-9999
20030202,-27.076,1.0,6.814,3.848,1.0,226.02,0.0,0.226,1.0,100.901,0.0,0.0,1.0,0.864,1.0,-9999,0.0,-1.34691666667,1.0,7.40010416667,1.0,-9999,-9999,-21.802,1.0,-3.79167,1.0,-14.6582,0.0,-0.516485,-9999,-9999,1.6157,-28.3949,0.0,-0.995562,-9999,-9999,-9999,-0.703606,0.0,-9999,-0.703606,-0.703606,-0.650078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.703606,0.640189,0.703606,0.703606,0.0404729,0.00963973,0.0661446,0.0717651,0.0,0.0,0.0,0.0,-9999,-9999
20030203,-26.773,1.0,8.03389,3.434,1.0,206.021,0.0,0.214,1.0,101.16,0.0,0.0,1.0,0.962,1.0,-9999,0.0,-2.97754166667,1.0,6.6035625,1.0,-9999,-9999,-20.131,1.0,-2.56204,1.0,-13.1334,0.0,-0.436266,-9999,-9999,1.98577,-23.6885,0.0,-0.782767,-9999,-9999,-9999,-0.699369,0.0,-9999,-0.708273,-0.707815,-0.657798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.699369,0.646511,0.707014,0.708273,0.0422004,0.00999726,0.0687555,0.074511,0.0,0.0,0.0,0.0,-9999,-9999
20030204,-26.317,1.0,9.34075,4.641,1.0,193.809,0.0,0.202,1.0,101.801,0.0,0.0,1.0,4.367,1.0,-9999,-9999,1.19752083333,1.0,8.92479166667,1.0,-9999,-9999,-19.674,1.0,-2.15519,1.0,-11.4422,0.0,-0.355015,-9999,-9999,-9999,-22.1708,0.0,-0.687891,-9999,-9999,-9999,-0.697542,0.0,-9999,-0.699966,-0.699859,-0.665345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.697543,0.651876,0.699654,0.699966,0.0453107,0.0105674,0.0730508,0.0789533,0.0,0.0,0.0,0.0,-9999,-9999
20030205,-25.879,1.0,10.7342,5.254,1.0,223.33,0.0,0.167,1.0,102.159,0.0,0.0,1.0,10.239,1.0,-9999,0.0,1.79170833333,1.0,10.1030416667,1.0,-9999,-9999,-20.15,1.0,-2.92608,1.0,-17.815,0.0,-0.513709,-9999,-9999,1.77167,-28.3949,0.0,-0.818789,-9999,-9999,-9999,-0.695977,0.0,-9999,-0.696327,-0.696327,-0.673602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.695977,0.66185,0.696269,0.696327,0.0495104,0.0111723,0.077906,0.0838041,0.0,0.0,0.0,0.0,-9999,-9999
20030206,-20.888,1.0,12.2132,5.043,1.0,234.478,0.0,0.203,1.0,101.947,0.0,0.0,1.0,9.72,1.0,-9999,0.0,-1.05745833333,1.0,9.6976875,1.0,-9999,-9999,-18.77,1.0,-0.923125,1.0,-16.9068,0.0,-0.41787,-9999,-9999,0.829796,-23.6885,0.0,-0.58549,-9999,-9999,-9999,-0.588776,0.0,-9999,-0.602381,-0.588835,-0.588129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.588776,0.588129,0.588836,0.602381,0.104762,0.0182437,0.136484,0.141339,0.0,0.0,0.0,0.0,-9999,-9999
20030207,-19.66,1.0,13.7776,5.577,1.0,204.189,0.0,0.25,1.0,102.176,0.0,0.0,1.0,1.728,1.0,-9999,0.0,-16.1783125,1.0,10.72575,1.0,-9999,-9999,-18.593,1.0,-0.931271,1.0,-14.5133,0.0,-0.298924,-9999,-9999,0.807826,-22.1708,0.0,-0.456642,-9999,-9999,-9999,-0.710383,0.0,-9999,-0.714222,-0.705173,-0.704985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.710383,0.703935,0.705173,0.712855,0.123371,0.0199764,0.152167,0.156025,0.0,0.0,0.0,0.0,-9999,-9999
20030208,-21.05,1.0,15.4268,7.095,1.0,228.041,0.0,0.24,1.0,101.959,0.0,0.0,1.0,0.2,1.0,-9999,0.0,-1.61822916667,1.0,13.6447083333,1.0,-9999,-9999,-18.604,1.0,-1.09548,1.0,-15.1833,0.0,-0.247817,-9999,-9999,0.819909,-28.3949,0.0,-0.463452,-9999,-9999,-9999,-0.701398,0.0,-9999,-0.701398,-0.701398,-0.685418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.701398,0.681173,0.701398,0.701398,0.103204,0.0180067,0.134592,0.139442,0.0,0.0,0.0,0.0,-9999,-9999
20030209,-18.647,1.0,17.1602,7.552,1.0,235.836,0.0,0.224,1.0,102.011,0.0,0.0,1.0,0.2,1.0,-9999,0.0,-0.460875,1.0,14.52225,1.0,-9999,-9999,-17.422,1.0,0.0822708,1.0,-8.1674,0.0,-0.11683,-9999,-9999,0.663482,-23.6885,0.0,-0.338852,-9999,-9999,-9999,-0.692435,0.0,-9999,-0.694018,-0.694018,-0.668001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.692435,0.659964,0.693757,0.694018,0.134364,0.0214657,0.164387,0.168095,0.0,0.0,0.0,0.0,-9999,-9999
20030210,-19.827,1.0,18.9778,11.068,1.0,194.316,0.0,0.211,1.0,102.295,0.0,0.0,1.0,8.9,1.0,-9999,0.0,-6.23529166667,1.0,21.2850833333,1.0,-9999,-9999,-17.369,1.0,-0.282583,1.0,-0.647301,0.0,-0.0074878,-9999,-9999,2.20869,-22.1708,0.0,-0.256466,-9999,-9999,-9999,-0.676375,0.0,-9999,-0.700366,-0.699436,-0.643713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.676374,0.639228,0.697618,0.700366,0.118278,0.0197741,0.149598,0.153987,0.0,0.0,0.0,0.0,-9999,-9999
20030211,-26.846,1.0,20.8786,11.246,1.0,182.436,0.0,0.162,1.0,102.757,0.0,0.0,1.0,6.539,1.0,-9999,-9999,-22.9095,1.0,21.6272916667,1.0,-9999,-9999,-19.898,1.0,-4.02587,1.0,-10.4644,0.0,-0.148904,-9999,-9999,0.791833,-28.3949,0.0,-0.404047,-9999,-9999,-9999,-0.647297,0.0,-9999,-0.655267,-0.655091,-0.62241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.647297,0.619637,0.654717,0.655267,0.0442791,0.0100298,0.0696341,0.0750589,0.0,0.0,0.0,0.0,-9999,-9999
20030212,-32.961,1.0,22.862,15.719,1.0,139.663,0.0,0.123,1.0,103.54,0.0,0.0,1.0,1.308,1.0,-9999,0.0,-9.57789583333,1.0,30.2281041667,1.0,-9999,-9999,-23.491,1.0,-7.37848,1.0,33.7959,0.020833,0.458833,-9999,-9999,3.56671,-23.6885,0.0,-0.272249,-9999,-9999,-9999,-0.520072,0.0,-9999,-0.53505,-0.526718,-0.524554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.520072,0.524554,0.526718,0.534205,0.0064551,0.00294802,0.0169797,0.020255,0.0,0.0,0.0,0.0,-9999,-9999
