TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20040325,5.891,1.0,321.869,60.823,1.0,339.51,0.0,0.0,1.0,95.941,1.0,0.946,1.0,2.663,0.8125,0.164153846154,0.541666666667,32.0871875,1.0,155.824916667,1.0,35.5127058824,0.708333333333,-9999,0.0,400.62,1.0,0.07,1.0,-11.9897,1.0,0.537943,1.0,1.15541,1.05283,1.4352,0.185624,3.61408,1.0,7.7624,7.07324,9.64214,2.16851,0.105269,1.0,0.0353751,0.0943898,0.105229,0.109265,1.0,1.0,1.0,0.344226,0.335025,0.343765,0.350906,0.241641,0.231872,0.240757,0.250773,0.247612,0.2492,0.258208,0.306134,0.0,0.0,0.0,0.0,-9999,-9999
20040326,6.027,1.0,325.091,81.858,1.0,309.055,0.0,0.0,1.0,96.525,1.0,1.066,1.0,2.133,0.583333,0.23824,0.520833333333,41.7169166667,1.0,197.959916667,1.0,53.5554615385,0.541666666667,-9999,0.0,394.062,1.0,0.131,1.0,-13.1289,1.0,0.680664,1.0,1.46195,1.32913,1.81597,0.254158,-7.30929,1.0,-14.4171,-19.5007,-14.2729,2.7997,0.372925,1.0,0.033227,0.372925,0.372976,0.373879,1.0,1.0,1.0,0.369092,0.359961,0.368779,0.37615,0.00317397,-0.00831014,-0.00414571,0.00952058,0.251838,0.253514,0.261989,0.296069,0.0,0.0,0.0,0.0,-9999,-9999
20040327,4.455,1.0,328.3,99.536,1.0,306.018,0.0,0.015,1.0,96.572,1.0,0.0,1.0,4.058,0.75,0.508428571429,0.583333333333,46.1521875,1.0,239.465104167,1.0,63.0415384615,0.541666666667,-9999,0.0,391.107,1.0,0.13,1.0,-12.7648,1.0,1.04041,1.0,2.05214,1.96016,2.77575,0.422096,-10.2694,1.0,-20.2559,-27.3982,-19.348,2.69413,0.336678,1.0,0.0379163,0.335231,0.337599,0.341699,1.0,1.0,1.0,0.371593,0.364288,0.372005,0.3783,0.0377246,0.0276106,0.0342462,0.0377246,0.245974,0.246792,0.250015,0.2639,0.0,0.0,0.0,0.0,-9999,-9999
20040328,7.412,1.0,331.498,32.224,1.0,372.462,0.0,0.0,1.0,95.395,1.0,6.27,1.0,3.941,0.895833,0.586363636364,0.6875,20.0413333333,1.0,86.7684375,1.0,16.1109230769,0.541666666667,-9999,0.0,390.523,1.0,0.118,1.0,-13.3493,1.0,-1.20544,1.0,-2.3592,-3.21603,-2.05076,0.231655,13.721,1.0,26.8538,23.3429,36.6067,3.41234,0.328318,1.0,0.03304,0.317805,0.328318,0.329686,1.0,1.0,1.0,0.436611,0.42153,0.437303,0.44488,0.115194,0.102534,0.1119,0.118429,0.263556,0.265416,0.277323,0.333099,0.0,0.0,0.0,0.0,-9999,-9999
20040329,2.704,1.0,334.683,119.827,1.0,295.889,0.0,1.826,1.0,95.879,1.0,0.356,1.0,3.943,0.958333,0.463568181818,0.916666666667,50.7355,1.0,263.1796875,1.0,54.50888,0.520833333333,-9999,0.0,383.371,1.0,0.188,1.0,-13.3038,1.0,5.78514,1.0,11.2967,9.84203,15.4344,0.598266,16.3459,1.0,31.9187,27.8087,43.61,2.51491,0.195229,1.0,0.0510586,0.182165,0.19834,0.224759,1.0,1.0,1.0,0.343298,0.313611,0.345073,0.36968,0.146164,0.139514,0.145764,0.147469,0.274647,0.264344,0.270042,0.275407,0.0,0.0,0.0,0.0,-9999,-9999
20040330,-1.299,1.0,337.854,99.093,1.0,262.91,0.0,0.795,1.0,96.587,1.0,0.0,1.0,3.335,1.0,0.304520833333,1.0,28.6229375,1.0,222.8149375,1.0,42.9891538462,0.541666666667,-9999,0.0,384.064,1.0,0.224,1.0,-13.5639,1.0,3.88734,1.0,7.49726,6.03476,10.3712,0.41364,20.9101,1.0,40.328,32.4611,55.7869,1.92622,0.331733,0.979167,0.0460268,0.331798,0.332826,0.337298,0.979167,0.958333,0.979167,0.260237,0.227517,0.259343,0.283276,-0.0395533,-0.102924,-0.0727116,-0.0523322,0.264734,0.252941,0.259841,0.266683,0.0,0.0,0.0,0.0,-9999,-9999
20040331,-1.972,1.0,341.011,258.526,1.0,236.374,0.0,1.815,1.0,96.603,1.0,0.593,1.0,2.781,1.0,0.228458333333,1.0,100.380916667,1.0,526.684041667,1.0,93.8843571429,0.583333333333,-9999,-9999,385.176,1.0,0.133,1.0,-13.1887,1.0,11.597,1.0,22.3664,18.0033,24.1826,1.0933,46.4315,1.0,89.5494,72.0809,96.8209,4.16074,0.366216,0.6875,0.0295446,0.363288,0.366216,0.367644,0.6875,0.6875,0.6875,0.229715,0.192979,0.229715,0.261572,-0.106307,-0.170544,-0.136854,-0.110303,0.27295,0.27295,0.275314,0.281897,0.0,0.0,0.0,0.0,-9999,-9999
20040401,-0.555,1.0,344.151,263.693,1.0,238.474,0.0,2.854,1.0,96.483,1.0,0.356,1.0,2.172,1.0,0.1825625,1.0,108.339208333,1.0,533.862791667,1.0,83.7497142857,0.583333333333,-9999,0.0,386.862,1.0,0.133,1.0,-13.9049,1.0,13.0231,1.0,25.1169,20.2173,27.1564,0.758112,49.5794,1.0,95.6206,76.9678,103.385,2.8147,0.281809,0.645833,0.0293108,0.272204,0.281622,0.284414,0.645833,0.645833,0.645833,0.267865,0.237429,0.267883,0.303229,0.0145441,-0.03147,-0.00946333,0.00649674,0.30509,0.304427,0.307124,0.312842,0.0,0.0,0.0,0.0,-9999,-9999
20040402,1.901,1.0,347.275,267.077,1.0,247.278,0.0,5.494,1.0,96.463,1.0,0.475,1.0,2.085,1.0,0.203854166667,1.0,116.265520833,1.0,537.9924375,1.0,68.0532758621,0.604166666667,-9999,0.0,385.279,1.0,0.103,1.0,-13.6312,1.0,20.5004,1.0,39.5377,31.825,42.7482,0.877075,48.4457,1.0,93.4341,75.2078,101.021,3.32442,0.371709,0.75,0.0289927,0.369093,0.371224,0.372575,0.75,0.75,0.75,0.336367,0.309646,0.341044,0.369919,-0.00346366,-0.051577,-0.0292727,-0.00447772,0.371741,0.370978,0.372747,0.375761,0.0,0.0,0.0,0.0,-9999,-9999
20040403,1.344,1.0,350.382,133.55,1.0,276.331,0.0,2.215,1.0,96.287,1.0,0.0,1.0,5.458,1.0,0.58425,1.0,53.947875,1.0,282.600291667,1.0,24.7278108108,0.770833333333,-9999,0.0,385.454,1.0,0.21,1.0,-14.9033,1.0,11.054,1.0,20.8262,16.7763,21.6342,0.966031,34.3125,1.0,64.6459,52.0748,67.1542,3.22304,-0.225354,1.0,0.0690728,-0.247595,-0.244968,-0.225052,1.0,1.0,1.0,0.359545,0.341339,0.359545,0.385132,0.613951,0.587945,0.598252,0.609147,0.33589,0.334937,0.338708,0.346328,0.0,0.0,0.0,0.0,-9999,-9999
20040404,-0.38,1.0,353.47,240.895,1.0,236.445,0.0,2.395,1.0,96.572,1.0,0.0,1.0,2.524,1.0,0.264645833333,1.0,123.691020833,1.0,501.128770833,1.0,42.6352432432,0.770833333333,-9999,0.0,384.696,1.0,0.166,1.0,-14.2808,1.0,19.3013,1.0,36.3643,27.687,37.7752,1.2721,76.8825,1.0,144.849,110.285,150.469,4.61894,0.422586,1.0,0.0349794,0.417145,0.422183,0.422812,1.0,1.0,1.0,0.364574,0.350864,0.360815,0.381148,-0.0264956,-0.0714206,-0.0617642,-0.0349895,0.307094,0.305155,0.310983,0.318477,0.0,0.0,0.0,0.0,-9999,-9999
20040405,3.42,1.0,356.54,229.344,1.0,272.706,0.0,3.877,1.0,96.109,1.0,0.0,1.0,3.222,1.0,0.3179375,1.0,120.646583333,1.0,478.909291667,1.0,39.1803939394,0.6875,-9999,0.0,386.702,1.0,0.065,1.0,-13.182,1.0,17.811,1.0,30.3011,22.6644,34.7795,0.938465,51.5793,1.0,87.7498,65.6346,100.719,3.57548,0.489779,1.0,0.0329913,0.489779,0.490105,0.495569,1.0,1.0,1.0,0.473881,0.46926,0.474891,0.490838,-0.00330059,-0.0278157,-0.0154571,0.000818808,0.45782,0.457568,0.459499,0.461397,0.0,0.0,0.0,0.0,-9999,-9999
20040406,6.083,1.0,359.59,260.45,1.0,286.24,0.0,4.18,1.0,95.563,1.0,1.658,1.0,2.381,1.0,0.251875,1.0,122.512625,1.0,533.316125,1.0,45.39278125,0.666666666667,-9999,0.0,387.475,1.0,0.125,1.0,-14.6751,1.0,22.3435,1.0,34.6864,28.4321,43.0925,0.966273,66.0271,1.0,102.501,84.0194,127.342,3.50503,0.494644,0.979167,0.0316966,0.494335,0.497002,0.506985,0.979167,0.979167,0.979167,0.564768,0.564733,0.568741,0.577729,0.061777,0.0617561,0.0683172,0.0809855,0.561292,0.559852,0.561025,0.565442,0.0,0.0,0.0,0.0,-9999,-9999
20040407,5.844,1.0,362.619,134.848,1.0,312.313,0.0,4.478,1.0,95.34,1.0,0.473,1.0,1.756,1.0,0.230375,1.0,69.3413958333,1.0,294.138375,1.0,19.9690526316,0.791666666667,-9999,-9999,387.42,1.0,0.077,1.0,-13.2472,1.0,12.1368,1.0,18.4197,15.4441,23.4075,0.874356,27.4694,1.0,41.6893,34.9548,52.9784,2.54859,0.563803,0.979167,0.0307263,0.563607,0.564386,0.572688,0.958333,0.979167,0.958333,0.600798,0.593986,0.608397,0.627553,0.018481,0.0284871,0.0380067,0.0582343,0.564154,0.560153,0.563497,0.567686,0.0,0.0,0.0,0.0,-9999,-9999
20040408,2.077,1.0,365.627,37.458,1.0,322.513,0.0,0.007,1.0,95.501,1.0,3.43,1.0,2.548,1.0,0.342727272727,0.916666666667,9.0649375,1.0,93.157125,1.0,4.71436170213,0.979166666667,-9999,0.0,386.485,1.0,0.211,1.0,-15.1665,1.0,1.44751,1.0,2.19684,1.84196,2.72717,0.37929,-0.485105,1.0,-0.73262,-0.913953,-0.617295,2.48809,0.456756,1.0,0.0488399,0.446121,0.449132,0.456578,1.0,1.0,1.0,0.535402,0.52879,0.534997,0.546414,0.0776076,0.0745179,0.0819925,0.0998871,0.417565,0.417565,0.422573,0.431861,0.0,0.0,0.0,0.0,-9999,-9999
20040409,0.166,1.0,368.613,188.192,1.0,263.065,0.0,1.574,1.0,96.256,1.0,1.775,1.0,2.842,1.0,0.278770833333,1.0,68.2702291667,1.0,393.465583333,1.0,32.833,0.625,-9999,0.0,386.959,1.0,0.188,1.0,-14.5188,1.0,19.2342,1.0,29.191,24.4754,33.0474,1.00652,56.3311,1.0,85.4917,71.6812,96.7858,2.9016,0.496541,1.0,0.0603826,0.481561,0.492146,0.496568,1.0,1.0,1.0,0.487919,0.48203,0.492776,0.496841,-0.000462263,-0.0270494,-0.000411069,0.0116682,0.362758,0.364226,0.372772,0.380954,0.0,0.0,0.0,0.0,-9999,-9999
20040410,-1.882,1.0,371.577,132.859,1.0,271.61,0.0,1.045,1.0,96.466,1.0,0.71,1.0,2.422,1.0,0.254375,1.0,47.1614791667,1.0,276.656583333,1.0,36.0109642857,0.583333333333,-9999,0.0,383.936,1.0,0.167,1.0,-14.3078,1.0,16.0261,1.0,24.3222,20.3931,25.0164,0.861175,34.9141,1.0,52.9878,44.4281,54.5002,2.23578,0.417117,1.0,0.0564311,0.411778,0.414532,0.422229,1.0,1.0,1.0,0.437035,0.433608,0.441698,0.449187,0.0409764,-0.00834069,0.0174041,0.031742,0.305227,0.311405,0.322,0.337953,0.0,0.0,0.0,0.0,-9999,-9999
20040411,-2.409,1.0,374.517,163.163,1.0,251.329,0.0,1.114,1.0,96.723,1.0,0.355,1.0,2.018,1.0,0.1885625,1.0,76.9278541667,1.0,345.375354167,1.0,33.4359642857,0.583333333333,-9999,0.0,383.558,1.0,0.16,1.0,-14.0863,1.0,12.9467,1.0,20.0534,16.4747,21.215,0.870924,58.5772,1.0,90.7311,74.5394,95.9869,2.6915,0.476701,1.0,0.0302464,0.475839,0.477795,0.489194,1.0,1.0,1.0,0.422118,0.418676,0.425056,0.433199,-0.0344945,-0.0995975,-0.0682675,-0.0441515,0.294363,0.300585,0.31465,0.33836,0.0,0.0,0.0,0.0,-9999,-9999
20040412,-2.619,1.0,377.432,196.698,1.0,245.107,0.0,1.6,1.0,96.732,1.0,0.71,1.0,1.19,1.0,0.124583333333,1.0,82.7672916667,1.0,413.233666667,1.0,41.1959285714,0.583333333333,-9999,0.0,388.465,1.0,0.101,1.0,-13.5699,1.0,13.1794,1.0,20.4599,16.7708,22.6444,0.88426,69.6073,1.0,108.059,88.5752,119.597,3.03588,0.57798,1.0,0.0322923,0.575892,0.57775,0.628662,1.0,1.0,1.0,0.415565,0.411395,0.41691,0.425244,-0.138129,-0.236834,-0.194398,-0.149633,0.298928,0.305761,0.31791,0.350596,0.0,0.0,0.0,0.0,-9999,-9999
20040413,3.231,1.0,380.324,272.39,1.0,257.59,0.0,4.845,1.0,96.098,1.0,1.303,1.0,1.568,1.0,0.203458333333,1.0,148.430770833,1.0,563.737708333,1.0,50.8555666667,0.625,-9999,0.0,385.462,1.0,-0.087,1.0,-14.0261,1.0,20.0078,1.0,31.0604,25.4599,34.3766,1.03073,91.101,1.0,141.426,115.926,156.526,3.99729,0.666785,1.0,0.0351547,0.672622,0.701014,0.722549,1.0,0.979167,0.979167,0.544909,0.538867,0.543559,0.555742,-0.159065,-0.165607,-0.151611,-0.131957,0.497032,0.499597,0.501172,0.512984,0.0,0.0,0.0,0.0,-9999,-9999
20040414,5.637,1.0,383.188,170.535,1.0,286.191,0.0,5.767,1.0,96.113,1.0,0.0,1.0,1.797,1.0,0.194166666667,1.0,94.5764791667,1.0,367.951458333,1.0,29.7963125,0.666666666667,-9999,-9999,387.979,1.0,0.068,1.0,-14.4129,1.0,19.6659,1.0,30.4608,25.0249,33.7892,1.0352,52.5015,1.0,81.3202,66.8081,90.206,3.36482,0.625876,1.0,0.0359851,0.625176,0.631305,0.642332,1.0,1.0,1.0,0.616234,0.592449,0.616234,0.645922,0.0218582,-0.0472873,-0.00894253,0.0216374,0.556339,0.558629,0.560369,0.566911,0.0,0.0,0.0,0.0,-9999,-9999
20040415,9.777,1.0,386.028,226.938,1.0,310.513,0.0,6.544,1.0,95.704,1.0,0.474,1.0,4.865,1.0,0.531145833333,1.0,115.1836875,1.0,473.9685625,1.0,42.3781724138,0.604166666667,-9999,0.0,385.068,1.0,0.005,1.0,-13.5984,1.0,19.0457,1.0,29.5001,24.2356,32.7236,1.05575,55.9078,1.0,86.5963,71.1426,96.0585,3.79919,0.527366,1.0,0.0370923,0.526965,0.527366,0.527402,1.0,1.0,1.0,0.780101,0.754945,0.780675,0.804456,0.275486,0.227324,0.253309,0.277054,0.727036,0.68395,0.708437,0.724373,0.0,0.0,0.0,0.0,-9999,-9999
20040416,13.366,1.0,388.839,196.089,1.0,324.165,0.0,7.978,1.0,95.575,1.0,0.594,1.0,2.455,1.0,0.246145833333,1.0,89.0438125,1.0,410.355,1.0,35.8312068966,0.604166666667,-9999,0.0,384.447,1.0,-0.001,1.0,-14.1958,1.0,17.5662,1.0,27.2085,22.353,30.1816,0.977659,48.5714,1.0,75.2329,61.807,83.4534,3.88004,0.8675,1.0,0.0353672,0.859392,0.866207,0.8675,1.0,1.0,1.0,0.942687,0.92335,0.940377,0.947666,0.081459,0.058952,0.0760873,0.0973085,0.874925,0.773982,0.838393,0.867487,0.0,0.0,0.0,0.0,-9999,-9999
20040417,9.807,1.0,391.624,220.062,1.0,305.964,0.0,5.693,1.0,96.303,1.0,0.0,1.0,2.13,1.0,0.2226875,1.0,106.6481875,1.0,457.470958333,1.0,42.8671724138,0.604166666667,-9999,0.0,387.348,1.0,0.054,1.0,-13.9113,1.0,15.9694,1.0,24.7352,23.3495,27.438,1.00683,61.8655,1.0,95.8243,90.4562,106.295,3.42669,0.758159,1.0,0.0360783,0.753737,0.755753,0.757612,1.0,1.0,1.0,0.900611,0.895721,0.900611,0.905966,0.151236,0.143739,0.151236,0.164378,0.733649,0.678539,0.713588,0.731657,0.0,0.0,0.0,0.0,-9999,-9999
20040418,12.1,1.0,394.38,59.377,1.0,368.234,0.0,0.179,1.0,94.995,1.0,47.623,1.0,4.014,1.0,0.534795454545,0.916666666667,19.2437291667,1.0,143.493340426,0.979166666667,9.20779310345,0.604166666667,-9999,0.0,384.3,1.0,0.01,1.0,-13.6254,1.0,4.6813,1.0,7.25094,6.84474,8.04323,0.550625,15.3775,1.0,23.8185,22.4841,26.4211,3.23139,1.15031,0.979167,0.0397282,1.14966,1.1504,1.15133,1.0,0.979167,1.0,1.01463,1.01218,1.01463,1.0209,-0.138519,-0.138519,-0.135191,-0.129388,0.828938,0.727235,0.781097,0.824137,0.0,0.0,0.0,0.0,-9999,-9999
20040419,4.199,1.0,397.107,101.792,1.0,311.533,0.0,0.0,1.0,95.785,1.0,5.682,1.0,4.038,0.979167,0.326685714286,0.729166666667,41.860125,1.0,227.199708333,1.0,10.9303541667,1.0,-9999,0.0,387.109,1.0,0.219,1.0,-15.0188,1.0,7.55813,1.0,11.7069,11.0511,12.9861,0.751414,13.8346,1.0,21.4287,20.2282,23.7701,2.32948,0.643483,1.0,0.0339282,0.633626,0.636442,0.639761,1.0,1.0,1.0,0.804924,0.802808,0.809127,0.818464,0.1841,0.17005,0.17573,0.1841,0.518942,0.524102,0.539918,0.558899,0.0,0.0,0.0,0.0,-9999,-9999
20040420,3.279,1.0,399.804,103.514,1.0,298.536,0.0,0.836,1.0,95.544,1.0,1.772,1.0,2.664,1.0,0.3399375,1.0,47.4816458333,1.0,226.8346875,1.0,11.0071489362,0.979166666667,-9999,0.0,383.668,1.0,0.12,1.0,-12.7522,1.0,5.43869,1.0,8.42406,7.95214,9.34454,0.878146,16.0902,1.0,24.9223,23.5262,27.6456,2.97155,0.607436,1.0,0.0345894,0.600978,0.605717,0.607436,1.0,1.0,1.0,0.811156,0.808889,0.816257,0.82974,0.223294,0.202294,0.215491,0.223294,0.487567,0.493764,0.517322,0.545044,0.0,0.0,0.0,0.0,-9999,-9999
20040421,4.064,1.0,402.471,89.119,1.0,325.522,0.0,0.299,1.0,94.752,1.0,3.199,1.0,2.577,0.791667,0.3381,0.625,40.8671041667,1.0,205.455770833,1.0,8.138125,1.0,-9999,-9999,384.546,1.0,0.164,1.0,-13.1273,1.0,5.63138,1.0,8.79049,8.27804,11.3859,0.691706,10.2855,1.0,16.0555,15.1195,20.7959,1.94586,0.614082,1.0,0.0358467,0.610175,0.611331,0.614082,1.0,1.0,1.0,0.871733,0.86943,0.874662,0.889108,0.278764,0.256329,0.270004,0.277574,0.516608,0.522537,0.542407,0.566432,0.0,0.0,0.0,0.0,-9999,-9999
20040422,3.819,1.0,405.108,262.672,1.0,269.786,0.0,3.186,1.0,96.443,1.0,2.722,1.0,1.647,1.0,0.183729166667,1.0,147.238979167,1.0,547.3413125,1.0,37.9033030303,0.6875,-9999,0.0,390.495,1.0,0.226,1.0,-12.1671,1.0,23.7323,1.0,37.0458,34.6345,47.9837,1.31724,50.4523,1.0,78.7551,73.629,102.008,3.10281,0.855331,1.0,0.0381408,0.8337,0.843358,0.85397,1.0,1.0,1.0,0.866445,0.86257,0.866503,0.884598,0.0330594,0.0149991,0.0305941,0.0353484,0.516161,0.521914,0.540945,0.567176,0.0,0.0,0.0,0.0,-9999,-9999
20040423,5.517,1.0,407.713,204.94,1.0,283.858,0.0,4.592,1.0,96.481,1.0,0.0,1.0,3.49,1.0,0.379979166667,1.0,97.77575,1.0,435.870770833,1.0,35.0656666667,0.625,-9999,0.0,386.114,1.0,0.497,1.0,-10.1354,1.0,27.7415,1.0,42.9691,33.8828,56.0896,1.31034,45.6682,1.0,70.7362,55.7781,92.3351,3.41124,0.543627,1.0,0.0404691,0.542134,0.54603,0.552753,1.0,1.0,1.0,0.91813,0.914712,0.918899,0.933063,0.387033,0.365906,0.374944,0.37944,0.584255,0.585283,0.589522,0.59994,0.0,0.0,0.0,0.0,-9999,-9999
20040424,4.241,1.0,410.285,252.093,1.0,269.68,0.0,6.092,1.0,96.676,1.0,0.0,1.0,2.682,1.0,0.304208333333,1.0,129.702625,1.0,521.347291667,1.0,45.2812413793,0.604166666667,-9999,0.0,384.221,1.0,0.61,1.0,3.48342,1.0,31.4131,1.0,46.791,37.9295,63.5131,1.40748,53.3241,1.0,79.4282,64.3858,107.814,2.91987,0.844557,1.0,0.0421369,0.758752,0.773091,0.843433,1.0,1.0,1.0,0.865271,0.860708,0.866449,0.884415,0.0409813,0.0409813,0.0528779,0.106561,0.535349,0.540083,0.551086,0.574964,0.0,0.0,0.0,0.0,-9999,-9999
20040425,3.086,1.0,412.826,68.371,1.0,317.322,0.0,1.431,1.0,95.328,1.0,9.574,1.0,2.296,1.0,0.282731707317,0.854166666667,17.8369791667,1.0,162.028958333,1.0,11.4501034483,0.604166666667,-9999,0.0,383.668,1.0,0.893,1.0,2.96125,1.0,2.47542,1.0,3.63884,2.83,5.00498,0.854982,11.5264,1.0,16.9436,13.1774,23.3048,2.38058,0.682127,1.0,0.043236,0.676108,0.679018,0.682127,1.0,1.0,1.0,0.816891,0.811814,0.819273,0.840679,0.164912,0.132796,0.139091,0.164912,0.479531,0.485869,0.507591,0.542763,0.0,0.0,0.0,0.0,-9999,-9999
20040426,1.583,1.0,415.333,138.708,1.0,293.599,0.0,2.324,1.0,95.612,1.0,0.831,1.0,3.937,1.0,0.4796875,1.0,56.022625,1.0,302.478708333,1.0,24.3177666667,0.625,-9999,0.0,382.844,1.0,0.932,1.0,-0.793104,1.0,9.98868,1.0,14.5773,11.4194,20.1958,0.883242,28.9428,1.0,42.2385,33.0885,58.5184,3.09983,0.53185,1.0,0.0440047,0.518214,0.521602,0.523693,1.0,1.0,1.0,0.758026,0.75312,0.761635,0.78591,0.262217,0.235049,0.243447,0.262217,0.426981,0.433544,0.460767,0.515491,0.0,0.0,0.0,0.0,-9999,-9999
20040427,2.224,1.0,417.806,206.104,1.0,281.282,0.0,4.136,1.0,95.649,1.0,1.068,1.0,2.681,1.0,0.298,1.0,92.0109375,1.0,429.599104167,1.0,33.2588484848,0.6875,-9999,0.0,382.98,1.0,0.673,1.0,-2.92833,1.0,25.7531,1.0,33.9507,28.2284,38.3603,1.62809,52.8752,1.0,69.706,57.9572,78.7596,3.2161,0.737822,1.0,0.0389351,0.698236,0.71673,0.731472,1.0,1.0,1.0,0.771993,0.768477,0.777376,0.800585,0.0691127,0.0660201,0.0723851,0.0795489,0.452151,0.457047,0.466688,0.509876,0.0,0.0,0.0,0.0,-9999,-9999
20040428,16.069,1.0,420.245,295.125,1.0,333.17,0.0,12.76,1.0,94.41,1.0,4.505,1.0,4.745,1.0,0.5205,1.0,167.201104167,1.0,623.788375,1.0,43.7110857143,0.729166666667,-9999,-9999,383.482,1.0,1.664,1.0,14.5468,1.0,31.1854,1.0,41.1121,34.1827,46.4518,1.35151,44.3162,1.0,58.4227,48.5756,66.0107,3.45776,1.14934,1.0,0.0426263,1.14934,1.14934,1.14934,1.0,1.0,1.0,1.22274,1.2216,1.22274,1.24533,0.0722595,0.0722595,0.0733996,0.0959873,1.04519,0.767511,0.884909,1.03045,0.0203825,0.0203713,0.0203825,0.0203825,-9999,-9999
20040429,7.817,1.0,422.649,122.506,1.0,333.886,0.0,5.258,1.0,95.466,1.0,1.301,1.0,3.791,1.0,0.50025,0.833333333333,41.993375,1.0,270.498479167,1.0,23.0135172414,0.604166666667,-9999,0.0,383.521,1.0,4.628,1.0,23.6911,1.0,15.3573,1.0,18.757,16.8333,22.8752,1.03123,15.0886,1.0,18.4288,16.5388,22.475,2.89103,1.0082,1.0,0.0463638,1.0028,1.0082,1.03064,1.0,1.0,1.0,0.956329,0.953384,0.958408,0.97504,-0.0556008,-0.0578668,-0.0483609,-0.0438619,0.698501,0.618449,0.68443,0.697309,0.0347916,0.0321738,0.0347916,0.0347916,-9999,-9999
20040430,6.592,1.0,425.017,187.453,1.0,308.281,0.0,4.902,1.0,96.084,1.0,2.488,1.0,2.321,1.0,0.440657894737,0.791666666667,104.215541667,1.0,398.4278125,1.0,31.7509,0.625,-9999,0.0,385.566,1.0,3.309,1.0,6.67177,1.0,20.3649,1.0,24.8733,22.3223,29.9362,1.1968,59.4988,1.0,72.6705,65.2174,87.4623,3.58265,0.896908,1.0,0.0477371,0.890546,0.892625,0.89862,1.0,1.0,1.0,0.922284,0.911019,0.922349,0.943489,0.04457,0.0209162,0.0312684,0.050181,0.664133,0.619628,0.659436,0.665094,0.0855854,0.0812884,0.0855854,0.0855854,-9999,-9999
20040501,2.833,1.0,427.35,317.722,1.0,259.894,0.0,4.315,1.0,96.289,1.0,0.0,1.0,2.703,1.0,0.279041666667,1.0,141.772645833,1.0,651.802708333,1.0,57.9260666667,0.625,-9999,0.0,386.747,1.0,2.319,1.0,-4.34183,1.0,43.3,1.0,52.2823,47.4617,63.1911,1.7279,95.056,1.0,114.775,104.192,138.723,3.776,0.909555,1.0,0.0500965,0.858252,0.867559,0.909981,1.0,1.0,1.0,0.799338,0.783374,0.798138,0.826869,-0.0840474,-0.0862012,-0.0720637,-0.0606368,0.520548,0.520893,0.523775,0.526712,0.15744,0.157439,0.15744,0.15744,-9999,-9999
20040502,0.707,1.0,429.646,251.124,1.0,248.382,0.0,3.741,1.0,96.412,1.0,0.0,1.0,3.115,1.0,0.2831875,1.0,108.645541667,1.0,517.640729167,1.0,48.3680666667,0.625,-9999,0.0,387.228,1.0,0.604,1.0,-13.4805,1.0,36.2084,1.0,43.7196,39.6885,49.7292,1.46041,70.6163,1.0,85.2652,77.4035,96.9857,3.07504,0.725872,0.979167,0.0453417,0.705452,0.709492,0.727787,1.0,1.0,0.979167,0.73132,0.712848,0.726877,0.761461,0.0336739,0.00312688,0.021062,0.0330896,0.447932,0.448486,0.454761,0.468528,0.179561,0.175956,0.179561,0.179561,-9999,-9999
20040503,5.108,1.0,431.905,300.768,1.0,277.016,0.0,6.42,1.0,96.128,1.0,0.0,1.0,2.593,1.0,0.3260625,1.0,160.042625,1.0,620.189541667,1.0,53.7426774194,0.645833333333,-9999,0.0,389.358,1.0,0.18,1.0,-12.5191,1.0,30.1644,1.0,36.4217,33.0635,41.4283,1.58486,100.732,1.0,121.628,110.413,138.347,3.51924,0.89955,1.0,0.0436054,0.89494,0.89955,0.905064,1.0,1.0,1.0,0.887653,0.867383,0.881542,0.906825,0.0118846,-0.0335547,-0.0219963,0.0110122,0.694586,0.648378,0.692114,0.695345,0.237909,0.2373,0.237909,0.237909,-9999,-9999
