TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_DIF,PPFD_DIF_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20040101,8.295,0.0,157.075,56.283,0.0,303.067,0.0,2.866,0.0,100.504,0.0,2.085,0.0,1.155,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,42.1433,0.0,-9999,-9999,-9999,-9999,95.5064,0.0,-9999,-9999,-9999,-9999,3.79578,0.0,-9999,3.70169,3.79489,3.79578,0.0,0.0,0.0,2.0012,2.12884,2.12884,2.12884,-1.79457,-1.69329,-1.66605,-1.59031,1.42307,1.37742,1.44559,5.15342,2.35077,2.17589,2.35458,4.26811,-9999,-9999
20040102,8.054,0.0,157.701,60.034,0.0,308.794,0.0,2.861,0.0,100.259,0.0,0.038,0.0,1.201,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,54.9127,0.0,-9999,-9999,-9999,-9999,95.599,0.0,-9999,-9999,-9999,-9999,3.97167,0.0,-9999,3.85736,3.96012,3.9737,0.0,0.0,0.0,1.97098,2.09834,2.09834,2.09834,-2.00273,-1.89005,-1.87333,-1.76376,1.40025,1.35514,1.42474,5.07822,2.49151,2.30912,2.49565,4.38979,-9999,-9999
20040103,10.13,0.0,158.387,35.89,0.0,316.232,0.0,3.213,0.0,100.189,0.0,0.128,0.0,3.133,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,45.4679,0.0,-9999,-9999,-9999,-9999,99.8593,0.0,-9999,-9999,-9999,-9999,3.70185,0.0,-9999,3.66061,3.70232,3.76026,0.0,0.0,0.0,2.31529,2.42618,2.42618,2.42618,-1.38656,-1.35754,-1.27666,-1.2462,1.68998,1.64601,1.68998,5.9015,1.54161,1.41862,1.54383,3.38668,-9999,-9999
20040104,8.976,0.0,159.131,79.466,0.0,292.947,0.0,3.358,0.0,100.885,0.0,0.0,0.0,2.133,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,42.1433,0.0,-9999,-9999,-9999,-9999,95.5064,0.0,-9999,-9999,-9999,-9999,3.79578,0.0,-9999,3.70169,3.79489,3.79578,0.0,0.0,0.0,2.11411,2.23639,2.23639,2.23639,-1.68166,-1.58451,-1.5585,-1.48276,1.51797,1.47267,1.51959,5.42347,3.21402,2.99427,3.21988,4.93845,-9999,-9999
20040105,7.873,0.0,159.933,96.602,0.0,280.435,0.0,3.558,0.0,101.556,0.0,0.108,0.0,1.908,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,54.9127,0.0,-9999,-9999,-9999,-9999,95.599,0.0,-9999,-9999,-9999,-9999,3.97167,0.0,-9999,3.85736,3.96012,3.9737,0.0,0.0,0.0,1.93142,2.06239,2.06239,2.06239,-2.04228,-1.926,-1.90929,-1.79972,1.36436,1.31848,1.39987,4.98656,3.81823,3.57338,3.82573,5.29695,-9999,-9999
20040106,6.715,0.0,160.793,97.696,0.0,268.297,0.0,3.525,0.0,102.096,0.0,0.0,0.0,1.962,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,45.4679,0.0,-9999,-9999,-9999,-9999,99.8593,0.0,-9999,-9999,-9999,-9999,3.70185,0.0,-9999,3.66061,3.70232,3.76026,0.0,0.0,0.0,1.75626,1.89271,1.89271,1.89271,-1.94559,-1.89687,-1.81013,-1.77967,1.22137,1.17597,1.28336,4.5628,3.85344,3.60776,3.86105,5.30846,-9999,-9999
20040107,7.36,0.0,161.71,84.403,0.0,277.145,0.0,3.899,0.0,102.139,0.0,0.0,0.0,0.808,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,42.1433,0.0,-9999,-9999,-9999,-9999,95.5064,0.0,-9999,-9999,-9999,-9999,3.79578,0.0,-9999,3.70169,3.79489,3.79578,0.0,0.0,0.0,1.86735,1.9979,1.9979,1.9979,-1.92842,-1.82497,-1.79699,-1.72125,1.31563,1.27077,1.35578,4.82743,3.37645,3.15222,3.38282,4.99895,-9999,-9999
20040108,8.783,0.0,162.686,67.586,0.0,303.763,0.0,3.659,0.0,101.863,0.0,0.217,0.0,0.841,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,54.9127,0.0,-9999,-9999,-9999,-9999,95.599,0.0,-9999,-9999,-9999,-9999,3.97167,0.0,-9999,3.85736,3.96012,3.9737,0.0,0.0,0.0,2.09267,2.21409,2.21409,2.21409,-1.88104,-1.7743,-1.75758,-1.64802,1.50283,1.45817,1.50439,5.36897,2.75926,2.56559,2.76412,4.53157,-9999,-9999
20040109,9.028,0.0,163.718,17.639,0.0,325.797,0.0,2.674,0.0,101.397,0.0,6.23,0.0,1.772,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,45.4679,0.0,-9999,-9999,-9999,-9999,99.8593,0.0,-9999,-9999,-9999,-9999,3.70185,0.0,-9999,3.66061,3.70232,3.76026,0.0,0.0,0.0,2.11729,2.24045,2.24045,2.24045,-1.58456,-1.54599,-1.46239,-1.43193,1.51899,1.47327,1.5223,5.43285,0.77782,0.711766,0.778803,2.15129,-9999,-9999
20040110,10.773,0.0,164.806,74.733,0.0,314.523,0.0,3.316,0.0,100.954,0.0,0.261,0.0,2.94,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,42.1433,0.0,-9999,-9999,-9999,-9999,95.5064,0.0,-9999,-9999,-9999,-9999,3.79578,0.0,-9999,3.70169,3.79489,3.79578,0.0,0.0,0.0,2.42977,2.53371,2.53371,2.53371,-1.366,-1.2831,-1.26118,-1.18544,1.78862,1.72425,1.78862,6.17269,3.03769,2.82723,3.04314,4.78475,-9999,-9999
20040111,9.449,0.0,165.951,103.522,0.0,273.045,0.0,3.962,0.0,101.808,0.0,0.0,0.0,3.935,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,54.9127,0.0,-9999,-9999,-9999,-9999,95.599,0.0,-9999,-9999,-9999,-9999,3.97167,0.0,-9999,3.85736,3.96012,3.9737,0.0,0.0,0.0,2.19915,2.31615,2.31615,2.31615,-1.77455,-1.67224,-1.65552,-1.54596,1.59143,1.54688,1.59143,5.62473,4.06527,3.80948,4.07341,5.46967,-9999,-9999
20040112,10.794,0.0,167.152,59.865,0.0,314.806,0.0,3.195,0.0,101.852,0.0,0.481,0.0,2.477,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,45.4679,0.0,-9999,-9999,-9999,-9999,99.8593,0.0,-9999,-9999,-9999,-9999,3.70185,0.0,-9999,3.66061,3.70232,3.76026,0.0,0.0,0.0,2.48005,2.5723,2.5723,2.5723,-1.2218,-1.2075,-1.13054,-1.10009,1.84598,1.75166,1.84598,6.27694,2.49123,2.30761,2.49533,4.44133,-9999,-9999
20040113,14.51,0.0,168.408,77.456,0.0,327.981,0.0,3.119,0.0,101.235,0.0,0.684,0.0,2.929,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,42.1433,0.0,-9999,-9999,-9999,-9999,95.5064,0.0,-9999,-9999,-9999,-9999,3.79578,0.0,-9999,3.70169,3.79489,3.79578,0.0,0.0,0.0,3.17703,3.21979,3.21979,3.21979,-0.618743,-0.585991,-0.5751,-0.499361,2.45872,2.19839,2.45872,7.91567,3.14281,2.92601,3.14848,4.9233,-9999,-9999
20040114,14.646,0.0,169.719,82.095,0.0,329.411,0.0,3.189,0.0,100.73,0.0,0.215,0.0,2.691,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,54.9127,0.0,-9999,-9999,-9999,-9999,95.599,0.0,-9999,-9999,-9999,-9999,3.97167,0.0,-9999,3.85736,3.96012,3.9737,0.0,0.0,0.0,3.20888,3.24809,3.24809,3.24809,-0.764824,-0.731452,-0.720042,-0.614021,2.48895,2.21801,2.48895,7.98831,3.30813,3.08427,3.31423,4.99437,-9999,-9999
20040115,13.394,0.0,171.084,100.706,0.0,302.418,0.0,4.684,0.0,100.611,0.0,0.3,0.0,4.452,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,45.4679,0.0,-9999,-9999,-9999,-9999,99.8593,0.0,-9999,-9999,-9999,-9999,3.70185,0.0,-9999,3.66061,3.70232,3.76026,0.0,0.0,0.0,2.94379,3.00756,3.00756,3.00756,-0.75806,-0.75806,-0.695282,-0.664824,2.24624,2.05162,2.24624,7.37496,3.97121,3.71833,3.97907,5.44486,-9999,-9999
20040116,9.735,0.0,172.503,96.722,0.0,277.721,0.0,4.356,0.0,101.691,0.0,0.0,0.0,1.73,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,42.1433,0.0,-9999,-9999,-9999,-9999,95.5064,0.0,-9999,-9999,-9999,-9999,3.79578,0.0,-9999,3.70169,3.79489,3.79578,0.0,0.0,0.0,2.25112,2.36471,2.36471,2.36471,-1.54466,-1.45427,-1.43018,-1.35444,1.63663,1.59263,1.63663,5.74741,3.83225,3.58474,3.83972,5.39064,-9999,-9999
20040117,11.68,0.0,173.976,41.264,0.0,321.585,0.0,3.75,0.0,101.523,0.0,0.775,0.0,2.996,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,54.9127,0.0,-9999,-9999,-9999,-9999,95.599,0.0,-9999,-9999,-9999,-9999,3.97167,0.0,-9999,3.85736,3.96012,3.9737,0.0,0.0,0.0,2.60361,2.69474,2.69474,2.69474,-1.37009,-1.28916,-1.27693,-1.16737,1.94206,1.83554,1.94206,6.58063,1.76918,1.6287,1.77175,3.80246,-9999,-9999
20040118,13.052,0.0,175.501,62.038,0.0,324.983,0.0,2.951,0.0,101.094,0.0,7.896,0.0,3.06,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,45.4679,0.0,-9999,-9999,-9999,-9999,99.8593,0.0,-9999,-9999,-9999,-9999,3.70185,0.0,-9999,3.66061,3.70232,3.76026,0.0,0.0,0.0,2.87143,2.94184,2.94184,2.94184,-0.830424,-0.830424,-0.761005,-0.730548,2.18014,2.00616,2.18014,7.20741,2.56545,2.37942,2.56977,4.42774,-9999,-9999
20040119,12.857,0.0,177.079,75.671,0.0,322.52,0.0,2.834,0.0,101.138,0.0,10.388,0.0,2.331,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,42.1433,0.0,-9999,-9999,-9999,-9999,95.5064,0.0,-9999,-9999,-9999,-9999,3.79578,0.0,-9999,3.70169,3.79489,3.79578,0.0,0.0,0.0,2.83986,2.91144,2.91144,2.91144,-0.955912,-0.898375,-0.883447,-0.807708,2.1543,1.98527,2.1543,7.13133,3.08197,2.86727,3.08745,4.89832,-9999,-9999
20040120,11.351,0.0,178.707,72.123,0.0,321.512,0.0,2.912,0.0,101.002,0.0,2.488,0.0,2.702,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,54.9127,0.0,-9999,-9999,-9999,-9999,95.599,0.0,-9999,-9999,-9999,-9999,3.97167,0.0,-9999,3.85736,3.96012,3.9737,0.0,0.0,0.0,2.53593,2.63291,2.63291,2.63291,-1.43777,-1.35255,-1.33877,-1.2292,1.88088,1.7928,1.88088,6.42329,2.94917,2.74153,2.95435,4.79367,-9999,-9999
20040121,9.239,0.0,180.387,58.878,0.0,303.67,0.0,2.98,0.0,100.447,0.0,6.462,0.0,2.91,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,45.4679,0.0,-9999,-9999,-9999,-9999,99.8593,0.0,-9999,-9999,-9999,-9999,3.70185,0.0,-9999,3.66061,3.70232,3.76026,0.0,0.0,0.0,2.16198,2.28126,2.28126,2.28126,-1.53987,-1.50434,-1.42158,-1.39112,1.5593,1.5144,1.5593,5.53674,2.45554,2.27353,2.45955,4.44204,-9999,-9999
20040122,4.733,0.0,182.116,114.662,0.0,251.775,0.0,3.932,0.0,101.161,0.0,0.0,0.0,5.534,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,42.1433,0.0,-9999,-9999,-9999,-9999,95.5064,0.0,-9999,-9999,-9999,-9999,3.79578,0.0,-9999,3.70169,3.79489,3.79578,0.0,0.0,0.0,1.44776,1.59548,1.59548,1.59548,-2.34802,-2.23139,-2.19941,-2.12367,0.967093,0.921956,1.07912,3.81918,4.44516,4.1757,4.4544,5.7315,-9999,-9999
20040123,3.086,0.0,183.895,111.387,0.0,241.674,0.0,3.931,0.0,101.654,0.0,0.0,0.0,2.809,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,54.9127,0.0,-9999,-9999,-9999,-9999,95.599,0.0,-9999,-9999,-9999,-9999,3.97167,0.0,-9999,3.85736,3.96012,3.9737,0.0,0.0,0.0,1.23564,1.38385,1.38385,1.38385,-2.73806,-2.60859,-2.58782,-2.47825,0.802717,0.770045,0.934281,3.29558,4.34531,4.07703,4.35418,5.71954,-9999,-9999
20040124,3.533,0.0,185.723,109.838,0.0,248.721,0.0,3.85,0.0,101.395,0.0,0.0,0.0,2.846,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,45.4679,0.0,-9999,-9999,-9999,-9999,99.8593,0.0,-9999,-9999,-9999,-9999,3.70185,0.0,-9999,3.66061,3.70232,3.76026,0.0,0.0,0.0,1.29404,1.44193,1.44193,1.44193,-2.40781,-2.35053,-2.26091,-2.23045,0.84824,0.809043,0.974044,3.43942,4.29444,4.02755,4.30315,5.70508,-9999,-9999
20040125,5.348,0.0,187.598,101.592,0.0,270.245,0.0,3.999,0.0,101.15,0.0,0.0,0.0,1.16,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,42.1433,0.0,-9999,-9999,-9999,-9999,95.5064,0.0,-9999,-9999,-9999,-9999,3.79578,0.0,-9999,3.70169,3.79489,3.79578,0.0,0.0,0.0,1.55492,1.697,1.697,1.697,-2.24086,-2.12859,-2.09789,-2.02215,1.05777,1.01306,1.14901,4.07456,4.00819,3.75245,4.0161,5.52446,-9999,-9999
20040126,6.557,0.0,189.521,116.477,0.0,281.571,0.0,3.809,0.0,101.161,0.0,1.271,0.0,1.463,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,54.9127,0.0,-9999,-9999,-9999,-9999,95.599,0.0,-9999,-9999,-9999,-9999,3.97167,0.0,-9999,3.85736,3.96012,3.9737,0.0,0.0,0.0,1.7309,1.86847,1.86847,1.86847,-2.2428,-2.12122,-2.1032,-1.99363,1.20011,1.15463,1.26669,4.50201,4.50112,4.23078,4.51056,5.72098,-9999,-9999
20040127,12.601,0.0,191.49,63.043,0.0,344.835,0.0,2.867,0.0,100.384,0.0,30.851,0.0,3.91,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,45.4679,0.0,-9999,-9999,-9999,-9999,99.8593,0.0,-9999,-9999,-9999,-9999,3.70185,0.0,-9999,3.66061,3.70232,3.76026,0.0,0.0,0.0,2.79297,2.86776,2.86776,2.86776,-0.908879,-0.908129,-0.835079,-0.804621,2.1132,1.95514,2.1132,7.02089,2.54198,2.36905,2.54663,4.12199,-9999,-9999
20040128,11.624,0.0,193.504,39.042,0.0,336.04,0.0,2.69,0.0,99.957,0.0,10.502,0.0,3.97,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,42.1433,0.0,-9999,-9999,-9999,-9999,95.5064,0.0,-9999,-9999,-9999,-9999,3.79578,0.0,-9999,3.70169,3.79489,3.79578,0.0,0.0,0.0,2.59305,2.68494,2.68494,2.68494,-1.20272,-1.12924,-1.10994,-1.0342,1.93274,1.82878,1.93274,6.55584,1.64817,1.52203,1.65072,3.35137,-9999,-9999
20040129,8.364,0.0,195.563,99.928,0.0,300.097,0.0,3.305,0.0,100.316,0.0,8.476,0.0,2.629,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,54.9127,0.0,-9999,-9999,-9999,-9999,95.599,0.0,-9999,-9999,-9999,-9999,3.97167,0.0,-9999,3.85736,3.96012,3.9737,0.0,0.0,0.0,2.00359,2.13281,2.13281,2.13281,-1.97011,-1.85558,-1.83886,-1.7293,1.42242,1.37611,1.44819,5.16204,3.95157,3.69783,3.95932,5.51502,-9999,-9999
20040130,7.646,0.0,197.665,104.497,0.0,281.679,0.0,3.86,0.0,101.245,0.0,5.679,0.0,5.095,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,45.4679,0.0,-9999,-9999,-9999,-9999,99.8593,0.0,-9999,-9999,-9999,-9999,3.70185,0.0,-9999,3.66061,3.70232,3.76026,0.0,0.0,0.0,1.88791,2.02201,2.02201,2.02201,-1.81394,-1.76693,-1.68083,-1.65038,1.32613,1.2797,1.37201,4.88432,4.0756,3.82403,4.08392,5.454,-9999,-9999
20040131,6.264,0.0,199.81,125.631,0.0,255.481,0.0,3.919,0.0,102.84,0.0,0.0,0.0,1.497,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,42.1433,0.0,-9999,-9999,-9999,-9999,95.5064,0.0,-9999,-9999,-9999,-9999,3.79578,0.0,-9999,3.70169,3.79489,3.79578,0.0,0.0,0.0,1.69658,1.83334,1.83334,1.83334,-2.0992,-1.991,-1.96154,-1.8858,1.17494,1.13025,1.24271,4.41576,4.83291,4.54676,4.84308,6.02328,-9999,-9999
20040201,7.18,0.0,201.998,125.934,0.0,274.631,0.0,3.468,0.0,102.885,0.0,0.0,0.0,1.789,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,54.9127,0.0,-9999,-9999,-9999,-9999,95.599,0.0,-9999,-9999,-9999,-9999,3.97167,0.0,-9999,3.85736,3.96012,3.9737,0.0,0.0,0.0,1.8518,1.98059,1.98059,1.98059,-2.12191,-2.0078,-1.99108,-1.88151,1.30636,1.26238,1.34406,4.78597,4.83687,4.55181,4.84694,6.0162,-9999,-9999
20040202,8.161,0.0,204.226,133.276,0.0,275.346,0.0,3.579,0.0,102.909,0.0,0.0,0.0,1.783,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,45.4679,0.0,-9999,-9999,-9999,-9999,99.8593,0.0,-9999,-9999,-9999,-9999,3.70185,0.0,-9999,3.66061,3.70232,3.76026,0.0,0.0,0.0,2.0156,2.13578,2.13578,2.13578,-1.68625,-1.65021,-1.56706,-1.5366,1.44581,1.40285,1.45089,5.17625,5.08171,4.78881,5.09172,6.157,-9999,-9999
20040203,10.063,0.0,206.494,121.549,0.0,296.162,0.0,3.412,0.0,102.932,0.0,0.0,0.0,1.892,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,42.1433,0.0,-9999,-9999,-9999,-9999,95.5064,0.0,-9999,-9999,-9999,-9999,3.79578,0.0,-9999,3.70169,3.79489,3.79578,0.0,0.0,0.0,2.33738,2.4404,2.4404,2.4404,-1.4584,-1.37637,-1.35449,-1.27875,1.71976,1.66047,1.71976,5.94257,4.69422,4.41288,4.70408,5.97638,-9999,-9999
