TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20070101,7.531,0.0,83.8118,12.999,0.0,301.408,0.0,1.113,0.0,99.172,0.0,6.43,0.0,5.227,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-15.9937,3.0,71.1816,0.0,91.949,-9999,-9999,-9999,11.5597,0.0,14.9323,-9999,-9999,-9999,-3.81877,0.0,-9999,-3.90098,-3.8399,-3.74874,0.0,0.0,0.0,2.76127,2.60348,2.80469,2.8614,6.66226,6.37899,6.66226,6.77176,3.34014,1.98367,2.98551,6.01617,1.55097,1.27232,1.33444,1.70281,-9999,-9999
20070102,4.528,0.0,84.403,15.937,0.0,298.116,0.0,0.709,0.0,99.539,0.0,2.978,0.0,3.846,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-8.72811,3.0,63.0851,0.0,81.4902,-9999,-9999,-9999,11.1578,0.0,13.3608,-9999,-9999,-9999,-3.81999,0.0,-9999,-3.98681,-3.82697,-3.44178,0.0,0.0,0.0,2.31485,2.16897,2.46677,2.51619,5.75664,5.75664,6.07455,6.47391,2.49936,1.33145,2.46204,5.63305,1.83514,1.51261,1.5827,2.0387,-9999,-9999
20070103,5.326,0.0,85.0507,8.837,0.0,310.576,0.0,0.712,0.0,100.331,0.0,0.353,0.0,3.446,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-4.06631,3.0,66.0904,0.0,81.2171,-9999,-9999,-9999,8.92176,0.0,10.4028,-9999,-9999,-9999,-3.78429,0.0,-9999,-3.88208,-3.74267,-3.69997,0.0,0.0,0.0,2.43003,2.28517,2.56264,2.60863,6.14166,6.12575,6.31836,6.48048,2.7043,1.39505,2.66215,5.78417,1.10737,0.888694,0.949482,1.19541,-9999,-9999
20070104,7.803,0.0,85.7563,14.436,0.0,332.2,0.0,1.088,0.0,98.909,0.0,2.858,0.0,5.225,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-15.9937,3.0,71.1816,0.0,85.2359,-9999,-9999,-9999,11.5597,0.0,13.297,-9999,-9999,-9999,-3.81877,0.0,-9999,-3.90098,-3.8399,-3.74874,0.0,0.0,0.0,2.79584,2.63677,2.83323,2.89265,6.69682,6.40544,6.69682,6.80491,3.38263,1.98717,3.01893,6.04989,1.6607,1.36852,1.43207,1.84427,-9999,-9999
20070105,7.571,0.0,86.5184,5.601,0.0,333.881,0.0,0.692,0.0,99.584,0.0,1.965,0.0,3.728,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-8.72811,3.0,63.0851,0.0,76.7307,-9999,-9999,-9999,11.1578,0.0,12.7294,-9999,-9999,-9999,-3.81999,0.0,-9999,-3.98681,-3.82697,-3.44178,0.0,0.0,0.0,2.7618,2.60296,2.80889,2.86507,6.20359,6.20359,6.39101,6.83102,3.3207,1.93524,2.98978,6.02476,0.730392,0.573071,0.62442,0.777375,-9999,-9999
20070106,9.309,0.0,87.3373,6.608,0.0,346.436,0.0,0.67,0.0,99.422,0.0,6.073,0.0,3.547,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-4.06631,3.0,66.0904,0.0,81.2171,-9999,-9999,-9999,8.92176,0.0,10.4028,-9999,-9999,-9999,-3.78429,0.0,-9999,-3.88208,-3.74267,-3.69997,0.0,0.0,0.0,3.02688,2.87268,3.02688,3.07358,6.73851,6.57069,6.7893,6.93959,3.84274,2.43592,3.4674,6.22515,0.840799,0.668883,0.720085,0.902636,-9999,-9999
20070107,7.501,0.0,88.214,21.886,0.0,317.572,0.0,1.203,0.0,99.374,0.0,1.33,0.0,4.12,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-15.9937,3.0,71.1816,0.0,88.113,-9999,-9999,-9999,11.5597,0.0,13.6864,-9999,-9999,-9999,-3.81877,0.0,-9999,-3.90098,-3.8399,-3.74874,0.0,0.0,0.0,2.75093,2.59202,2.80164,2.8567,6.65191,6.37458,6.65191,6.76702,3.2982,1.91218,2.98635,6.01785,2.32743,1.93747,2.03929,2.65097,-9999,-9999
20070108,8.716,0.0,89.1476,11.345,0.0,331.981,0.0,1.298,0.0,98.366,0.0,3.41,0.0,4.534,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-8.72811,3.0,63.0851,0.0,78.5155,-9999,-9999,-9999,11.1578,0.0,13.3608,-9999,-9999,-9999,-3.81999,0.0,-9999,-3.98681,-3.82697,-3.44178,0.0,0.0,0.0,2.93529,2.77582,2.9431,3.0022,6.37707,6.36055,6.52124,6.96654,3.65803,2.25216,3.28685,6.14413,1.34336,1.10286,1.15625,1.47792,-9999,-9999
20070109,11.453,0.0,90.1381,17.38,0.0,348.419,0.0,1.976,0.0,98.825,0.0,1.41,0.0,5.157,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-4.06631,3.0,66.0904,0.0,82.6022,-9999,-9999,-9999,8.92176,0.0,10.7768,-9999,-9999,-9999,-3.78429,0.0,-9999,-3.88208,-3.74267,-3.69997,0.0,0.0,0.0,3.36405,3.21144,3.30224,3.37055,7.07567,6.91765,7.08139,7.2026,4.54962,3.1599,4.1645,6.50457,1.89286,1.57024,1.63959,2.1378,-9999,-9999
20070110,10.283,0.0,91.1855,21.321,0.0,312.184,0.0,2.585,0.0,99.209,0.0,2.556,0.0,5.193,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-15.9937,3.0,71.1816,0.0,89.2638,-9999,-9999,-9999,11.5597,0.0,13.8421,-9999,-9999,-9999,-3.81877,0.0,-9999,-3.90098,-3.8399,-3.74874,0.0,0.0,0.0,3.1817,3.04619,3.16298,3.19136,7.08268,6.80477,7.00493,7.11927,4.1737,2.79522,3.79512,6.38533,2.28884,1.90311,1.99973,2.59931,-9999,-9999
20070111,6.439,0.0,92.2898,3.988,0.0,306.285,0.0,1.267,0.0,99.137,0.0,6.194,0.0,6.151,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-8.72811,3.0,63.0851,0.0,78.2451,-9999,-9999,-9999,11.1578,0.0,13.2651,-9999,-9999,-9999,-3.81999,0.0,-9999,-3.98681,-3.82697,-3.44178,0.0,0.0,0.0,2.59548,2.43761,2.69039,2.73068,6.03726,6.03726,6.26904,6.69817,3.01493,1.672,2.90639,5.90279,0.52751,0.410484,0.450478,0.558512,-9999,-9999
20070112,8.3,0.0,93.4511,24.526,0.0,309.96,0.0,1.979,0.0,99.799,0.0,0.5,0.0,5.013,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-4.06631,3.0,66.0904,0.0,80.8394,-9999,-9999,-9999,8.92176,0.0,10.4492,-9999,-9999,-9999,-3.78429,0.0,-9999,-3.88208,-3.74267,-3.69997,0.0,0.0,0.0,2.87444,2.71598,2.88531,2.95283,6.58607,6.45041,6.66971,6.82296,3.54806,2.16194,3.18213,6.0991,2.56683,2.14147,2.2619,2.93956,-9999,-9999
20070113,10.061,0.0,94.6691,15.32,0.0,350.727,0.0,1.403,0.0,99.848,0.0,0.945,0.0,4.437,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-15.9937,3.0,71.1816,0.0,85.8462,-9999,-9999,-9999,11.5597,0.0,13.5329,-9999,-9999,-9999,-3.81877,0.0,-9999,-3.90098,-3.8399,-3.74874,0.0,0.0,0.0,3.14391,3.00903,3.13612,3.16263,7.04489,6.76114,6.97799,7.09076,4.08238,2.68002,3.70245,6.36557,1.74569,1.44045,1.50635,1.94494,-9999,-9999
20070114,6.952,0.0,95.9438,46.581,0.0,276.225,0.0,1.695,0.0,100.441,0.0,0.984,0.0,3.618,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-8.72811,3.0,63.0851,0.0,76.0816,-9999,-9999,-9999,11.1578,0.0,13.0623,-9999,-9999,-9999,-3.81999,0.0,-9999,-3.98681,-3.82697,-3.44178,0.0,0.0,0.0,2.67205,2.51397,2.74409,2.79183,6.11384,6.11384,6.32154,6.75861,3.16031,1.80443,2.93314,5.95712,4.01368,3.47047,3.56934,4.77017,-9999,-9999
20070115,4.293,0.0,97.2749,45.912,0.0,253.906,0.0,1.559,0.0,100.475,0.0,0.0,0.0,2.174,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-4.06631,3.0,66.0904,0.0,79.7061,-9999,-9999,-9999,8.92176,0.0,10.2635,-9999,-9999,-9999,-3.78429,0.0,-9999,-3.88208,-3.74267,-3.69997,0.0,0.0,0.0,2.28324,2.13756,2.43929,2.48546,5.99486,5.97628,6.2014,6.3629,2.45,1.32502,2.41371,5.60581,3.98827,3.44029,3.54565,4.73012,-9999,-9999
20070116,6.843,0.0,98.6624,21.356,0.0,310.999,0.0,1.325,0.0,99.788,0.0,0.223,0.0,2.938,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-15.9937,3.0,71.1816,0.0,84.6257,-9999,-9999,-9999,11.5597,0.0,13.0636,-9999,-9999,-9999,-3.81877,0.0,-9999,-3.90098,-3.8399,-3.74874,0.0,0.0,0.0,2.65397,2.49558,2.73273,2.77851,6.55495,6.30753,6.55845,6.68456,3.11888,1.75586,2.9282,5.9471,2.2762,1.89401,1.99216,2.58999,-9999,-9999
20070117,9.385,0.0,100.106,20.584,0.0,340.618,0.0,1.448,0.0,99.099,0.0,3.97,0.0,4.956,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-8.72811,3.0,63.0851,0.0,72.6377,-9999,-9999,-9999,11.1578,0.0,12.055,-9999,-9999,-9999,-3.81999,0.0,-9999,-3.98681,-3.82697,-3.44178,0.0,0.0,0.0,3.03954,2.88813,3.03954,3.08288,6.48132,6.43064,6.59746,7.04626,3.87197,2.47086,3.49679,6.25016,2.25341,1.86962,1.95012,2.54481,-9999,-9999
20070118,10.43,0.0,101.606,0.941,0.0,344.484,0.0,1.272,0.0,97.582,0.0,17.854,0.0,7.313,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-4.06631,3.0,66.0904,0.0,75.1177,-9999,-9999,-9999,8.92176,0.0,9.19603,-9999,-9999,-9999,-3.78429,0.0,-9999,-3.88208,-3.74267,-3.69997,0.0,0.0,0.0,3.20297,3.0651,3.18018,3.20882,6.9146,6.7579,6.92323,7.07705,4.21129,2.82472,3.83071,6.40163,0.130507,0.0990514,0.111042,0.13657,-9999,-9999
20070119,9.558,0.0,103.162,27.313,0.0,320.684,0.0,1.951,0.0,98.989,0.0,3.364,0.0,5.0,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-15.9937,3.0,71.1816,0.0,77.4311,-9999,-9999,-9999,11.5597,0.0,11.3511,-9999,-9999,-9999,-3.81877,0.0,-9999,-3.90098,-3.8399,-3.74874,0.0,0.0,0.0,3.06542,2.9174,3.06542,3.10339,6.9664,6.68055,6.91792,7.02694,3.92078,2.51402,3.54375,6.3019,2.80293,2.34366,2.47233,3.2284,-9999,-9999
20070120,9.944,0.0,104.773,6.131,0.0,333.352,0.0,1.474,0.0,99.119,0.0,1.648,0.0,5.125,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-8.72811,3.0,63.0851,0.0,65.5456,-9999,-9999,-9999,11.1578,0.0,10.4119,-9999,-9999,-9999,-3.81999,0.0,-9999,-3.98681,-3.82697,-3.44178,0.0,0.0,0.0,3.12848,2.99358,3.12256,3.14911,6.57027,6.48904,6.66106,7.11308,4.06261,2.67859,3.68568,6.35109,0.798738,0.627037,0.682897,0.850404,-9999,-9999
20070121,5.629,0.0,106.439,37.59,0.0,284.16,0.0,1.5,0.0,98.854,0.0,2.811,0.0,5.374,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-4.06631,3.0,66.0904,0.0,65.4434,-9999,-9999,-9999,8.92176,0.0,8.03518,-9999,-9999,-9999,-3.78429,0.0,-9999,-3.88208,-3.74267,-3.69997,0.0,0.0,0.0,2.4736,2.31744,2.59902,2.64224,6.18523,6.17015,6.35379,6.5151,2.78114,1.45689,2.7372,5.81762,3.47164,2.93779,3.07802,4.04997,-9999,-9999
20070122,2.567,0.0,108.161,27.155,0.0,258.173,0.0,0.941,0.0,99.413,0.0,0.606,0.0,2.864,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-15.9937,3.0,71.1816,0.0,68.1693,-9999,-9999,-9999,11.5597,0.0,10.035,-9999,-9999,-9999,-3.81877,0.0,-9999,-3.90098,-3.8399,-3.74874,0.0,0.0,0.0,2.04727,1.902,2.23039,2.28674,5.94826,5.87868,6.02482,6.21053,2.06408,1.2786,2.03621,5.40942,2.78629,2.32936,2.45746,3.20819,-9999,-9999
20070123,-2.478,0.0,109.937,54.705,0.0,210.338,0.0,1.784,0.0,99.345,0.0,0.0,0.0,2.475,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-8.72811,3.0,63.0851,0.0,58.419,-9999,-9999,-9999,11.1578,0.0,9.32885,-9999,-9999,-9999,-3.81999,0.0,-9999,-3.98681,-3.82697,-3.44178,0.0,0.0,0.0,1.40699,1.37201,1.53727,1.73371,4.84877,4.84877,5.40072,5.66992,1.12863,0.672105,1.11894,4.07825,4.50328,3.95092,4.01233,5.41944,-9999,-9999
20070124,-2.692,0.0,111.768,55.616,0.0,218.978,0.0,0.894,0.0,98.726,0.0,0.0,0.0,1.501,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-4.06631,3.0,66.0904,0.0,59.1106,-9999,-9999,-9999,8.92176,0.0,7.18162,-9999,-9999,-9999,-3.78429,0.0,-9999,-3.88208,-3.74267,-3.69997,0.0,0.0,0.0,1.3849,1.35363,1.51328,1.71191,5.09653,5.09653,5.44349,5.53552,1.10523,0.665064,1.09583,4.0207,4.55741,4.00018,4.06153,5.48968,-9999,-9999
20070125,-2.277,0.0,113.652,53.601,0.0,238.361,0.0,0.946,0.0,99.983,0.0,0.106,0.0,1.973,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-15.9937,3.0,71.1816,0.0,62.6499,-9999,-9999,-9999,11.5597,0.0,8.93926,-9999,-9999,-9999,-3.81877,0.0,-9999,-3.90098,-3.8399,-3.74874,0.0,0.0,0.0,1.43092,1.3907,1.56321,1.75544,5.3319,5.30303,5.49669,5.66162,1.16041,0.686646,1.14856,4.13786,4.45264,3.90076,3.96543,5.34336,-9999,-9999
20070126,-0.977,0.0,115.59,35.155,0.0,263.334,0.0,0.9,0.0,99.884,0.0,1.374,0.0,2.878,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-8.72811,3.0,63.0851,0.0,54.6249,-9999,-9999,-9999,11.1578,0.0,8.5018,-9999,-9999,-9999,-3.81999,0.0,-9999,-3.98681,-3.82697,-3.44178,0.0,0.0,0.0,1.59824,1.51859,1.7443,1.90061,5.04002,5.04002,5.54413,5.84297,1.40726,0.895076,1.39219,4.54473,3.31446,2.79533,2.93431,3.85552,-9999,-9999
20070127,2.57,0.0,117.581,30.576,0.0,285.474,0.0,0.751,0.0,100.326,0.0,0.961,0.0,2.987,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-4.06631,3.0,66.0904,0.0,55.1357,-9999,-9999,-9999,8.92176,0.0,6.69681,-9999,-9999,-9999,-3.78429,0.0,-9999,-3.88208,-3.74267,-3.69997,0.0,0.0,0.0,2.04291,1.89681,2.22578,2.28632,5.75454,5.7319,6.02075,6.15273,2.04608,1.2794,2.01882,5.41282,3.10349,2.59824,2.73892,3.58615,-9999,-9999
20070128,4.271,0.0,119.625,11.427,0.0,316.001,0.0,0.582,0.0,100.226,0.0,2.24,0.0,4.36,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-15.9937,3.0,71.1816,0.0,58.5753,-9999,-9999,-9999,11.5597,0.0,8.68712,-9999,-9999,-9999,-3.81877,0.0,-9999,-3.90098,-3.8399,-3.74874,0.0,0.0,0.0,2.28021,2.13453,2.43673,2.4822,6.1812,6.04683,6.21994,6.38849,2.44487,1.32444,2.40869,5.60339,1.38777,1.13313,1.19249,1.51419,-9999,-9999
20070129,5.979,0.0,121.72,26.449,0.0,308.832,0.0,0.549,0.0,100.079,0.0,1.511,0.0,2.782,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-8.72811,3.0,63.0851,0.0,49.7703,-9999,-9999,-9999,11.1578,0.0,8.14629,-9999,-9999,-9999,-3.81999,0.0,-9999,-3.98681,-3.82697,-3.44178,0.0,0.0,0.0,2.52557,2.36768,2.64155,2.67954,5.96736,5.96736,6.22164,6.6437,2.87815,1.54222,2.83182,5.85503,2.67553,2.23783,2.36016,3.08648,-9999,-9999
20070130,5.694,0.0,123.868,30.978,0.0,322.315,0.0,0.474,0.0,100.258,0.0,0.611,0.0,1.68,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-4.06631,3.0,66.0904,0.0,52.1414,-9999,-9999,-9999,8.92176,0.0,6.31501,-9999,-9999,-9999,-3.78429,0.0,-9999,-3.88208,-3.74267,-3.69997,0.0,0.0,0.0,2.48372,2.32609,2.60705,2.64918,6.19534,6.18052,6.36156,6.52266,2.80155,1.47683,2.75708,5.82419,3.08086,2.58491,2.72149,3.5682,-9999,-9999
20070131,6.208,0.0,126.066,41.542,0.0,319.956,0.0,1.013,0.0,99.948,0.0,0.609,0.0,3.168,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-15.9937,3.0,71.1816,0.0,54.5721,-9999,-9999,-9999,11.5597,0.0,7.84512,-9999,-9999,-9999,-3.81877,0.0,-9999,-3.90098,-3.8399,-3.74874,0.0,0.0,0.0,2.55786,2.39955,2.66608,2.70381,6.45885,6.24211,6.46168,6.60438,2.93322,1.58398,2.88565,5.88068,3.77257,3.19697,3.34683,4.41492,-9999,-9999
20070201,7.468,0.0,128.315,29.7,0.0,329.839,0.0,0.521,0.0,100.45,0.0,0.657,0.0,1.519,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-8.72811,3.0,63.0851,0.0,48.3648,-9999,-9999,-9999,11.1578,0.0,7.33357,-9999,-9999,-9999,-3.81999,0.0,-9999,-3.98681,-3.82697,-3.44178,0.0,0.0,0.0,2.74622,2.58737,2.79818,2.85281,6.18801,6.18801,6.37938,6.8189,3.29004,1.90576,2.98452,6.01416,2.90203,2.43675,2.56426,3.3632,-9999,-9999
20070202,7.669,0.0,130.614,29.229,0.0,332.446,0.0,0.512,0.0,100.835,0.0,0.672,0.0,2.124,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-4.06631,3.0,66.0904,0.0,49.2547,-9999,-9999,-9999,8.92176,0.0,5.67303,-9999,-9999,-9999,-3.78429,0.0,-9999,-3.88208,-3.74267,-3.69997,0.0,0.0,0.0,2.77609,2.61712,2.81925,2.87677,6.48772,6.38484,6.59439,6.74975,3.34598,1.95524,2.99515,6.03559,2.97875,2.49227,2.62812,3.43689,-9999,-9999
20070203,4.761,0.0,132.961,57.113,0.0,273.973,0.0,1.019,0.0,101.337,0.0,0.071,0.0,2.004,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-15.9937,3.0,71.1816,0.0,50.9732,-9999,-9999,-9999,11.5597,0.0,7.02353,-9999,-9999,-9999,-3.81877,0.0,-9999,-3.90098,-3.8399,-3.74874,0.0,0.0,0.0,2.35225,2.20748,2.49603,2.54404,6.25323,6.09675,6.27749,6.44017,2.57716,1.3368,2.53777,5.67754,4.6825,4.10541,4.171,5.62983,-9999,-9999
20070204,3.629,0.0,135.358,62.751,0.0,272.484,0.0,0.771,0.0,100.861,0.0,0.089,0.0,1.115,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-8.72811,3.0,63.0851,0.0,42.9445,-9999,-9999,-9999,11.1578,0.0,6.38473,-9999,-9999,-9999,-3.81999,0.0,-9999,-3.98681,-3.82697,-3.44178,0.0,0.0,0.0,2.19636,2.05166,2.36274,2.40473,5.63815,5.63815,5.98712,6.37213,2.31946,1.30652,2.28576,5.52756,4.98612,4.39146,4.44988,6.04844,-9999,-9999
20070205,2.012,0.0,137.802,22.382,0.0,283.436,0.0,0.488,0.0,99.345,0.0,0.529,0.0,1.773,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-4.06631,3.0,66.0904,0.0,41.9132,-9999,-9999,-9999,8.92176,0.0,4.78974,-9999,-9999,-9999,-3.78429,0.0,-9999,-3.88208,-3.74267,-3.69997,0.0,0.0,0.0,1.97185,1.82685,2.14885,2.22907,5.68347,5.66009,5.96313,6.08603,1.94296,1.24398,1.91768,5.34576,2.49603,2.06599,2.15718,2.80206,-9999,-9999
20070206,1.359,0.0,140.293,50.458,0.0,279.286,0.0,0.533,0.0,98.448,0.0,1.154,0.0,1.298,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-15.9937,3.0,71.1816,0.0,42.3177,-9999,-9999,-9999,11.5597,0.0,5.86886,-9999,-9999,-9999,-3.81877,0.0,-9999,-3.90098,-3.8399,-3.74874,0.0,0.0,0.0,1.88295,1.74865,2.05274,2.15546,5.78393,5.75921,5.88656,6.06805,1.79955,1.15021,1.77735,5.2485,4.35636,3.76473,3.87292,5.16964,-9999,-9999
20070207,-0.206,0.0,142.83,52.564,0.0,258.686,0.0,0.596,0.0,97.938,0.0,0.308,0.0,0.659,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-8.72811,3.0,63.0851,0.0,36.0987,-9999,-9999,-9999,11.1578,0.0,5.41619,-9999,-9999,-9999,-3.81999,0.0,-9999,-3.98681,-3.82697,-3.44178,0.0,0.0,0.0,1.68309,1.59876,1.83641,1.98142,5.12488,5.12488,5.61246,5.92966,1.50636,0.963586,1.48987,4.76161,4.52471,3.91176,4.02345,5.37614,-9999,-9999
20070208,1.033,0.0,145.413,16.514,0.0,280.857,0.0,0.533,0.0,97.271,0.0,4.035,0.0,3.317,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-4.06631,3.0,66.0904,0.0,36.346,-9999,-9999,-9999,8.92176,0.0,4.13201,-9999,-9999,-9999,-3.78429,0.0,-9999,-3.88208,-3.74267,-3.69997,0.0,0.0,0.0,1.85982,1.72423,2.02732,2.12517,5.57145,5.56133,5.86141,5.97376,1.80757,1.15642,1.7843,5.17702,1.96296,1.61111,1.68934,2.15785,-9999,-9999
20070209,3.262,0.0,148.041,45.585,0.0,295.303,0.0,0.767,0.0,98.065,0.0,1.521,0.0,2.667,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-15.9937,3.0,71.1816,0.0,37.5599,-9999,-9999,-9999,11.5597,0.0,5.27421,-9999,-9999,-9999,-3.81877,0.0,-9999,-3.90098,-3.8399,-3.74874,0.0,0.0,0.0,2.13954,1.99359,2.31725,2.35852,6.04052,5.94634,6.10353,6.28275,2.20812,1.29773,2.17724,5.49038,4.11696,3.49082,3.65324,4.82577,-9999,-9999
20070210,4.43,0.0,150.712,14.913,0.0,311.426,0.0,0.641,0.0,98.169,0.0,2.43,0.0,1.88,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-8.72811,3.0,63.0851,0.0,32.3911,-9999,-9999,-9999,11.1578,0.0,5.18083,-9999,-9999,-9999,-3.81999,0.0,-9999,-3.98681,-3.82697,-3.44178,0.0,0.0,0.0,2.30534,2.1603,2.45661,2.50596,5.74713,5.74713,6.06605,6.46376,2.49542,1.32817,2.45793,5.61916,1.76796,1.45154,1.52177,1.9451,-9999,-9999
20070211,7.1,0.0,153.426,19.268,0.0,313.165,0.0,0.871,0.0,97.688,0.0,7.529,0.0,4.11,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-4.06631,3.0,66.0904,0.0,34.5742,-9999,-9999,-9999,8.92176,0.0,4.29039,-9999,-9999,-9999,-3.78429,0.0,-9999,-3.88208,-3.74267,-3.69997,0.0,0.0,0.0,2.69067,2.53188,2.75961,2.80879,6.4023,6.32644,6.52706,6.68414,3.1828,1.80621,2.94226,5.97565,2.11052,1.74891,1.82497,2.3777,-9999,-9999
20070212,7.697,0.0,156.182,38.684,0.0,322.959,0.0,1.062,0.0,97.163,0.0,3.974,0.0,4.339,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-15.9937,3.0,71.1816,0.0,36.8356,-9999,-9999,-9999,11.5597,0.0,5.75123,-9999,-9999,-9999,-3.81877,0.0,-9999,-3.90098,-3.8399,-3.74874,0.0,0.0,0.0,2.78061,2.62171,2.82209,2.8801,6.68159,6.3947,6.68159,6.79166,3.3563,1.96729,2.9964,6.03811,3.48747,2.95492,3.09362,4.08171,-9999,-9999
