TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20060626,20.304,1.0,485.826,330.934,1.0,339.996,1.0,7.988,1.0,95.96,0.0,0.0,1.0,2.942,1.0,0.298065540426,0.979166666667,-9999,0.0,682.49125,1.0,25.7535005625,1.0,-9999,0.0,417.271520833,1.0,371.691,1.0,21.572,-0.287,0.026,1.0,0.0,0.0,29.518,1.0,5.86201,1.0,104.933,1.0,205.553,-9999,-9999,3.65618,6.15572,1.0,12.0585,-9999,-9999,3.03138,-6.39574,1.0,0.333196,-6.74957,-6.47487,-6.40928,1.0,1.0,1.0,10.2418,9.85496,10.2415,10.5938,16.6375,16.6126,16.6799,16.9843,10.2679,8.44071,9.81803,11.218,17.7811,16.7031,17.3622,18.2959,-9999,-9999
20060627,18.198,1.0,485.489,254.645,1.0,355.06,1.0,5.446,1.0,96.371,0.0,43.81,1.0,1.758,1.0,0.186208895652,0.958333333333,-9999,0.0,523.371458333,1.0,19.5639922292,1.0,-9999,0.0,407.459770833,1.0,391.513,1.0,20.084,-0.343,0.042,1.0,0.0,0.0,31.928,1.0,1.68839,1.0,79.8361,1.0,159.511,-9999,-9999,3.55028,14.7142,1.0,29.3987,-9999,-9999,2.67479,-3.23609,0.833333,0.249741,-4.47836,-4.1778,-3.39319,1.0,0.604167,0.979167,9.64347,9.2315,9.64347,9.93566,12.8796,12.9841,13.2301,14.1135,9.19756,6.77758,8.85683,10.1564,13.3011,12.3,13.1186,13.904,-9999,-9999
20060628,15.952,1.0,485.09,144.988,1.0,377.575,1.0,2.481,1.0,96.519,0.0,0.0,1.0,1.433,1.0,0.157724658696,0.958333333333,-9999,0.0,271.596458333,1.0,9.92497625,1.0,-9999,0.0,399.374958333,1.0,390.374,1.0,18.655,-0.389,0.002,1.0,0.0,0.0,41.647,1.0,-0.100266,1.0,24.8478,1.0,50.4002,-9999,-9999,1.57994,16.4941,1.0,33.4558,-9999,-9999,2.71452,-0.569656,0.833333,0.324124,-1.17315,-0.707558,-0.617733,0.958333,0.6875,0.666667,9.03604,8.67646,9.03604,9.15946,9.6057,9.50956,9.66458,9.98112,8.35315,6.28581,8.14981,8.57111,9.7343,9.07214,9.58819,10.2431,-9999,-9999
20060629,15.719,1.0,484.631,192.721,1.0,348.13,1.0,4.044,1.0,96.705,0.0,0.0,1.0,2.321,1.0,0.239386229167,1.0,-9999,0.0,369.208125,1.0,13.9426555625,1.0,-9999,0.0,396.072916667,1.0,386.121,0.9375,18.299,-0.287,0.026,1.0,0.0,0.0,39.945,1.0,-0.809251,1.0,39.6644,0.9375,81.6581,-9999,-9999,2.18853,12.6696,1.0,26.0832,-9999,-9999,2.86267,-2.85104,0.520833,0.334097,-2.98078,-2.84968,-2.69954,0.5625,0.5,0.583333,8.86553,8.55367,8.86553,8.9793,11.7166,11.2942,11.6375,11.7413,7.94176,6.87829,7.84528,9.08277,11.7973,11.4101,11.646,12.0298,-9999,-9999
20060630,12.625,1.0,484.11,93.32,1.0,365.182,1.0,1.544,1.0,96.959,0.0,12.67,1.0,1.491,1.0,0.1600416125,1.0,-9999,0.0,192.349791667,1.0,7.24474297917,1.0,-9999,0.0,381.910375,1.0,393.98,1.0,16.184,-0.343,0.042,1.0,0.0,0.0,42.088,1.0,-11.3176,1.0,14.2705,1.0,29.7537,-9999,-9999,1.21727,14.1698,1.0,29.5438,-9999,-9999,2.46564,1.39619,0.145833,0.342269,-1.07531,1.34761,1.8267,0.916667,0.145833,0.333333,8.07208,7.76803,8.0531,8.1358,6.67589,6.33052,6.6795,8.28563,6.51888,5.72786,6.51484,7.41412,6.46234,6.24544,6.46234,6.78666,-9999,-9999
20060701,16.913,1.0,483.528,302.388,0.979167,327.902,1.0,5.793,1.0,97.111,0.0,0.0,1.0,1.485,1.0,0.168044033333,1.0,-9999,-9999,580.7575,1.0,23.4886645833,1.0,-9999,-9999,401.613166667,1.0,387.268,1.0,18.311,-0.389,0.002,1.0,0.0,0.0,42.077,1.0,5.5986,1.0,86.2962,1.0,182.0,-9999,-9999,3.06107,30.4288,1.0,64.1748,-9999,-9999,3.22452,-5.78345,0.6875,0.323049,-6.20358,-5.86582,-5.74203,0.895833,0.6875,0.6875,8.89059,8.60718,8.89059,8.94878,14.674,14.5542,14.735,14.8332,5.03035,4.88392,5.04164,6.0879,12.1137,12.118,12.2616,12.8364,-9999,-9999
20060702,16.54,1.0,482.886,356.75,1.0,292.536,1.0,8.207,1.0,97.003,0.0,0.0,1.0,2.999,1.0,0.299963964583,1.0,-9999,0.0,665.76125,1.0,26.521668125,1.0,-9999,0.0,393.133333333,1.0,378.323,1.0,17.818,-0.287,0.026,1.0,0.0,0.0,39.02,1.0,-5.38215,1.0,98.7677,1.0,209.649,-9999,-9999,3.20825,15.1284,1.0,32.1123,-9999,-9999,2.66404,-6.58353,0.875,0.289145,-6.87559,-6.65201,-6.58002,1.0,0.895833,0.875,8.69465,8.44333,8.69465,8.71744,15.2782,15.2622,15.3293,15.4011,4.1204,3.99291,4.13782,4.96591,12.6798,12.6964,12.9044,13.3389,-9999,-9999
20060703,17.514,1.0,482.183,365.912,1.0,287.386,1.0,10.379,1.0,96.697,0.0,0.0,1.0,2.728,1.0,0.243907802083,1.0,-9999,0.0,691.478541667,1.0,27.12223875,1.0,-9999,0.0,396.364604167,1.0,373.009,1.0,17.893,-0.343,0.042,1.0,0.0,0.0,34.912,1.0,-3.06065,1.0,111.877,1.0,238.999,-9999,-9999,2.92249,0.412606,1.0,0.881439,-9999,-9999,2.57037,-5.90702,0.9375,0.287382,-6.2038,-6.11814,-5.96161,0.833333,0.854167,0.9375,8.7783,8.5146,8.74181,8.77894,14.6853,14.6237,14.7628,14.8803,4.31688,4.17921,4.31688,4.7336,12.3239,12.2891,12.5207,12.8717,-9999,-9999
20060704,19.061,1.0,481.42,351.535,1.0,315.432,1.0,8.324,1.0,96.544,0.0,0.0,1.0,2.81,1.0,0.26726740625,1.0,-9999,0.0,690.986458333,1.0,27.4884394375,1.0,-9999,0.0,409.28125,1.0,362.91,1.0,19.086,-0.389,0.002,1.0,0.0,0.0,31.153,1.0,6.66355,1.0,95.2279,1.0,204.177,-9999,-9999,3.07831,-1.94,1.0,-4.15952,-9999,-9999,3.51048,-6.04191,0.895833,0.290879,-6.33413,-6.20136,-6.02518,1.0,0.9375,0.895833,8.97556,8.72931,8.89915,8.97458,15.0175,14.793,14.9999,15.1557,4.55341,4.37629,4.50765,4.99683,12.3586,12.2954,12.4058,12.7539,-9999,-9999
20060705,19.923,1.0,480.598,355.328,1.0,302.949,1.0,10.259,1.0,96.429,0.0,0.0,1.0,2.992,1.0,0.295029391667,1.0,-9999,0.0,695.438333333,1.0,27.7956729167,1.0,-9999,0.0,411.490958333,1.0,367.244,1.0,19.455,-0.287,0.026,1.0,0.0,0.0,27.861,1.0,5.1054,1.0,115.169,1.0,247.832,-9999,-9999,3.26158,-19.8702,1.0,-42.7587,-9999,-9999,3.79339,-6.21225,0.791667,0.300457,-6.5086,-6.36236,-6.23369,0.729167,0.8125,0.8125,9.02435,8.85764,8.88946,9.02435,15.2366,15.2477,15.289,15.3551,4.75279,4.33393,4.67967,5.34311,12.4848,12.3243,12.4792,12.8346,-9999,-9999
20060706,21.099,1.0,479.717,286.184,1.0,354.436,1.0,8.523,1.0,96.262,0.0,1.19,1.0,2.142,0.979167,0.244228265957,0.979166666667,-9999,0.0,585.341875,1.0,22.7672154167,1.0,-9999,0.0,421.876395833,1.0,374.176,1.0,20.946,-0.343,0.042,1.0,0.0,0.0,25.124,1.0,11.3749,1.0,100.066,1.0,215.827,-9999,-9999,3.12223,-7.18086,1.0,-15.488,-9999,-9999,3.64664,-4.59636,0.9375,0.307355,-5.40185,-4.74097,-4.59636,0.833333,0.895833,0.9375,9.02983,8.85261,8.90971,9.02983,13.6262,13.5862,13.837,14.2617,5.10669,4.56962,5.05666,6.12626,10.1437,9.9023,10.2839,10.7469,-9999,-9999
20060707,19.593,1.0,478.776,256.474,1.0,368.41,1.0,5.101,1.0,96.103,0.0,0.0,1.0,1.519,1.0,0.178709966667,1.0,-9999,0.0,518.40875,1.0,21.2259859792,1.0,-9999,0.0,416.474270833,1.0,389.471,1.0,20.722,-0.389,0.002,1.0,0.0,0.0,23.607,1.0,4.43433,1.0,70.361,1.0,152.105,-9999,-9999,2.95216,18.9986,1.0,41.0708,-9999,-9999,3.23256,-3.05459,0.791667,0.284706,-3.88409,-3.43222,-3.25244,0.979167,0.916667,0.729167,8.47043,8.31393,8.35995,8.46976,11.525,11.7207,11.8677,12.0106,5.4304,4.90765,5.53419,6.5963,9.7475,9.51081,10.141,11.3837,-9999,-9999
20060708,17.74,1.0,477.778,138.409,1.0,383.379,1.0,2.452,1.0,96.283,0.0,1.1,1.0,1.95,0.979167,0.207243148936,0.979166666667,-9999,-9999,277.608333333,1.0,11.0595890208,1.0,-9999,-9999,407.099354167,1.0,400.426,1.0,19.426,-0.287,0.026,1.0,0.0,0.0,22.757,1.0,-0.269505,1.0,27.3857,1.0,59.1424,-9999,-9999,1.76136,13.4166,1.0,28.9746,-9999,-9999,2.73263,0.934267,0.854167,0.27718,0.441274,0.808291,0.904302,0.854167,0.833333,0.5625,7.86627,7.72411,7.78155,7.86723,6.932,6.84402,7.03288,7.35549,5.7109,5.19941,5.89185,6.70786,6.13668,5.9727,6.65154,7.45244,-9999,-9999
20060709,19.46,1.0,476.721,271.207,1.0,347.129,1.0,5.961,1.0,96.462,0.0,0.0,1.0,1.404,1.0,0.15742105,1.0,-9999,0.0,551.224583333,1.0,22.9134208333,1.0,-9999,0.0,413.537479167,1.0,382.29,1.0,19.812,-0.343,0.042,1.0,0.0,0.0,22.284,1.0,3.28957,1.0,71.9715,1.0,155.273,-9999,-9999,3.04723,23.686,1.0,51.1007,-9999,-9999,3.64339,-4.05243,0.895833,0.278648,-4.05243,-3.81436,-3.70966,0.895833,0.875,0.791667,7.90075,7.75935,7.8153,7.90075,11.9532,11.4775,11.5759,11.8668,6.2552,5.77359,6.26191,7.45124,10.7423,10.5134,11.0138,12.5193,-9999,-9999
20060710,20.765,1.0,475.607,304.722,1.0,341.722,1.0,8.584,1.0,96.765,0.0,0.0,1.0,1.8,1.0,0.203057710417,1.0,-9999,0.0,624.707708333,1.0,26.2436951458,1.0,-9999,0.0,417.567375,1.0,383.057,1.0,20.629,-0.389,0.002,1.0,0.0,0.0,21.134,1.0,5.06403,1.0,95.582,1.0,206.683,-9999,-9999,3.4131,25.8237,1.0,55.6565,-9999,-9999,4.12259,-4.8142,0.9375,0.382356,-4.88083,-4.77859,-4.70651,0.916667,0.916667,0.916667,7.85419,7.71034,7.79293,7.85557,12.6684,12.3944,12.5415,12.6823,6.78422,6.29503,6.79607,8.66324,11.7374,11.1045,11.7383,12.69,-9999,-9999
20060711,22.491,1.0,474.436,303.52,1.0,360.664,1.0,10.805,1.0,96.771,0.0,0.0,1.0,1.162,1.0,0.13993411875,1.0,-9999,0.0,628.906875,1.0,26.4351290271,1.0,-9999,0.0,426.593020833,1.0,387.375,1.0,21.296,-0.287,0.026,1.0,0.0,0.0,20.062,1.0,9.67127,1.0,105.338,1.0,227.477,-9999,-9999,3.44371,24.683,1.0,52.9852,-9999,-9999,3.43306,-2.02894,0.8125,0.434176,-2.98808,-2.61301,-2.07204,0.854167,0.833333,0.8125,7.84693,7.69855,7.81946,7.86697,9.87587,9.87587,10.4851,10.7946,7.35808,6.20535,7.36631,10.0543,11.4361,9.00877,11.1844,11.8519,-9999,-9999
20060712,20.539,1.0,473.208,255.949,1.0,361.408,1.0,6.467,1.0,96.844,0.0,0.0,1.0,1.449,1.0,0.167829379167,1.0,-9999,0.0,524.954791667,1.0,22.1491327083,1.0,-9999,0.0,420.5186875,1.0,403.97,1.0,21.22,-0.343,0.042,1.0,0.0,0.0,19.339,1.0,6.70613,1.0,71.6683,1.0,154.561,-9999,-9999,3.15262,35.3555,1.0,75.7933,-9999,-9999,4.19405,-3.51819,0.770833,0.496711,-3.53887,-3.36938,-3.01651,0.791667,0.833333,0.708333,7.2633,7.14141,7.23623,7.29685,10.7815,10.0943,10.5212,10.7907,7.61218,5.13357,7.60174,8.71939,10.7523,9.91619,10.6004,11.0116,-9999,-9999
20060713,22.078,1.0,471.924,280.891,1.0,364.132,1.0,9.402,1.0,96.641,0.0,0.0,1.0,1.071,1.0,0.14177195625,1.0,-9999,0.0,571.059166667,1.0,25.3027952083,1.0,-9999,0.0,428.1403125,1.0,402.891,1.0,21.842,-0.389,0.002,1.0,0.0,0.0,18.677,1.0,9.07436,1.0,88.8696,1.0,190.892,-9999,-9999,3.36949,23.0669,1.0,49.2509,-9999,-9999,3.22438,-2.54576,0.416667,0.443826,-3.17978,-3.02195,-2.47748,0.604167,0.583333,0.395833,7.21382,7.08344,7.2077,7.28411,9.75958,9.32833,9.80153,10.2682,8.18331,5.77037,7.89728,8.47856,11.0267,9.0554,10.2069,10.7922,-9999,-9999
20060714,17.152,1.0,470.584,159.078,1.0,348.663,1.0,4.512,1.0,96.907,0.0,0.18,1.0,2.441,1.0,0.26745763125,1.0,-9999,0.0,313.398125,1.0,14.9483301458,1.0,-9999,0.0,400.6166875,1.0,401.621,1.0,19.261,-0.287,0.026,1.0,0.0,0.0,17.909,1.0,-5.1162,1.0,36.3689,1.0,77.7567,-9999,-9999,2.22864,13.9273,1.0,29.5975,-9999,-9999,2.81591,-0.686697,0.8125,0.523932,-0.787203,-0.638991,-0.530422,0.645833,0.833333,0.6875,6.2217,6.1199,6.21582,6.23094,6.9084,6.64375,6.82455,7.01815,7.922,5.41523,7.53162,7.92846,8.45365,7.29375,8.20404,8.51994,-9999,-9999
20060715,15.076,1.0,469.19,288.686,1.0,304.216,1.0,6.964,1.0,97.335,0.0,0.0,1.0,1.352,1.0,0.158099839583,1.0,-9999,-9999,567.053958333,1.0,27.2586846458,1.0,-9999,-9999,389.9903125,1.0,388.908,1.0,17.387,-0.343,0.042,1.0,0.0,0.0,17.384,1.0,-2.61739,1.0,64.6761,1.0,137.48,-9999,-9999,3.02792,47.4477,0.979167,100.247,-9999,-9999,3.55546,-3.89215,0.895833,0.414649,-3.87967,-3.57108,-3.47791,0.895833,0.854167,0.8125,5.6541,5.55434,5.6553,5.69908,9.54625,9.11555,9.2346,9.45595,7.73255,5.87208,7.3992,7.73255,11.6413,10.8579,11.4185,11.6573,-9999,-9999
20060716,15.022,1.0,467.742,344.484,1.0,289.673,1.0,7.169,1.0,97.398,0.0,0.0,1.0,2.292,1.0,0.234948233333,1.0,-9999,0.0,686.273958333,1.0,34.0498833333,1.0,-9999,0.0,392.619479167,1.0,383.593,1.0,17.933,-0.389,0.002,1.0,0.0,0.0,17.005,1.0,0.672215,1.0,69.3443,1.0,146.547,-9999,-9999,3.18605,68.1285,1.0,143.101,-9999,-9999,3.82946,-3.66386,1.0,0.395058,-3.66386,-3.46879,-3.41321,1.0,0.979167,0.979167,5.41068,5.31683,5.41399,5.49387,9.07454,8.7757,8.92903,9.07103,6.81428,5.54658,6.791,7.47769,11.2254,10.7931,11.2254,11.8675,-9999,-9999
20060717,17.247,1.0,466.239,338.673,1.0,301.446,1.0,10.123,1.0,97.137,0.0,0.0,1.0,1.352,1.0,0.154507825,1.0,-9999,0.0,676.96625,1.0,35.6732264583,1.0,-9999,0.0,401.561083333,1.0,388.248,1.0,18.243,-0.287,0.026,1.0,0.0,0.0,16.607,1.0,4.68253,1.0,78.6691,1.0,165.509,-9999,-9999,3.28505,58.7479,1.0,122.841,-9999,-9999,3.4979,-3.01314,0.833333,0.342106,-3.29722,-2.99625,-2.87483,0.791667,0.875,0.729167,5.44555,5.36344,5.4466,5.57942,8.45869,8.3664,8.43607,8.68656,5.02021,4.55566,5.02021,7.73922,8.66571,8.62455,8.95242,9.64365,-9999,-9999
20060718,20.494,1.0,464.684,340.272,1.0,310.35,1.0,15.134,1.0,96.797,0.0,0.0,1.0,1.178,1.0,0.151121105625,1.0,-9999,0.0,680.833958333,1.0,38.8658466667,1.0,-9999,0.0,416.9625625,1.0,385.559,1.0,19.607,-0.343,0.042,1.0,0.0,0.0,16.231,1.0,9.81115,1.0,90.7193,1.0,190.215,-9999,-9999,3.92711,45.4052,1.0,94.6186,-9999,-9999,3.9633,-1.5428,0.75,0.282249,-1.5428,-1.32459,-1.03025,0.75,0.791667,0.770833,5.58473,5.5085,5.58407,5.76962,7.12753,6.59013,7.0077,7.26784,5.60944,3.94767,4.81779,7.32019,7.50084,6.57429,6.99757,7.85636,-9999,-9999
20060719,22.678,1.0,463.076,327.795,1.0,332.13,1.0,17.743,1.0,96.68,0.0,0.0,1.0,0.877,1.0,0.13436139375,1.0,-9999,0.0,663.421875,1.0,41.3429964583,1.0,-9999,0.0,427.0666875,1.0,396.128,1.0,20.825,-0.389,0.002,1.0,0.0,0.0,15.823,1.0,12.4915,1.0,96.3553,1.0,201.806,-9999,-9999,3.62581,45.2857,1.0,94.2635,-9999,-9999,3.74501,-1.25833,0.645833,0.280313,-1.32309,-1.14142,-1.07341,0.979167,0.666667,0.625,5.55456,5.4872,5.55456,5.80664,6.81289,6.54805,6.81916,7.16027,8.6319,3.69523,4.56325,8.6319,8.37011,5.64444,5.82555,8.37011,-9999,-9999
20060720,25.525,1.0,461.416,318.692,1.0,348.635,1.0,22.429,1.0,96.456,0.0,0.0,1.0,1.555,1.0,0.185289439583,1.0,-9999,0.0,641.090208333,1.0,44.7330354167,1.0,-9999,0.0,442.618708333,1.0,393.233,1.0,22.458,-0.287,0.026,1.0,0.0,0.0,15.445,1.0,17.775,1.0,94.5608,1.0,197.826,-9999,-9999,3.97863,30.704,1.0,63.8393,-9999,-9999,4.02754,-1.08048,0.75,0.265675,-1.27734,-1.17095,-1.04684,0.979167,0.6875,0.8125,5.57384,5.51472,5.57641,5.97686,6.65432,6.72294,6.85185,7.01942,9.44062,4.25687,4.92731,7.59272,8.2202,5.05131,5.53588,7.22358,-9999,-9999
20060721,23.348,1.0,459.704,278.781,1.0,360.259,1.0,13.916,1.0,96.491,0.0,0.66,1.0,1.858,1.0,0.233772475,1.0,-9999,0.0,567.665625,1.0,41.8927216667,1.0,-9999,0.0,435.550708333,1.0,400.461,1.0,22.727,-0.343,0.042,1.0,0.0,0.0,15.1,1.0,7.68041,1.0,70.2181,1.0,145.735,-9999,-9999,3.19399,52.2517,1.0,108.146,-9999,-9999,3.28276,-0.728073,0.729167,0.259566,-0.776397,-0.728073,-0.643258,0.625,0.729167,0.583333,5.05891,5.00463,5.06051,5.40804,5.78698,5.76396,5.83791,6.08609,7.3252,4.90868,5.39456,6.98667,6.56298,5.26542,5.49494,6.39741,-9999,-9999
20060722,22.4,1.0,457.942,321.544,1.0,331.056,1.0,15.29,1.0,96.412,0.0,0.0,1.0,1.32,1.0,0.162146520833,1.0,-9999,-9999,646.080625,1.0,51.3270514583,1.0,-9999,-9999,431.46525,1.0,398.505,1.0,22.374,-0.389,0.002,1.0,0.0,0.0,14.652,1.0,10.0516,1.0,69.5076,1.0,142.912,-9999,-9999,3.46464,71.3304,1.0,146.66,-9999,-9999,3.57752,-0.693529,0.583333,0.254416,-0.787872,-0.734707,-0.690093,0.666667,0.645833,0.583333,4.67221,4.62392,4.67339,5.05905,5.36574,5.34562,5.47773,5.83557,6.10123,5.12471,5.61384,6.39191,5.99186,5.53441,5.80473,6.53038,-9999,-9999
20060723,20.644,1.0,456.13,149.496,1.0,372.726,1.0,8.582,1.0,96.332,0.0,0.39,1.0,1.663,1.0,0.152697772917,1.0,-9999,0.0,309.947083333,1.0,24.82335625,1.0,-9999,0.0,420.650666667,1.0,391.349,1.0,21.212,-0.287,0.026,1.0,0.0,0.0,14.243,1.0,3.47248,1.0,35.0476,1.0,71.3638,-9999,-9999,2.49538,16.108,1.0,32.799,-9999,-9999,2.74833,0.972664,0.395833,0.252034,0.846791,0.928382,1.00061,0.229167,0.6875,0.270833,4.23557,4.19233,4.23557,4.65011,3.26291,3.26291,3.37347,3.66394,5.61423,4.30293,5.16619,7.16886,3.79424,3.04134,3.59561,4.72624,-9999,-9999
20060724,21.811,1.0,454.269,279.538,1.0,348.614,1.0,11.007,1.0,96.501,0.0,0.0,1.0,1.638,1.0,0.165010308333,1.0,-9999,0.0,564.563958333,1.0,48.2415014583,1.0,-9999,0.0,432.516666667,1.0,387.822,1.0,22.009,-0.343,0.042,1.0,0.0,0.0,14.126,1.0,9.194,1.0,49.3162,1.0,99.1384,-9999,-9999,3.15652,60.0671,1.0,120.75,-9999,-9999,4.39268,0.819525,0.75,0.241072,0.707814,0.77924,0.951255,0.791667,0.75,0.729167,4.05052,4.01655,4.05524,4.52232,3.231,3.16511,3.25432,3.87109,5.56751,3.87445,5.1527,7.78601,5.20187,4.48775,5.16137,6.9525,-9999,-9999
20060725,22.617,1.0,452.358,263.387,1.0,359.882,1.0,13.613,1.0,96.529,0.0,0.0,1.0,1.332,1.0,0.179062579167,1.0,-9999,0.0,529.552708333,1.0,46.1295158333,1.0,-9999,0.0,435.2888125,1.0,379.596,1.0,22.666,-0.389,0.002,1.0,0.0,0.0,13.937,1.0,11.4191,1.0,55.8786,1.0,110.47,-9999,-9999,3.29621,55.3483,1.0,109.421,-9999,-9999,3.95389,0.444955,0.9375,0.244946,0.233301,0.423186,0.498022,0.916667,0.9375,0.958333,3.83104,3.81555,3.85001,4.33916,3.38609,3.32871,3.58962,3.91702,5.76077,3.9506,5.18252,7.51473,4.80544,3.93868,4.94394,6.25674,-9999,-9999
20060726,23.552,1.0,450.4,231.879,1.0,366.538,1.0,15.42,1.0,96.37,0.0,0.0,1.0,1.467,1.0,0.158157014792,1.0,-9999,0.0,468.527083333,1.0,42.4881402083,1.0,-9999,0.0,439.831895833,1.0,381.186,1.0,23.105,-0.287,0.026,1.0,0.0,0.0,13.806,1.0,10.6592,1.0,55.1103,1.0,106.732,-9999,-9999,3.09139,43.7088,1.0,84.6508,-9999,-9999,3.70716,0.191166,0.979167,0.24469,0.128821,0.228638,0.347342,0.979167,1.0,1.0,3.60987,3.60638,3.68505,4.12609,3.4187,3.32765,3.50611,3.92328,4.50346,3.05021,4.32092,6.71185,3.4851,2.66945,3.9179,5.03506,-9999,-9999
20060727,24.187,1.0,448.395,291.299,1.0,350.931,1.0,18.029,1.0,96.187,0.0,0.0,1.0,1.295,1.0,0.165362558333,1.0,-9999,0.0,589.898541667,1.0,56.7545916667,1.0,-9999,0.0,448.47575,1.0,384.445,1.0,23.859,-0.343,0.042,1.0,0.0,0.0,13.699,1.0,12.737,1.0,58.6656,1.0,111.256,-9999,-9999,3.1324,59.2323,1.0,112.33,-9999,-9999,4.0023,0.289595,0.9375,0.237846,0.165301,0.336731,0.459694,0.9375,1.0,0.979167,3.35177,3.34817,3.49,3.87153,3.06218,3.06368,3.27387,3.48075,1.69032,1.4597,2.12845,5.77918,1.55495,1.56664,2.13485,4.01365,-9999,-9999
20060728,21.264,1.0,446.342,169.571,1.0,375.519,1.0,11.18,1.0,95.795,0.0,1.28,1.0,1.506,1.0,0.156699676087,0.958333333333,-9999,0.0,349.7575,1.0,34.5740825625,1.0,-9999,0.0,430.540916667,1.0,391.957,1.0,22.687,-0.389,0.002,1.0,0.0,0.0,13.453,1.0,2.82088,1.0,36.1017,1.0,67.0112,-9999,-9999,2.29589,35.8575,1.0,66.5579,-9999,-9999,2.89582,0.923621,1.0,0.235489,0.902669,0.957834,1.04253,1.0,0.979167,1.0,2.88609,2.8849,3.08492,3.38801,1.96247,1.96217,2.06445,2.33144,1.7436,1.19944,1.91921,4.44842,0.935676,0.873415,1.06174,2.33613,-9999,-9999
20060729,18.864,1.0,444.244,146.343,1.0,368.834,1.0,4.41,1.0,95.509,0.0,0.56,1.0,1.615,1.0,0.18106628125,1.0,-9999,-9999,298.859791667,1.0,25.8763920833,1.0,-9999,-9999,413.566645833,1.0,397.215,1.0,20.777,-0.287,0.026,1.0,0.0,0.0,13.303,1.0,-4.94596,1.0,25.8927,1.0,47.0595,-9999,-9999,2.06791,37.4365,1.0,68.0401,-9999,-9999,3.24249,1.47909,0.979167,0.238054,1.4721,1.48091,1.54292,1.0,1.0,0.979167,2.47366,2.4735,2.73205,2.95482,0.99457,0.994705,1.19423,1.4624,4.66908,2.62942,3.28481,4.31225,2.68085,1.59875,1.91141,2.55924,-9999,-9999
20060730,21.423,1.0,442.1,269.078,1.0,344.649,1.0,11.956,1.0,95.864,0.0,0.0,1.0,1.886,1.0,0.210291166667,1.0,-9999,0.0,546.049583333,1.0,47.0272839583,1.0,-9999,0.0,433.175729167,1.0,391.096,1.0,21.543,-0.343,0.042,1.0,0.0,0.0,13.232,1.0,4.66639,1.0,39.7268,1.0,70.7582,-9999,-9999,2.72959,86.4525,1.0,153.982,-9999,-9999,4.87382,1.44674,0.895833,0.241297,1.4183,1.45593,1.5514,0.895833,0.916667,0.958333,2.39855,2.40477,2.64707,2.95782,0.95181,0.926038,1.09244,1.56711,5.42476,2.71954,3.72729,4.11818,3.27491,1.64916,2.29681,2.5746,-9999,-9999
20060731,19.475,1.0,439.912,204.798,1.0,369.363,1.0,6.633,1.0,95.914,0.0,2.03,1.0,2.52,1.0,0.30089910625,1.0,-9999,0.0,423.25375,1.0,36.55536125,1.0,-9999,0.0,423.9465,1.0,384.51,1.0,21.857,-0.389,0.002,1.0,0.0,0.0,13.268,1.0,0.753715,1.0,24.2236,1.0,42.0951,-9999,-9999,2.45794,72.2558,1.0,125.564,-9999,-9999,4.306,2.62401,1.0,0.237946,2.59903,2.62004,2.698,1.0,1.0,1.0,2.26456,2.28392,2.41216,2.67622,-0.359457,-0.379617,-0.303555,0.0660366,3.48916,2.28663,2.96838,3.18062,1.68072,1.07254,1.42079,1.52788,-9999,-9999
