TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20030101,0.242,1.0,185.416,73.618,1.0,281.149,1.0,1.848,1.0,97.512,1.0,0.0,1.0,5.391,1.0,0.349416666667,1.0,11.0202291667,1.0,141.5195,1.0,-9999,0.0,15.0434583333,1.0,322.294354167,1.0,382.656,1.0,2.477,1.0,36.818,1.0,-24.2743,1.0,20.3098,1.0,29.1961,-9999,-9999,1.24973,-0.665745,1.0,-0.943126,-9999,-9999,1.77566,-0.376558,1.0,0.117797,-0.547228,-0.376558,-0.366833,1.0,1.0,1.0,0.064671,1.03772e-06,0.0968255,0.154581,0.473604,0.479336,0.504685,0.546584,0.0325083,0.0320375,0.176439,0.668955,1.2036,0.821259,0.99731,1.14445,-9999,-9999
20030102,1.229,1.0,186.036,79.87,1.0,278.574,1.0,1.806,1.0,98.6,1.0,0.0,1.0,3.503,0.875,0.225545454545,0.916666666667,7.32166666667,1.0,153.545854167,1.0,-9999,0.0,20.7143333333,1.0,321.561416667,1.0,381.944,1.0,2.789,1.0,36.727,1.0,-15.6938,1.0,17.2043,1.0,24.8218,-9999,-9999,1.52235,-0.714721,1.0,-1.00877,-9999,-9999,2.1934,-0.853649,0.979167,0.132874,-1.02255,-0.853649,-0.834262,1.0,0.979167,0.979167,0.0677977,1.03772e-06,0.101562,0.162467,0.95542,0.956136,0.984994,1.02109,0.0398928,0.0393151,0.216518,0.68388,1.31263,0.892991,1.08729,1.24117,-9999,-9999
20030103,3.621,1.0,186.714,134.118,1.0,284.566,1.0,2.113,1.0,98.487,1.0,0.1,1.0,3.289,0.854167,0.166365853659,0.854166666667,24.9147916667,1.0,257.894229167,1.0,-9999,0.0,29.7269791667,1.0,335.873208333,1.0,380.857,1.0,3.267,1.0,36.451,1.0,-9.44448,1.0,16.3461,1.0,23.6348,-9999,-9999,1.35656,-2.71132,1.0,-3.81832,-9999,-9999,2.09237,-0.8329,0.895833,0.132174,-1.27029,-0.86922,-0.8329,0.9375,0.9375,0.895833,0.0754453,1.03772e-06,0.113172,0.181931,0.946243,1.02522,1.03911,1.18758,0.141254,0.135151,0.375488,0.738743,1.71242,1.3066,1.36699,1.53819,-9999,-9999
20030104,7.347,1.0,187.45,136.739,1.0,280.599,1.0,3.956,1.0,98.129,1.0,0.0,1.0,3.613,0.958333,0.197208333333,1.0,30.4841666667,1.0,262.8913125,1.0,-9999,0.0,27.6505625,1.0,350.318833333,1.0,379.411,1.0,5.332,1.0,36.601,1.0,-3.20085,1.0,23.1086,1.0,32.2539,26.7115,35.125,1.32577,-3.84763,1.0,-5.37034,-5.84839,-4.44752,1.99464,-1.32723,1.0,0.160415,-1.3571,-1.32891,-1.31744,1.0,1.0,1.0,0.0841903,1.03772e-06,0.128503,0.187297,1.45589,1.34074,1.45589,1.54483,0.404302,0.311646,0.430976,0.93468,1.72399,1.33469,1.46706,1.5213,-9999,-9999
20030105,4.495,1.0,188.243,68.443,1.0,297.188,1.0,2.465,1.0,98.502,1.0,0.0,1.0,2.39,0.854167,0.126086956522,0.958333333333,10.1148541667,1.0,131.5595,1.0,-9999,0.0,12.8261041667,1.0,340.245375,1.0,382.563,1.0,4.659,1.0,36.185,1.0,-10.8881,1.0,12.8028,1.0,18.672,14.799,19.4603,1.09135,-3.77159,1.0,-5.26421,-5.73282,-4.35963,1.8565,-0.806612,0.916667,0.142002,-0.99309,-0.832646,-0.812237,0.9375,0.916667,0.9375,0.0555596,1.03772e-06,0.0858434,0.118133,0.893161,0.934855,0.971351,1.01273,0.25885,0.185088,0.25885,0.721868,1.24817,0.882354,1.03603,1.15055,-9999,-9999
20030106,0.063,1.0,189.091,27.704,1.0,291.189,1.0,1.138,1.0,99.844,1.0,0.0,1.0,3.49,0.708333,0.227558139535,0.895833333333,-10.3215625,1.0,53.2240208333,1.0,-9999,0.0,6.25085416667,1.0,324.377583333,1.0,381.772,1.0,3.153,1.0,35.773,1.0,-24.6922,1.0,10.374,1.0,15.1297,11.9914,15.7684,0.99291,2.05829,1.0,3.00187,2.3792,3.12859,1.69136,-0.171933,1.0,0.125324,-0.361277,-0.171933,-0.145971,1.0,1.0,1.0,0.0280723,1.03772e-06,0.0425931,0.0581737,0.215608,0.203872,0.21887,0.358657,0.0806628,0.057061,0.167132,0.337916,0.782431,0.52924,0.55385,0.777563,-9999,-9999
20030107,4.09,1.0,189.997,136.625,1.0,288.009,1.0,2.461,1.0,99.231,1.0,0.0,1.0,3.617,0.979167,0.217541666667,1.0,25.1557083333,1.0,262.690479167,1.0,-9999,-9999,28.404125,1.0,340.639666667,1.0,376.785,1.0,3.712,1.0,35.633,1.0,-8.03981,1.0,18.4482,1.0,26.9054,21.3245,28.0412,1.37927,-2.68426,1.0,-3.74657,-4.04052,-2.9482,2.12398,-0.739542,0.916667,0.158104,-1.03653,-0.789609,-0.739093,0.916667,0.9375,0.916667,0.0104337,0.00168853,0.0144261,0.0197479,0.755785,0.755337,0.808168,1.0245,0.118569,0.0791827,0.220778,0.756046,1.30517,1.13904,1.19882,1.35385,-9999,-9999
20030108,9.176,1.0,190.958,137.454,1.0,287.227,1.0,4.306,1.0,97.919,1.0,0.0,1.0,3.901,0.916667,0.182104166667,1.0,28.9781458333,1.0,264.28125,1.0,-9999,0.0,29.2550625,1.0,359.571625,1.0,377.482,1.0,6.28,1.0,35.93,1.0,1.92206,1.0,21.8952,1.0,31.9327,25.309,33.2808,1.37815,-13.6964,1.0,-19.1168,-20.6166,-15.0431,2.0022,-1.14779,0.979167,0.174632,-1.21198,-1.13324,-1.04361,1.0,0.979167,0.979167,0.0723857,0.0646843,0.0705869,0.082207,1.22478,1.10304,1.17184,1.24721,0.102135,0.0875344,0.235254,0.94446,1.23576,1.04921,1.10127,1.35135,-9999,-9999
20030109,5.504,1.0,191.975,134.664,1.0,271.626,1.0,4.204,1.0,97.892,1.0,0.0,1.0,5.952,0.854167,0.367208333333,1.0,24.9679166667,1.0,258.911145833,1.0,-9999,0.0,28.91625,1.0,342.387583333,1.0,379.719,1.0,5.618,1.0,35.366,1.0,-19.3374,1.0,33.4925,1.0,48.8465,38.7145,50.9086,1.65584,-4.34424,1.0,-6.06348,-6.53922,-4.77139,1.98985,-0.793297,1.0,0.169601,-0.878992,-0.831651,-0.811702,1.0,1.0,1.0,0.18265,0.155657,0.18265,0.19115,0.987269,0.987269,1.02274,1.03503,0.0808391,0.0928594,0.214711,0.736286,1.14452,1.01115,1.05591,1.30301,-9999,-9999
20030110,-1.55,1.0,193.046,139.714,1.0,233.231,1.0,2.212,1.0,99.135,1.0,0.0,1.0,3.247,1.0,0.2026875,1.0,20.556875,1.0,268.626708333,1.0,-9999,0.0,31.0099166667,1.0,316.699583333,1.0,382.427,1.0,2.531,1.0,34.201,1.0,-28.364,1.0,22.3296,1.0,32.5662,25.1628,33.941,1.48219,22.958,1.0,33.4826,25.8709,34.8961,2.66848,-0.329939,1.0,0.169749,-0.409511,-0.363941,-0.308087,1.0,1.0,1.0,0.226509,0.215203,0.230148,0.24608,0.570001,0.52055,0.572729,0.640128,0.0622158,0.0704401,0.138372,0.250867,1.11168,1.06564,1.12097,1.33259,-9999,-9999
20030111,-1.92,1.0,194.173,121.143,1.0,254.13,1.0,2.656,1.0,99.333,1.0,0.0,1.0,1.915,0.666667,0.105166666667,1.0,29.2464166667,1.0,232.914895833,1.0,-9999,0.0,25.437625,1.0,315.8831875,1.0,385.768,1.0,1.743,1.0,32.555,1.0,-22.4699,1.0,17.0419,1.0,24.8545,19.2042,25.9037,1.24128,16.5031,1.0,24.0686,18.597,25.0847,2.74182,0.159765,1.0,0.179653,-0.139261,0.0966423,0.369305,1.0,1.0,1.0,0.31374,0.306253,0.326256,0.3426,0.172728,-0.0334873,0.172728,0.460631,0.0737029,0.0837951,0.170577,0.340884,1.0126,0.975636,1.04683,1.27124,-9999,-9999
20030112,1.424,1.0,195.352,84.997,1.0,288.011,1.0,2.233,1.0,99.263,1.0,0.0,1.0,3.73,1.0,0.2096875,1.0,17.0676458333,1.0,163.415854167,1.0,-9999,0.0,18.3634583333,1.0,330.463375,1.0,380.426,1.0,2.746,1.0,32.784,1.0,-11.3898,1.0,16.0441,1.0,23.3993,18.0798,24.3871,1.43624,3.46823,1.0,5.05818,3.90829,5.27171,2.0631,-0.752996,1.0,0.172065,-0.769398,-0.748958,-0.697355,1.0,1.0,1.0,0.473349,0.429727,0.488388,0.503339,1.25513,1.14386,1.20114,1.23804,0.118639,0.133707,0.268582,0.763838,0.820889,0.766715,0.837767,1.03689,-9999,-9999
20030113,3.784,1.0,196.587,100.271,1.0,292.309,1.0,1.218,1.0,98.865,1.0,0.0,1.0,5.092,0.979167,0.283145833333,1.0,21.8716666667,1.0,192.819958333,1.0,-9999,0.0,21.7454791667,1.0,341.204395833,1.0,373.491,1.0,3.925,1.0,33.015,1.0,-4.36196,1.0,12.0413,1.0,17.5615,13.5692,18.3028,1.91046,5.3866,1.0,7.85599,6.07007,8.18764,2.24888,-1.27155,0.979167,0.185525,-1.49484,-1.26689,-1.16096,1.0,0.979167,0.958333,0.643624,0.523728,0.646863,0.707238,1.95481,1.81862,1.91051,1.93288,0.169029,0.181218,0.44356,0.872672,0.787702,0.755195,0.828824,1.01629,-9999,-9999
20030114,0.468,1.0,197.873,137.495,1.0,267.056,1.0,2.003,1.0,99.402,1.0,0.0,1.0,3.777,0.979167,0.244,1.0,30.76625,1.0,264.3765,1.0,-9999,-9999,29.4372083333,1.0,327.375708333,1.0,379.334,1.0,3.564,1.0,33.273,1.0,-17.8889,1.0,21.6562,1.0,31.5841,23.7856,32.9174,1.19185,22.6431,1.0,33.0235,24.8696,34.4176,2.60411,-0.984691,1.0,0.172766,-1.01415,-0.995046,-0.930931,1.0,1.0,1.0,0.571791,0.410683,0.596201,0.689569,1.59762,1.4227,1.55024,1.59762,0.0861112,0.0947949,0.225666,0.666704,0.820302,0.815761,0.878157,1.09249,-9999,-9999
20030115,-0.382,1.0,199.212,36.728,1.0,305.686,1.0,1.263,1.0,98.775,1.0,2.6,1.0,4.387,0.958333,0.287291666667,1.0,6.09470833333,1.0,70.61175,1.0,-9999,0.0,7.135875,1.0,322.420770833,1.0,384.056,1.0,1.755,1.0,32.658,1.0,-17.6835,1.0,9.44822,1.0,10.647,10.2062,14.222,1.40802,3.584,1.0,4.03875,3.87154,5.39486,2.57811,-0.00631603,1.0,0.130779,-0.129057,-0.028323,0.0374094,1.0,1.0,1.0,0.482929,0.287155,0.500671,0.680253,0.52008,0.422841,0.508365,0.623076,0.0740109,0.0791124,0.188371,0.776058,0.475718,0.398177,0.468005,0.593826,-9999,-9999
20030116,-3.857,1.0,200.603,105.588,1.0,253.437,1.0,1.215,1.0,99.521,1.0,0.1,1.0,7.838,1.0,0.600520833333,1.0,20.6748333333,1.0,202.978958333,1.0,-9999,0.0,23.1683541667,1.0,309.407145833,1.0,382.119,1.0,0.902,1.0,30.627,1.0,-25.73,1.0,25.2573,1.0,36.8361,27.2837,38.3912,1.30628,58.6898,1.0,85.595,63.3984,89.2085,3.2169,2.06367,1.0,0.205154,1.99383,2.05868,2.1387,1.0,1.0,1.0,0.3913,0.218863,0.392624,0.557141,-1.66048,-1.77485,-1.67822,-1.58156,0.0298851,0.0318166,0.145088,0.594187,0.609056,0.586245,0.646699,0.830714,-9999,-9999
20030117,-4.256,1.0,202.044,149.006,1.0,217.045,1.0,1.72,1.0,99.667,1.0,0.0,1.0,2.899,0.8125,0.170891304348,0.958333333333,22.7496041667,1.0,286.507625,1.0,-9999,0.0,33.3498958333,1.0,307.774708333,1.0,382.085,1.0,-0.035,1.0,26.028,1.0,-23.796,1.0,17.055,1.0,21.2771,18.4233,25.6723,1.2931,24.2497,1.0,30.2529,26.1953,36.5022,3.08715,0.796823,1.0,0.147138,0.212482,0.792864,1.02147,1.0,1.0,0.979167,0.387749,0.234109,0.388319,0.536783,-0.400487,-0.467947,-0.400487,-0.0416379,0.0262769,0.0271734,0.160885,0.631748,0.591471,0.60299,0.657841,0.903627,-9999,-9999
20030118,0.705,1.0,203.536,149.543,1.0,246.37,1.0,2.827,1.0,98.817,1.0,0.0,1.0,4.219,0.958333,0.25925,1.0,32.2258333333,1.0,287.541104167,1.0,-9999,0.0,33.0796041667,1.0,323.5690625,1.0,378.526,1.0,0.406,1.0,27.091,1.0,-18.592,1.0,15.6017,1.0,19.464,17.1358,23.4847,1.607,15.0356,1.0,18.7577,16.5139,22.6325,2.57737,-0.237597,1.0,0.158322,-0.333252,-0.253972,-0.194027,1.0,1.0,0.979167,0.510407,0.279698,0.511177,0.699961,0.756382,0.612951,0.748535,0.88536,0.0599559,0.0600791,0.282833,0.797186,0.508275,0.522882,0.58179,0.832645,-9999,-9999
20030119,5.73,1.0,205.078,151.29,1.0,268.108,1.0,4.662,1.0,98.34,1.0,0.0,1.0,4.801,0.979167,0.241479166667,1.0,33.8036458333,1.0,290.895791667,1.0,-9999,0.0,32.41325,1.0,344.682291667,1.0,376.666,1.0,2.464,1.0,29.607,1.0,-3.61231,1.0,18.374,1.0,20.7054,18.3318,26.7973,1.41639,-15.0407,1.0,-16.9491,-21.9359,-15.0061,2.70011,-0.637331,0.75,0.121436,-0.963862,-0.687644,-0.525798,0.979167,0.791667,0.708333,0.641261,0.324999,0.642126,0.866237,1.28523,1.27961,1.31109,1.34096,0.136556,0.130331,0.33072,1.38981,0.437228,0.453442,0.500611,0.797422,-9999,-9999
20030120,8.08,1.0,206.668,151.483,1.0,275.402,1.0,4.797,1.0,97.652,1.0,0.0,1.0,3.427,0.583333,0.159906976744,0.895833333333,37.8730625,1.0,291.258729167,1.0,-9999,0.0,32.1632916667,1.0,352.254604167,1.0,377.691,1.0,4.959,1.0,30.588,1.0,0.539479,1.0,18.554,1.0,20.9082,18.5113,27.9287,1.22054,-1.552,1.0,-1.7046,-1.9362,-1.23091,2.47117,-0.530094,0.666667,0.116374,-1.02242,-0.553782,-0.527252,0.770833,0.645833,0.5625,0.707194,0.358862,0.707194,0.92812,1.23997,1.24775,1.38045,1.48024,0.152813,0.136838,0.363961,1.93528,0.354864,0.374111,0.406424,0.772949,-9999,-9999
20030121,-0.882,1.0,208.306,151.789,1.0,241.105,1.0,2.423,1.0,98.458,1.0,0.0,1.0,6.048,1.0,0.428,1.0,29.4956666667,1.0,291.839791667,1.0,-9999,-9999,34.0753541667,1.0,321.295270833,1.0,380.241,1.0,2.704,1.0,29.934,1.0,-22.5317,1.0,22.3774,1.0,24.5777,17.7478,27.9171,1.51061,29.7699,1.0,32.6971,23.6109,37.1396,3.26105,-0.236102,1.0,0.181375,-0.244279,-0.237095,-0.185664,1.0,1.0,1.0,0.511838,0.376947,0.51393,0.633525,0.753635,0.621226,0.751025,0.814994,0.0258528,0.0234664,0.290377,0.805916,0.278005,0.297442,0.318794,0.684715,-9999,-9999
20030122,-5.854,1.0,209.993,105.831,1.0,241.144,1.0,1.82,1.0,99.533,1.0,0.0,1.0,6.379,1.0,0.424458333333,1.0,17.5972708333,1.0,203.455395833,1.0,-9999,0.0,22.8719166667,1.0,302.508666667,1.0,384.544,1.0,0.37,1.0,26.851,1.0,-24.96,1.0,15.1403,1.0,15.1054,12.0079,18.8883,1.15573,47.794,1.0,47.684,37.906,59.6256,3.44734,1.24139,1.0,0.176012,1.12045,1.2334,1.40407,1.0,1.0,1.0,0.438107,0.428096,0.457723,0.513192,-0.787555,-0.869378,-0.796774,-0.758503,0.00698475,0.00620138,0.146354,0.71682,0.175553,0.161523,0.186806,0.508926,-9999,-9999
20030123,-11.152,1.0,211.725,108.853,1.0,225.063,1.0,1.177,1.0,100.331,1.0,0.0,1.0,3.924,0.875,0.262022222222,0.9375,17.0652708333,1.0,209.277270833,1.0,-9999,0.0,22.1271458333,1.0,286.468416667,1.0,383.208,1.0,-1.147,1.0,23.01,1.0,-39.8003,1.0,11.4854,1.0,12.9427,11.3479,17.6914,0.902924,25.4323,1.0,28.6592,25.1278,39.1742,2.36807,-0.00281547,1.0,0.121156,-0.0370296,0.00650077,0.0882749,1.0,1.0,1.0,0.331968,0.324932,0.344889,0.382724,0.347091,0.275461,0.359039,0.434747,0.00927159,0.00927159,0.0632353,0.202969,0.108167,0.0946427,0.125498,0.539826,-9999,-9999
20030124,-5.712,1.0,213.504,79.332,1.0,260.63,1.0,2.215,1.0,99.506,1.0,0.0,1.0,4.833,1.0,0.26125,1.0,15.4075833333,1.0,152.520083333,1.0,-9999,0.0,15.88575,1.0,302.596416667,1.0,383.661,1.0,-1.279,1.0,23.21,1.0,-25.6938,1.0,8.55551,1.0,9.2944,8.45308,10.6735,0.751654,24.39,1.0,26.4965,24.098,30.4279,2.32349,0.581746,1.0,0.113637,0.476317,0.581746,0.607723,1.0,1.0,0.979167,0.468577,0.466579,0.473881,0.502526,-0.108089,-0.119575,-0.103743,0.0196955,0.153874,0.145663,0.195022,0.90423,0.033275,0.0236131,0.0389629,0.417116,-9999,-9999
20030125,1.043,1.0,215.327,132.126,1.0,270.571,1.0,3.2,1.0,98.877,1.0,0.0,1.0,4.148,0.9375,0.198553191489,0.979166666667,40.5561875,1.0,254.036166667,1.0,-9999,0.0,27.6072916667,1.0,325.911541667,1.0,384.632,1.0,-0.422,1.0,25.325,1.0,-9.31577,1.0,6.00471,1.0,6.5233,5.93282,9.24926,1.14103,22.7366,1.0,24.7002,22.4644,35.0219,2.58825,0.545274,1.0,0.191557,0.33681,0.459096,0.50213,0.9375,1.0,1.0,0.58166,0.552711,0.583072,0.60547,0.0454002,0.0489975,0.106757,0.293864,0.875436,0.840339,0.987905,2.97922,0.0431392,0.030973,0.0409369,0.58906,-9999,-9999
20030126,-4.755,1.0,217.193,155.242,1.0,241.878,1.0,1.633,1.0,99.642,1.0,0.0,1.0,4.757,1.0,0.304354166667,1.0,42.6089791667,1.0,298.48525,1.0,-9999,0.0,34.10675,1.0,309.413520833,1.0,382.165,1.0,-0.27,1.0,25.296,1.0,-8.75469,1.0,10.5154,1.0,11.4236,10.3895,16.1972,0.825769,54.2467,1.0,58.9317,53.5973,83.5581,2.97845,0.787394,1.0,0.114473,0.685679,0.779814,0.955063,1.0,1.0,1.0,0.358876,0.342803,0.358876,0.387495,-0.422574,-0.593235,-0.415812,-0.294499,0.336037,0.331276,0.406946,1.07594,0.148311,0.106638,0.142269,0.66146,-9999,-9999
20030127,-0.348,1.0,219.104,142.434,1.0,258.855,1.0,1.974,1.0,98.665,1.0,0.0,1.0,5.704,1.0,0.308416666667,1.0,35.7945208333,1.0,273.8686875,1.0,-9999,0.0,31.704375,1.0,322.581020833,1.0,381.156,1.0,-0.365,1.0,25.592,1.0,-13.851,1.0,5.73935,1.0,5.72615,5.27835,7.16016,1.12321,22.4038,1.0,22.3523,20.6043,27.95,2.24352,0.443337,1.0,0.179485,0.196468,0.380275,0.554428,1.0,1.0,1.0,0.363556,0.325196,0.363556,0.379152,-0.0711195,-0.161481,-0.0171971,0.118938,1.70929,1.28077,1.6862,3.46693,0.234436,0.168378,0.222827,0.677262,-9999,-9999
20030128,8.328,1.0,221.057,151.693,1.0,290.089,1.0,3.513,1.0,97.767,1.0,0.0,1.0,6.162,1.0,0.354979166667,1.0,36.99375,1.0,291.677229167,1.0,-9999,-9999,31.8525416667,1.0,360.396541667,1.0,371.619,1.0,3.348,1.0,28.559,1.0,15.0121,1.0,7.87965,1.0,8.56017,7.24673,9.83029,1.05335,-6.07096,1.0,-6.05699,-7.57385,-5.58332,2.72538,-0.168915,0.979167,0.111533,-0.30341,-0.0816544,-0.0102147,0.979167,0.979167,0.979167,0.4014,0.321788,0.377763,0.414734,0.583649,0.320022,0.483532,0.75811,6.26479,1.62444,6.1948,11.2032,0.335444,0.241169,0.321623,0.710728,-9999,-9999
20030129,1.695,1.0,223.051,105.642,1.0,288.701,1.0,1.45,1.0,99.042,1.0,0.0,1.0,4.538,0.854167,0.280681818182,0.916666666667,28.5253125,1.0,203.123729167,1.0,-9999,0.0,22.7544791667,1.0,332.957229167,1.0,375.173,1.0,3.707,1.0,28.427,1.0,-7.875,1.0,12.3355,1.0,15.0904,11.3447,17.9409,0.986639,24.5059,1.0,29.9789,22.5375,35.6416,2.3387,-0.765288,1.0,0.176459,-0.891157,-0.771202,-0.400255,1.0,1.0,1.0,0.220937,0.179753,0.219482,0.228503,0.993942,0.663014,0.992925,1.10242,2.45818,1.51485,2.43862,3.95478,0.339997,0.243477,0.315713,0.619702,-9999,-9999
20030130,2.401,1.0,225.085,142.654,1.0,289.777,1.0,2.156,1.0,98.483,1.0,0.0,1.0,4.725,0.833333,0.275888888889,0.9375,37.5839583333,1.0,274.313020833,1.0,-9999,0.0,32.9004583333,1.0,335.855666667,1.0,375.711,1.0,3.079,1.0,28.057,1.0,-6.06462,1.0,13.8858,1.0,16.9869,13.7195,20.1956,1.38622,14.0191,1.0,17.15,13.8512,20.3894,2.44805,-0.751908,0.979167,0.198546,-1.03286,-0.916796,-0.436241,0.979167,0.979167,0.979167,0.132746,0.104444,0.129076,0.138211,0.890119,0.580279,0.919169,1.12367,4.24989,1.61526,4.22782,6.18096,0.514836,0.369751,0.489071,0.755137,-9999,-9999
20030131,6.781,1.0,227.158,167.547,1.0,282.385,1.0,4.346,1.0,98.444,1.0,0.0,1.0,4.156,0.8125,0.240659574468,0.979166666667,43.5746875,1.0,322.174041667,1.0,-9999,0.0,36.8544583333,1.0,350.292479167,1.0,371.382,1.0,5.131,1.0,28.28,1.0,-1.21483,1.0,17.9101,1.0,19.4569,16.4715,22.3438,1.27439,23.3187,1.0,25.3327,21.4457,29.0914,2.52717,-0.254462,1.0,0.120336,-0.287666,-0.275938,-0.257302,1.0,1.0,1.0,0.0547509,0.0394426,0.0471447,0.0582673,0.313029,0.305635,0.323716,0.342977,8.24057,2.00206,8.16228,11.2542,0.668729,0.481175,0.644093,0.845488,-9999,-9999
20030201,11.519,1.0,229.269,122.297,1.0,308.684,1.0,8.189,1.0,97.694,1.0,0.0,1.0,5.87,0.979167,0.300446808511,0.979166666667,24.7425208333,1.0,235.128354167,1.0,-9999,0.0,25.79075,1.0,371.142520833,1.0,370.86,1.0,6.425,1.0,28.296,1.0,6.22358,1.0,19.2745,1.0,20.9392,17.7264,23.5792,1.26172,-18.8464,1.0,-20.4741,-23.0554,-17.3326,2.42874,-0.989602,1.0,0.123449,-1.03869,-1.00034,-0.981967,1.0,1.0,1.0,4.16819e-05,1.03772e-06,0.000124722,0.0020842,0.989727,0.981353,0.999432,1.0437,18.3693,2.46788,18.1374,23.6037,0.638774,0.457708,0.594044,0.75566,-9999,-9999
20030202,14.771,1.0,231.418,121.075,1.0,322.915,1.0,9.231,1.0,96.554,1.0,0.0,1.0,7.875,0.958333,0.3868125,1.0,21.1042708333,1.0,232.773020833,1.0,-9999,0.0,25.7232916667,1.0,389.466375,1.0,370.215,1.0,9.244,1.0,28.312,1.0,11.6733,1.0,19.8379,1.0,23.5687,18.2445,27.1853,1.20067,-30.2411,1.0,-32.8528,-41.4414,-27.812,2.54439,-1.4831,1.0,0.133481,-1.47848,-1.45699,-1.44047,1.0,1.0,1.0,1.03772e-06,1.03772e-06,1.03772e-06,1.03772e-06,1.4831,1.44047,1.45914,1.47848,25.3616,2.91349,24.9928,30.8454,0.714715,0.512269,0.665583,0.763953,-9999,-9999
20030203,2.966,1.0,233.603,73.489,1.0,298.27,1.0,2.204,1.0,97.579,1.0,0.0,1.0,7.0,1.0,0.504625,1.0,9.75729166667,1.0,141.2725,1.0,-9999,0.0,15.5855208333,1.0,339.196729167,1.0,376.822,1.0,6.599,1.0,27.386,1.0,-16.7154,1.0,10.7309,1.0,13.1274,10.6024,14.7052,1.02164,18.0539,1.0,22.086,17.8378,24.7406,2.67672,0.241532,1.0,0.123438,0.202763,0.223625,0.275371,1.0,1.0,1.0,9.72867e-07,9.72867e-07,9.72867e-07,1.03772e-06,-0.241531,-0.276313,-0.227002,-0.182135,5.70234,2.64949,5.61217,6.76072,0.581449,0.414061,0.506734,0.599979,-9999,-9999
20030204,-1.27,1.0,235.823,152.577,1.0,252.558,1.0,2.146,1.0,98.708,1.0,0.0,1.0,2.277,0.708333,0.146717391304,0.958333333333,36.18875,1.0,293.379791667,1.0,-9999,-9999,33.3188125,1.0,322.658041667,1.0,378.317,1.0,3.958,1.0,26.53,1.0,-17.5891,1.0,19.4546,1.0,23.7994,19.2217,26.66,1.15114,24.5056,1.0,29.9784,24.2122,33.5817,2.80846,-0.215816,0.958333,0.140774,-0.329283,-0.285617,0.0330221,1.0,1.0,0.958333,0.0338412,0.0320686,0.0494459,0.0795748,0.267096,-0.0417499,0.267096,0.376048,3.50061,2.64584,3.4455,3.97239,1.03266,0.741824,0.881517,0.987944,-9999,-9999
20030205,2.362,1.0,238.077,105.337,1.0,297.026,1.0,3.504,1.0,98.402,1.0,0.0,1.0,3.622,1.0,0.2313125,1.0,35.3193541667,1.0,202.536875,1.0,-9999,0.0,22.0425416667,1.0,337.10675,1.0,375.31,1.0,4.036,1.0,26.198,1.0,-9.13456,1.0,14.7768,1.0,18.2326,16.053,20.2497,0.907848,15.7882,1.0,19.4805,17.1517,21.6356,2.37216,-0.696604,1.0,0.171912,-0.936548,-0.717334,-0.552906,1.0,1.0,1.0,0.370098,0.273176,0.370098,0.499036,1.09363,1.07197,1.11069,1.18131,6.7711,3.14061,6.65748,7.44576,0.863005,0.615972,0.725521,0.796906,-9999,-9999
20030206,-1.61,1.0,240.364,70.677,1.0,298.131,1.0,0.541,1.0,98.819,1.0,3.8,1.0,5.845,1.0,0.359916666667,1.0,-1.85425,1.0,135.887229167,1.0,-9999,0.0,31.0318333333,1.0,318.9949375,1.0,383.109,1.0,3.287,1.0,26.52,1.0,-19.7248,1.0,14.7614,1.0,18.2136,16.0363,20.2286,1.04936,13.9237,1.0,17.18,15.1262,19.0806,2.68794,0.539567,1.0,0.115293,0.394968,0.533047,0.786642,1.0,1.0,0.916667,0.590391,0.521111,0.587794,0.708687,0.0635645,-0.0310013,0.0402147,0.108952,3.05214,2.61986,3.03926,3.34247,0.630091,0.540239,0.570581,0.606058,-9999,-9999
