TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20040625,20.534,1.0,485.825,300.494,1.0,363.472,0.0,6.734,1.0,98.031,1.0,0.0,1.0,3.672,0.979167,0.31225,1.0,160.5773125,1.0,617.231083333,1.0,-9999,0.0,48.4874583333,1.0,438.464166667,1.0,371.749,1.0,24.85,1.0,31.88,1.0,-2.03508,1.0,96.4603,1.0,115.386,111.881,129.457,4.53014,39.4804,1.0,47.2265,45.7922,52.9858,2.64527,-1.21737,1.0,0.259794,-1.31464,-1.2507,-1.22488,0.979167,1.0,1.0,4.80826,3.60996,4.49483,4.80826,6.12676,4.87593,5.83275,6.04515,1.95379,2.2487,3.1833,3.57221,4.15051,4.24403,4.7184,5.05979,-9999,-9999
20040626,22.076,1.0,485.619,305.93,1.0,380.561,0.0,9.25,1.0,98.01,1.0,0.0,1.0,2.965,0.791667,0.233708333333,1.0,167.888083333,1.0,639.334234043,0.979166666667,-9999,0.0,51.3144166667,1.0,447.0833125,1.0,374.199,1.0,26.109,1.0,30.305,1.0,6.29502,1.0,104.384,1.0,124.864,121.072,137.285,4.60584,33.7602,1.0,40.384,39.1575,44.4011,2.27078,-1.1673,0.875,0.268781,-1.38859,-1.34638,-1.18369,0.979167,0.770833,0.958333,5.3257,4.05259,5.28623,5.33843,6.64783,5.55152,6.48556,6.65495,2.50068,2.70949,3.38212,3.89218,4.61128,4.62539,5.09317,5.37554,-9999,-9999
20040627,23.508,1.0,485.38,291.504,1.0,392.636,0.0,8.19,1.0,97.935,1.0,41.2,1.0,3.379,0.9375,0.269020833333,1.0,167.213583333,1.0,740.460564103,0.8125,-9999,0.0,50.3655,1.0,456.357979167,1.0,380.516,1.0,27.417,1.0,30.009,1.0,4.38677,1.0,91.8213,1.0,109.837,106.501,120.762,4.69778,34.2593,1.0,40.9809,39.7363,45.0574,2.36696,-1.32741,0.875,0.285401,-1.34436,-1.28783,-1.20019,0.833333,0.979167,0.958333,5.57907,4.52591,5.57907,5.71898,7.04521,6.02683,6.74615,7.0115,2.75544,2.95358,3.56208,4.09093,4.81386,4.81386,5.23124,5.64036,-9999,-9999
20040628,21.231,1.0,485.108,158.832,1.0,384.636,0.0,3.46,1.0,98.227,1.0,1.4,1.0,2.595,1.0,0.206125,1.0,79.3839583333,1.0,442.109605263,0.791666666667,-9999,0.0,25.1025416667,1.0,434.721645833,1.0,377.213,1.0,23.979,1.0,40.385,1.0,-12.8258,1.0,57.3952,1.0,68.6562,66.571,74.2593,4.41632,14.0427,1.0,16.7979,16.2877,18.1688,1.84236,1.01493,1.0,0.258727,0.661781,0.964177,1.1327,0.875,0.979167,1.0,4.67776,4.09742,4.60458,4.69131,3.58965,3.17239,3.5821,3.82957,2.10562,2.77891,3.16863,3.38944,3.16167,3.16167,3.50571,4.08661,-9999,-9999
20040629,22.578,1.0,484.803,120.566,1.0,390.21,0.0,4.868,1.0,98.117,1.0,0.0,1.0,2.128,0.875,0.160638297872,0.979166666667,58.315375,1.0,397.483939394,0.6875,-9999,0.0,20.3538333333,1.0,440.280229167,1.0,374.826,1.0,23.989,1.0,37.511,1.0,-7.65158,1.0,43.3599,1.0,53.5289,50.7199,57.0264,3.91696,6.7979,1.0,8.39218,7.95178,8.94052,1.62822,0.762592,1.0,0.264562,0.744921,0.797535,0.831075,1.0,1.0,1.0,4.89819,4.60516,4.89819,5.02912,4.03896,3.89235,4.03904,4.22526,2.57659,3.30419,3.56534,3.80467,2.97663,2.97663,3.25439,3.712,-9999,-9999
20040630,23.004,1.0,484.466,206.986,1.0,401.527,0.0,3.852,1.0,97.758,0.979167,1.9,0.979167,3.514,0.770833,0.295976744186,0.895833333333,118.891702128,0.979166666667,685.218333333,0.625,-9999,-9999,33.9291489362,0.979166666667,446.472510638,0.979166666667,385.591,1.0,24.973,1.0,36.859,1.0,0.149281,1.0,75.3224,1.0,97.2236,88.9999,99.7041,4.63615,25.2433,1.0,32.5832,29.8272,33.4145,2.35037,-0.911584,0.958333,0.286609,-0.911584,-0.827952,-0.658282,0.958333,0.979167,0.979167,4.95858,4.76284,4.95958,5.08922,5.7708,5.46137,5.77039,5.9771,3.38353,4.02581,4.16972,4.4802,5.05597,5.00247,5.24689,5.59204,-9999,-9999
20040701,23.436,1.0,484.096,207.443,1.0,409.742,0.0,5.657,1.0,97.479,1.0,24.7,1.0,3.901,0.8125,0.304770833333,1.0,114.3554375,1.0,652.812090909,0.6875,-9999,0.0,35.7456,0.9375,447.166416667,1.0,379.774,1.0,25.722,1.0,36.242,1.0,-1.99717,1.0,91.6337,1.0,118.34,108.462,121.295,5.23514,18.0544,1.0,23.3164,21.37,23.8986,2.37852,0.956332,1.0,0.282071,0.956332,1.00512,1.04959,1.0,0.979167,1.0,5.0982,4.93559,5.09998,5.21738,4.0534,3.86051,4.05341,4.24573,3.40205,4.07374,4.20957,4.55408,3.98675,3.98675,4.11138,4.36162,-9999,-9999
20040702,26.21,1.0,483.693,284.112,0.895833,400.945,0.0,10.381,1.0,97.231,1.0,6.9,1.0,3.346,0.895833,0.226829787234,0.979166666667,197.129270833,1.0,733.650909091,0.6875,-9999,0.0,63.8377368421,0.791666666667,458.132229167,1.0,387.219,1.0,25.983,0.791667,40.135,1.0,12.1997,1.0,108.334,1.0,139.835,128.229,142.48,6.01113,21.1295,1.0,27.2733,25.0098,27.7893,2.56391,0.18703,1.0,0.29959,-0.176881,0.18703,1.11014,0.916667,1.0,1.0,5.93789,5.79138,5.95418,6.16029,5.76821,4.67342,5.59081,6.15569,2.97041,3.67488,4.024,4.69577,4.514,4.39112,4.6933,5.11181,-9999,-9999
20040703,27.667,1.0,483.258,333.748,1.0,390.841,0.0,12.996,1.0,97.127,1.0,0.0,1.0,2.504,0.479167,0.190977272727,0.916666666667,197.887645833,1.0,995.530882353,0.708333333333,-9999,0.0,53.1448125,1.0,471.572041667,1.0,388.909,1.0,27.266,0.854167,36.356,1.0,13.2826,1.0,131.735,1.0,170.129,155.927,174.378,5.77204,10.9467,1.0,14.1371,12.957,14.4901,2.49181,-0.932684,0.9375,0.288738,-0.880019,-0.803303,-0.418212,0.9375,0.9375,0.958333,6.44299,6.33301,6.46025,6.68878,7.4544,6.6642,7.36805,7.49012,2.81276,3.697,4.08042,4.76088,5.17878,4.55806,5.17479,5.52402,-9999,-9999
20040704,26.973,1.0,482.79,270.285,1.0,410.678,0.0,10.348,1.0,97.052,1.0,0.0,1.0,5.149,0.9375,0.422458333333,1.0,155.406229167,1.0,792.964117647,0.708333333333,-9999,0.0,42.8862916667,1.0,465.238895833,1.0,375.837,1.0,25.981,0.6875,34.53,1.0,0.64025,1.0,120.871,1.0,156.1,143.069,159.997,4.78745,9.88244,1.0,12.7627,11.6973,13.0814,2.29293,-0.441639,1.0,0.323027,-0.611003,-0.441639,-0.382091,1.0,1.0,1.0,6.30806,6.19494,6.31176,6.44662,6.79335,6.76079,6.8076,6.83473,2.8864,4.11528,4.60897,4.95937,4.50638,4.50638,4.77664,5.06566,-9999,-9999
20040705,26.296,1.0,482.29,292.538,1.0,412.3,0.0,11.204,1.0,97.325,1.0,4.9,1.0,4.943,0.729167,0.345729166667,1.0,183.358723404,0.979166666667,847.922060606,0.6875,-9999,0.0,61.4667674419,0.895833333333,465.230125,1.0,376.792,1.0,26.827,0.604167,34.521,1.0,1.15054,1.0,133.73,1.0,173.023,158.289,177.019,5.68049,9.44592,1.0,12.2214,11.1806,12.5036,2.47241,-0.380122,1.0,0.307308,-0.377302,-0.277943,-0.217418,1.0,0.979167,0.979167,6.2248,6.11328,6.21969,6.29595,6.6399,6.38353,6.46719,6.57727,2.76496,4.14364,4.63609,5.12589,5.38041,5.38041,5.6538,6.04252,-9999,-9999
20040706,24.882,1.0,481.758,299.676,1.0,398.566,0.0,10.342,1.0,97.656,1.0,4.4,1.0,4.005,0.854167,0.311125,1.0,166.905553191,0.979166666667,686.934097561,0.854166666667,-9999,0.0,53.2124791667,1.0,458.0161875,1.0,378.116,1.0,26.471,0.541667,32.745,1.0,-3.30473,1.0,109.995,1.0,142.314,130.195,145.6,5.59393,15.3016,1.0,19.7976,18.1117,20.2547,2.52755,0.47318,0.979167,0.312122,0.215139,0.406638,0.491179,0.958333,1.0,1.0,5.84792,5.73498,5.77948,5.82851,5.34136,5.29675,5.34136,5.56383,2.31973,3.62323,4.3805,4.55571,5.0974,5.04698,5.37097,5.51513,-9999,-9999
20040707,25.082,1.0,481.192,312.889,1.0,398.689,0.0,9.924,1.0,97.385,1.0,0.0,1.0,4.129,1.0,0.336854166667,1.0,175.167541667,1.0,645.099895833,1.0,-9999,-9999,55.3860625,1.0,457.713145833,1.0,379.054,1.0,27.223,0.375,26.376,0.979167,4.36722,0.979167,116.801,1.0,151.12,138.251,159.106,5.79115,20.186,1.0,26.1171,23.893,27.4974,2.55271,-1.19103,1.0,0.324382,-1.25889,-1.18717,-1.07905,1.0,1.0,1.0,5.9195,5.77233,5.84643,5.90642,7.13358,6.88713,7.04799,7.1174,2.85057,3.86175,4.4583,4.66415,5.82847,5.78263,5.98532,6.16226,-9999,-9999
20040708,28.827,1.0,480.596,330.452,1.0,415.239,0.0,12.992,1.0,97.008,1.0,0.0,1.0,6.004,1.0,0.464354166667,1.0,188.6025,1.0,682.1695625,1.0,-9999,0.0,57.5197291667,1.0,480.593375,1.0,373.341,1.0,29.283,0.0,28.948,0.979167,16.0289,0.958333,136.193,1.0,176.209,161.203,185.521,5.69848,16.2246,1.0,20.9917,19.2041,22.1011,2.85797,-0.600209,1.0,0.282933,-0.622787,-0.612138,-0.597698,1.0,1.0,1.0,6.87864,6.72082,6.9788,7.1505,7.78917,7.33861,7.58409,7.77017,4.93975,5.18539,5.47438,5.73529,6.81431,6.69458,6.78907,6.97079,-9999,-9999
20040709,24.283,1.0,479.966,104.8,1.0,415.204,0.0,6.991,1.0,97.546,1.0,0.0,1.0,5.199,0.916667,0.4135625,1.0,35.8478125,1.0,227.621208333,1.0,-9999,0.0,21.0631111111,0.9375,447.290854167,1.0,376.811,1.0,25.899,0.0,18.637,1.0,-18.8965,0.8125,50.4221,1.0,66.7436,62.2474,68.685,3.95854,-4.84958,1.0,-6.27449,-6.60609,-5.98693,1.71187,1.26845,1.0,0.277839,1.15137,1.19915,1.34809,1.0,1.0,0.979167,5.16016,5.0153,5.23133,5.30547,3.98459,3.85729,3.9084,3.94107,3.89881,4.45636,5.01666,5.38947,3.82391,3.56568,3.82391,3.96164,-9999,-9999
20040710,26.799,1.0,479.305,324.22,1.0,403.752,0.0,11.336,1.0,97.812,1.0,0.0,1.0,4.233,1.0,0.349666666667,1.0,183.715645833,1.0,799.55525,0.833333333333,-9999,0.0,56.5075416667,1.0,474.000729167,1.0,375.944,1.0,28.739,0.0,23.275,0.958333,9.07089,0.895833,118.787,1.0,153.689,146.645,157.238,7.33532,21.762,1.0,28.1561,26.8657,28.8063,4.90097,-1.75192,1.0,0.335932,-1.9563,-1.83455,-1.54044,1.0,1.0,1.0,5.70612,5.5659,5.86979,6.12993,7.80986,7.5109,7.57061,7.70219,4.0566,4.56243,4.90179,5.15932,6.94737,6.69381,6.96395,7.05667,-9999,-9999
20040711,28.372,1.0,478.612,330.321,1.0,399.178,0.0,14.887,1.0,97.721,1.0,0.0,1.0,4.926,0.979167,0.380729166667,1.0,180.895333333,1.0,675.981583333,1.0,-9999,0.0,55.4707708333,1.0,483.441270833,1.0,376.216,1.0,29.743,0.0,27.454,0.708333,14.6742,0.645833,116.578,1.0,151.528,-9999,-9999,6.85812,27.1981,1.0,35.1895,-9999,-9999,4.8219,-1.31414,1.0,0.298293,-1.49927,-1.39399,-1.31414,1.0,1.0,1.0,5.74555,5.63061,5.93203,6.2636,7.49379,7.12689,7.30367,7.60115,3.85967,4.26451,4.35209,4.58322,6.45009,6.19383,6.28446,6.35006,-9999,-9999
20040712,29.545,1.0,477.887,326.933,1.0,400.694,0.0,19.794,1.0,97.648,1.0,0.0,1.0,5.303,1.0,0.393833333333,1.0,175.450416667,1.0,666.998416667,1.0,-9999,0.0,53.3817916667,1.0,491.9589375,1.0,370.972,1.0,29.924,0.0,26.091,0.770833,10.9848,0.708333,117.668,1.0,153.12,-9999,-9999,6.86629,24.857,1.0,32.1605,-9999,-9999,4.8843,-1.09834,1.0,0.313624,-1.21153,-1.20386,-1.11536,1.0,1.0,1.0,5.51652,5.41933,5.73469,6.1841,7.13283,6.63033,6.76299,7.3206,3.59242,3.37346,3.79954,3.94276,5.72411,5.17258,5.37074,5.61596,-9999,-9999
20040713,30.328,1.0,477.129,321.063,1.0,401.032,0.0,22.251,1.0,97.692,1.0,0.0,1.0,4.012,0.854167,0.274291666667,1.0,171.544020833,1.0,658.0696875,1.0,-9999,0.0,51.0699583333,1.0,498.255395833,1.0,373.454,1.0,29.328,0.0,23.73,0.625,11.4968,0.458333,101.126,1.0,131.846,-9999,-9999,6.53964,24.3552,1.0,31.5113,-9999,-9999,4.74031,-0.0930997,0.979167,0.315217,-0.34835,-0.145998,-0.0898447,1.0,0.854167,0.979167,5.18618,5.09236,5.41735,5.93578,5.84506,5.44628,5.64293,6.00465,3.55786,2.58749,3.55786,3.76487,5.40654,4.48926,4.99048,5.27954,-9999,-9999
20040714,29.686,1.0,476.341,272.366,1.0,403.137,0.0,20.302,1.0,97.558,1.0,0.0,1.0,2.466,0.729167,0.229688888889,0.9375,143.395583333,1.0,561.005541667,1.0,-9999,-9999,42.9245625,1.0,494.019125,1.0,375.124,1.0,29.788,0.0,17.566,0.6875,11.8259,0.0625,81.6828,1.0,106.903,-9999,-9999,6.64022,15.0184,1.0,19.4312,-9999,-9999,5.16507,0.799679,0.979167,0.302696,0.569793,0.778643,0.984213,0.979167,0.979167,0.979167,4.72506,4.57271,4.91037,5.33455,4.37828,3.98352,4.13173,4.42932,3.55589,2.18848,3.55589,3.83843,4.81339,3.64095,4.48151,4.71149,-9999,-9999
20040715,30.531,1.0,475.519,302.609,1.0,410.554,0.0,22.871,1.0,97.396,1.0,0.0,1.0,3.276,0.895833,0.268020833333,1.0,163.9253125,1.0,620.400895833,1.0,-9999,0.0,47.0957708333,1.0,502.405625,1.0,381.983,1.0,29.216,0.0,23.583,0.458333,11.1537,0.0,85.9988,1.0,111.267,-9999,-9999,7.03027,42.1934,1.0,54.5908,-9999,-9999,6.91111,0.611762,1.0,0.29321,0.388779,0.580006,0.731518,1.0,1.0,1.0,4.62222,4.40277,4.78253,5.20609,4.42866,4.05767,4.2051,4.48376,3.81076,2.28695,3.78225,3.98664,4.86407,3.67834,4.51323,4.86407,-9999,-9999
20040716,28.171,1.0,474.667,158.881,1.0,415.025,0.0,14.503,1.0,97.35,1.0,0.0,1.0,3.29,0.791667,0.244854166667,1.0,67.764875,1.0,343.3403125,1.0,-9999,0.0,26.2157291667,1.0,475.778791667,1.0,373.717,1.0,29.918,0.0,26.422,0.333333,-3.79783,0.0,37.2462,1.0,43.0561,-9999,-9999,3.95849,16.6598,1.0,19.2586,-9999,-9999,3.19663,0.844806,0.9375,0.278699,0.682195,0.746502,0.952077,0.979167,0.9375,0.916667,3.81837,3.55739,3.91392,4.17499,3.17398,2.87747,3.12692,3.25172,3.33901,2.17809,3.43275,3.7081,3.04079,2.55557,2.90127,3.06278,-9999,-9999
20040717,26.597,1.0,473.783,314.791,1.0,391.004,0.0,15.015,1.0,97.685,1.0,0.0,1.0,3.286,0.895833,0.287195652174,0.958333333333,165.336895833,1.0,644.408229167,1.0,-9999,0.0,49.8854375,1.0,481.535729167,1.0,354.526,1.0,28.913,0.0,25.947,0.270833,10.6016,0.0,59.771,1.0,68.0442,-9999,-9999,5.3172,80.0863,1.0,91.1715,-9999,-9999,6.30696,0.712411,1.0,0.328181,0.532613,0.627874,0.822144,1.0,1.0,1.0,3.29267,2.99133,3.34609,3.53172,2.66747,2.5115,2.58221,2.66747,3.14907,2.11848,3.27632,3.57611,4.32726,3.86113,4.09924,4.26399,-9999,-9999
20040718,25.985,1.0,472.868,323.082,1.0,382.872,0.0,15.383,1.0,97.681,1.0,0.0,1.0,1.799,0.375,0.204069767442,0.895833333333,173.231375,1.0,656.43475,1.0,-9999,0.0,50.2047916667,1.0,482.321375,1.0,363.652,1.0,28.287,0.0,24.458,0.145833,8.71157,0.0,57.3845,1.0,64.3224,-9999,-9999,5.25701,81.0949,1.0,90.8993,-9999,-9999,5.88615,1.96987,0.958333,0.267664,1.53442,1.73846,1.77058,0.895833,0.979167,0.916667,2.97503,2.62557,2.99749,3.1107,1.02814,0.969735,1.14695,1.34353,3.15665,2.1212,3.27191,3.56822,3.90455,3.51196,3.76452,3.92902,-9999,-9999
20040719,29.079,1.0,471.921,294.557,1.0,395.484,0.0,21.693,1.0,97.383,1.0,0.0,1.0,3.814,0.833333,0.255854166667,1.0,151.30075,1.0,616.162916667,1.0,-9999,0.0,44.6842083333,1.0,502.205375,1.0,352.763,1.0,28.523,0.0,18.278,0.6875,4.62198,0.0,35.3403,1.0,39.1415,-9999,-9999,7.38649,87.6781,1.0,97.1087,-9999,-9999,7.47419,2.31298,1.0,0.358498,2.0041,2.18333,2.22241,1.0,1.0,1.0,3.21423,2.83276,3.21568,3.38449,0.930704,0.781961,0.821282,1.20115,3.72889,2.37242,3.68071,4.00156,3.16193,3.04681,3.0993,3.23132,-9999,-9999
20040720,31.365,1.0,470.943,321.329,1.0,396.886,0.0,27.281,1.0,97.31,1.0,0.0,1.0,5.964,0.979167,0.4236875,1.0,152.52925,1.0,646.219645833,1.0,-9999,0.0,48.9752916667,1.0,517.214270833,1.0,347.036,1.0,29.822,0.0,15.935,0.666667,12.0496,0.0,25.3149,1.0,27.6964,-9999,-9999,5.90747,110.01,1.0,120.36,-9999,-9999,7.84734,2.41563,1.0,0.251755,2.34555,2.38239,2.40689,1.0,1.0,1.0,3.73508,3.29576,3.78091,4.13729,1.42473,0.950207,1.38202,1.7494,4.12639,2.57398,3.87313,4.33674,2.78463,2.80844,2.87404,3.10061,-9999,-9999
20040721,30.464,1.0,469.934,307.994,1.0,399.562,0.0,23.45,1.0,97.369,1.0,0.0,1.0,5.452,1.0,0.367458333333,1.0,144.670208333,1.0,615.350979167,1.0,-9999,-9999,47.53225,1.0,513.709479167,1.0,348.167,1.0,30.23,0.0,13.609,0.625,13.0575,0.0,17.8781,1.0,19.3557,-9999,-9999,5.56986,119.843,1.0,129.748,-9999,-9999,8.01446,2.32246,1.0,0.234033,2.24303,2.32246,2.40503,1.0,1.0,1.0,3.91197,3.34971,3.9709,4.43317,1.75579,1.10651,1.63188,1.98648,4.00891,2.55594,3.85095,4.1982,2.3112,2.29563,2.40007,2.84816,-9999,-9999
20040722,28.618,1.0,468.894,284.125,1.0,397.635,0.0,18.986,1.0,97.417,1.0,0.0,1.0,4.03,1.0,0.273708333333,1.0,134.294791667,1.0,559.285666667,1.0,-9999,0.0,44.5431666667,1.0,504.682145833,1.0,354.69,1.0,29.659,0.0,14.529,0.708333,9.87148,0.0,17.1039,1.0,18.3211,-9999,-9999,3.14421,105.485,1.0,112.992,-9999,-9999,6.89723,2.32732,1.0,0.207206,2.09645,2.22613,2.33486,1.0,1.0,1.0,4.03761,3.62318,4.06701,4.48494,1.91634,1.50798,1.77339,2.09806,3.79359,2.46944,3.78394,4.06843,1.8254,1.78156,1.85639,2.58446,-9999,-9999
20040723,24.4,1.0,467.822,171.784,1.0,412.454,0.0,6.908,1.0,97.64,1.0,0.0,1.0,3.811,0.8125,0.308425531915,0.979166666667,80.2401702128,0.979166666667,418.138829268,0.854166666667,-9999,0.0,27.8411363636,0.916666666667,465.455645833,1.0,371.719,1.0,26.939,0.0,15.976,0.541667,-7.85533,0.0,29.2587,1.0,31.058,-9999,-9999,4.00003,65.0206,1.0,69.0191,-9999,-9999,5.48347,1.6809,1.0,0.218568,1.63472,1.78307,1.94029,1.0,1.0,1.0,4.00917,3.575,4.10544,4.80989,2.84304,1.79192,2.40767,2.87065,3.30727,2.20222,3.27074,3.57422,1.00979,0.979728,1.078,1.8176,-9999,-9999
20040724,20.521,1.0,466.721,107.771,1.0,407.477,0.0,2.413,1.0,98.065,1.0,0.0,1.0,4.915,0.854167,0.331765957447,0.979166666667,66.89375,1.0,341.523264706,0.708333333333,-9999,0.0,12.0154444444,0.9375,429.2021875,1.0,377.142,1.0,24.22,0.0,13.431,0.770833,-16.4157,0.0,55.3195,1.0,58.1586,-9999,-9999,5.14843,21.1167,1.0,22.2004,-9999,-9999,3.31583,3.68025,1.0,0.214991,3.64975,3.82754,3.8323,1.0,1.0,1.0,3.88623,3.40987,4.04894,5.27053,0.936443,-0.223769,0.399192,1.44212,2.95001,2.15183,2.78543,3.11618,0.498974,0.492726,0.543573,1.27123,-9999,-9999
20040725,19.897,1.0,465.588,235.731,1.0,379.898,0.0,6.901,1.0,98.508,1.0,0.0,1.0,4.566,0.958333,0.293333333333,1.0,135.4789375,1.0,582.994575,0.833333333333,-9999,0.0,36.6629583333,1.0,431.019354167,1.0,363.355,1.0,24.019,0.0,11.912,0.875,-5.81159,0.0,82.288,1.0,86.0646,-9999,-9999,6.57385,46.5343,1.0,48.67,-9999,-9999,5.03252,4.47779,1.0,0.223701,4.21897,4.38911,4.47672,0.916667,1.0,1.0,4.28175,3.90028,4.43583,5.99248,0.851428,-0.499182,-0.0828508,1.72965,2.98929,2.1991,2.75549,3.10773,0.567859,0.542687,0.60921,2.24905,-9999,-9999
20040726,20.825,1.0,464.424,295.766,1.0,346.784,0.0,9.272,1.0,98.275,1.0,0.0,1.0,2.134,0.4375,0.140333333333,0.9375,131.744340426,0.979166666667,584.077212766,0.979166666667,-9999,0.0,51.8445625,1.0,450.297458333,1.0,383.771,1.0,25.365,0.0,16.039,0.895833,-1.91893,0.0,49.5787,1.0,51.887,-9999,-9999,5.83262,72.5792,1.0,75.9583,-9999,-9999,5.59084,3.88739,0.875,0.204497,3.85827,3.91558,4.00307,0.875,0.895833,0.9375,4.23982,4.10716,4.37497,5.89999,1.41354,0.196527,0.514847,1.98648,3.19291,2.2858,2.92543,3.30141,0.222586,0.212127,0.234999,2.46096,-9999,-9999
20040727,22.7,1.0,463.229,293.645,1.0,359.728,0.0,11.746,1.0,97.817,1.0,0.0,1.0,3.544,0.979167,0.250166666667,1.0,145.845833333,1.0,561.246702128,0.979166666667,-9999,0.0,50.7839583333,1.0,460.403895833,1.0,379.688,1.0,26.612,0.0,14.792,0.520833,0.0603276,0.0,38.3299,1.0,40.1655,-9999,-9999,4.95432,88.1414,1.0,92.3623,-9999,-9999,6.11193,3.75904,0.958333,0.202274,3.72312,3.78461,3.82446,0.958333,0.979167,0.979167,4.30175,4.18401,4.45663,6.03015,1.64649,0.358293,0.702996,2.28303,3.41866,2.42929,3.21691,3.53437,0.0,0.0,0.0,2.21206,-9999,-9999
20040728,20.064,1.0,462.004,39.038,1.0,399.111,0.0,2.304,1.0,97.51,1.0,0.0,1.0,4.326,1.0,0.2946875,1.0,-5.1995,1.0,128.32402439,0.854166666667,-9999,-9999,4.16863043478,0.958333333333,422.904291667,1.0,380.412,1.0,23.913,0.0,13.05,0.875,-22.9734,0.0,22.4135,1.0,22.8567,-9999,-9999,3.32852,2.68258,1.0,2.73563,-9999,-9999,1.15408,4.45853,1.0,0.192441,4.27697,4.45853,4.77089,1.0,1.0,1.0,3.23399,3.12441,3.33833,4.35559,-0.586297,-1.19236,-0.957792,-0.443303,3.03661,2.31976,2.85238,3.18786,0.0,0.0,0.0,0.726837,-9999,-9999
20040729,19.691,1.0,460.749,58.193,1.0,402.963,0.0,1.752,1.0,97.394,1.0,0.0,1.0,2.89,0.979167,0.210041666667,1.0,30.0991875,1.0,193.840621622,0.770833333333,-9999,0.0,5.34788888889,0.9375,423.234895833,1.0,368.473,1.0,23.928,0.520833,15.893,0.729167,-23.6843,0.520833,28.4619,1.0,29.547,-9999,-9999,4.48132,7.6008,1.0,7.89057,-9999,-9999,1.15623,4.36139,1.0,0.193199,3.90518,4.34133,4.438,1.0,1.0,1.0,2.77773,2.67179,2.87101,3.67086,-1.11997,-1.45723,-1.12877,-0.741365,2.85865,2.34606,2.61319,3.11895,0.0,0.0,0.0,0.883976,-9999,-9999
20040730,23.236,1.0,459.464,234.645,1.0,393.704,0.0,6.606,1.0,97.342,1.0,0.0,1.0,1.775,0.479167,0.145357142857,0.875,147.605833333,1.0,606.796153846,0.8125,-9999,0.0,29.9581458333,1.0,454.5124375,1.0,374.005,1.0,26.726,0.8125,18.368,0.729167,-5.36521,0.8125,83.6076,1.0,87.3064,-9999,-9999,5.96668,28.9451,1.0,30.2256,-9999,-9999,3.5419,3.63358,0.958333,0.178047,3.22971,3.62641,3.76525,0.958333,0.916667,0.875,2.99553,2.87855,3.11994,3.99821,-0.117883,-0.550582,-0.117883,0.22275,3.05925,2.68638,2.75517,3.22235,0.0,0.0,0.0,1.68864,-9999,-9999
20040731,26.115,1.0,458.149,314.424,1.0,389.071,0.0,10.671,1.0,97.531,1.0,0.0,1.0,3.81,1.0,0.2656875,1.0,174.540916667,1.0,649.726208333,1.0,-9999,0.0,50.6804791667,1.0,477.188895833,1.0,377.224,1.0,28.37,0.666667,17.104,0.583333,4.28784,0.645833,77.3572,1.0,81.4355,-9999,-9999,6.1083,62.3055,1.0,65.5902,-9999,-9999,4.50478,4.00414,1.0,0.184039,3.75865,3.96568,4.0753,1.0,1.0,0.979167,2.98603,2.87463,3.13339,3.93074,-0.547597,-0.935592,-0.788168,-0.0936079,3.091,2.79276,3.03116,3.21105,0.0,0.0,0.0,1.76429,-9999,-9999
20040801,28.677,1.0,456.803,314.225,1.0,396.417,0.0,15.677,1.0,97.658,1.0,0.0,1.0,4.443,1.0,0.2940625,1.0,161.6129375,1.0,643.514729167,1.0,-9999,0.0,52.8162083333,1.0,494.297333333,1.0,383.917,1.0,28.651,0.770833,17.237,0.729167,4.67543,0.770833,61.3017,1.0,64.8455,-9999,-9999,5.62131,79.5409,1.0,84.139,-9999,-9999,5.28664,3.25077,0.979167,0.176928,3.09882,3.17849,3.4042,1.0,0.979167,0.833333,2.79491,2.79491,2.99051,3.51611,-0.167433,-0.284517,-0.235947,0.111522,2.99667,2.85512,3.07749,3.22534,0.0,0.0,0.0,1.47502,-9999,-9999
