TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_DIF,PPFD_DIF_QC,PPFD_OUT,PPFD_OUT_QC,SW_DIF,SW_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_6,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,TS_F_MDS_6_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20050603,18.872,1.0,476.327,303.349,1.0,326.975,1.0,9.737,1.0,99.275,1.0,0.0,1.0,2.024,1.0,0.2073985,0.875,170.310208333,1.0,576.653125,1.0,-9999,-9999,22.340625,1.0,75.4075,1.0,59.8810416667,1.0,400.134375,1.0,381.058,1.0,16.095,14.616,13.08,-9999,-9999,-9999,1.0,1.0,1.0,-9999,-9999,-9999,18.849,25.922,23.804,-9999,1.0,1.0,1.0,-9999,10.0838,1.0,116.052,1.0,149.11,130.288,164.16,3.99641,7.7984,1.0,10.0198,8.75502,11.0311,2.3434,-10.8965,1.0,0.41248,-10.916,-10.8997,-10.8877,0.979167,0.979167,1.0,8.42727,8.16827,8.25901,8.54285,19.3284,18.9738,19.1118,19.4155,7.65889,7.5446,7.55764,7.71511,18.231,18.0886,18.2684,18.3343,-9999,-9999
20050604,16.598,1.0,477.409,240.792,1.0,332.49,1.0,6.821,1.0,99.235,1.0,2.9,1.0,5.022,1.0,0.462106083333,1.0,126.495208333,1.0,439.168125,1.0,-9999,0.0,19.3654166667,1.0,112.317291667,1.0,54.3120833333,1.0,392.475416667,1.0,350.476,1.0,16.475,15.69,13.128,-9999,-9999,-9999,1.0,1.0,1.0,-9999,-9999,-9999,18.291,25.66,23.244,-9999,1.0,1.0,1.0,-9999,2.69542,1.0,74.5849,1.0,96.2912,86.0261,109.421,3.6171,-16.1007,1.0,-20.6871,-23.6208,-18.5705,3.03578,-8.14693,1.0,0.387713,-8.18423,-8.18423,-8.14693,1.0,1.0,1.0,7.59942,7.41775,7.50567,7.63582,15.7464,15.611,15.7035,15.8128,6.73113,6.6464,6.68098,6.75971,15.7539,15.654,15.7629,15.8421,-9999,-9999
20050605,13.324,1.0,478.431,213.81,1.0,337.12,1.0,3.396,1.0,99.579,1.0,3.6,1.0,4.355,1.0,0.418177021277,0.979166666667,126.675833333,1.0,379.57125,1.0,-9999,0.0,17.8089583333,1.0,124.5675,1.0,48.2858333333,1.0,375.969583333,1.0,351.655,1.0,15.037,14.977,13.293,-9999,-9999,-9999,1.0,1.0,1.0,-9999,-9999,-9999,18.086,25.429,22.827,-9999,1.0,1.0,1.0,-9999,-0.64625,1.0,79.7754,1.0,102.992,92.0129,117.036,4.36639,7.01156,1.0,9.05212,8.08713,10.2864,2.47175,-8.38798,1.0,0.380125,-8.38798,-8.38278,-8.30152,1.0,1.0,1.0,6.53014,6.43735,6.49313,6.55233,14.9181,14.7889,14.8523,14.9181,5.969,5.9499,5.97346,5.97803,13.8676,13.8743,13.8906,13.9118,-9999,-9999
20050606,11.624,1.0,479.394,148.33,1.0,338.681,1.0,2.573,1.0,99.857,1.0,4.4,1.0,2.928,1.0,0.289697468085,0.979166666667,85.59875,1.0,252.467083333,1.0,-9999,0.0,12.07625,1.0,110.404583333,1.0,33.8747916667,1.0,367.538125,1.0,353.11,1.0,14.074,14.525,13.278,-9999,-9999,-9999,1.0,1.0,1.0,-9999,-9999,-9999,19.327,25.309,22.655,-9999,1.0,1.0,1.0,-9999,-3.97896,1.0,63.6818,1.0,82.3855,73.4505,93.4252,3.79539,6.0364,1.0,7.80933,6.96238,8.85579,2.45153,-4.7355,1.0,0.340558,-4.73581,-4.73483,-4.73364,1.0,1.0,1.0,6.02627,5.98338,6.0184,6.03139,10.7618,10.7169,10.7466,10.7669,5.56126,5.54072,5.56052,5.62145,10.2366,10.2337,10.2743,10.3431,-9999,-9999
20050607,9.369,1.0,480.297,235.723,1.0,299.053,1.0,3.084,1.0,100.735,1.0,2.2,1.0,4.488,1.0,0.457965541667,1.0,122.426875,1.0,391.651875,1.0,-9999,0.0,19.5008333333,1.0,127.108333333,1.0,55.3964583333,1.0,356.952291667,1.0,349.782,1.0,12.605,13.53,13.157,-9999,-9999,-9999,1.0,1.0,1.0,-9999,-9999,-9999,19.076,25.218,22.56,-9999,1.0,1.0,1.0,-9999,-4.93333,1.0,86.6772,1.0,112.135,99.9733,127.161,3.63025,17.4667,1.0,22.5968,20.146,25.6247,2.563,-9.2734,1.0,0.385936,-9.28506,-9.2734,-9.26852,1.0,1.0,1.0,5.41103,5.3861,5.39936,5.42475,14.6844,14.6446,14.6762,14.7015,5.10012,5.08098,5.10342,5.19309,14.4874,14.5005,14.5787,14.6644,-9999,-9999
20050608,11.323,1.0,481.14,214.16,1.0,310.134,1.0,4.337,1.0,101.317,1.0,0.0,1.0,2.525,1.0,0.244257266667,0.9375,110.363541667,1.0,358.802291667,1.0,-9999,0.0,17.01125,1.0,124.12,1.0,48.7641666667,1.0,365.164375,1.0,353.39,1.0,12.719,13.158,12.918,-9999,-9999,-9999,1.0,1.0,1.0,-9999,-9999,-9999,18.707,25.097,22.398,-9999,1.0,1.0,1.0,-9999,-0.602292,1.0,78.9829,1.0,102.181,88.6716,115.873,3.99743,19.8583,1.0,25.6908,22.2943,29.1334,2.56214,-8.24361,1.0,0.397947,-8.32016,-8.27036,-8.24361,1.0,1.0,1.0,6.15626,5.84211,6.053,6.13174,14.3999,14.1009,14.334,14.4272,5.6006,5.57134,5.6006,5.65942,13.7165,13.7165,13.7729,13.874,-9999,-9999
20050609,12.466,1.0,481.921,263.113,1.0,284.607,1.0,5.821,1.0,100.903,1.0,0.0,1.0,1.513,1.0,0.139643690476,0.875,112.667659574,0.979166666667,471.8925,1.0,-9999,0.0,20.713125,1.0,94.5772916667,1.0,55.2685416667,1.0,367.548125,1.0,355.789,1.0,12.801,13.133,12.699,-9999,-9999,-9999,1.0,1.0,1.0,-9999,-9999,-9999,18.303,24.937,22.151,-9999,1.0,1.0,1.0,-9999,-0.76875,1.0,92.8454,1.0,120.115,111.329,136.21,4.55059,28.9268,1.0,37.4228,34.6856,42.4375,2.9136,-8.81511,1.0,0.409098,-9.00262,-8.93736,-8.91588,1.0,1.0,1.0,6.66383,5.75524,6.418,6.57088,15.5224,14.6721,15.3331,15.5373,5.9846,5.81119,5.85397,5.99231,15.6127,15.5409,15.5674,15.6194,-9999,-9999
20050610,12.403,1.0,482.642,177.918,1.0,322.789,1.0,3.714,1.0,99.954,1.0,2.3,1.0,2.379,1.0,0.224079377778,0.9375,90.0704166667,1.0,308.970625,1.0,-9999,-9999,16.500625,1.0,127.274583333,1.0,41.3954166667,1.0,369.241458333,1.0,354.49,1.0,12.451,12.825,12.545,-9999,-9999,-9999,1.0,1.0,1.0,-9999,-9999,-9999,17.964,24.817,21.979,-9999,1.0,1.0,1.0,-9999,0.646042,1.0,57.9042,1.0,74.9111,69.4319,84.9492,4.47777,0.851171,1.0,1.10117,1.02062,1.24872,2.53111,-6.65344,1.0,0.40768,-6.74421,-6.69413,-6.67851,1.0,1.0,1.0,6.71704,5.24715,6.37927,6.53136,13.3705,11.9456,13.0847,13.2744,6.0572,5.8193,5.86157,6.0572,12.2566,12.1577,12.1924,12.2654,-9999,-9999
20050611,10.121,1.0,483.301,153.398,1.0,324.195,1.0,3.885,1.0,99.366,1.0,0.1,1.0,2.622,1.0,0.2487551875,1.0,81.590625,1.0,252.009791667,1.0,-9999,0.0,13.2966666667,1.0,126.662291667,1.0,36.0758333333,1.0,359.92625,1.0,350.825,1.0,12.373,12.983,12.416,-9999,-9999,-9999,1.0,1.0,1.0,-9999,-9999,-9999,17.853,24.753,21.853,-9999,1.0,1.0,1.0,-9999,-4.59729,1.0,46.1261,1.0,59.2654,51.7843,67.67,5.65345,3.73603,1.0,4.80025,4.19432,5.48099,2.32217,-5.9681,1.0,0.368078,-6.04121,-5.95903,-5.92134,1.0,1.0,1.0,5.94622,4.22238,5.59472,5.62432,11.9143,10.2389,11.4109,11.5313,5.72101,5.55875,5.57357,5.72155,11.1337,11.0238,11.0964,11.1862,-9999,-9999
20050612,10.553,1.0,483.899,211.741,1.0,297.324,1.0,4.463,1.0,99.077,1.0,0.0,1.0,2.43,1.0,0.227658162791,0.895833333333,100.230625,1.0,355.130208333,1.0,-9999,0.0,20.9647916667,1.0,151.658541667,1.0,50.5322916667,1.0,358.302708333,1.0,355.465,1.0,11.202,12.121,12.297,-9999,-9999,-9999,1.0,1.0,1.0,-9999,-9999,-9999,17.624,24.61,21.683,-9999,1.0,1.0,1.0,-9999,-2.65375,1.0,61.8845,1.0,78.3459,66.8834,80.6846,3.8686,19.3827,1.0,24.5385,20.9484,25.271,2.49226,-8.75918,1.0,0.382446,-8.86121,-8.83697,-8.75918,1.0,1.0,1.0,5.99327,3.93528,5.63449,5.67133,14.7524,12.6834,14.4854,14.5325,6.34555,6.1647,6.28036,6.39361,14.5499,14.4818,14.5603,14.635,-9999,-9999
20050613,13.604,1.0,484.435,255.99,1.0,295.342,1.0,6.147,1.0,98.758,1.0,0.0,1.0,2.782,1.0,0.285576538462,0.8125,118.342291667,1.0,450.33625,1.0,-9999,0.0,28.3352083333,1.0,92.1983333333,1.0,60.6016666667,1.0,372.388541667,1.0,364.522,1.0,12.4,12.384,12.084,-9999,-9999,-9999,1.0,1.0,1.0,-9999,-9999,-9999,17.485,24.46,21.423,-9999,1.0,1.0,1.0,-9999,2.05771,1.0,72.7551,1.0,88.9742,75.1538,94.7055,3.37008,16.5776,1.0,20.2731,17.1241,21.579,2.63155,-7.78831,1.0,0.421605,-7.92583,-7.88543,-7.80137,1.0,1.0,1.0,6.88554,4.60108,6.47476,6.5648,14.6738,12.5028,14.3387,14.4694,7.91999,7.50194,7.88712,7.94086,15.9486,15.711,15.9489,16.0472,-9999,-9999
20050614,15.054,1.0,484.909,184.565,1.0,334.108,1.0,4.627,1.0,99.26,1.0,0.7,1.0,1.095,1.0,0.116387657895,0.791666666667,97.4941666667,1.0,345.183333333,1.0,-9999,0.0,18.5985416667,1.0,102.528958333,1.0,38.7475,1.0,382.431666667,1.0,364.734,1.0,13.164,12.673,11.991,-9999,-9999,-9999,1.0,1.0,1.0,-9999,-9999,-9999,17.299,24.344,21.2,-9999,1.0,1.0,1.0,-9999,5.63521,1.0,58.7155,1.0,70.4046,60.0412,76.43,3.25623,11.7396,1.0,14.0768,12.0047,15.2815,2.31447,-4.39569,1.0,0.398,-4.78541,-4.62735,-4.57473,1.0,1.0,1.0,7.20854,5.05248,6.81039,6.92361,11.6042,9.79056,11.3245,11.5349,8.05756,7.56325,7.94377,8.08879,12.2707,11.9852,12.2768,12.427,-9999,-9999
20050615,18.965,1.0,485.32,298.147,1.0,334.569,1.0,9.139,1.0,99.878,1.0,0.3,1.0,1.077,1.0,0.123674744186,0.895833333333,168.894583333,1.0,557.504583333,1.0,-9999,0.0,32.7558333333,1.0,74.4704166667,1.0,59.4016666667,1.0,404.42125,1.0,360.252,1.0,16.275,14.339,12.046,-9999,-9999,-9999,1.0,1.0,1.0,-9999,-9999,-9999,17.343,24.305,21.017,-9999,1.0,1.0,1.0,-9999,9.29667,1.0,118.419,1.0,132.945,121.092,154.146,3.32791,29.2507,1.0,32.8389,29.9112,38.0757,2.62415,-5.6168,1.0,0.418303,-7.08869,-6.14814,-5.72356,1.0,1.0,1.0,8.31434,6.09019,7.8579,8.07041,13.9311,12.9712,13.4756,13.8057,7.50795,6.88298,7.09068,7.57249,13.7191,13.3263,13.6427,13.8424,-9999,-9999
20050616,18.291,1.0,485.67,251.856,1.0,332.804,1.0,7.218,1.0,100.248,1.0,0.0,1.0,2.039,1.0,0.2078845,0.875,131.695833333,1.0,466.384583333,1.0,-9999,0.0,29.7883333333,1.0,126.806458333,1.0,55.34625,1.0,397.618333333,1.0,375.301,1.0,16.053,14.769,12.356,-9999,-9999,-9999,1.0,1.0,1.0,-9999,-9999,-9999,17.026,24.229,20.787,-9999,1.0,1.0,1.0,-9999,7.02271,1.0,88.3938,1.0,95.5341,89.642,115.062,3.22399,15.5801,1.0,16.8387,15.8001,20.2807,2.38996,-7.13735,1.0,0.48531,-7.6244,-7.41149,-7.24567,1.0,1.0,1.0,7.8331,6.05962,7.49714,7.61711,14.9705,13.6719,14.713,14.8674,6.25328,5.72079,5.92355,6.33409,13.2096,12.8886,13.1718,13.3744,-9999,-9999
20050617,19.051,1.0,485.957,113.62,1.0,381.351,1.0,4.952,1.0,100.508,1.0,0.0,1.0,2.891,1.0,0.271294695652,0.958333333333,62.7447916667,1.0,209.602916667,1.0,-9999,-9999,15.464375,1.0,96.1241666667,1.0,27.756875,1.0,404.467916667,1.0,362.685,1.0,16.66,15.303,12.656,-9999,-9999,-9999,1.0,1.0,1.0,-9999,-9999,-9999,16.896,24.161,20.685,-9999,1.0,1.0,1.0,-9999,6.20021,1.0,26.7306,1.0,28.8899,27.1081,34.7953,2.37163,-9.59799,1.0,-10.2984,-12.4937,-9.73353,2.34503,-1.6357,1.0,0.418795,-1.86775,-1.71355,-1.65619,1.0,1.0,1.0,7.79532,6.65248,7.54946,7.61363,9.43101,8.52023,9.19858,9.27183,5.56306,5.46939,5.60405,5.6967,7.62363,7.52318,7.66758,7.73586,-9999,-9999
20050618,18.404,1.0,486.181,342.697,1.0,308.036,1.0,9.16,1.0,100.6,1.0,0.0,1.0,2.591,1.0,0.249465022727,0.916666666667,171.106666667,1.0,655.794583333,1.0,-9999,0.0,45.333125,1.0,38.5966666667,1.0,75.5316666667,1.0,404.09625,1.0,350.053,1.0,17.662,15.991,12.943,-9999,-9999,-9999,1.0,1.0,1.0,-9999,-9999,-9999,16.825,24.075,20.526,-9999,1.0,1.0,1.0,-9999,6.52604,1.0,120.556,1.0,130.295,122.259,156.928,3.3649,41.7327,1.0,45.1038,42.322,54.3235,2.91907,-6.23115,0.979167,0.440068,-6.4646,-6.40047,-6.25151,0.979167,0.9375,0.979167,7.22753,7.08999,7.17174,7.17727,13.4587,13.4092,13.4587,13.5504,5.08399,5.0461,5.13072,5.17775,13.0818,13.0147,13.0498,13.0898,-9999,-9999
20050619,18.209,1.0,486.342,325.934,0.916667,307.334,1.0,9.698,1.0,100.273,1.0,0.0,1.0,0.891,1.0,0.114839372093,0.895833333333,169.945416667,1.0,659.285833333,1.0,-9999,0.0,47.913125,1.0,36.111875,1.0,69.5952083333,1.0,399.263333333,1.0,362.93,1.0,16.081,15.507,13.21,-9999,-9999,-9999,1.0,1.0,1.0,-9999,-9999,-9999,16.446,23.922,20.315,-9999,1.0,1.0,1.0,-9999,5.845,1.0,116.272,1.0,125.664,117.914,147.2,3.47505,44.2052,1.0,47.776,44.8294,55.9638,2.94327,-6.54537,0.75,0.446801,-6.73652,-6.65871,-6.51993,0.604167,0.708333,0.645833,7.12133,7.10987,7.12965,7.40914,13.6667,13.5843,13.7598,13.8565,5.10076,4.3303,5.10076,5.22803,12.0086,11.4135,12.0086,12.1018,-9999,-9999
20050620,20.203,1.0,486.441,314.991,0.854167,325.853,1.0,9.766,1.0,99.93,1.0,0.0,1.0,1.086,1.0,0.136516225,0.833333333333,171.6075,1.0,649.712083333,1.0,-9999,0.0,48.36375,1.0,43.80375,1.0,67.595625,1.0,410.40125,1.0,374.256,1.0,17.414,16.016,13.329,-9999,-9999,-9999,1.0,1.0,1.0,-9999,-9999,-9999,16.293,23.773,20.159,-9999,1.0,1.0,1.0,-9999,9.14021,1.0,117.85,1.0,126.449,114.704,141.311,3.44037,39.4321,1.0,42.3095,38.3793,47.2823,3.32282,-5.31893,0.895833,0.477184,-5.68757,-5.46059,-5.39542,0.791667,0.895833,0.9375,7.79713,7.73627,7.83692,8.1271,13.1161,13.2071,13.4823,13.5777,5.25616,4.22627,5.18947,5.36172,11.07,10.3208,11.0442,11.132,-9999,-9999
20050621,21.805,1.0,486.477,265.41,0.958333,351.691,1.0,11.405,1.0,99.762,1.0,4.5,1.0,1.07,1.0,0.129014702703,0.770833333333,145.722083333,1.0,541.02375,1.0,-9999,0.0,43.3025,1.0,95.6202083333,1.0,56.8927083333,1.0,419.2325,1.0,370.949,1.0,18.258,16.538,13.519,-9999,-9999,-9999,1.0,1.0,1.0,-9999,-9999,-9999,16.139,23.66,20.029,-9999,1.0,1.0,1.0,-9999,10.5433,1.0,112.391,1.0,116.096,108.168,126.659,3.34463,28.2996,1.0,29.2326,27.2362,31.8923,2.69964,-3.38557,0.916667,0.484842,-3.92692,-3.38964,-3.28555,0.9375,0.916667,0.916667,8.38685,8.37218,8.47138,8.75777,11.7724,11.3057,11.8793,12.6744,5.19399,4.55075,4.84005,5.26768,8.96651,8.51403,8.72939,8.95156,-9999,-9999
20050622,18.941,1.0,486.452,276.344,1.0,327.672,1.0,7.267,1.0,100.186,1.0,0.0,1.0,1.982,1.0,0.190068148936,0.979166666667,137.155833333,1.0,534.124583333,1.0,-9999,0.0,47.7385416667,1.0,129.85125,1.0,62.474375,1.0,404.384375,1.0,359.047,1.0,18.188,17.188,13.796,-9999,-9999,-9999,1.0,1.0,1.0,-9999,-9999,-9999,16.218,23.632,19.978,-9999,1.0,1.0,1.0,-9999,1.47729,1.0,93.48,1.0,96.562,89.9675,101.031,3.54741,32.9712,1.0,34.0582,31.7323,35.6346,3.16711,-3.39599,0.9375,0.546886,-3.45111,-3.41486,-3.35092,1.0,0.9375,1.0,7.45176,7.4565,7.53297,7.84685,10.8477,10.8403,11.0533,11.2472,5.53683,5.31249,5.50227,5.58477,9.4511,9.30507,9.50062,9.62725,-9999,-9999
20050623,19.588,1.0,486.362,323.508,0.895833,319.164,1.0,9.983,1.0,100.224,1.0,0.0,1.0,1.15,1.0,0.180052702703,0.770833333333,167.560208333,1.0,656.656666667,1.0,-9999,0.0,60.2925,1.0,40.1991666667,1.0,71.9102083333,1.0,409.623541667,1.0,373.745,1.0,17.291,16.576,14.043,-9999,-9999,-9999,1.0,1.0,1.0,-9999,-9999,-9999,16.092,23.518,19.951,-9999,1.0,1.0,1.0,-9999,4.17854,1.0,119.133,1.0,123.061,114.657,134.257,3.68866,48.7301,1.0,50.3366,46.899,54.9166,3.78513,-4.07228,0.770833,0.557171,-4.16215,-4.08346,-3.96899,0.875,0.75,0.770833,7.76143,7.77646,7.87073,8.29691,11.8337,11.8855,11.9425,12.2065,7.2783,7.13605,7.3347,8.37447,10.7968,10.61,10.7968,11.434,-9999,-9999
20050624,21.902,1.0,486.21,216.85,0.958333,355.139,1.0,9.614,1.0,99.614,1.0,0.1,1.0,1.021,1.0,0.122010684211,0.791666666667,113.652083333,1.0,454.715208333,1.0,-9999,-9999,45.720625,1.0,113.481041667,1.0,51.7747916667,1.0,419.251458333,1.0,378.85,1.0,18.484,16.991,14.139,-9999,-9999,-9999,1.0,1.0,1.0,-9999,-9999,-9999,16.033,23.405,19.874,-9999,1.0,1.0,1.0,-9999,6.88563,1.0,86.6408,1.0,89.4972,83.3852,97.0073,3.3738,27.5511,1.0,28.4594,26.5159,30.8476,2.77949,-0.323222,0.958333,0.434926,-0.39022,-0.315926,-0.0961042,1.0,0.958333,0.833333,8.5456,8.56579,8.79802,9.23233,8.86883,8.66723,9.06384,9.60409,8.91065,8.73476,8.91065,10.1537,8.65909,8.47901,8.74961,9.51639,-9999,-9999
20050625,21.296,1.0,485.996,195.928,1.0,377.016,1.0,6.485,1.0,99.511,1.0,25.7,1.0,2.337,1.0,0.223275222222,0.9375,114.437916667,1.0,396.470625,1.0,-9999,0.0,41.0814583333,1.0,111.480208333,1.0,45.9516666667,1.0,419.47125,1.0,386.419,1.0,19.22,17.639,14.322,-9999,-9999,-9999,1.0,1.0,1.0,-9999,-9999,-9999,20.06,23.355,19.804,-9999,1.0,1.0,1.0,-9999,6.61208,1.0,61.7296,1.0,63.1233,59.3112,69.1155,3.07202,15.5426,1.0,15.8935,14.9336,17.4022,2.51874,0.971934,0.958333,0.413624,0.50625,0.687062,0.971934,0.958333,0.9375,0.958333,8.24728,8.27379,8.45287,8.77468,7.27535,7.36872,7.61939,8.42401,9.52502,9.44634,9.52502,9.92476,7.47279,7.42044,7.47279,7.68249,-9999,-9999
20050626,18.327,1.0,485.719,186.358,1.0,364.421,1.0,5.314,1.0,100.344,1.0,0.3,1.0,1.082,1.0,0.129327869565,0.958333333333,106.785625,1.0,351.65375,1.0,-9999,0.0,36.3283333333,1.0,142.958541667,1.0,39.34125,1.0,404.652083333,1.0,359.278,1.0,18.307,17.724,14.615,-9999,-9999,-9999,1.0,1.0,1.0,-9999,-9999,-9999,28.415,23.416,19.808,-9999,1.0,1.0,1.0,-9999,-0.524792,1.0,67.6141,1.0,69.8432,64.9652,75.7041,3.39433,27.6076,1.0,28.5178,26.526,30.9108,2.37819,1.5966,1.0,0.600933,1.54856,1.5966,1.67862,1.0,1.0,0.895833,7.18106,7.18729,7.26014,7.57803,5.58446,5.48796,5.63011,5.89949,8.63622,8.57115,8.6237,8.76745,6.74981,6.67568,6.73066,6.79321,-9999,-9999
20050627,19.462,1.0,485.381,320.464,0.958333,325.648,1.0,8.149,1.0,100.146,1.0,0.0,1.0,1.325,1.0,0.146940153846,0.8125,166.49,1.0,626.464375,1.0,-9999,0.0,70.4704166667,1.0,74.7620833333,1.0,69.676875,1.0,410.789583333,1.0,381.006,1.0,17.749,17.06,14.785,-9999,-9999,-9999,1.0,1.0,1.0,-9999,-9999,-9999,25.275,23.431,19.849,-9999,1.0,1.0,1.0,-9999,4.97875,1.0,95.179,1.0,98.317,90.3108,106.567,4.61758,72.638,1.0,75.0328,68.9227,81.3291,5.31597,0.308826,0.875,0.651071,0.145657,0.308826,0.662752,0.854167,0.875,0.9375,7.48749,7.48749,7.54645,7.81787,7.17505,7.11354,7.26869,7.36805,7.66327,7.25467,7.65259,7.67553,6.9074,6.57193,6.91164,6.95611,-9999,-9999
20050628,19.276,1.0,484.98,325.003,0.916667,304.629,1.0,10.056,1.0,99.756,1.0,0.0,1.0,1.52,1.0,0.13952771875,0.666666666667,150.7225,1.0,644.524791667,1.0,-9999,0.0,77.3766666667,1.0,46.6189583333,1.0,74.274375,1.0,407.591875,1.0,382.044,0.9375,17.669,17.197,14.825,-9999,-9999,-9999,1.0,1.0,1.0,-9999,-9999,-9999,22.516,23.475,19.879,-9999,1.0,1.0,1.0,-9999,0.299167,1.0,84.3617,0.9375,87.5677,80.0468,94.4555,3.84131,71.9991,0.9375,74.7353,68.3165,80.6138,4.16134,0.698472,0.770833,0.556523,0.576605,0.702111,0.776265,0.770833,0.791667,0.8125,7.34451,7.30279,7.39949,7.5824,6.64603,6.57696,6.65589,6.79473,6.44127,6.112,6.43256,6.46597,4.96998,4.82733,4.94752,4.99265,-9999,-9999
20050629,16.252,1.0,484.517,106.598,1.0,349.125,1.0,3.705,1.0,99.092,1.0,0.0,1.0,0.947,1.0,0.102028641026,0.8125,40.81,1.0,209.476041667,1.0,-9999,0.0,26.1560416667,1.0,96.5083333333,1.0,24.580625,1.0,390.33375,1.0,389.036,1.0,15.651,16.151,14.854,-9999,-9999,-9999,1.0,1.0,1.0,-9999,-9999,-9999,20.91,23.48,19.907,-9999,1.0,1.0,1.0,-9999,-2.93542,1.0,28.2126,1.0,29.2848,26.3781,31.5882,2.40889,13.8329,1.0,14.3586,12.9334,15.488,1.91793,3.35695,0.958333,0.286278,3.20883,3.26688,3.3232,0.979167,0.854167,0.958333,6.32795,6.32494,6.32949,6.45532,2.971,2.96919,3.11054,3.17239,4.84921,4.83413,4.89856,5.06593,1.88893,1.88893,1.93132,1.9867,-9999,-9999
20050630,16.844,1.0,483.992,116.289,1.0,375.265,1.0,2.178,1.0,98.894,1.0,19.3,1.0,1.698,1.0,0.165157860465,0.895833333333,70.1670833333,1.0,206.175208333,1.0,-9999,0.0,26.1410416667,1.0,92.6697916667,1.0,25.036875,1.0,394.466041667,1.0,370.995,1.0,16.794,16.217,14.724,-9999,-9999,-9999,1.0,1.0,1.0,-9999,-9999,-9999,27.375,23.456,19.919,-9999,1.0,1.0,1.0,-9999,1.13125,1.0,42.5809,1.0,44.1991,39.812,47.9867,2.73791,13.3893,1.0,13.8981,12.5186,15.0891,1.94195,4.07994,1.0,0.25093,3.97709,4.00076,4.05009,1.0,1.0,1.0,6.30562,6.27425,6.31776,6.32901,2.22568,2.1969,2.30521,2.33845,4.44129,4.4412,4.53172,4.76183,1.24956,1.24956,1.28149,1.44285,-9999,-9999
20050701,16.573,1.0,483.406,139.011,1.0,359.904,1.0,3.536,1.0,99.29,1.0,0.1,1.0,2.732,1.0,0.256813547619,0.875,74.7285416667,1.0,245.50375,1.0,-9999,-9999,31.9641666667,1.0,118.130416667,1.0,30.4614583333,1.0,393.725625,1.0,361.185,1.0,16.416,16.024,14.66,-9999,-9999,-9999,1.0,1.0,1.0,-9999,-9999,-9999,28.99,23.48,19.927,-9999,1.0,1.0,1.0,-9999,0.447708,1.0,49.384,1.0,51.2608,44.6846,55.6535,3.17021,16.9589,1.0,17.6034,15.3451,19.1119,2.31946,3.20644,1.0,0.211585,3.04581,3.19047,3.20724,1.0,1.0,1.0,5.87725,5.85726,5.87128,5.88615,2.67081,2.65249,2.67839,2.71585,4.536,4.5357,4.60976,4.68946,1.49964,1.49663,1.54239,1.63493,-9999,-9999
20050702,18.776,1.0,482.76,300.325,1.0,326.636,1.0,7.852,1.0,100.065,1.0,0.0,1.0,1.946,1.0,0.21411635,0.833333333333,153.071458333,1.0,563.839166667,1.0,-9999,0.0,70.0670833333,1.0,79.2360416667,1.0,64.2414583333,1.0,409.649166667,1.0,359.112,1.0,17.928,16.287,14.6,-9999,-9999,-9999,1.0,1.0,1.0,-9999,-9999,-9999,26.443,23.547,19.937,-9999,1.0,1.0,1.0,-9999,6.29167,1.0,71.3091,1.0,74.0191,64.5233,80.3621,3.63385,97.4447,1.0,101.148,88.1718,109.816,4.91962,3.5453,1.0,0.23154,3.48572,3.5168,3.5757,0.958333,1.0,0.979167,6.1122,6.01585,6.07659,6.16479,2.5669,2.50089,2.56512,2.62546,4.80246,4.79297,4.80665,4.86861,1.91615,1.88182,1.95995,2.1008,-9999,-9999
