TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20080511,13.711,1.0,438.881,301.384,1.0,290.43,1.0,8.103,1.0,97.827,0.0,0.0,1.0,1.474,1.0,0.137315,1.0,156.113905,1.0,532.420625,1.0,18.6627198542,1.0,63.7077695833,1.0,371.992333333,1.0,409.334,1.0,12.833,12.052,16.684,-9999,-9999,1.0,0.979167,0.0,-9999,-9999,35.599,1.0,4.41102,1.0,83.8589,1.0,125.22,121.334,137.313,2.56366,20.7947,1.0,31.0511,30.0875,34.0498,1.41459,-4.82037,0.875,0.270534,-4.95971,-4.83246,-4.77149,0.875,0.875,0.875,8.07392,8.07392,8.23101,8.49504,12.8943,12.893,13.1047,13.1936,6.19626,4.7298,5.06836,6.26875,12.2669,11.5456,11.7323,12.4667,-9999,-9999
20080512,15.67,1.0,441.123,324.633,1.0,296.04,1.0,10.206,1.0,97.574,0.0,0.0,1.0,1.233,1.0,0.135176666667,1.0,172.440811042,1.0,572.439583333,1.0,19.5720280125,1.0,68.1159583333,1.0,380.115958333,1.0,406.962,1.0,13.348,11.958,16.633,-9999,-9999,1.0,0.979167,0.0,-9999,-9999,34.417,1.0,6.69187,1.0,94.6317,1.0,140.035,136.579,154.953,2.54275,20.211,1.0,29.9081,29.1699,33.0941,1.41605,-5.44918,0.895833,0.252819,-5.60206,-5.5563,-5.40907,0.875,0.875,0.895833,8.97998,8.82868,9.03088,9.43939,14.4299,14.4007,14.613,14.7803,6.41369,5.78107,6.04087,6.50725,12.931,12.6943,12.8448,13.1673,-9999,-9999
20080513,14.976,1.0,443.317,289.722,1.0,298.92,1.0,8.027,1.0,97.444,0.0,0.0,1.0,1.454,1.0,0.15397625,1.0,149.499875,1.0,511.060208333,1.0,18.17910775,1.0,61.7755758333,1.0,377.366583333,1.0,408.036,1.0,13.455,12.353,16.546,-9999,-9999,1.0,1.0,0.0,-9999,-9999,33.27,1.0,5.04255,1.0,81.528,1.0,120.617,117.667,129.806,2.70117,20.7724,1.0,30.7317,29.9801,33.0729,1.41358,-5.85841,0.979167,0.287502,-5.91535,-5.85841,-5.81686,0.979167,0.979167,0.979167,8.8063,8.61762,8.85323,9.22457,14.6647,14.5579,14.7622,15.0549,5.3859,6.44007,6.83944,6.99606,12.5041,12.9706,13.2012,13.3009,-9999,-9999
20080514,14.507,1.0,445.465,307.898,1.0,293.585,1.0,7.666,1.0,97.221,0.0,0.0,1.0,1.12,1.0,0.122050416667,1.0,159.973861,1.0,548.786458333,1.0,19.3909030404,1.0,65.6368675,1.0,375.8715,1.0,408.903,1.0,13.472,11.825,16.535,-9999,-9999,1.0,0.9375,0.0,-9999,-9999,32.364,1.0,4.89184,1.0,79.2106,1.0,117.188,114.322,120.857,2.44797,27.9729,1.0,41.3845,40.3723,42.68,1.38999,-5.61009,0.958333,0.258697,-5.71263,-5.64478,-5.61009,0.958333,0.958333,0.958333,8.75836,8.50346,8.7655,9.05446,14.3684,14.1993,14.3927,14.6794,5.44261,6.2035,7.8181,7.94453,13.6948,14.1505,14.8052,14.9147,-9999,-9999
20080515,16.089,1.0,447.564,274.66,1.0,314.856,1.0,8.702,1.0,96.758,0.0,0.0,1.0,0.984,1.0,0.134588125,1.0,147.388413958,1.0,494.3075,1.0,17.6458308542,1.0,58.777138125,1.0,383.3506875,1.0,407.633,1.0,13.731,12.402,16.557,-9999,-9999,1.0,0.895833,0.0,-9999,-9999,31.424,1.0,6.15565,1.0,85.495,1.0,123.931,120.727,130.445,2.48924,17.7534,1.0,25.7348,25.0694,27.0875,1.33876,-5.58895,1.0,0.281966,-5.73127,-5.66039,-5.58895,1.0,1.0,1.0,9.53576,9.09595,9.53576,9.94406,15.1247,14.9691,15.1729,15.5492,7.29401,7.76769,9.32582,9.56938,14.034,14.2259,15.0335,15.1752,-9999,-9999
20080516,15.818,1.0,449.615,153.714,1.0,346.524,1.0,4.49,1.0,96.508,0.0,6.8,1.0,1.283,1.0,0.141486041667,1.0,85.9361635417,1.0,284.997083333,1.0,9.98162966667,1.0,32.4547889583,1.0,381.84725,1.0,407.815,1.0,14.306,12.663,16.638,-9999,-9999,1.0,0.5,0.0,-9999,-9999,31.56,1.0,3.66233,1.0,38.6263,1.0,57.1458,54.5439,62.7943,1.75077,11.3668,1.0,16.8167,16.051,18.4789,1.00586,-2.38716,1.0,0.254659,-2.59409,-2.44948,-2.30817,1.0,1.0,1.0,9.45442,8.99437,9.45442,9.66944,11.8416,11.5675,11.8416,12.2117,7.74838,8.22256,9.41849,9.57113,10.8828,10.9649,11.5075,11.5417,-9999,-9999
20080517,16.594,1.0,451.618,221.227,1.0,342.254,1.0,6.15,1.0,96.325,0.0,4.3,1.0,1.465,1.0,0.165659375,1.0,129.081817708,1.0,403.910625,1.0,14.3376060417,1.0,47.48389875,1.0,386.91525,1.0,409.995,1.0,14.105,12.779,16.744,-9999,-9999,1.0,0.604167,0.0,-9999,-9999,32.546,1.0,6.51613,1.0,60.7169,1.0,88.0136,85.2167,98.7067,2.2456,12.2959,1.0,17.8239,17.2575,19.9893,1.22648,-4.30241,1.0,0.315626,-4.61645,-4.39924,-4.33744,0.958333,1.0,0.958333,9.9882,9.34619,9.95058,10.2571,14.2906,13.7454,14.2906,14.8828,9.44723,9.27339,9.76344,10.018,14.1996,13.8518,14.2206,14.5162,-9999,-9999
20080518,12.499,1.0,453.569,66.519,1.0,357.584,1.0,2.574,1.0,96.537,0.0,3.3,1.0,1.487,1.0,0.161137083333,1.0,43.7089505208,1.0,127.373125,1.0,4.32480214583,1.0,13.3097245208,1.0,367.0846875,1.0,396.42,1.0,13.555,12.249,16.826,-9999,-9999,1.0,0.541667,0.0,-9999,-9999,34.847,1.0,-1.47634,1.0,14.6918,1.0,21.2969,20.6201,23.8843,1.2105,10.394,1.0,15.0669,14.5881,16.8975,1.10346,1.68756,1.0,0.251195,1.63247,1.68756,1.75956,1.0,1.0,0.958333,8.07597,7.8175,8.09733,8.38974,6.38842,6.36409,6.41267,6.84863,7.60672,7.62401,7.80463,8.04696,6.70365,6.6014,6.67745,6.84666,-9999,-9999
20080519,10.172,1.0,455.471,197.008,1.0,314.067,1.0,3.752,1.0,96.93,0.0,0.2,1.0,1.359,1.0,0.168777291667,1.0,111.194712562,1.0,348.162916667,1.0,11.8164421875,1.0,40.7911175,1.0,359.089541667,1.0,391.716,1.0,13.076,11.67,16.713,-9999,-9999,1.0,0.520833,0.0,-9999,-9999,34.331,1.0,-0.0632633,1.0,52.6206,1.0,76.8344,73.8535,85.5446,1.90933,29.2139,1.0,42.6569,41.002,47.4927,1.32211,-4.37349,1.0,0.243965,-4.43733,-4.40983,-4.36387,1.0,1.0,1.0,6.78772,6.69505,6.86418,7.34443,11.1612,11.1126,11.3004,11.7303,7.60438,7.12461,7.55428,7.80954,12.0529,11.8938,12.0529,12.2882,-9999,-9999
20080520,9.425,1.0,457.322,244.743,1.0,287.912,1.0,4.895,1.0,97.203,0.0,0.1,1.0,1.592,1.0,0.1797725,1.0,122.395840833,1.0,423.560208333,1.0,15.6427431917,1.0,55.3807367292,1.0,354.877729167,1.0,399.295,1.0,11.831,11.409,16.627,-9999,-9999,1.0,0.395833,0.0,-9999,-9999,33.193,1.0,-1.11123,1.0,59.9725,1.0,88.0175,84.172,98.6969,2.15812,23.5092,1.0,34.5028,32.9953,38.6891,1.32557,-5.05592,1.0,0.266311,-5.44343,-5.16226,-5.07248,1.0,1.0,1.0,6.13999,6.12257,6.18638,6.75241,11.1941,11.1941,11.316,11.8627,7.91665,6.61312,7.08151,7.5172,13.7756,13.7948,13.9816,14.1348,-9999,-9999
20080521,11.044,1.0,459.12,140.063,1.0,334.562,1.0,3.446,1.0,97.299,0.0,0.2,1.0,1.306,1.0,0.160034791667,1.0,80.2517814792,1.0,254.885416667,1.0,9.13138924583,1.0,30.8766784792,1.0,363.496520833,1.0,413.537,1.0,12.29,11.617,16.699,-9999,-9999,1.0,0.166667,0.0,-9999,-9999,32.571,1.0,0.702652,1.0,37.7222,1.0,55.8081,52.9434,62.0795,1.56295,15.4947,1.0,22.9236,21.7469,25.4996,1.07307,-4.30666,1.0,0.384558,-4.37917,-4.30666,-4.17923,1.0,1.0,1.0,6.20123,6.17686,6.22216,6.85422,10.5079,10.4831,10.7106,11.0473,8.35911,6.13845,6.3671,6.91978,8.70055,8.77667,8.97608,9.22847,-9999,-9999
20080522,11.41,1.0,460.867,101.227,1.0,343.454,1.0,3.157,1.0,97.284,0.0,0.3,1.0,0.968,1.0,0.0996514583333,1.0,56.143338125,1.0,186.428541667,1.0,8.0031491875,1.0,20.8089652146,1.0,367.729145833,1.0,436.575,1.0,12.492,12.18,16.729,-9999,-9999,1.0,0.458333,0.0,-9999,-9999,32.457,1.0,0.160882,1.0,25.8068,1.0,38.1799,36.22,42.4703,1.47944,14.0807,1.0,20.8317,19.7624,23.1727,0.982039,2.09967,1.0,0.371883,1.3173,2.09967,2.16524,1.0,1.0,1.0,5.96394,5.9462,6.1171,6.55863,3.82759,3.92538,4.0477,5.40226,8.27765,6.04602,6.26152,6.67726,5.54937,5.61503,5.82342,6.34101,-9999,-9999
20080523,13.212,1.0,462.56,134.824,1.0,354.457,1.0,4.196,1.0,97.187,0.0,0.8,1.0,1.124,1.0,0.100182291667,1.0,84.8828342652,1.0,246.253541667,1.0,13.6313589167,1.0,25.7189679854,1.0,378.679145833,1.0,428.352,1.0,13.378,12.692,16.682,-9999,-9999,1.0,0.791667,0.0,-9999,-9999,32.19,1.0,2.55995,1.0,34.5624,1.0,51.1334,50.4666,56.8795,1.63012,16.0764,1.0,23.7842,23.4741,26.457,1.02518,1.97132,1.0,0.265861,0.824088,1.71595,2.15588,1.0,1.0,1.0,6.14608,6.1204,6.41792,6.73398,4.16858,4.22184,4.45035,5.75521,9.07507,6.72487,7.31205,8.20682,5.16458,5.17196,5.47706,6.27079,-9999,-9999
20080524,14.292,1.0,464.201,177.004,1.0,332.071,1.0,5.305,1.0,97.111,0.0,0.1,1.0,0.863,1.0,0.0896197916667,1.0,89.6770465417,1.0,315.434166667,1.0,18.8439625396,1.0,35.0774486042,1.0,384.3200625,1.0,429.785,1.0,14.198,13.09,16.77,-9999,-9999,1.0,0.666667,0.0,-9999,-9999,31.402,1.0,4.30871,1.0,43.0899,1.0,63.7494,62.918,70.9811,1.83188,22.8012,1.0,33.7333,33.2934,37.56,1.21592,1.41281,1.0,0.270263,0.296888,1.35671,1.8635,1.0,1.0,1.0,6.06497,6.16262,6.49487,6.62357,4.64683,4.49812,4.72623,6.25738,8.72723,6.70781,6.92658,8.05131,4.66463,4.57544,4.74945,5.6142,-9999,-9999
20080525,16.64,0.979167,465.787,317.746,1.0,303.269,1.0,7.417,0.979167,97.314,0.0,0.0,1.0,1.916,1.0,0.15047875,1.0,164.396447083,1.0,550.021702128,0.979166666667,35.6006639854,1.0,65.3670131875,1.0,395.160333333,1.0,414.738,1.0,14.812,13.705,16.713,-9999,-9999,1.0,0.5625,0.0,-9999,-9999,30.372,0.979167,6.36934,1.0,61.9495,1.0,91.6512,90.456,100.71,2.18747,45.7255,1.0,67.6487,66.7665,74.3354,1.75774,1.49613,1.0,0.2738,1.1526,1.44767,1.91225,1.0,1.0,1.0,6.3068,6.77861,6.89237,6.92578,4.80867,4.93759,4.99703,6.49265,7.5994,6.14535,6.52818,6.98442,5.61084,5.29601,5.6249,5.83088,-9999,-9999
20080526,15.668,1.0,467.318,160.67,1.0,339.035,1.0,5.67,1.0,97.141,0.0,0.0,1.0,1.44,0.958333,0.134526521739,0.958333333333,75.34268375,1.0,293.865833333,1.0,19.0944795424,1.0,32.7635910417,1.0,391.599333333,1.0,409.895,1.0,15.02,14.958,16.715,-9999,-9999,1.0,0.791667,0.0,-9999,-9999,30.232,1.0,4.18095,1.0,39.28,1.0,58.1128,57.355,63.259,1.62896,9.45565,1.0,13.9892,13.8067,15.228,1.11576,1.45678,1.0,0.281184,1.03391,1.44601,1.63335,1.0,1.0,1.0,5.57584,5.97233,6.39133,6.59243,4.11334,4.49352,4.75548,6.38882,5.90151,4.64448,5.7499,5.92267,4.39366,3.74341,4.25302,4.41896,-9999,-9999
20080527,17.451,1.0,468.794,189.279,1.0,349.154,1.0,6.62,1.0,97.28,0.0,0.0,1.0,1.882,1.0,0.173815833333,1.0,100.841936875,1.0,343.019791667,1.0,21.2778635902,1.0,38.0115910417,1.0,399.579895833,1.0,410.173,1.0,15.589,14.827,16.646,-9999,-9999,1.0,0.770833,0.0,-9999,-9999,29.222,1.0,6.84613,1.0,35.9079,1.0,53.124,52.597,57.8284,1.5286,21.1533,1.0,31.2953,30.9848,34.0667,1.55927,0.974975,1.0,0.282752,0.6594,0.936732,0.998423,1.0,1.0,1.0,5.55088,5.86374,6.59303,7.14565,4.58742,5.00094,5.59548,6.67619,5.58031,4.9767,5.34805,5.4964,4.44874,4.2189,4.34898,4.42281,-9999,-9999
20080528,19.514,1.0,470.214,296.31,1.0,337.811,1.0,7.791,1.0,97.271,0.0,0.0,1.0,2.648,0.9375,0.203051555556,0.9375,159.132051458,1.0,535.942083333,1.0,33.4880023958,1.0,60.7726811802,1.0,414.216020833,1.0,397.582,1.0,16.823,15.808,16.56,-9999,-9999,1.0,0.604167,0.0,-9999,-9999,28.937,0.979167,9.7916,1.0,55.9631,1.0,83.6543,81.9733,90.1265,2.04381,36.7683,1.0,54.9616,53.8571,59.2139,1.77661,1.27944,0.916667,0.304432,1.22091,1.25862,1.32876,0.895833,0.9375,0.979167,5.52037,5.73826,6.83101,7.79062,4.23991,4.45208,5.62573,6.74173,5.50878,5.16138,5.4966,5.59614,5.2701,5.18967,5.32948,5.50998,-9999,-9999
20080529,19.314,1.0,471.578,285.237,1.0,341.911,1.0,7.61,1.0,97.147,0.0,0.0,1.0,2.118,1.0,0.175736666667,1.0,151.183582187,1.0,510.6275,1.0,30.5001364583,1.0,58.700236875,1.0,417.264625,1.0,414.64,1.0,17.526,16.332,16.606,-9999,-9999,1.0,0.625,0.0,-9999,-9999,28.181,1.0,9.73626,1.0,62.4009,0.979167,91.9006,91.4031,100.494,2.31382,33.3993,0.979167,49.1887,48.9225,53.7884,1.73808,0.778128,0.708333,0.297014,0.517114,0.723673,0.778128,0.708333,0.708333,0.708333,5.2581,5.57179,6.61574,7.76392,4.48522,4.79479,5.85338,7.32722,5.5192,4.96329,5.25364,5.71844,5.09814,5.03256,5.24287,5.69786,-9999,-9999
20080530,21.001,1.0,472.886,323.104,1.0,337.405,1.0,11.203,1.0,96.81,0.0,0.0,1.0,1.558,1.0,0.135501875,1.0,169.096021875,1.0,585.185833333,1.0,33.8492125625,1.0,66.2908395208,1.0,425.122166667,1.0,413.925,1.0,18.475,17.654,16.877,-9999,-9999,1.0,0.333333,0.0,-9999,-9999,27.063,1.0,11.1405,1.0,76.6824,1.0,112.934,112.322,123.494,2.66315,31.1538,1.0,45.8817,45.6333,50.1721,1.62122,0.95494,0.6875,0.266017,0.496774,0.863263,0.95494,0.645833,0.666667,0.6875,6.41112,6.73033,7.50918,8.19307,5.4647,5.83893,6.61207,7.51929,5.69008,5.21883,5.78336,6.58871,5.39162,5.54305,5.88716,6.57324,-9999,-9999
20080531,21.05,1.0,474.136,247.478,1.0,365.306,1.0,8.272,1.0,96.867,0.0,11.8,1.0,1.191,1.0,0.140805416667,1.0,137.6728125,1.0,450.528125,1.0,25.7874738292,1.0,50.2780291667,1.0,424.833354167,1.0,423.039,1.0,18.909,17.955,16.827,-9999,-9999,1.0,0.458333,0.0,-9999,-9999,27.011,1.0,8.87537,1.0,55.1212,1.0,81.1794,80.74,88.5698,2.25345,22.0283,1.0,32.442,32.2664,35.3955,1.49683,2.18357,0.75,0.283381,1.64544,2.00971,2.1729,0.75,0.75,0.75,7.24503,7.6012,7.84445,8.23286,5.07213,5.41516,5.92397,6.26458,5.46732,4.93419,5.5685,6.89793,4.30402,4.59359,5.13832,5.72092,-9999,-9999
20080601,21.809,1.0,475.328,233.333,1.0,363.824,1.0,7.84,1.0,97.253,0.0,3.1,1.0,1.097,1.0,0.125325416667,1.0,127.198415833,1.0,418.823125,1.0,22.1906883104,1.0,46.6411764583,1.0,423.317375,1.0,417.996,1.0,19.582,18.031,16.858,-9999,-9999,1.0,0.541667,0.0,-9999,-9999,29.014,1.0,9.04234,1.0,58.1637,1.0,86.0905,85.3628,93.4587,2.28215,15.3704,1.0,22.7503,22.558,24.6974,1.41871,0.219449,0.958333,0.297009,-0.348063,0.219449,0.547697,1.0,0.958333,1.0,8.25525,8.15638,8.48731,8.73799,7.92004,7.92004,8.07781,8.29223,6.1885,5.92739,6.60678,7.52154,6.59539,6.94408,7.76093,7.90064,-9999,-9999
20080602,21.057,1.0,476.463,333.214,1.0,338.281,1.0,11.415,1.0,97.117,0.0,0.0,1.0,1.562,1.0,0.137441458333,1.0,183.050216458,1.0,604.528125,1.0,30.5156136083,1.0,64.6182645833,1.0,423.826354167,1.0,436.933,1.0,20.004,17.549,16.736,-9999,-9999,1.0,0.291667,0.0,-9999,-9999,28.334,1.0,8.39359,1.0,90.2344,1.0,133.56,132.173,144.991,2.96888,22.4002,1.0,33.1554,32.8112,35.9931,1.56307,0.0933488,0.708333,0.368143,-0.389451,-0.0512401,-0.0207987,0.895833,0.75,0.666667,8.81256,8.32892,8.70979,9.06683,8.71259,8.66037,8.76728,9.09402,7.37007,7.39523,7.6739,7.83613,8.6652,8.06239,8.19099,8.51894,-9999,-9999
20080603,20.303,1.0,477.538,208.434,1.0,352.385,1.0,7.973,1.0,96.832,0.0,0.0,1.0,1.416,1.0,0.152992291667,1.0,104.259583333,1.0,380.780416667,1.0,19.8864320271,1.0,42.0982695833,1.0,414.461166667,1.0,403.491,1.0,19.245,17.315,16.673,-9999,-9999,1.0,0.395833,0.0,-9999,-9999,27.055,1.0,3.88616,1.0,56.0981,1.0,83.033,82.171,90.1396,2.3842,12.0559,1.0,17.8443,17.6591,19.3716,1.54041,-0.0885791,0.75,0.328901,-0.19969,-0.152229,-0.097512,0.729167,0.854167,0.75,8.91848,8.10763,8.49219,8.90109,9.01599,8.06599,8.67385,9.11142,7.60994,7.14765,7.47393,7.63128,8.49238,7.47523,7.75788,8.27375,-9999,-9999
20080604,18.922,1.0,478.555,186.044,1.0,356.425,1.0,6.058,1.0,96.949,0.0,0.7,1.0,1.339,1.0,0.146315208333,1.0,101.326187917,1.0,336.38125,1.0,15.9066945327,1.0,36.3027714583,1.0,404.839604167,1.0,401.914,1.0,18.817,17.736,16.638,-9999,-9999,1.0,0.520833,0.0,-9999,-9999,26.516,1.0,2.78274,1.0,48.2645,1.0,71.0813,69.4506,74.8412,1.75799,15.5551,1.0,22.9087,22.3832,24.1205,1.27828,-0.604675,0.770833,0.356789,-0.774509,-0.671348,-0.44982,0.708333,0.916667,0.791667,8.21221,7.69699,7.77202,8.12545,8.66202,8.1969,8.44268,8.64403,6.91842,6.32258,6.43293,6.74706,7.50971,7.06244,7.17031,7.47335,-9999,-9999
20080605,15.992,1.0,479.513,353.023,1.0,299.594,1.0,7.796,1.0,97.135,0.0,0.0,1.0,2.301,1.0,0.209896666667,1.0,184.3228125,1.0,624.832083333,1.0,29.2338919485,1.0,70.4502658333,1.0,397.8444375,1.0,392.94,1.0,18.202,16.41,16.552,-9999,-9999,1.0,0.145833,0.0,-9999,-9999,25.668,1.0,2.09377,1.0,83.7446,1.0,123.245,120.182,129.31,2.50381,40.0795,1.0,58.9841,57.5184,61.8866,1.82362,-2.76956,0.666667,0.342288,-2.83998,-2.77104,-2.64411,0.770833,0.791667,0.791667,7.07079,6.64162,6.86563,6.92955,9.84035,9.49579,9.65962,9.83618,5.2648,4.51192,5.03812,5.37136,9.04768,8.8822,9.08928,9.15484,-9999,-9999
20080606,15.848,1.0,480.41,322.855,1.0,308.751,1.0,7.835,1.0,97.107,0.0,0.0,1.0,1.766,1.0,0.157043541667,1.0,168.387322917,1.0,570.839583333,1.0,26.9843477104,1.0,66.5789215208,1.0,396.6403125,1.0,391.757,1.0,17.864,16.314,16.702,-9999,-9999,1.0,0.25,0.0,-9999,-9999,24.67,1.0,2.55749,1.0,76.5151,1.0,112.687,109.807,118.648,2.3275,38.7277,1.0,57.0361,55.5785,60.0531,1.65005,-2.55158,0.791667,0.322187,-2.71771,-2.58278,-2.43346,0.75,0.8125,0.729167,6.85135,6.37778,6.63455,6.86354,9.4058,8.90555,9.27975,9.44357,4.04508,3.09166,3.38526,4.58041,7.60809,7.63529,7.89763,8.32779,-9999,-9999
20080607,17.872,1.0,481.248,287.99,1.0,329.379,1.0,9.266,1.0,97.086,0.0,0.0,1.0,1.541,1.0,0.14139125,1.0,154.110238125,1.0,513.5675,1.0,24.1638339769,1.0,59.0591027708,1.0,404.200041667,1.0,393.694,1.0,18.167,16.955,16.608,-9999,-9999,1.0,0.479167,0.0,-9999,-9999,23.777,1.0,4.32227,1.0,75.2383,1.0,110.807,107.341,116.668,2.3503,25.9602,1.0,38.2328,37.037,40.2551,1.71549,-2.82985,0.979167,0.333374,-2.82985,-2.76507,-2.65244,0.979167,0.979167,0.979167,7.25224,6.58865,7.08468,7.48425,10.0817,9.42324,9.92766,10.2781,3.50857,3.21672,3.50857,4.32873,7.08613,7.01225,7.15043,7.58307,-9999,-9999
20080608,18.421,1.0,482.025,306.324,1.0,330.755,1.0,10.456,1.0,97.422,0.0,0.0,1.0,1.767,1.0,0.158048541667,1.0,166.816249792,1.0,549.642083333,1.0,25.321218719,1.0,62.6239945208,1.0,407.638979167,1.0,393.693,1.0,18.425,17.159,16.65,-9999,-9999,1.0,0.395833,0.0,-9999,-9999,22.947,1.0,4.04669,1.0,77.5776,1.0,114.252,110.679,120.296,2.6204,28.9843,1.0,42.6866,41.3515,44.9445,1.8569,-2.8608,1.0,0.333058,-3.03736,-2.87102,-2.81328,1.0,0.979167,0.979167,7.18891,6.58275,7.00204,7.70173,10.0614,9.61752,9.98087,10.5347,2.86664,1.99055,4.25626,4.64726,8.25138,6.48176,7.90684,8.11886,-9999,-9999
20080609,21.073,1.0,482.742,334.694,1.0,332.605,1.0,13.446,1.0,97.676,0.0,0.0,1.0,1.089,1.0,0.130014583333,1.0,181.532985833,1.0,605.704791667,1.0,27.1321275667,1.0,67.6342577083,1.0,418.131916667,1.0,398.287,1.0,19.598,17.368,16.862,-9999,-9999,1.0,0.458333,0.0,-9999,-9999,22.08,1.0,6.83012,1.0,93.3961,1.0,137.549,133.247,144.824,2.79189,28.339,1.0,41.7361,40.4308,43.9437,1.66537,-3.08885,0.958333,0.360366,-3.3633,-3.0208,-2.76782,0.958333,0.958333,0.833333,7.90505,6.87098,7.69673,8.60744,11.1159,10.2733,10.7413,11.3948,4.11112,3.17401,5.0429,5.35099,9.41187,7.8392,9.04773,9.32888,-9999,-9999
20080610,20.89,1.0,483.397,347.816,1.0,325.038,1.0,13.809,1.0,97.48,0.0,0.0,1.0,1.481,1.0,0.137266458333,1.0,186.404666667,1.0,628.413541667,1.0,28.0255079583,1.0,70.5533041667,1.0,415.8965,1.0,410.675,1.0,19.776,17.788,16.817,-9999,-9999,1.0,0.416667,0.0,-9999,-9999,21.204,1.0,4.16878,1.0,105.75,1.0,155.743,150.872,163.289,2.72576,25.708,1.0,37.8614,36.6773,39.6956,1.72144,-4.0334,0.958333,0.332833,-4.21558,-4.03326,-3.9406,0.958333,0.979167,0.958333,8.09307,6.48835,7.71872,8.58825,12.1362,10.7316,11.7683,12.5923,6.54242,5.38401,5.57661,6.50008,9.75729,9.78506,9.90383,10.5485,-9999,-9999
20080611,15.691,1.0,483.991,117.508,1.0,342.674,1.0,6.097,1.0,97.153,0.0,0.0,1.0,1.892,0.979167,0.150431914894,0.979166666667,55.5951683333,1.0,216.279791667,1.0,9.33076424396,1.0,23.1098320833,1.0,381.477,1.0,415.297,1.0,17.579,16.922,16.648,-9999,-9999,1.0,0.9375,0.0,-9999,-9999,20.569,1.0,-5.50725,1.0,37.7166,1.0,55.6289,53.8097,58.2379,1.57636,7.08021,1.0,10.4427,10.1012,10.9325,1.31878,-1.81444,1.0,0.343233,-2.03026,-1.69781,-1.52062,1.0,1.0,0.895833,6.6388,5.42488,6.20893,6.83916,8.48083,7.4446,7.96352,8.48083,5.40722,5.27457,5.52932,5.63922,7.30478,7.10796,7.40696,7.48672,-9999,-9999
20080612,13.957,1.0,484.524,131.353,1.0,339.279,1.0,5.636,1.0,96.893,0.0,0.0,1.0,1.313,1.0,0.12033375,1.0,64.60468125,1.0,236.654375,1.0,10.5190875042,1.0,27.118230625,1.0,378.909020833,1.0,412.522,1.0,16.528,16.626,16.651,-9999,-9999,1.0,1.0,0.0,-9999,-9999,20.339,1.0,-3.59112,1.0,35.3681,1.0,52.1651,50.4591,57.4495,1.4949,12.4321,1.0,18.3363,17.7367,20.1938,1.2177,-1.95137,1.0,0.346871,-2.38184,-1.80034,-1.42001,1.0,1.0,1.0,6.28895,5.31945,5.80878,6.34288,8.26152,7.49751,7.76445,8.26152,4.35674,4.09907,5.47598,6.29601,7.36862,6.54253,7.48775,7.95777,-9999,-9999
20080613,11.494,1.0,484.995,154.654,1.0,346.287,1.0,2.42,1.0,96.707,0.0,12.0,1.0,2.169,1.0,0.215396666667,1.0,102.256870502,1.0,280.440625,1.0,13.1019570021,1.0,30.534338125,1.0,368.1493125,1.0,413.438,1.0,15.343,15.744,16.703,-9999,-9999,1.0,1.0,0.0,-9999,-9999,24.161,1.0,-5.28164,1.0,31.1244,1.0,46.0684,44.4047,50.5563,1.54708,19.989,1.0,29.5865,28.518,32.4688,1.41262,-0.949014,1.0,0.335026,-0.968711,-0.929071,-0.851223,1.0,1.0,1.0,5.70343,5.09213,5.26437,5.71735,6.65244,6.00255,6.27237,6.69939,4.17354,4.27088,5.71615,6.65869,7.80412,7.22868,7.97652,8.46263,-9999,-9999
