TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_DIF,PPFD_DIF_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20000101,5.058,0.0,172.343,103.33,0.0,295.435,0.0,0.803,0.0,99.659,0.0,1.073,0.0,1.033,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,18.3028,0.0,14.0894,-9999,-9999,-9999,19.8456,0.0,15.2771,-9999,-9999,-9999,0.168175,0.0,-9999,0.106005,0.151805,0.257424,0.0,0.0,0.0,1.98777,1.68663,1.78976,1.85231,1.75387,1.48835,1.65227,1.79669,2.56929,2.16899,2.48781,2.67608,1.86394,1.84622,1.96241,2.09182,-9999,-9999
20000102,4.311,0.0,172.968,120.125,0.0,272.751,0.0,1.355,0.0,100.435,0.0,0.041,0.0,1.093,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,26.7275,0.0,20.2355,-9999,-9999,-9999,15.0236,0.0,11.3745,-9999,-9999,-9999,0.365853,0.0,-9999,0.311998,0.366878,0.49159,0.0,0.0,0.0,1.92327,1.59188,1.73416,1.80333,1.41441,1.17685,1.35865,1.46213,2.51572,2.10514,2.41113,2.63267,1.9573,1.93959,2.05901,2.19911,-9999,-9999
20000103,6.296,0.0,173.651,116.812,0.0,284.339,0.0,2.715,0.0,100.976,0.0,0.0,0.0,0.823,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,25.3617,0.0,18.9021,-9999,-9999,-9999,16.3308,0.0,12.1713,-9999,-9999,-9999,0.410145,0.0,-9999,0.333934,0.389585,0.410145,0.0,0.0,0.0,2.09528,1.86058,1.88814,1.93576,1.63391,1.4662,1.52274,1.64944,2.65491,2.27429,2.63144,2.76145,1.94406,1.92626,2.04657,2.18365,-9999,-9999
20000104,6.008,0.0,174.391,37.592,0.0,309.736,0.0,1.482,0.0,100.996,0.0,0.53,0.0,0.68,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,18.3028,0.0,13.4714,-9999,-9999,-9999,19.8456,0.0,14.6069,-9999,-9999,-9999,0.168175,0.0,-9999,0.106005,0.151805,0.257424,0.0,0.0,0.0,2.06897,1.79873,1.86616,1.91511,1.83507,1.56882,1.72031,1.90328,2.63916,2.25012,2.59902,2.74725,1.37255,1.35251,1.4364,1.52094,-9999,-9999
20000105,6.726,0.0,175.19,123.604,0.0,264.92,0.0,4.161,0.0,100.458,0.0,0.0,0.0,1.685,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,26.7275,0.0,19.5968,-9999,-9999,-9999,15.0236,0.0,11.0154,-9999,-9999,-9999,0.365853,0.0,-9999,0.311998,0.366878,0.49159,0.0,0.0,0.0,2.13206,1.90398,1.91952,1.97992,1.62319,1.48361,1.55264,1.64494,2.68622,2.31093,2.68026,2.80358,1.98231,1.96445,2.08483,2.22742,-9999,-9999
20000106,6.506,0.0,176.045,106.851,0.0,285.082,0.0,4.631,0.0,100.753,0.0,0.0,0.0,1.118,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,25.3617,0.0,18.6983,-9999,-9999,-9999,16.3308,0.0,12.0401,-9999,-9999,-9999,0.410145,0.0,-9999,0.333934,0.389585,0.410145,0.0,0.0,0.0,2.11363,1.88754,1.90369,1.966,1.65226,1.48719,1.55297,1.6766,2.66989,2.29238,2.65522,2.77658,1.89925,1.88119,1.9997,2.13123,-9999,-9999
20000107,6.243,0.0,176.958,102.661,0.0,281.067,0.0,3.51,0.0,100.584,0.0,0.0,0.0,0.814,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,18.3028,0.0,13.5959,-9999,-9999,-9999,19.8456,0.0,14.742,-9999,-9999,-9999,0.168175,0.0,-9999,0.106005,0.151805,0.257424,0.0,0.0,0.0,2.09058,1.85191,1.88423,1.92886,1.85668,1.58621,1.77017,1.95031,2.65148,2.26978,2.62694,2.7588,1.91182,1.89317,2.01274,2.14421,-9999,-9999
20000108,6.281,0.0,177.927,121.607,0.0,279.244,0.0,2.633,0.0,100.461,0.0,0.0,0.0,0.695,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,26.7275,0.0,20.2014,-9999,-9999,-9999,15.0236,0.0,11.3553,-9999,-9999,-9999,0.365853,0.0,-9999,0.311998,0.366878,0.49159,0.0,0.0,0.0,2.09403,1.85911,1.88706,1.93422,1.58516,1.42697,1.52018,1.61315,2.65378,2.27302,2.62976,2.7605,1.97671,1.95869,2.08042,2.22056,-9999,-9999
20000109,5.916,0.0,178.953,74.499,0.0,306.148,0.0,1.636,0.0,100.431,0.0,0.0,0.0,0.384,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,25.3617,0.0,19.5211,-9999,-9999,-9999,16.3308,0.0,12.57,-9999,-9999,-9999,0.410145,0.0,-9999,0.333934,0.389585,0.410145,0.0,0.0,0.0,2.06212,1.80169,1.85973,1.90819,1.60075,1.40568,1.46608,1.60075,2.62983,2.24223,2.5913,2.73843,1.69242,1.67363,1.78879,1.89183,-9999,-9999
20000110,7.938,0.0,180.033,79.215,0.0,324.489,0.0,0.93,0.0,100.209,0.0,0.466,0.0,0.727,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,18.3028,0.0,14.46,-9999,-9999,-9999,19.8456,0.0,15.6788,-9999,-9999,-9999,0.168175,0.0,-9999,0.106005,0.151805,0.257424,0.0,0.0,0.0,2.23623,2.00812,2.03597,2.06749,2.00234,1.71056,1.89371,2.11976,2.77571,2.43028,2.77571,2.92085,1.75717,1.73821,1.86125,1.96572,-9999,-9999
20000111,8.459,0.0,181.171,16.986,0.0,345.942,0.0,0.001,0.0,99.799,0.0,12.665,0.0,1.886,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,26.7275,0.0,21.6822,-9999,-9999,-9999,15.0236,0.0,12.1744,-9999,-9999,-9999,0.365853,0.0,-9999,0.311998,0.366878,0.49159,0.0,0.0,0.0,2.28127,2.0466,2.0775,2.12973,1.7724,1.67263,1.72522,1.77682,2.814,2.48549,2.814,2.98731,0.775232,0.761631,0.809074,0.865237,-9999,-9999
20000112,8.039,0.0,182.362,81.858,0.0,317.155,0.0,0.632,0.0,100.14,0.0,1.465,0.0,0.837,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,25.3617,0.0,21.1117,-9999,-9999,-9999,16.3308,0.0,13.5798,-9999,-9999,-9999,0.410145,0.0,-9999,0.333934,0.389585,0.410145,0.0,0.0,0.0,2.2447,2.01559,2.04321,2.07399,1.78333,1.61275,1.6881,1.82442,2.78433,2.43966,2.78433,2.93213,1.74393,1.72485,1.84535,1.95017,-9999,-9999
20000113,9.544,0.0,183.609,110.059,0.0,294.907,0.0,2.21,0.0,100.277,0.0,0.139,0.0,1.384,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,18.3028,0.0,15.6236,-9999,-9999,-9999,19.8456,0.0,16.9231,-9999,-9999,-9999,0.168175,0.0,-9999,0.106005,0.151805,0.257424,0.0,0.0,0.0,2.3759,2.12593,2.15222,2.29141,2.14201,1.82817,2.0701,2.24648,2.88547,2.60786,2.88547,3.13469,1.94118,1.92275,2.04374,2.17856,-9999,-9999
20000114,9.824,0.0,184.909,59.625,0.0,321.19,0.0,3.215,0.0,100.071,0.0,0.0,0.0,0.871,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,26.7275,0.0,23.3808,-9999,-9999,-9999,15.0236,0.0,13.1292,-9999,-9999,-9999,0.365853,0.0,-9999,0.311998,0.366878,0.49159,0.0,0.0,0.0,2.40016,2.14665,2.16982,2.32622,1.89129,1.78,1.86864,1.91519,2.90607,2.6376,2.90607,3.17047,1.61451,1.59483,1.69728,1.79984,-9999,-9999
20000115,12.735,0.0,186.261,32.563,0.0,356.85,0.0,6.314,0.0,99.39,0.0,0.366,0.0,1.722,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,25.3617,0.0,22.7017,-9999,-9999,-9999,16.3308,0.0,14.5892,-9999,-9999,-9999,0.410145,0.0,-9999,0.333934,0.389585,0.410145,0.0,0.0,0.0,2.6534,2.35753,2.47684,2.70301,2.19203,1.96327,2.197,2.32015,3.10324,2.9404,3.11152,3.41913,1.21882,1.20027,1.27085,1.34853,-9999,-9999
20000116,9.543,0.0,187.668,47.503,0.0,340.19,0.0,0.899,0.0,99.794,0.0,13.049,0.0,1.888,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,18.3028,0.0,16.6372,-9999,-9999,-9999,19.8456,0.0,17.9872,-9999,-9999,-9999,0.168175,0.0,-9999,0.106005,0.151805,0.257424,0.0,0.0,0.0,2.37562,2.12637,2.15438,2.27435,2.14172,1.82863,2.05247,2.24407,2.88922,2.60465,2.88922,3.13078,1.51658,1.49631,1.5933,1.68571,-9999,-9999
20000117,10.059,0.0,189.126,39.626,0.0,349.608,0.0,0.233,0.0,99.997,0.0,1.032,0.0,1.121,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,26.7275,0.0,24.4823,-9999,-9999,-9999,15.0236,0.0,13.7219,-9999,-9999,-9999,0.365853,0.0,-9999,0.311998,0.366878,0.49159,0.0,0.0,0.0,2.42053,2.16417,2.18498,2.35212,1.91166,1.7975,1.88461,1.94011,2.924,2.66211,2.924,3.19996,1.34659,1.32744,1.41264,1.49359,-9999,-9999
20000118,12.421,0.0,190.636,17.232,0.0,373.402,0.0,0.006,0.0,99.774,0.0,24.287,0.0,2.057,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,25.3617,0.0,23.3483,-9999,-9999,-9999,16.3308,0.0,14.9772,-9999,-9999,-9999,0.410145,0.0,-9999,0.333934,0.389585,0.410145,0.0,0.0,0.0,2.62632,2.33587,2.45658,2.67522,2.16496,1.93949,2.17283,2.29236,3.08403,2.91354,3.08817,3.39845,0.812425,0.798141,0.847903,0.906543,-9999,-9999
20000119,12.788,0.0,192.196,38.415,0.0,361.44,0.0,0.105,0.0,99.944,0.0,7.435,0.0,1.676,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,18.3028,0.0,16.8659,-9999,-9999,-9999,19.8456,0.0,18.2181,-9999,-9999,-9999,0.168175,0.0,-9999,0.106005,0.151805,0.257424,0.0,0.0,0.0,2.65827,2.36185,2.48131,2.70797,2.42437,2.06995,2.4608,2.59756,3.10836,2.94579,3.11703,3.42471,1.30117,1.28261,1.36471,1.44307,-9999,-9999
20000120,10.924,0.0,193.807,38.743,0.0,361.29,0.0,0.0,0.0,99.838,0.0,4.605,0.0,0.8,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,26.7275,0.0,24.6424,-9999,-9999,-9999,15.0236,0.0,13.7916,-9999,-9999,-9999,0.365853,0.0,-9999,0.311998,0.366878,0.49159,0.0,0.0,0.0,2.49591,2.22785,2.25092,2.47118,1.98704,1.86098,1.96333,2.05508,2.98324,2.75791,2.98324,3.28959,1.36447,1.34478,1.42957,1.51265,-9999,-9999
20000121,8.874,0.0,195.468,99.705,0.0,328.846,0.0,1.248,0.0,99.841,0.0,0.44,0.0,0.587,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,25.3617,0.0,23.3958,-9999,-9999,-9999,16.3308,0.0,14.9997,-9999,-9999,-9999,0.410145,0.0,-9999,0.333934,0.389585,0.410145,0.0,0.0,0.0,2.3175,2.07699,2.11316,2.19218,1.85613,1.67699,1.77443,1.89088,2.84148,2.53225,2.84148,3.04362,1.88112,1.86253,1.98216,2.10915,-9999,-9999
20000122,9.177,0.0,197.176,99.736,0.0,322.631,0.0,1.838,0.0,99.751,0.0,1.364,0.0,0.605,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,18.3028,0.0,16.9692,-9999,-9999,-9999,19.8456,0.0,18.3378,-9999,-9999,-9999,0.168175,0.0,-9999,0.106005,0.151805,0.257424,0.0,0.0,0.0,2.34381,2.09918,2.13124,2.23453,2.10992,1.80148,2.00853,2.21528,2.86211,2.56574,2.86211,3.08394,1.89551,1.87664,1.99831,2.12487,-9999,-9999
20000123,9.484,0.0,198.933,7.677,0.0,360.189,0.0,0.14,0.0,99.657,0.0,29.586,0.0,2.041,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,26.7275,0.0,25.0607,-9999,-9999,-9999,15.0236,0.0,14.0399,-9999,-9999,-9999,0.365853,0.0,-9999,0.311998,0.366878,0.49159,0.0,0.0,0.0,2.37039,2.122,2.15092,2.26484,1.86152,1.75541,1.83892,1.86273,2.88534,2.59785,2.88534,3.12258,0.450473,0.441133,0.465502,0.503483,-9999,-9999
20000124,11.478,0.0,200.736,0.06,0.0,375.611,0.0,0.0,0.0,99.448,0.0,48.775,0.0,2.498,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,25.3617,0.0,24.0464,-9999,-9999,-9999,16.3308,0.0,15.433,-9999,-9999,-9999,0.410145,0.0,-9999,0.333934,0.389585,0.410145,0.0,0.0,0.0,2.54414,2.26847,2.32984,2.54998,2.08277,1.86878,2.08832,2.17039,3.02117,2.8192,3.02117,3.33058,0.00500678,0.00471164,0.00504529,0.00549306,-9999,-9999
20000125,10.116,0.0,202.586,47.703,0.0,350.935,0.0,0.044,0.0,99.567,0.0,18.769,0.0,0.823,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,18.3028,0.0,17.5458,-9999,-9999,-9999,19.8456,0.0,18.9629,-9999,-9999,-9999,0.168175,0.0,-9999,0.106005,0.151805,0.257424,0.0,0.0,0.0,2.4255,2.16845,2.18871,2.35816,2.19161,1.87064,2.11958,2.29957,2.92842,2.66805,2.92842,3.20712,1.44038,1.42136,1.51338,1.6017,-9999,-9999
20000126,8.558,0.0,204.482,121.573,0.0,315.15,0.0,1.252,0.0,100.101,0.0,0.123,0.0,0.881,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,26.7275,0.0,25.9026,-9999,-9999,-9999,15.0236,0.0,14.5264,-9999,-9999,-9999,0.365853,0.0,-9999,0.311998,0.366878,0.49159,0.0,0.0,0.0,2.28992,2.0537,2.09409,2.14813,1.78106,1.68011,1.74027,1.78209,2.81965,2.49731,2.81965,3.00155,2.02528,2.0065,2.13255,2.27422,-9999,-9999
20000127,8.641,0.0,206.423,145.593,0.0,288.15,0.0,3.432,0.0,100.213,0.0,0.0,0.0,0.848,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,25.3617,0.0,24.697,-9999,-9999,-9999,16.3308,0.0,15.8806,-9999,-9999,-9999,0.410145,0.0,-9999,0.333934,0.389585,0.410145,0.0,0.0,0.0,2.29742,2.05947,2.0973,2.17283,1.83606,1.65947,1.75796,1.87167,2.82227,2.50917,2.82227,3.01587,2.13492,2.11734,2.23808,2.40165,-9999,-9999
20000128,7.313,0.0,208.407,145.035,0.0,275.041,0.0,3.881,0.0,99.998,0.0,0.0,0.0,1.109,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,18.3028,0.0,17.9082,-9999,-9999,-9999,19.8456,0.0,19.3909,-9999,-9999,-9999,0.168175,0.0,-9999,0.106005,0.151805,0.257424,0.0,0.0,0.0,2.18304,1.95828,1.98473,2.01512,1.94914,1.66447,1.8509,2.07028,2.72648,2.3678,2.72648,2.87393,2.13789,2.12021,2.24173,2.4048,-9999,-9999
20000129,8.664,0.0,210.433,120.693,0.0,300.145,0.0,4.237,0.0,99.633,0.0,0.0,0.0,1.313,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,26.7275,0.0,26.2991,-9999,-9999,-9999,15.0236,0.0,14.7754,-9999,-9999,-9999,0.365853,0.0,-9999,0.311998,0.366878,0.49159,0.0,0.0,0.0,2.2995,2.06132,2.09908,2.17381,1.79063,1.6948,1.76247,1.79316,2.82449,2.51138,2.82449,3.01852,2.05012,2.03096,2.15861,2.30169,-9999,-9999
20000130,8.198,0.0,212.502,16.321,0.0,341.916,0.0,1.284,0.0,99.5,0.0,17.549,0.0,2.624,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,25.3617,0.0,25.2216,-9999,-9999,-9999,16.3308,0.0,16.2324,-9999,-9999,-9999,0.410145,0.0,-9999,0.333934,0.389585,0.410145,0.0,0.0,0.0,2.25848,2.02734,2.05393,2.09356,1.79711,1.62743,1.70398,1.83719,2.7959,2.45666,2.7959,2.9526,0.673235,0.661897,0.701205,0.748074,-9999,-9999
20000131,7.234,0.0,214.612,29.51,0.0,340.707,0.0,0.431,0.0,100.442,0.0,0.703,0.0,0.641,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,18.3028,0.0,18.2777,-9999,-9999,-9999,19.8456,0.0,19.8184,-9999,-9999,-9999,0.168175,0.0,-9999,0.106005,0.151805,0.257424,0.0,0.0,0.0,2.17487,1.94199,1.95691,2.0139,1.94098,1.6589,1.84844,2.05237,2.72753,2.35511,2.72753,2.86332,1.13243,1.11473,1.17817,1.2517,-9999,-9999
20000201,9.202,0.0,216.761,124.283,0.0,315.671,0.0,1.69,0.0,100.613,0.0,0.0,0.0,0.595,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,26.7275,0.0,26.9582,-9999,-9999,-9999,15.0236,0.0,15.1533,-9999,-9999,-9999,0.365853,0.0,-9999,0.311998,0.366878,0.49159,0.0,0.0,0.0,2.34621,2.1006,2.13084,2.24866,1.83734,1.73402,1.82009,1.8416,2.86056,2.57124,2.86056,3.0906,2.08893,2.06954,2.19955,2.34564,-9999,-9999
20000202,11.56,0.0,218.949,156.294,0.0,298.619,0.0,4.869,0.0,100.074,0.0,0.0,0.0,1.065,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,25.3617,0.0,25.7289,-9999,-9999,-9999,16.3308,0.0,16.5673,-9999,-9999,-9999,0.410145,0.0,-9999,0.333934,0.389585,0.410145,0.0,0.0,0.0,2.55056,2.27135,2.39236,2.59782,2.08919,1.87235,2.10119,2.21496,3.01508,2.83328,3.01508,3.32355,2.19988,2.18604,2.29855,2.47501,-9999,-9999
20000203,11.673,0.0,221.176,99.396,0.0,322.175,0.0,5.019,0.0,99.486,0.0,11.755,0.0,2.294,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,18.3028,0.0,18.5844,-9999,-9999,-9999,19.8456,0.0,20.1509,-9999,-9999,-9999,0.168175,0.0,-9999,0.106005,0.151805,0.257424,0.0,0.0,0.0,2.56084,2.28175,2.37639,2.59468,2.32694,1.98404,2.32982,2.49775,3.0309,2.84296,3.0309,3.34096,1.88267,1.86589,1.98566,2.11072,-9999,-9999
20000204,9.702,0.0,223.439,42.088,0.0,338.888,0.0,0.657,0.0,99.636,0.0,3.664,0.0,1.513,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,26.7275,0.0,27.1386,-9999,-9999,-9999,15.0236,0.0,15.2547,-9999,-9999,-9999,0.365853,0.0,-9999,0.311998,0.366878,0.49159,0.0,0.0,0.0,2.38948,2.13802,2.16375,2.29817,1.88061,1.77139,1.85876,1.88764,2.89983,2.62247,2.89983,3.15223,1.44719,1.42666,1.51848,1.60532,-9999,-9999
20000205,10.16,0.0,225.738,85.735,0.0,314.071,0.0,1.778,0.0,99.873,0.0,0.546,0.0,1.77,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,25.3617,0.0,25.7747,-9999,-9999,-9999,16.3308,0.0,16.4566,-9999,-9999,-9999,0.410145,0.0,-9999,0.333934,0.389585,0.410145,0.0,0.0,0.0,2.42934,2.17118,2.19051,2.37112,1.96798,1.77418,1.90739,2.04057,2.93003,2.67397,2.93003,3.21426,1.86603,1.84586,1.9764,2.08741,-9999,-9999
20000206,10.83,0.0,228.072,149.422,0.0,304.754,0.0,3.66,0.0,100.284,0.0,0.008,0.0,0.797,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,18.3028,0.0,18.4604,-9999,-9999,-9999,19.8456,0.0,19.8462,-9999,-9999,-9999,0.168175,0.0,-9999,0.106005,0.151805,0.257424,0.0,0.0,0.0,2.48739,2.21947,2.27362,2.48739,2.25349,1.92146,2.25349,2.42257,2.96988,2.75201,2.96988,3.27488,2.21725,2.19796,2.32816,2.49273,-9999,-9999
20000207,11.784,0.0,230.439,140.744,0.0,311.149,0.0,5.538,0.0,100.437,0.0,0.0,0.0,1.155,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,26.7275,0.0,27.0513,-9999,-9999,-9999,15.0236,0.0,15.0639,-9999,-9999,-9999,0.365853,0.0,-9999,0.311998,0.366878,0.49159,0.0,0.0,0.0,2.57011,2.28854,2.40448,2.61775,2.06125,1.92323,2.04127,2.1988,3.03502,2.8547,3.03502,3.34529,2.14614,2.1286,2.25275,2.4113,-9999,-9999
20000208,12.716,0.0,232.84,139.941,0.0,322.643,0.0,5.414,0.0,100.03,0.0,0.0,0.0,0.732,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,25.3617,0.0,25.7777,-9999,-9999,-9999,16.3308,0.0,16.4274,-9999,-9999,-9999,0.410145,0.0,-9999,0.333934,0.389585,0.410145,0.0,0.0,0.0,2.65132,2.35516,2.47392,2.70095,2.18995,1.96134,2.19443,2.31808,3.09904,2.93741,3.11069,3.41686,2.17872,2.15952,2.29116,2.44766,-9999,-9999
