TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,SW_OUT,SW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_1_QC,TS_F_MDS_2_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20010101,-0.043,1.0,174.165,118.995,0.0,216.434,0.0,1.961,1.0,85.568,0.0,0.0,1.0,1.278,1.0,-9999,0.0,-9999,0.0,30.9,1.0,-9999,-9999,-9999,0.233,-9999,1.0,-9999,12.777,-9999,1.0,-9999,1.0,15.2022,0.0,16.4315,-9999,-9999,-9999,37.723,0.0,40.7452,-9999,-9999,-9999,-0.357504,0.0,-9999,-0.364236,-0.357504,-0.357504,0.0,0.0,0.0,0.0858171,0.085129,0.0942262,0.102492,0.446984,0.444341,0.449365,0.460364,0.0514592,0.0493383,0.0514591,0.051588,0.526144,0.526144,0.533632,0.582899,-9999,-9999
20010102,-0.493,1.0,174.789,121.485,0.0,207.315,0.0,2.164,1.0,86.242,0.0,0.0,1.0,1.298,1.0,-9999,0.0,-9999,0.0,31.1833333333,1.0,-9999,-9999,-9999,0.363,-9999,1.0,-9999,12.947,-9999,1.0,-9999,1.0,14.4177,0.0,15.6897,-9999,-9999,-9999,38.2966,0.0,41.6467,-9999,-9999,-9999,-0.421054,0.0,-9999,-0.423516,-0.423516,-0.418014,0.0,0.0,0.0,0.0826224,0.0819299,0.0910548,0.0995517,0.509866,0.502467,0.509495,0.519463,0.0476391,0.0456758,0.047639,0.0477584,0.529117,0.529116,0.536572,0.586861,-9999,-9999
20010103,-0.962,1.0,175.472,119.478,0.0,219.065,0.0,2.433,1.0,86.465,0.0,0.0,1.0,1.277,1.0,-9999,0.0,-9999,0.0,30.95,1.0,-9999,-9999,-9999,0.053,-9999,1.0,-9999,12.716,-9999,1.0,1.30789,0.0,14.7519,0.0,16.2636,-9999,-9999,-9999,27.3844,0.0,30.1701,-9999,-9999,-9999,-0.320778,0.0,-9999,-0.320778,-0.320778,-0.320778,0.0,0.0,0.0,0.0793696,0.0786732,0.0878174,0.0965367,0.403936,0.400714,0.415977,0.424878,0.0436922,0.0418915,0.0436921,0.0438015,0.524223,0.524223,0.531653,0.581058,-9999,-9999
20010104,-0.935,1.0,176.211,120.243,0.0,221.44,0.0,2.332,1.0,86.002,0.0,0.0,1.0,1.367,1.0,-9999,0.0,-9999,0.0,31.3917083333,1.0,-9999,-9999,-9999,0.12,-9999,1.0,-9999,12.742,-9999,1.0,2.01613,0.0,15.2022,0.0,17.0697,-9999,-9999,-9999,37.723,0.0,42.3289,-9999,-9999,-9999,-0.357504,0.0,-9999,-0.364236,-0.357504,-0.357504,0.0,0.0,0.0,0.0801392,0.0794552,0.0884692,0.0969957,0.441346,0.438509,0.443969,0.454607,0.0459609,0.0440667,0.0459608,0.046076,0.526881,0.526881,0.534311,0.584333,-9999,-9999
20010105,-0.573,1.0,177.009,122.186,0.0,218.057,0.0,2.426,1.0,85.664,0.0,0.0,1.0,1.328,1.0,-9999,0.0,-9999,0.0,31.1,1.0,-9999,-9999,-9999,0.081,-9999,1.0,-9999,12.674,-9999,1.0,0.415738,0.0,14.4177,0.0,16.4824,-9999,-9999,-9999,38.2966,0.0,43.7525,-9999,-9999,-9999,-0.421054,0.0,-9999,-0.423516,-0.423516,-0.418014,0.0,0.0,0.0,0.0827536,0.0820741,0.0910557,0.0993821,0.509914,0.502846,0.509418,0.519293,0.0492153,0.0471869,0.0492151,0.0493385,0.521777,0.521777,0.529149,0.578592,-9999,-9999
20010106,0.425,1.0,177.864,120.948,0.0,224.123,0.0,2.7,1.0,85.158,0.0,0.0,1.0,1.331,1.0,-9999,0.0,-9999,0.0,31.225,1.0,-9999,-9999,-9999,0.568,-9999,1.0,-9999,12.918,-9999,1.0,1.30789,0.0,14.7519,0.0,16.7596,-9999,-9999,-9999,27.3844,0.0,31.1113,-9999,-9999,-9999,-0.320778,0.0,-9999,-0.320778,-0.320778,-0.320778,0.0,0.0,0.0,0.0897946,0.0891256,0.0979343,0.105862,0.414074,0.411098,0.425043,0.433012,0.0579438,0.0555557,0.0579437,0.0580888,0.527577,0.527577,0.535031,0.58496,-9999,-9999
20010107,0.381,1.0,178.776,127.128,0.0,197.641,0.0,3.205,1.0,85.323,0.0,0.0,1.0,1.328,1.0,-9999,-9999,-9999,-9999,32.6416666667,1.0,-9999,-9999,-9999,0.856,-9999,1.0,-9999,13.243,-9999,1.0,2.01613,0.0,15.2022,0.0,17.1453,-9999,-9999,-9999,37.723,0.0,42.5446,-9999,-9999,-9999,-0.357504,0.0,-9999,-0.364236,-0.357504,-0.357504,0.0,0.0,0.0,0.0889467,0.0882658,0.0973078,0.105317,0.450035,0.447358,0.452502,0.463366,0.0555563,0.0532666,0.0555562,0.0556954,0.533491,0.533491,0.5409,0.592754,-9999,-9999
20010108,-2.151,1.0,179.744,121.243,0.0,209.325,0.0,2.603,1.0,85.198,0.0,0.0,1.0,1.347,1.0,-9999,0.0,-9999,0.0,29.8,1.0,-9999,-9999,-9999,-0.227,-9999,1.0,-9999,12.62,-9999,1.0,0.415738,0.0,14.4177,0.0,16.5121,-9999,-9999,-9999,38.2966,0.0,43.8598,-9999,-9999,-9999,-0.421054,0.0,-9999,-0.423516,-0.423516,-0.418014,0.0,0.0,0.0,0.0713281,0.0706267,0.0797694,0.0889858,0.498754,0.49055,0.498901,0.508897,0.0346418,0.0332141,0.0346418,0.0347286,0.51555,0.51555,0.522979,0.570313,-9999,-9999
20010109,-0.75,1.0,180.768,43.72,0.0,267.766,0.0,2.606,1.0,84.807,0.0,0.0,1.0,1.043,1.0,-9999,0.0,-9999,0.0,18.2166666667,1.0,-9999,-9999,-9999,-0.467,-9999,1.0,-9999,12.355,-9999,1.0,1.30789,0.0,14.7519,0.0,16.9992,-9999,-9999,-9999,27.3844,0.0,31.556,-9999,-9999,-9999,-0.320778,0.0,-9999,-0.320778,-0.320778,-0.320778,0.0,0.0,0.0,0.0801991,0.0794884,0.0887926,0.0976273,0.404843,0.401556,0.417051,0.425997,0.0423482,0.0406029,0.042348,0.0424542,0.394711,0.394711,0.401504,0.426793,-9999,-9999
20010110,1.735,1.0,181.849,85.168,0.0,274.086,0.0,1.389,1.0,84.901,0.0,0.0,1.0,1.503,1.0,-9999,0.0,-9999,0.0,29.9166666667,1.0,-9999,-9999,-9999,1.955,-9999,1.0,-9999,13.41,-9999,1.0,2.01613,0.0,15.2022,0.0,17.3599,-9999,-9999,-9999,37.723,0.0,43.0771,-9999,-9999,-9999,-0.357504,0.0,-9999,-0.364236,-0.357504,-0.357504,0.0,0.0,0.0,0.0977894,0.0971029,0.105783,0.113836,0.458811,0.455831,0.461339,0.47154,0.0632433,0.0606368,0.0632432,0.0634015,0.506735,0.506734,0.514067,0.560455,-9999,-9999
20010111,4.123,1.0,182.984,112.502,0.0,256.369,0.0,3.845,1.0,84.871,0.0,0.0,1.0,2.852,1.0,-9999,0.0,-9999,0.0,18.65,1.0,-9999,-9999,-9999,1.975,-9999,1.0,-9999,13.372,-9999,1.0,0.415738,0.0,14.4177,0.0,16.3139,-9999,-9999,-9999,38.2966,0.0,43.3335,-9999,-9999,-9999,-0.421054,0.0,-9999,-0.423516,-0.423516,-0.418014,0.0,0.0,0.0,0.118246,0.117667,0.123598,0.130102,0.544387,0.540502,0.54216,0.550907,0.0996674,0.09556,0.0996673,0.099917,0.443707,0.443707,0.451427,0.478269,-9999,-9999
20010112,4.109,1.0,184.175,44.076,0.0,291.979,0.0,3.377,0.708333,84.241,0.0,0.9,1.0,2.74,1.0,-9999,0.0,-9999,0.0,9.08333333333,1.0,-9999,-9999,-9999,3.452,-9999,1.0,-9999,13.349,-9999,1.0,1.30789,0.0,14.7519,0.0,16.6491,-9999,-9999,-9999,27.3844,0.0,30.9062,-9999,-9999,-9999,-0.320778,0.0,-9999,-0.320778,-0.320778,-0.320778,0.0,0.0,0.0,0.116708,0.11609,0.122634,0.129578,0.440362,0.437591,0.448838,0.454523,0.0913497,0.0875849,0.0913496,0.0915784,0.30817,0.30817,0.315214,0.317807,-9999,-9999
20010113,0.102,1.0,185.42,117.236,0.0,230.971,0.0,2.048,0.833333,84.756,0.0,1.4,1.0,1.916,1.0,-9999,0.0,-9999,0.0,58.475,1.0,-9999,-9999,-9999,2.667,-9999,1.0,-9999,13.344,-9999,1.0,2.01613,0.0,15.2022,0.0,17.1088,-9999,-9999,-9999,37.723,0.0,42.4542,-9999,-9999,-9999,-0.357504,0.0,-9999,-0.364236,-0.357504,-0.357504,0.0,0.0,0.0,0.0854297,0.0847106,0.0941434,0.102793,0.446792,0.443513,0.449426,0.460297,0.0466966,0.0447721,0.0466966,0.0468135,0.539037,0.539037,0.546377,0.600503,-9999,-9999
20010114,-1.499,1.0,186.717,125.269,0.0,199.27,0.0,1.665,1.0,85.131,0.0,0.0,1.0,1.407,1.0,-9999,-9999,-9999,-9999,28.2166666667,1.0,-9999,-9999,-9999,1.133,-9999,1.0,-9999,13.28,-9999,1.0,0.415738,0.0,14.4177,0.0,16.1757,-9999,-9999,-9999,38.2966,0.0,42.9664,-9999,-9999,-9999,-0.421054,0.0,-9999,-0.423516,-0.423516,-0.418014,0.0,0.0,0.0,0.0743532,0.0736263,0.0830722,0.0924409,0.501903,0.49322,0.502168,0.512352,0.0349014,0.033463,0.0349014,0.0349888,0.513698,0.513697,0.521227,0.567135,-9999,-9999
20010115,-3.104,1.0,188.069,119.718,0.0,209.5,0.0,0.986,1.0,84.692,0.0,0.0,1.0,1.434,1.0,-9999,0.0,-9999,0.0,20.05,1.0,-9999,-9999,-9999,0.054,-9999,1.0,-9999,13.024,-9999,1.0,1.30789,0.0,14.7519,0.0,16.4579,-9999,-9999,-9999,27.3844,0.0,30.5512,-9999,-9999,-9999,-0.320778,0.0,-9999,-0.320778,-0.320778,-0.320778,0.0,0.0,0.0,0.0635559,0.0628272,0.072376,0.0822203,0.388504,0.384954,0.402053,0.411186,0.0240666,0.0230748,0.0240666,0.0241268,0.43837,0.438369,0.445844,0.474336,-9999,-9999
20010116,-3.391,1.0,189.474,103.245,0.0,230.874,0.0,1.156,0.708333,84.371,0.0,1.5,1.0,1.527,1.0,-9999,0.0,-9999,0.0,42.4666666667,1.0,-9999,-9999,-9999,0.197,-9999,1.0,-9999,13.303,-9999,1.0,-2.64401,0.0,10.9768,0.0,12.172,-9999,-9999,-9999,17.986,0.0,19.9444,-9999,-9999,-9999,-0.315106,0.0,-9999,-0.315106,-0.315106,-0.315106,0.0,0.0,0.0,0.0614041,0.0606715,0.0703365,0.0802687,0.380729,0.377137,0.394482,0.403784,0.0216555,0.0207631,0.0216555,0.0217098,0.333296,0.333295,0.340306,0.348809,-9999,-9999
20010117,-5.949,1.0,190.929,131.052,0.0,190.552,0.0,1.129,1.0,85.1,0.0,0.0,1.0,1.176,1.0,-9999,0.0,-9999,0.0,46.8416666667,1.0,-9999,-9999,-9999,-0.59,-9999,1.0,-9999,12.284,-9999,1.0,-0.854468,0.0,11.7391,0.0,13.2606,-9999,-9999,-9999,12.3964,0.0,14.003,-9999,-9999,-9999,-0.287156,0.0,-9999,-0.285467,-0.28515,-0.280548,0.0,0.0,0.0,0.0481115,0.0474431,0.0565968,0.0661152,0.337228,0.326797,0.333846,0.353271,0.0143103,0.0137205,0.0143102,0.0143462,0.548257,0.548257,0.555812,0.60984,-9999,-9999
20010118,-5.247,1.0,192.437,136.286,0.0,187.359,0.0,1.377,1.0,85.322,0.0,0.0,1.0,1.098,1.0,-9999,0.0,-9999,0.0,35.5416666667,1.0,-9999,-9999,-9999,-1.3,-9999,1.0,-9999,11.607,-9999,1.0,-1.1757,0.0,11.6853,0.0,13.4644,-9999,-9999,-9999,22.0257,0.0,25.3791,-9999,-9999,-9999,-0.25525,0.0,-9999,-0.251631,-0.236921,-0.23208,0.0,0.0,0.0,0.0525646,0.0518903,0.0609911,0.0704684,0.288594,0.285228,0.304507,0.314356,0.0179825,0.0172413,0.0179825,0.0180276,0.550707,0.550707,0.558249,0.61302,-9999,-9999
20010119,-4.091,1.0,193.995,136.26,0.0,207.442,0.0,1.345,1.0,85.491,0.0,0.0,1.0,1.191,1.0,-9999,0.0,-9999,0.0,33.2833333333,1.0,-9999,-9999,-9999,-1.355,-9999,1.0,-9999,11.603,-9999,1.0,-1.64556,0.0,12.155,0.0,13.9308,-9999,-9999,-9999,22.4936,0.0,25.7799,-9999,-9999,-9999,-0.337428,0.0,-9999,-0.34418,-0.335395,-0.332315,0.0,0.0,0.0,0.0588428,0.0581461,0.0673839,0.0769823,0.395178,0.391753,0.412206,0.421736,0.022314,0.0213942,0.022314,0.0223698,0.541901,0.541901,0.549489,0.601753,-9999,-9999
20010120,-1.028,1.0,195.603,135.131,0.0,215.407,0.0,2.169,1.0,85.646,0.0,0.0,1.0,1.458,1.0,-9999,0.0,-9999,0.0,34.6083333333,1.0,-9999,-9999,-9999,0.072,-9999,1.0,-9999,12.311,-9999,1.0,-2.91097,0.0,21.2331,0.0,24.4741,-9999,-9999,-9999,21.2685,0.0,24.5149,-9999,-9999,-9999,-0.40527,0.0,-9999,-0.396151,-0.370819,-0.363031,0.0,0.0,0.0,0.0782594,0.0775484,0.0868447,0.0958,0.44518,0.441871,0.466255,0.479053,0.040663,0.0389872,0.0406628,0.0407649,0.555332,0.555332,0.562912,0.618478,-9999,-9999
20010121,-2.73,1.0,197.261,138.757,0.0,202.049,0.0,1.878,1.0,86.055,0.0,0.0,1.0,1.225,1.0,-9999,-9999,-9999,-9999,35.3666666667,1.0,-9999,-9999,-9999,-0.276,-9999,1.0,-9999,12.404,-9999,1.0,-3.18509,0.0,24.3119,0.0,28.1115,-9999,-9999,-9999,22.1243,0.0,25.582,-9999,-9999,-9999,-0.369499,0.0,-9999,-0.366003,-0.355419,-0.349855,0.0,0.0,0.0,0.0675171,0.0668154,0.0759345,0.0853613,0.420513,0.41796,0.43667,0.442698,0.0306605,0.0293969,0.0306604,0.0307373,0.560823,0.560822,0.568412,0.625209,-9999,-9999
20010122,-2.163,1.0,198.966,93.335,0.0,243.311,0.0,1.536,1.0,85.569,0.0,0.0,1.0,1.043,1.0,-9999,0.0,-9999,0.0,20.9166666667,1.0,-9999,-9999,-9999,-0.332,-9999,1.0,-9999,12.502,-9999,1.0,-10.2452,0.0,13.5585,0.0,15.7332,-9999,-9999,-9999,8.18174,0.0,9.49407,-9999,-9999,-9999,-0.21206,0.0,-9999,-0.21206,-0.20803,-0.201586,0.0,0.0,0.0,0.0698574,0.0691284,0.0785668,0.0882103,0.273998,0.274483,0.287947,0.294667,0.0301209,0.0288794,0.0301208,0.0301962,0.471457,0.471456,0.479359,0.510976,-9999,-9999
20010123,-0.256,1.0,200.72,134.891,0.0,231.745,0.0,1.97,1.0,85.348,0.0,0.0,1.0,1.235,1.0,-9999,0.0,-9999,0.0,34.1833333333,1.0,-9999,-9999,-9999,1.158,-9999,1.0,-9999,13.293,-9999,1.0,-6.05407,0.0,20.3362,0.0,23.5199,-9999,-9999,-9999,21.2458,0.0,24.5719,-9999,-9999,-9999,-0.374729,0.0,-9999,-0.387559,-0.35995,-0.336079,0.0,0.0,0.0,0.0836203,0.0829145,0.0921911,0.100787,0.429811,0.429781,0.450081,0.476436,0.0467385,0.0448122,0.0467385,0.0468556,0.55035,0.550349,0.557836,0.613185,-9999,-9999
20010124,0.202,1.0,202.521,139.956,0.0,223.741,0.0,1.765,1.0,85.269,0.0,0.0,1.0,1.235,1.0,-9999,0.0,-9999,0.0,32.4333333333,1.0,-9999,-9999,-9999,1.172,-9999,1.0,-9999,13.065,-9999,1.0,-6.81417,0.0,18.7704,0.0,21.6419,-9999,-9999,-9999,17.4797,0.0,20.1539,-9999,-9999,-9999,-0.283044,0.0,-9999,-0.286071,-0.282611,-0.281498,0.0,0.0,0.0,0.0870891,0.0863922,0.0955953,0.103891,0.372049,0.370469,0.381856,0.391661,0.0512892,0.0491755,0.0512891,0.0514178,0.553077,0.553077,0.560932,0.613089,-9999,-9999
20010125,2.578,1.0,204.368,123.735,0.0,237.749,0.0,3.174,1.0,84.813,0.0,0.1,1.0,3.027,1.0,-9999,0.0,-9999,0.0,40.358375,1.0,-9999,-9999,-9999,2.511,-9999,1.0,-9999,13.399,-9999,1.0,-11.9168,0.0,19.8763,0.0,22.8461,-9999,-9999,-9999,30.2936,0.0,34.8199,-9999,-9999,-9999,-0.286772,0.0,-9999,-0.297383,-0.286772,-0.279469,0.0,0.0,0.0,0.104194,0.103523,0.111616,0.119465,0.383726,0.390598,0.401674,0.406273,0.0713643,0.0684231,0.0713641,0.071543,0.568157,0.568157,0.575836,0.633607,-9999,-9999
20010126,0.59,1.0,206.26,94.264,0.0,235.872,0.0,2.55,1.0,84.878,0.0,0.0,1.0,1.353,1.0,-9999,0.0,-9999,0.0,16.9166666667,1.0,-9999,-9999,-9999,1.348,-9999,1.0,-9999,13.378,-9999,1.0,-18.416,0.0,8.2305,0.0,9.43745,-9999,-9999,-9999,3.95946,0.0,4.54009,-9999,-9999,-9999,-0.260258,0.0,-9999,-0.226168,-0.217672,-0.214988,0.0,0.0,0.0,0.0888364,0.0881202,0.0975446,0.105967,0.307626,0.305695,0.308808,0.325209,0.0503269,0.0482528,0.0503267,0.0504528,0.437502,0.437502,0.445438,0.468705,-9999,-9999
20010127,0.104,1.0,208.196,60.09,0.0,278.706,0.0,1.09,0.75,84.283,0.0,0.1,1.0,1.1,1.0,-9999,0.0,-9999,0.0,7.675,1.0,-9999,-9999,-9999,1.354,-9999,1.0,-9999,13.375,-9999,1.0,-17.4888,0.0,4.34894,0.0,4.96649,-9999,-9999,-9999,-8.62545,0.0,-9.85025,-9999,-9999,-9999,-0.0526773,0.0,-9999,-0.0349514,-0.033673,0.0204748,0.0,0.0,0.0,0.084683,0.0839466,0.0935625,0.102456,0.123608,0.0717534,0.113859,0.136989,0.0436493,0.0418504,0.0436493,0.0437586,0.268382,0.268381,0.271039,0.276938,-9999,-9999
20010128,-0.055,1.0,210.176,84.145,0.0,270.391,0.0,1.626,0.291667,84.351,0.0,2.4,1.0,1.308,1.0,-9999,-9999,-9999,-9999,21.9833333333,1.0,-9999,-9999,-9999,1.923,-9999,1.0,-9999,13.391,-9999,1.0,-9.19009,0.0,11.5601,0.0,13.0866,-9999,-9999,-9999,-7.98226,0.0,-9.02548,-9999,-9999,-9999,-0.0721116,0.0,-9999,-0.0721116,-0.0715822,-0.0707312,0.0,0.0,0.0,0.0833974,0.0826562,0.0923156,0.101339,0.158184,0.154802,0.163161,0.172135,0.0418307,0.0401066,0.0418305,0.0419354,0.34108,0.341079,0.347858,0.360777,-9999,-9999
20010129,-1.617,1.0,212.198,149.025,0.0,206.988,0.0,1.538,0.791667,84.439,0.0,3.1,1.0,1.048,1.0,-9999,0.0,-9999,0.0,74.075,1.0,-9999,-9999,-9999,1.983,-9999,1.0,-9999,14.048,-9999,1.0,-7.63981,0.0,21.9911,0.0,24.7928,-9999,-9999,-9999,24.4886,0.0,27.5754,-9999,-9999,-9999,-0.354577,0.0,-9999,-0.344925,-0.341209,-0.329118,0.0,0.0,0.0,0.0751218,0.0744232,0.083558,0.0925172,0.418462,0.40872,0.416937,0.43547,0.0384992,0.0369125,0.0384991,0.0385957,0.566009,0.566008,0.574064,0.627297,-9999,-9999
20010130,-1.7,1.0,214.262,95.92,0.0,235.116,0.0,1.931,0.833333,84.841,0.0,0.3,1.0,2.378,1.0,-9999,0.0,-9999,0.0,38.25,1.0,-9999,-9999,-9999,1.126,-9999,1.0,-9999,14.519,-9999,1.0,-9.11563,0.0,11.8123,0.0,13.2896,-9999,-9999,-9999,7.47973,0.0,8.40504,-9999,-9999,-9999,-0.225998,0.0,-9999,-0.218691,-0.216605,-0.21521,0.0,0.0,0.0,0.0724541,0.0717154,0.081279,0.0908984,0.290766,0.287674,0.297884,0.307473,0.0316109,0.0303082,0.0316109,0.03169,0.49658,0.496579,0.504758,0.539694,-9999,-9999
20010131,-4.334,1.0,216.367,156.373,0.0,172.723,0.0,1.697,1.0,85.407,0.0,0.0,1.0,1.353,1.0,-9999,0.0,-9999,0.0,37.6916666667,1.0,-9999,-9999,-9999,-0.089,-9999,1.0,-9999,13.685,-9999,1.0,-3.30352,0.0,15.8748,0.0,17.7864,-9999,-9999,-9999,21.6182,0.0,24.1921,-9999,-9999,-9999,-0.248035,0.0,-9999,-0.240631,-0.240631,-0.236952,0.0,0.0,0.0,0.0570878,0.0563893,0.0657024,0.0753587,0.30177,0.291236,0.30177,0.316528,0.0205041,0.0196592,0.0205041,0.0205554,0.586052,0.586051,0.593864,0.654674,-9999,-9999
20010201,-3.458,1.0,218.511,157.1,0.0,186.383,0.0,1.885,1.0,85.797,0.0,0.0,1.0,1.139,1.0,-9999,0.0,-9999,0.0,37.7666666667,1.0,-9999,-9999,-9999,-0.378,-9999,1.0,-9999,13.138,-9999,1.0,-2.28756,0.0,13.473,0.0,15.0328,-9999,-9999,-9999,24.8761,0.0,27.7224,-9999,-9999,-9999,-0.342863,0.0,-9999,-0.331529,-0.320322,-0.316395,0.0,0.0,0.0,0.0634241,0.0627337,0.0717526,0.0811883,0.387674,0.381926,0.388919,0.410046,0.0274092,0.0262794,0.0274091,0.0274777,0.588996,0.588995,0.596841,0.658038,-9999,-9999
20010202,-0.876,1.0,220.695,152.734,0.0,216.11,0.0,2.065,1.0,85.917,0.0,0.0,1.0,1.23,1.0,-9999,0.0,-9999,0.0,34.95,1.0,-9999,-9999,-9999,0.667,-9999,1.0,-9999,13.751,-9999,1.0,-4.00464,0.0,12.4624,0.0,13.8415,-9999,-9999,-9999,29.9098,0.0,33.1792,-9999,-9999,-9999,-0.488853,0.0,-9999,-0.476019,-0.473748,-0.470599,0.0,0.0,0.0,0.07914,0.0784259,0.0877616,0.0967031,0.556787,0.551353,0.556787,0.573748,0.0411161,0.0394216,0.0411159,0.041219,0.579505,0.579505,0.58741,0.645638,-9999,-9999
20010203,0.288,1.0,222.915,130.886,0.0,236.162,0.0,1.932,1.0,85.734,0.0,0.0,1.0,1.312,1.0,-9999,0.0,-9999,0.0,31.6,1.0,-9999,-9999,-9999,1.924,-9999,1.0,-9999,14.102,-9999,1.0,-7.41716,0.0,18.7476,0.0,20.7352,-9999,-9999,-9999,23.1321,0.0,25.5532,-9999,-9999,-9999,-0.335228,0.0,-9999,-0.323971,-0.322679,-0.304898,0.0,0.0,0.0,0.0878258,0.0871336,0.0962906,0.104495,0.413671,0.401314,0.410802,0.429086,0.0529069,0.0507264,0.0529068,0.0530393,0.54996,0.549959,0.557753,0.610103,-9999,-9999
20010204,2.112,1.0,225.173,156.103,0.0,230.84,0.0,2.296,1.0,85.989,0.0,0.0,1.0,1.453,1.0,-9999,-9999,-9999,-9999,36.225,1.0,-9999,-9999,-9999,2.811,-9999,1.0,-9999,14.041,-9999,1.0,-5.14375,0.0,38.8138,0.0,42.7484,-9999,-9999,-9999,27.7805,0.0,30.5591,-9999,-9999,-9999,-0.426127,0.0,-9999,-0.40734,-0.402775,-0.395349,0.0,0.0,0.0,0.102308,0.101669,0.109356,0.117009,0.503025,0.498318,0.510613,0.519355,0.0751402,0.0720435,0.0751401,0.0753283,0.587929,0.587928,0.59575,0.656887,-9999,-9999
20010205,4.106,1.0,227.466,159.606,0.0,232.174,0.0,2.909,1.0,85.276,0.0,0.0,1.0,1.15,1.0,-9999,0.0,-9999,0.0,37.4833333333,1.0,-9999,-9999,-9999,4.214,-9999,1.0,-9999,13.991,-9999,1.0,-7.32975,0.0,28.3674,0.0,31.4048,-9999,-9999,-9999,27.6277,0.0,30.5485,-9999,-9999,-9999,-0.389275,0.0,-9999,-0.389293,-0.361471,-0.346498,0.0,0.0,0.0,0.119441,0.118793,0.124198,0.13036,0.478397,0.472522,0.490422,0.513505,0.108544,0.10407,0.108544,0.108816,0.597495,0.597494,0.605413,0.667996,-9999,-9999
20010206,7.25,1.0,229.794,141.737,0.0,252.215,0.0,4.936,1.0,84.301,0.0,0.0,1.0,3.139,1.0,-9999,0.0,-9999,0.0,28.2916666667,1.0,-9999,-9999,-9999,4.9,-9999,1.0,-9999,13.943,-9999,1.0,-10.3269,0.0,13.4762,0.0,15.027,-9999,-9999,-9999,14.5281,0.0,16.1804,-9999,-9999,-9999,-0.225171,0.0,-9999,-0.220983,-0.212129,-0.193752,0.0,0.0,0.0,0.14762,0.147404,0.148546,0.151717,0.351185,0.345469,0.358006,0.369017,0.169818,0.16282,0.169818,0.170243,0.529748,0.529748,0.537945,0.581284,-9999,-9999
20010207,9.058,1.0,232.155,145.139,0.0,245.429,0.0,6.515,1.0,83.652,0.0,0.0,1.0,4.537,1.0,-9999,0.0,-9999,0.0,30.7666666667,1.0,-9999,-9999,-9999,6.59,-9999,1.0,-9999,13.879,-9999,1.0,-6.20839,0.0,21.9549,0.0,24.7559,-9999,-9999,-9999,15.8082,0.0,17.8037,-9999,-9999,-9999,-0.306797,0.0,-9999,-0.304939,-0.300439,-0.299888,0.0,0.0,0.0,0.160991,0.160588,0.161644,0.163331,0.462083,0.460879,0.462268,0.466744,0.181805,0.174312,0.181804,0.18226,0.560667,0.560667,0.568883,0.619073,-9999,-9999
20010208,2.333,1.0,234.549,122.32,0.0,240.557,0.0,2.858,1.0,83.863,0.0,0.0,1.0,3.155,1.0,-9999,0.0,-9999,0.0,17.6166666667,1.0,-9999,-9999,-9999,5.155,-9999,1.0,-9999,13.834,-9999,1.0,-16.7562,0.0,17.665,0.0,20.2483,-9999,-9999,-9999,1.00001,0.0,1.14625,-9999,-9999,-9999,-0.262345,0.0,-9999,-0.243323,-0.21792,-0.217217,0.0,0.0,0.0,0.101991,0.101306,0.109728,0.117764,0.341981,0.321303,0.333705,0.347075,0.0670615,0.0642977,0.0670614,0.0672294,0.47314,0.473139,0.481609,0.507669,-9999,-9999
20010209,-1.122,1.0,236.974,167.064,0.0,187.988,0.0,3.099,1.0,84.923,0.0,0.0,1.0,2.356,1.0,-9999,0.0,-9999,0.0,34.875,1.0,-9999,-9999,-9999,2.821,-9999,1.0,-9999,13.778,-9999,1.0,-5.66389,0.0,12.8359,0.0,14.8938,-9999,-9999,-9999,26.6128,0.0,30.8795,-9999,-9999,-9999,-0.444007,0.0,-9999,-0.411055,-0.401757,-0.400202,0.0,0.0,0.0,0.0778426,0.077133,0.0864079,0.0953533,0.483484,0.477342,0.487416,0.504537,0.0399411,0.038295,0.039941,0.0400411,0.586086,0.586086,0.594354,0.650419,-9999,-9999
