TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,SW_DIF,SW_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_6,TS_F_MDS_7,TS_F_MDS_8,TS_F_MDS_9,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,TS_F_MDS_6_QC,TS_F_MDS_7_QC,TS_F_MDS_8_QC,TS_F_MDS_9_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20040503,11.131,0.0,415.684,155.001,0.0,334.366,0.0,1.808,0.0,100.142,0.0,2.345,0.0,1.832,0.0,0.282712958333,1.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,363.687,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.09127,0.0,69.1293,1.0,92.8669,-9999,-9999,-9999,28.1021,1.0,37.7517,-9999,-9999,-9999,-3.04211,0.895833,-9999,-3.12896,-3.04509,-2.97564,0.875,1.0,1.0,4.35418,4.34292,4.38625,4.45257,7.48276,7.40272,7.46973,7.49347,0.861139,0.740853,0.85826,0.861141,4.94791,5.08852,5.09101,5.1977,-9999,-9999
20040504,9.019,0.0,418.372,111.175,0.0,327.961,0.0,2.221,0.0,98.99,0.0,2.918,0.0,3.564,0.0,0.390855208333,1.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,350.608,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0880068,0.0,41.8191,0.9375,56.1516,-9999,-9999,-9999,-3.93073,1.0,-5.27789,-9999,-9999,-9999,-2.60842,0.895833,-9999,-2.6528,-2.60842,-2.5963,0.895833,0.895833,0.895833,4.02406,4.0075,4.04818,4.16981,6.77822,6.61578,6.76538,6.79786,0.832816,0.716486,0.830032,0.832818,3.71458,3.83369,3.83585,3.94741,-9999,-9999
20040505,10.315,0.0,421.019,221.105,0.0,304.14,0.0,4.708,0.0,98.502,0.0,0.144,0.0,3.021,0.0,0.340980083333,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,369.422,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.84383,0.0,60.4769,1.0,81.0525,-9999,-9999,-9999,12.778,1.0,17.1254,-9999,-9999,-9999,-2.35028,0.9375,-9999,-2.38913,-2.36923,-2.35028,0.958333,0.833333,0.9375,4.22663,4.21334,4.25564,4.34317,6.69345,6.59073,6.63233,6.69345,0.850145,0.731395,0.847303,0.850148,6.64988,6.80809,6.81075,6.8963,-9999,-9999
20040506,9.761,0.0,423.623,191.297,0.0,311.011,0.0,2.33,0.0,99.44,0.0,0.837,0.0,1.23,0.0,0.135697458333,1.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,384.293,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.09127,0.0,55.1973,1.0,73.7917,-9999,-9999,-9999,33.0735,1.0,44.2151,-9999,-9999,-9999,-3.71084,0.4375,-9999,-3.69562,-3.61578,-3.30198,0.4375,0.458333,0.3125,4.1402,4.12556,4.16717,4.26887,7.99369,7.43746,7.76333,7.92199,0.842633,0.724932,0.839816,0.842635,5.87869,6.02872,6.0313,6.12728,-9999,-9999
20040507,9.163,0.0,426.185,45.421,0.0,349.475,0.0,0.88,0.0,99.567,0.0,11.467,0.0,2.869,0.0,0.324581770833,1.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,381.504,0.479167,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0880068,0.0,47.3003,0.958333,62.9437,-9999,-9999,-9999,-5.85385,1.0,-7.78987,-9999,-9999,-9999,-2.07115,0.229167,-9999,-2.02762,-1.98199,-1.93695,0.291667,0.416667,0.125,4.04649,4.03025,4.07112,4.18927,6.317,5.96165,6.04064,6.20238,0.834828,0.718217,0.832037,0.83483,1.67072,1.73859,1.73989,1.82481,-9999,-9999
20040508,11.504,0.0,428.702,187.036,0.0,344.042,0.0,2.782,0.0,99.603,0.0,0.518,0.0,2.306,0.0,0.270687354167,1.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,370.453,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.84383,0.0,42.2368,1.0,55.8883,-9999,-9999,-9999,6.54821,1.0,8.66468,-9999,-9999,-9999,-1.07794,1.0,-9999,-1.04433,-1.04433,-0.929857,1.0,1.0,0.854167,4.41249,4.40215,4.44595,4.5026,5.58055,5.37718,5.44749,5.56636,0.866173,0.745183,0.863277,0.866175,5.75585,5.9031,5.90564,6.00016,-9999,-9999
20040509,10.406,0.0,431.175,186.622,0.0,339.206,0.0,1.312,0.0,100.394,0.0,0.121,0.0,1.604,0.0,0.162792702083,1.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,387.599,0.9375,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.09127,0.0,58.9911,1.0,77.6159,-9999,-9999,-9999,27.4572,0.979167,36.126,-9999,-9999,-9999,-3.89884,0.666667,-9999,-3.86318,-3.78765,-2.73186,0.6875,0.708333,0.5,4.2407,4.22755,4.26998,4.35584,8.22648,6.88138,7.97296,8.22648,0.851564,0.732615,0.848717,0.851566,5.83875,5.99487,5.99759,6.10541,-9999,-9999
20040510,10.332,0.0,433.603,203.09,0.0,353.334,0.0,1.255,0.0,100.982,0.0,0.369,0.0,1.64,0.0,0.163247333333,1.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,375.081,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0880068,0.0,48.1004,1.0,62.9578,-9999,-9999,-9999,31.3203,1.0,40.9946,-9999,-9999,-9999,-3.64734,0.729167,-9999,-3.5884,-3.52315,-3.27755,0.75,0.854167,0.416667,4.22936,4.21612,4.25844,4.34547,7.93387,7.44577,7.71584,7.91479,0.850366,0.731585,0.847523,0.850368,6.17234,6.32447,6.32706,6.41807,-9999,-9999
20040511,9.311,0.0,435.985,221.942,0.0,341.901,0.0,2.289,0.0,101.569,0.0,0.318,0.0,2.809,0.0,0.276691041667,1.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,373.173,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.84383,0.0,55.3125,1.0,72.0413,-9999,-9999,-9999,29.2543,1.0,38.1021,-9999,-9999,-9999,-2.20676,1.0,-9999,-2.20676,-2.20676,-2.20676,1.0,1.0,1.0,4.0695,4.05363,4.09468,4.20896,6.41572,6.26039,6.30144,6.41572,0.836797,0.719911,0.834,0.836799,6.64691,6.80349,6.80612,6.88829,-9999,-9999
20040512,9.433,0.0,438.319,181.932,0.0,348.454,0.0,3.515,0.0,101.858,0.0,0.086,0.0,3.002,0.0,0.361562083333,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,371.864,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.09127,0.0,52.2849,1.0,67.7569,-9999,-9999,-9999,16.0527,1.0,20.803,-9999,-9999,-9999,-2.75937,1.0,-9999,-2.75937,-2.75937,-2.75937,1.0,1.0,1.0,4.0887,4.07314,4.11434,4.22546,6.98483,6.8325,6.87371,6.98483,0.83846,0.721342,0.835657,0.838463,5.67882,5.83001,5.83264,5.93647,-9999,-9999
20040513,9.582,0.0,440.606,162.01,0.0,334.059,0.0,3.656,0.0,101.913,0.0,0.372,0.0,2.261,0.0,0.293622916667,1.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,369.776,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0880068,0.0,37.397,1.0,48.2076,-9999,-9999,-9999,9.47764,1.0,12.2174,-9999,-9999,-9999,-2.51444,1.0,-9999,-2.64487,-2.51444,-2.50582,0.8125,1.0,1.0,4.11186,4.09665,4.13804,4.2454,6.75983,6.64211,6.74031,6.78025,0.840482,0.723081,0.837672,0.840484,5.22821,5.38052,5.38323,5.50409,-9999,-9999
20040514,10.17,0.0,442.846,260.874,0.0,295.979,0.0,2.749,0.0,102.264,0.0,0.0,0.0,1.319,0.0,0.123527125,1.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,388.564,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.84383,0.0,59.0027,1.0,75.6106,-9999,-9999,-9999,30.4785,1.0,39.0576,-9999,-9999,-9999,-5.1459,0.541667,-9999,-5.25775,-5.08928,-4.48872,0.604167,0.604167,0.291667,4.20411,4.19047,4.23259,4.32379,9.60302,8.03273,9.27975,9.58901,0.84818,0.729704,0.845345,0.848182,7.57843,7.74033,7.74297,7.79829,-9999,-9999
20040515,12.075,0.0,445.034,250.016,0.0,313.431,0.0,2.256,0.0,102.564,0.0,0.0,0.0,2.203,0.0,0.240262125,1.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,383.357,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.09127,0.0,76.2879,1.0,97.4922,-9999,-9999,-9999,33.0279,1.0,42.208,-9999,-9999,-9999,-4.26617,0.791667,-9999,-4.22684,-3.8626,-3.77159,0.666667,0.833333,0.916667,4.50194,4.49321,4.53771,4.57791,8.85526,8.32151,8.35324,8.70568,0.873402,0.751403,0.870482,0.873404,7.35347,7.51661,7.51929,7.58658,-9999,-9999
20040516,12.401,0.0,447.175,258.09,0.0,309.802,0.0,2.466,0.0,102.761,0.0,0.0,0.0,1.436,0.0,0.220079552083,1.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,375.771,0.958333,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0880068,0.0,76.8654,1.0,98.1014,-9999,-9999,-9999,45.4221,1.0,57.9712,-9999,-9999,-9999,-4.36232,0.666667,-9999,-4.6749,-4.36232,-4.09208,0.583333,0.666667,0.833333,4.55305,4.54523,4.59013,4.62106,8.99,8.63731,8.91537,9.16836,0.877573,0.754991,0.87464,0.877575,7.5708,7.73711,7.73984,7.80522,-9999,-9999
20040517,13.521,0.0,449.264,269.721,0.0,310.147,0.0,3.711,0.0,102.434,0.0,0.0,0.0,1.282,0.0,0.108570879167,1.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,389.633,0.9375,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.84383,0.0,90.1416,1.0,114.873,-9999,-9999,-9999,37.5811,1.0,47.8921,-9999,-9999,-9999,-4.72491,0.479167,-9999,-4.69525,-4.60734,-4.36275,0.229167,0.229167,0.541667,4.72831,4.7237,4.76278,4.77226,9.4331,9.03515,9.3405,9.43946,0.891649,0.767101,0.888668,0.891652,7.81185,7.97661,7.97928,8.03115,-9999,-9999
20040518,12.985,0.0,451.302,264.311,0.0,304.128,0.0,3.481,0.0,102.29,0.0,0.0,0.0,1.49,0.0,0.168018733333,1.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,396.622,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.09127,0.0,84.2416,1.0,107.232,-9999,-9999,-9999,37.3678,1.0,47.566,-9999,-9999,-9999,-5.23578,0.583333,-9999,-5.23705,-5.22606,-5.18637,0.604167,0.604167,0.583333,4.64441,4.63817,4.68379,4.69918,9.99437,9.78606,9.86408,9.93998,0.885128,0.761491,0.882169,0.88513,7.69667,7.86193,7.86463,7.92245,-9999,-9999
20040519,13.428,0.0,453.288,263.08,0.0,314.135,0.0,3.886,0.0,102.125,0.0,0.0,0.0,2.384,0.0,0.255195208333,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,393.972,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0880068,0.0,81.2762,1.0,103.451,-9999,-9999,-9999,28.9733,1.0,36.878,-9999,-9999,-9999,-2.91862,0.666667,-9999,-2.93805,-2.91862,-2.88402,0.625,0.666667,0.729167,4.71383,4.70888,4.75076,4.75932,7.65498,7.61086,7.6383,7.653,0.89066,0.76625,0.887682,0.890662,7.65164,7.81564,7.81831,7.87531,-9999,-9999
20040520,12.63,0.0,455.222,242.496,0.0,310.605,0.0,2.868,0.0,101.866,0.0,0.0,0.0,1.646,0.0,0.238485666667,1.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,381.991,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.84383,0.0,79.2651,0.958333,101.07,-9999,-9999,-9999,24.9937,1.0,31.8691,-9999,-9999,-9999,-3.69978,0.708333,-9999,-3.71187,-3.69004,-3.54303,0.708333,0.708333,0.729167,4.58884,4.58161,4.6268,4.65156,8.33988,8.19847,8.25366,8.33613,0.880593,0.757589,0.877649,0.880595,7.22287,7.3898,7.39259,7.47424,-9999,-9999
20040521,10.28,0.0,457.101,248.72,0.0,305.745,0.0,4.723,0.0,101.945,0.0,0.0,0.0,2.905,0.0,0.437855833333,1.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,373.796,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.09127,0.0,75.9932,1.0,96.891,-9999,-9999,-9999,22.2304,1.0,28.3437,-9999,-9999,-9999,-3.89333,1.0,-9999,-3.89333,-3.89333,-3.89333,1.0,1.0,1.0,4.22101,4.20754,4.24981,4.33903,8.23236,8.10086,8.13941,8.23236,0.849896,0.73118,0.847054,0.849898,7.33051,7.49476,7.49748,7.56863,-9999,-9999
20040522,9.165,0.0,458.927,220.741,0.0,312.009,0.0,5.012,0.0,102.403,0.0,1.176,0.0,3.686,0.0,0.381052916667,1.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,377.029,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0880068,0.0,78.2761,1.0,99.9781,-9999,-9999,-9999,13.4359,1.0,17.1609,-9999,-9999,-9999,-3.63356,1.0,-9999,-3.74284,-3.63356,-3.63356,1.0,1.0,1.0,4.04684,4.03066,4.07152,4.18921,7.82277,7.6804,7.77964,7.84546,0.83473,0.718133,0.831939,0.834732,6.70941,6.87431,6.87712,6.975,-9999,-9999
20040523,10.304,0.0,460.698,259.344,0.0,305.211,0.0,5.686,0.0,102.479,0.0,0.586,0.0,3.128,0.0,0.3519420625,1.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,382.202,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.84383,0.0,81.2982,1.0,104.114,-9999,-9999,-9999,36.7099,1.0,47.0124,-9999,-9999,-9999,-4.30887,0.958333,-9999,-4.39344,-4.30887,-4.30675,0.895833,0.958333,0.958333,4.22473,4.2113,4.2536,4.34233,8.6512,8.54755,8.61088,8.6564,0.850254,0.731488,0.847412,0.850256,7.56621,7.73022,7.73291,7.79361,-9999,-9999
20040524,11.461,0.0,462.414,261.427,0.0,302.56,0.0,3.339,0.0,102.336,0.0,0.0,0.0,2.26,0.0,0.25038325,1.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,386.343,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.09127,0.0,75.4967,1.0,96.8548,-9999,-9999,-9999,38.2385,1.0,49.0562,-9999,-9999,-9999,-4.56514,0.729167,-9999,-4.56514,-4.55724,-4.55724,0.729167,0.75,0.75,4.40585,4.39552,4.43925,4.49605,9.06689,8.92641,8.97454,9.05889,0.865308,0.744439,0.862415,0.86531,7.66671,7.83528,7.83805,7.90477,-9999,-9999
20040525,10.908,0.0,464.073,243.415,0.0,316.904,0.0,3.656,0.0,102.056,0.0,0.414,0.0,2.19,0.0,0.1788045625,1.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,382.155,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0880068,0.0,45.3677,1.0,58.1846,-9999,-9999,-9999,13.6407,1.0,17.4943,-9999,-9999,-9999,-3.54307,0.625,-9999,-3.89661,-3.53359,-3.45347,0.520833,0.666667,0.770833,4.31924,4.3074,4.35045,4.42271,7.86622,7.8511,7.9263,8.15795,0.858165,0.738294,0.855296,0.858167,7.22859,7.39396,7.39671,7.47444,-9999,-9999
20040526,10.316,0.0,465.676,235.986,0.0,307.935,0.0,5.86,0.0,101.976,0.0,0.249,0.0,2.274,0.0,0.181758520833,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,383.003,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.84383,0.0,54.2759,1.0,69.3575,-9999,-9999,-9999,13.8717,1.0,17.7262,-9999,-9999,-9999,-3.71711,0.604167,-9999,-3.72706,-3.69815,-3.64701,0.604167,0.75,0.770833,4.22675,4.21344,4.25575,4.34342,7.96865,7.86045,7.96865,8.07611,0.850206,0.731447,0.847363,0.850208,7.10407,7.27351,7.27637,7.36876,-9999,-9999
20040527,10.723,0.0,467.222,248.931,0.0,297.186,0.0,4.703,0.0,102.276,0.0,0.267,0.0,1.686,0.0,0.18297401875,1.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,384.927,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.09127,0.0,62.616,1.0,79.6178,-9999,-9999,-9999,33.7798,1.0,42.9518,-9999,-9999,-9999,-5.04608,0.583333,-9999,-5.22556,-4.9961,-4.88467,0.520833,0.583333,0.604167,4.29032,4.27803,4.32085,4.39786,9.39396,9.24598,9.32995,9.43538,0.855656,0.736136,0.852796,0.855658,7.41671,7.58796,7.59082,7.67413,-9999,-9999
20040528,11.851,0.0,468.709,280.788,0.0,300.472,0.0,5.025,0.0,102.513,0.0,0.0,0.0,0.906,0.0,0.157150791667,1.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,383.827,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0880068,0.0,87.7728,1.0,111.141,-9999,-9999,-9999,54.6574,1.0,69.2093,-9999,-9999,-9999,-5.94882,0.5625,-9999,-6.02769,-5.91765,-5.69519,0.583333,0.583333,0.416667,4.46717,4.45812,4.50231,4.54649,10.4678,9.82609,10.3147,10.4883,0.869865,0.74836,0.866957,0.869867,8.08537,8.25289,8.25559,8.30258,-9999,-9999
20040529,15.365,0.0,470.139,285.347,0.0,309.048,0.0,8.057,0.0,102.292,0.0,0.0,0.0,1.577,0.0,0.166511502083,1.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,381.457,0.916667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.84383,0.0,100.462,1.0,126.913,-9999,-9999,-9999,18.6577,1.0,23.5701,-9999,-9999,-9999,-5.01506,0.5625,-9999,-5.15746,-5.1239,-5.07571,0.5,0.583333,0.541667,5.01614,5.00336,5.00696,5.01726,10.0306,10.0453,10.1412,10.1922,0.913728,0.786095,0.910673,0.91373,8.17786,8.34467,8.34468,8.3889,-9999,-9999
20040530,15.657,0.0,471.509,171.66,0.0,348.716,0.0,5.356,0.0,101.821,0.0,2.797,0.0,1.559,0.0,0.149279791667,1.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,390.139,0.895833,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.09127,0.0,45.8775,1.0,57.8215,-9999,-9999,-9999,-1.93083,1.0,-2.43351,-9999,-9999,-9999,-3.19571,0.625,-9999,-3.50703,-3.29775,-3.21437,0.395833,0.666667,0.645833,5.06243,5.04211,5.04813,5.06407,8.25949,8.2611,8.34167,8.52985,0.918186,0.789931,0.915116,0.918188,5.45734,5.61034,5.61303,5.72679,-9999,-9999
20040531,13.579,0.0,472.82,197.973,0.0,348.78,0.0,1.432,0.0,101.684,0.0,2.687,0.0,0.913,0.0,0.153295979167,1.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,380.027,0.958333,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0880068,0.0,56.1703,1.0,70.4971,-9999,-9999,-9999,21.8558,1.0,27.4303,-9999,-9999,-9999,-3.68707,0.604167,-9999,-4.32926,-3.87653,-3.71449,0.5,0.229167,0.604167,4.73748,4.73289,4.77166,4.78153,8.46674,8.46741,8.53232,9.03007,0.892748,0.768046,0.889763,0.89275,6.13665,6.29689,6.29966,6.40623,-9999,-9999
20040601,14.274,0.0,474.071,236.036,0.0,338.745,0.0,3.737,0.0,101.545,0.0,0.073,0.0,1.054,0.0,0.1459657375,1.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,378.861,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.84383,0.0,88.4355,0.979167,110.692,-9999,-9999,-9999,23.0301,1.0,28.8261,-9999,-9999,-9999,-4.51127,0.541667,-9999,-4.75754,-4.5221,-4.51066,0.604167,0.5625,0.5625,4.84595,4.84359,4.86366,4.87241,9.38645,9.35721,9.38799,9.60113,0.900886,0.775048,0.897875,0.900889,7.08408,7.25185,7.25467,7.34423,-9999,-9999
20040602,13.735,0.0,475.261,196.771,0.0,336.21,0.0,1.915,0.0,101.913,0.0,0.0,0.0,2.352,0.0,0.327887320833,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,376.302,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.09127,0.0,45.3579,1.0,56.5137,-9999,-9999,-9999,-8.87162,1.0,-11.0536,-9999,-9999,-9999,-0.840919,0.770833,-9999,-0.840919,-0.840919,-0.840919,0.770833,0.770833,0.770833,4.76191,4.75775,4.79285,4.80429,5.6387,5.55697,5.609,5.64633,0.894754,0.769772,0.891763,0.894756,6.16315,6.32854,6.33142,6.44632,-9999,-9999
20040603,13.472,0.0,476.389,239.896,0.0,342.268,0.0,2.981,0.0,102.441,0.0,1.644,0.0,2.057,0.0,0.279467083333,1.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,369.679,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0880068,0.0,69.6329,1.0,86.3172,-9999,-9999,-9999,22.7611,1.0,28.2148,-9999,-9999,-9999,-4.26059,0.875,-9999,-4.29882,-4.26059,-4.07833,0.916667,0.875,1.0,4.72073,4.71583,4.75721,4.76564,9.06186,8.85039,8.98547,9.06009,0.891401,0.766888,0.888421,0.891403,7.11351,7.27623,7.27893,7.35582,-9999,-9999
20040604,14.024,0.0,477.457,209.52,0.0,350.314,0.0,1.705,0.0,101.766,0.0,8.285,0.0,2.658,0.0,0.288694791667,1.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,373.522,0.916667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.84383,0.0,46.4494,0.9375,57.3333,-9999,-9999,-9999,0.839303,1.0,1.03597,-9999,-9999,-9999,-1.16489,0.708333,-9999,-1.26019,-1.16489,-1.15008,0.708333,0.708333,0.729167,4.80713,4.80386,4.83138,4.84322,5.99551,5.95879,5.99551,6.05091,0.898212,0.772747,0.895209,0.898214,6.28496,6.43418,6.43669,6.51742,-9999,-9999
20040605,13.528,0.0,478.463,253.319,0.0,323.057,0.0,3.421,0.0,101.653,0.0,0.006,0.0,2.33,0.0,0.2424809375,1.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,375.279,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.09127,0.0,42.4307,1.0,52.2644,-9999,-9999,-9999,-0.83186,1.0,-1.02465,-9999,-9999,-9999,-0.429364,0.916667,-9999,-1.04427,-0.509087,-0.439976,0.708333,0.979167,0.916667,4.72952,4.72477,4.76486,4.77343,5.23213,5.19422,5.23267,5.73258,0.892131,0.767515,0.889148,0.892133,7.52668,7.6992,7.70207,7.78382,-9999,-9999
