TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20080101,-6.279,0.0,118.866,70.744,0.666667,204.6,0.0,1.935,0.0,78.341,0.0,0.0,0.0,0.491,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,95.9505,0.0,156.893,-9999,-9999,-9999,29.0368,0.0,47.4794,-9999,-9999,-9999,-3.73328,0.0,-9999,-3.94691,-3.76414,-3.57422,0.0,0.0,0.0,1.9869,1.58695,1.66755,2.1065,5.75103,5.43957,5.5553,6.11482,1.80601,1.66498,1.83154,4.88265,3.26981,2.72576,3.26523,4.15062,-9999,0.0
20080102,-7.428,0.0,119.486,51.855,0.666667,221.548,0.0,1.792,0.0,77.921,0.0,0.362,0.0,1.015,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,97.6854,0.0,159.73,-9999,-9999,-9999,32.716,0.0,53.4955,-9999,-9999,-9999,-4.23974,0.0,-9999,-4.41588,-4.2538,-4.07246,0.0,0.0,0.0,1.86624,1.47201,1.54703,1.98915,6.34666,5.74944,5.89981,6.46957,1.74039,1.57408,1.76445,4.70524,2.58933,2.11039,2.58557,3.34995,-9999,0.0
20080103,-8.745,0.0,120.163,30.326,0.666667,246.235,0.0,1.544,0.0,77.521,0.0,2.921,0.0,1.755,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,99.7464,0.0,163.1,-9999,-9999,-9999,36.1875,0.0,59.1719,-9999,-9999,-9999,-4.68012,0.0,-9999,-4.80992,-4.76272,-4.7104,0.0,0.0,0.0,1.72882,1.34373,1.41249,1.85435,6.62027,6.06673,6.17403,6.79197,1.66246,1.28415,1.68545,4.49455,1.65307,1.3109,1.65057,2.19153,-9999,0.0
20080104,-6.306,0.0,120.9,28.248,0.666667,261.673,0.0,1.511,0.0,78.019,0.0,3.211,0.0,1.183,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,95.9505,0.0,156.893,-9999,-9999,-9999,29.0368,0.0,47.4794,-9999,-9999,-9999,-3.73328,0.0,-9999,-3.94691,-3.76414,-3.57422,0.0,0.0,0.0,1.98421,1.58457,1.66505,2.1038,5.74835,5.43708,5.55198,6.11292,1.80431,1.66342,1.82982,4.87806,1.53787,1.21955,1.53554,2.03953,-9999,0.0
20080105,-4.422,0.0,121.695,11.064,0.666667,284.472,0.0,1.534,0.0,78.149,0.0,4.706,0.0,0.946,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,97.6854,0.0,-9999,-9999,-9999,-9999,32.716,0.0,-9999,-9999,-9999,-9999,-4.23974,0.0,-9999,-4.41588,-4.2538,-4.07246,0.0,0.0,0.0,2.18226,1.77393,1.86358,2.33743,6.66268,6.04221,6.20291,6.81657,1.91119,1.76195,1.93821,5.16703,0.669276,0.512606,0.668209,0.916944,-9999,0.0
20080106,-2.703,0.0,122.549,37.603,0.666667,277.679,0.0,1.618,0.0,78.003,0.0,7.252,0.0,1.186,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,99.7464,0.0,-9999,-9999,-9999,-9999,36.1875,0.0,-9999,-9999,-9999,-9999,-4.68012,0.0,-9999,-4.80992,-4.76272,-4.7104,0.0,0.0,0.0,2.36315,1.95122,2.04941,2.59229,7.2546,6.6588,6.71629,7.50195,2.00388,1.8474,2.03221,5.4176,1.98748,1.59181,1.98452,2.61108,-9999,0.0
20080107,-1.701,0.0,123.46,33.48,0.666667,279.456,0.0,1.602,0.0,78.508,0.0,3.057,0.0,1.115,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,95.9505,0.0,-9999,-9999,-9999,-9999,29.0368,0.0,-9999,-9999,-9999,-9999,-3.73328,0.0,-9999,-3.94691,-3.76414,-3.57422,0.0,0.0,0.0,2.46857,2.05514,2.15832,2.76287,6.2327,5.9268,6.1178,6.38134,2.05726,1.89661,2.08634,5.56191,1.78931,1.4278,1.78663,2.35894,-9999,0.0
20080108,-3.975,0.0,124.43,80.549,0.666667,220.491,0.0,2.131,0.0,78.75,0.0,0.011,0.0,0.695,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,97.6854,0.0,-9999,-9999,-9999,-9999,32.716,0.0,-9999,-9999,-9999,-9999,-4.23974,0.0,-9999,-4.41588,-4.2538,-4.07246,0.0,0.0,0.0,2.22914,1.82124,1.91316,2.38683,6.70956,6.0823,6.243,6.86141,1.93371,1.78271,1.96105,5.22789,3.58628,3.02082,3.58134,4.514,-9999,0.0
20080109,-4.336,0.0,125.458,24.768,0.666667,267.623,0.0,1.847,0.0,78.599,0.0,0.332,0.0,0.376,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,99.7464,0.0,-9999,-9999,-9999,-9999,36.1875,0.0,-9999,-9999,-9999,-9999,-4.68012,0.0,-9999,-4.80992,-4.76272,-4.7104,0.0,0.0,0.0,2.19126,1.78321,1.87331,2.34567,7.0827,6.50029,6.57023,7.23712,1.91528,1.76572,1.94236,5.17808,1.37688,1.0846,1.37478,1.83718,-9999,0.0
20080110,-4.044,0.0,126.544,74.572,0.666667,245.863,0.0,1.873,0.0,78.66,0.0,0.0,0.0,0.565,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,95.9505,0.0,-9999,-9999,-9999,-9999,29.0368,0.0,-9999,-9999,-9999,-9999,-3.73328,0.0,-9999,-3.94691,-3.76414,-3.57422,0.0,0.0,0.0,2.22199,1.81455,1.90614,2.37661,5.98613,5.67816,5.89064,6.24632,1.92968,1.779,1.95696,5.217,3.38813,2.83773,3.38341,4.28459,-9999,0.0
20080111,-4.806,0.0,127.686,37.553,0.666667,262.287,0.0,1.566,0.0,78.07,0.0,2.523,0.0,1.391,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,97.6854,0.0,-9999,-9999,-9999,-9999,32.716,0.0,-9999,-9999,-9999,-9999,-4.23974,0.0,-9999,-4.41588,-4.2538,-4.07246,0.0,0.0,0.0,2.14175,1.73472,1.82249,2.27826,6.62217,6.00784,6.16854,6.73806,1.88988,1.7423,1.9166,5.10939,1.99061,1.59271,1.98764,2.61777,-9999,0.0
20080112,-4.472,0.0,128.886,6.765,0.666667,286.167,0.0,1.56,0.0,77.466,0.0,15.302,0.0,1.719,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,99.7464,0.0,-9999,-9999,-9999,-9999,36.1875,0.0,-9999,-9999,-9999,-9999,-4.68012,0.0,-9999,-4.80992,-4.76272,-4.7104,0.0,0.0,0.0,2.17697,1.7687,1.8581,2.33221,7.06842,6.48837,6.55831,7.22391,1.90854,1.75951,1.93553,5.15986,0.41847,0.318007,0.417795,0.577815,-9999,0.0
20080113,-3.153,0.0,130.143,70.166,0.645833,253.647,0.0,1.994,0.0,78.015,0.0,0.169,0.0,1.051,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,95.9505,0.0,-9999,-9999,-9999,-9999,29.0368,0.0,-9999,-9999,-9999,-9999,-3.73328,0.0,-9999,-3.94691,-3.76414,-3.57422,0.0,0.0,0.0,2.31574,1.90537,2.00135,2.52207,6.07987,5.77337,5.97637,6.29864,1.97891,1.82438,2.00689,5.3501,3.24492,2.70375,3.24036,4.12162,-9999,0.0
20080114,-4.462,0.0,131.456,24.4,0.645833,270.868,0.0,1.488,0.0,78.058,0.0,2.948,0.0,1.235,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,97.6854,0.0,-9999,-9999,-9999,-9999,32.716,0.0,-9999,-9999,-9999,-9999,-4.23974,0.0,-9999,-4.41588,-4.2538,-4.07246,0.0,0.0,0.0,2.17804,1.76979,1.85924,2.33344,6.65846,6.03862,6.19932,6.80815,1.90903,1.75996,1.93602,5.16118,1.3724,1.07728,1.3703,1.83669,-9999,0.0
20080115,-4.556,0.0,132.826,46.381,0.645833,262.866,0.0,1.512,0.0,77.875,0.0,2.127,0.0,1.209,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,99.7464,0.0,-9999,-9999,-9999,-9999,36.1875,0.0,-9999,-9999,-9999,-9999,-4.68012,0.0,-9999,-4.80992,-4.76272,-4.7104,0.0,0.0,0.0,2.1681,1.76015,1.84915,2.31868,7.05954,6.48095,6.55089,7.21543,1.90382,1.75515,1.93073,5.14708,2.37117,1.91882,2.3677,3.08691,-9999,0.0
20080116,-4.64,0.0,134.251,21.235,0.645833,273.156,0.0,1.545,0.0,77.083,0.0,5.533,0.0,0.997,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,95.9505,0.0,-9999,-9999,-9999,-9999,29.0368,0.0,-9999,-9999,-9999,-9999,-3.73328,0.0,-9999,-3.94691,-3.76414,-3.57422,0.0,0.0,0.0,2.1592,1.75155,1.84013,2.30497,5.92334,5.61215,5.81351,6.21457,1.89913,1.75084,1.92598,5.13442,1.21816,0.950031,1.21627,1.64009,-9999,0.0
20080117,-3.244,0.0,135.731,81.297,0.645833,242.516,0.0,2.027,0.0,77.793,0.0,0.119,0.0,1.023,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,97.6854,0.0,-9999,-9999,-9999,-9999,32.716,0.0,-9999,-9999,-9999,-9999,-4.23974,0.0,-9999,-4.41588,-4.2538,-4.07246,0.0,0.0,0.0,2.30617,1.89612,1.99165,2.50728,6.78659,6.14993,6.3084,6.93458,1.97386,1.81973,2.00177,5.33645,3.62325,3.05107,3.61825,4.56193,-9999,0.0
20080118,-1.832,0.0,137.267,68.026,0.645833,258.388,0.0,1.992,0.0,78.649,0.0,1.437,0.0,1.157,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,99.7464,0.0,-9999,-9999,-9999,-9999,36.1875,0.0,-9999,-9999,-9999,-9999,-4.68012,0.0,-9999,-4.80992,-4.76272,-4.7104,0.0,0.0,0.0,2.45455,2.04216,2.1447,2.74357,7.346,6.75831,6.81712,7.5929,2.04927,1.88925,2.07825,5.54034,3.20248,2.65553,3.19795,4.08342,-9999,0.0
20080119,-0.524,0.0,138.857,77.3,0.645833,251.896,0.0,2.024,0.0,79.308,0.0,0.0,0.0,1.322,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,95.9505,0.0,-9999,-9999,-9999,-9999,29.0368,0.0,-9999,-9999,-9999,-9999,-3.73328,0.0,-9999,-3.94691,-3.76414,-3.57422,0.0,0.0,0.0,2.59158,2.17389,2.28757,3.06433,6.35571,6.03186,6.23445,6.57035,2.11734,1.952,2.14728,5.72436,3.51544,2.94365,3.51054,4.44659,-9999,0.0
20080120,-0.254,0.0,140.501,92.441,0.645833,223.256,0.0,2.549,0.0,79.32,0.0,0.0,0.0,0.779,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,97.6854,0.0,-9999,-9999,-9999,-9999,32.716,0.0,-9999,-9999,-9999,-9999,-4.23974,0.0,-9999,-4.41588,-4.2538,-4.07246,0.0,0.0,0.0,2.61875,2.19655,2.31779,3.17601,7.09917,6.46384,6.57501,7.2275,2.12904,1.96279,2.15914,5.75598,4.00441,3.39814,3.99895,5.01057,-9999,0.0
20080121,-1.592,0.0,142.199,89.742,0.645833,234.065,0.0,2.91,0.0,78.82,0.0,0.0,0.0,0.982,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,99.7464,0.0,-9999,-9999,-9999,-9999,36.1875,0.0,-9999,-9999,-9999,-9999,-4.68012,0.0,-9999,-4.80992,-4.76272,-4.7104,0.0,0.0,0.0,2.4785,2.06925,2.17305,2.82471,7.36995,6.79082,6.84027,7.61657,2.05778,1.89709,2.08687,5.56332,3.92123,3.31939,3.91587,4.91651,-9999,0.0
20080122,-3.04,0.0,143.949,42.663,0.645833,261.844,0.0,1.76,0.0,78.222,0.0,3.577,0.0,2.249,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,95.9505,0.0,-9999,-9999,-9999,-9999,29.0368,0.0,-9999,-9999,-9999,-9999,-3.73328,0.0,-9999,-3.94691,-3.76414,-3.57422,0.0,0.0,0.0,2.32772,1.91668,2.0132,2.53941,6.09185,5.78523,5.98702,6.30574,1.98551,1.83047,2.01358,5.36794,2.23704,1.79608,2.23372,2.93266,-9999,0.0
20080123,-4.024,0.0,145.752,96.185,0.645833,215.3,0.0,2.526,0.0,79.191,0.0,0.003,0.0,1.042,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,97.6854,0.0,-9999,-9999,-9999,-9999,32.716,0.0,-9999,-9999,-9999,-9999,-4.23974,0.0,-9999,-4.41588,-4.2538,-4.07246,0.0,0.0,0.0,2.22405,1.81779,1.90952,2.38474,6.70447,6.07822,6.23892,6.85572,1.92937,1.77871,1.95665,5.21617,4.12689,3.51107,4.12129,5.15323,-9999,0.0
20080124,-2.046,0.0,147.607,94.476,0.645833,232.956,0.0,2.825,0.0,79.434,0.0,0.0,0.0,0.465,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,99.7464,0.0,-9999,-9999,-9999,-9999,36.1875,0.0,-9999,-9999,-9999,-9999,-4.68012,0.0,-9999,-4.80992,-4.76272,-4.7104,0.0,0.0,0.0,2.43119,2.02185,2.12338,2.71682,7.32263,6.73886,6.79745,7.5695,2.03459,1.87571,2.06335,5.50063,4.07757,3.46358,4.07202,5.09817,-9999,0.0
20080125,-1.501,0.0,149.514,94.054,0.645833,238.274,0.0,2.276,0.0,79.82,0.0,0.0,0.0,1.218,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,95.9505,0.0,-9999,-9999,-9999,-9999,29.0368,0.0,-9999,-9999,-9999,-9999,-3.73328,0.0,-9999,-3.94691,-3.76414,-3.57422,0.0,0.0,0.0,2.4892,2.0766,2.1808,2.80087,6.25333,5.94455,6.13814,6.40167,2.06653,1.90516,2.09574,5.58698,4.06153,3.44937,4.056,5.07899,-9999,0.0
20080126,-2.217,0.0,151.472,100.807,0.645833,217.092,0.0,2.858,0.0,79.956,0.0,0.0,0.0,0.943,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,97.6854,0.0,-9999,-9999,-9999,-9999,32.716,0.0,-9999,-9999,-9999,-9999,-4.23974,0.0,-9999,-4.41588,-4.2538,-4.07246,0.0,0.0,0.0,2.41279,2.00556,2.10628,2.69446,6.89321,6.25937,6.39987,7.03268,2.02328,1.86529,2.05188,5.47005,4.27226,3.64667,4.26649,5.3209,-9999,0.0
20080127,-0.172,0.0,153.479,96.655,0.645833,224.762,0.0,3.629,0.0,79.634,0.0,0.0,0.0,1.772,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,99.7464,0.0,-9999,-9999,-9999,-9999,36.1875,0.0,-9999,-9999,-9999,-9999,-4.68012,0.0,-9999,-4.80992,-4.76272,-4.7104,0.0,0.0,0.0,2.62856,2.20478,2.32596,3.15967,7.52001,6.93813,6.99284,7.82746,2.13589,1.9691,2.16609,5.7745,4.15856,3.53567,4.15291,5.19522,-9999,0.0
20080128,1.87,0.0,155.536,102.122,0.645833,235.57,0.0,3.928,0.0,79.512,0.0,0.0,0.0,0.836,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,95.9505,0.0,-9999,-9999,-9999,-9999,29.0368,0.0,-9999,-9999,-9999,-9999,-3.73328,0.0,-9999,-3.94691,-3.76414,-3.57422,0.0,0.0,0.0,2.83983,2.4303,2.55137,3.82984,6.60396,6.32339,6.48668,6.99776,2.23584,2.06125,2.26746,6.19097,4.31469,3.686,4.30887,5.37005,-9999,0.0
20080129,0.219,0.0,157.641,101.603,0.645833,239.282,0.0,3.001,0.0,79.183,0.0,0.0,0.0,0.438,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,97.6854,0.0,-9999,-9999,-9999,-9999,32.716,0.0,-9999,-9999,-9999,-9999,-4.23974,0.0,-9999,-4.41588,-4.2538,-4.07246,0.0,0.0,0.0,2.66775,2.23744,2.3703,3.33552,7.14817,6.53912,6.62439,7.27268,2.15198,1.98394,2.1824,5.818,4.3019,3.673,4.29609,5.35651,-9999,0.0
20080130,-1.887,0.0,159.795,41.83,0.645833,273.677,0.0,1.941,0.0,78.692,0.0,0.205,0.0,0.876,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,99.7464,0.0,-9999,-9999,-9999,-9999,36.1875,0.0,-9999,-9999,-9999,-9999,-4.68012,0.0,-9999,-4.80992,-4.76272,-4.7104,0.0,0.0,0.0,2.44909,2.03561,2.13785,2.73004,7.34053,6.75347,6.80474,7.58751,2.04773,1.88783,2.07668,5.53616,2.18345,1.75473,2.18021,2.86095,-9999,0.0
20080131,-3.0,0.0,161.995,103.145,0.645833,247.253,0.0,1.885,0.0,78.438,0.0,0.05,0.0,1.144,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,95.9505,0.0,-9999,-9999,-9999,-9999,29.0368,0.0,-9999,-9999,-9999,-9999,-3.73328,0.0,-9999,-3.94691,-3.76414,-3.57422,0.0,0.0,0.0,2.33197,1.92046,2.01717,2.54466,6.09611,5.78919,5.99056,6.30864,1.98813,1.83289,2.01624,5.37504,4.32172,3.69949,4.31591,5.37104,-9999,0.0
20080201,-2.967,0.0,164.242,44.994,0.625,277.124,0.0,2.012,0.0,77.739,0.0,0.346,0.0,1.094,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,97.6854,0.0,-9999,-9999,-9999,-9999,32.716,0.0,-9999,-9999,-9999,-9999,-4.23974,0.0,-9999,-4.41588,-4.2538,-4.07246,0.0,0.0,0.0,2.33548,1.92373,2.0206,2.54961,6.81589,6.17754,6.33314,6.96292,1.99009,1.83469,2.01823,5.38033,2.29326,1.85602,2.28989,2.98692,-9999,0.0
20080202,-3.777,0.0,166.535,76.106,0.625,250.427,0.0,1.78,0.0,77.729,0.0,3.511,0.0,1.369,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,99.7464,0.0,-9999,-9999,-9999,-9999,36.1875,0.0,-9999,-9999,-9999,-9999,-4.68012,0.0,-9999,-4.80992,-4.76272,-4.7104,0.0,0.0,0.0,2.25019,1.84041,1.93327,2.41461,7.14163,6.54954,6.61947,7.29315,1.94608,1.79412,1.97359,5.26134,3.44136,2.88568,3.43658,4.34838,-9999,0.0
20080203,-6.658,0.0,168.872,77.503,0.604167,227.506,0.0,1.577,0.0,78.238,0.0,1.056,0.0,1.315,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,95.9505,0.0,-9999,-9999,-9999,-9999,29.0368,0.0,-9999,-9999,-9999,-9999,-3.73328,0.0,-9999,-3.94691,-3.76414,-3.57422,0.0,0.0,0.0,1.94728,1.54987,1.62866,2.06768,5.71141,5.40068,5.51052,6.0906,1.78367,1.64439,1.80888,4.82225,3.60919,3.0016,3.60411,4.59133,-9999,0.0
20080204,-6.008,0.0,171.253,14.596,0.604167,271.859,0.0,1.492,0.0,77.656,0.0,5.649,0.0,1.694,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,97.6854,0.0,-9999,-9999,-9999,-9999,32.716,0.0,-9999,-9999,-9999,-9999,-4.23974,0.0,-9999,-4.41588,-4.2538,-4.07246,0.0,0.0,0.0,2.01534,1.61369,1.6925,2.13431,6.49576,5.89801,6.06152,6.61473,1.82188,1.67961,1.84764,4.92556,0.873698,0.671609,0.872312,1.19278,-9999,0.0
20080205,-3.311,0.0,173.678,105.748,0.604167,235.855,0.0,2.328,0.0,78.477,0.0,0.007,0.0,1.035,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,99.7464,0.0,-9999,-9999,-9999,-9999,36.1875,0.0,-9999,-9999,-9999,-9999,-4.68012,0.0,-9999,-4.80992,-4.76272,-4.7104,0.0,0.0,0.0,2.29885,1.89022,1.98544,2.50067,7.19029,6.59484,6.66008,7.43782,1.96873,1.815,1.99657,5.32258,4.49337,3.83152,4.48729,5.60228,-9999,0.0
20080206,-2.131,0.0,176.144,83.002,0.604167,264.254,0.0,1.889,0.0,79.043,0.0,1.536,0.0,1.383,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,95.9505,0.0,-9999,-9999,-9999,-9999,29.0368,0.0,-9999,-9999,-9999,-9999,-3.73328,0.0,-9999,-3.94691,-3.76414,-3.57422,0.0,0.0,0.0,2.42313,2.01107,2.11212,2.69226,6.18727,5.88414,6.0762,6.35613,2.0335,1.87471,2.06225,5.49768,3.79219,3.17038,3.7869,4.80383,-9999,0.0
20080207,-2.121,0.0,178.652,116.271,0.604167,238.954,0.0,2.233,0.0,79.569,0.0,0.213,0.0,1.568,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,97.6854,0.0,-9999,-9999,-9999,-9999,32.716,0.0,-9999,-9999,-9999,-9999,-4.23974,0.0,-9999,-4.41588,-4.2538,-4.07246,0.0,0.0,0.0,2.42425,2.01165,2.11274,2.692,6.90467,6.26546,6.40878,7.04635,2.0346,1.87573,2.06337,5.50067,4.77211,4.10521,4.76574,5.90993,-9999,0.0
