TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_DIF,PPFD_DIF_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20020101,-8.85,1.0,109.86,22.505,1.0,174.497,0.0,0.63,1.0,91.422,0.0,0.0,1.0,0.609,0.9375,0.146923076923,0.541666666667,-9999,0.0,43.8764583333,1.0,32.8772916667,1.0,-9999,0.0,-9999,0.0,-9999,0.0,393.291,1.0,-0.125,-9999,-9999,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.48937,1.0,0.408684,0.9375,0.968292,-9999,-9999,0.374917,-15.4632,0.9375,-36.5407,-9999,-9999,2.02767,-1.38934,0.9375,-9999,-1.51707,-1.36682,-0.498563,0.9375,0.9375,0.708333,0.0,0.0,0.0,0.0,1.38934,0.498563,1.36681,1.38934,0.667845,0.734435,0.920092,1.17131,0.161222,0.0741705,0.150438,0.158791,-9999,-9999
20020102,-8.699,1.0,110.475,20.913,1.0,192.109,0.0,0.662,1.0,91.307,0.0,0.0,1.0,0.457,0.916667,-9999,0.0,-9999,0.0,41.0020833333,1.0,27.9214583333,1.0,-9999,0.0,-9999,0.0,-9999,0.0,403.783,1.0,-0.14,-9999,-9999,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.20309,1.0,0.764895,0.9375,1.80751,1.72552,1.81345,0.367487,-15.7797,0.9375,-37.2887,-37.4112,-35.5973,1.94539,-1.35749,0.9375,-9999,-1.45493,-1.28784,-0.567127,0.9375,0.9375,0.708333,0.0,0.0,0.0,0.0,1.35749,0.567127,1.28784,1.35749,0.671475,0.738428,0.934525,1.18716,0.149762,0.0686723,0.139738,0.147137,-9999,-9999
20020103,-9.459,1.0,111.147,18.539,1.0,193.582,0.0,0.512,1.0,91.146,0.0,0.0,1.0,0.494,0.833333,0.131111111111,0.5625,-9999,0.0,43.7772916667,1.0,28.181875,1.0,-9999,0.0,-9999,0.0,-9999,0.0,408.394,1.0,-0.024,-9999,-9999,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.07602,1.0,0.395484,0.958333,0.937631,0.892169,0.979883,0.376605,-15.8376,0.958333,-37.4256,-39.2406,-35.728,1.88276,-1.62179,0.9375,-9999,-1.67504,-1.54181,-0.900066,0.9375,0.9375,0.75,0.0,0.0,0.0,0.0,1.62179,0.900066,1.54181,1.62179,0.653,0.718111,0.865324,1.11028,0.132727,0.0606967,0.123839,0.130133,-9999,-9999
20020104,-9.098,1.0,111.878,20.125,1.0,181.728,0.0,0.455,0.979167,91.408,0.0,0.0,1.0,0.472,0.666667,-9999,0.0,-40.4464583333,1.0,47.5897916667,1.0,28.1177083333,1.0,-9999,0.0,-9999,0.0,-9999,0.0,418.94,1.0,0.027,-9999,-9999,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.29,1.0,0.791687,0.9375,1.87697,1.78596,1.96155,0.438729,-15.4283,0.9375,-36.4582,-38.2263,-34.8045,1.86288,-1.48901,0.916667,-9999,-1.5962,-1.42535,-0.762833,0.916667,0.916667,0.75,0.0,0.0,0.0,0.0,1.48901,0.762833,1.42535,1.48901,0.661661,0.727635,0.899289,1.14766,0.143788,0.0644653,0.134126,0.138927,-9999,-9999
20020105,-8.489,1.0,112.667,22.141,1.0,205.327,0.0,0.554,0.958333,91.676,0.0,0.0,1.0,0.584,0.854167,0.1416,0.520833333333,-32.9445833333,1.0,50.5464583333,1.0,30.496875,1.0,-9999,0.0,-9999,0.0,-9999,0.0,422.403,1.0,-0.174,-9999,-9999,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.48354,1.0,1.11602,0.979167,2.64591,2.51762,2.76514,0.456214,-16.8238,1.0,-39.7559,-41.6839,-37.9526,2.0131,-1.07113,0.9375,-9999,-1.35814,-1.07113,-0.324655,0.9375,0.9375,0.75,0.0,0.0,0.0,0.0,1.07113,0.324655,1.07113,1.22917,0.676315,0.74375,0.956299,1.2105,0.158083,0.0703728,0.147447,0.151939,-9999,-9999
20020106,-7.825,1.0,113.516,26.012,1.0,202.055,0.0,0.562,0.958333,91.578,0.0,0.0,1.0,0.419,0.833333,-9999,0.0,-28.0360416667,1.0,57.9,1.0,32.0545833333,1.0,-9999,0.0,-9999,0.0,-9999,0.0,428.43,1.0,-0.248,-9999,-9999,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.29396,1.0,0.862391,0.958333,2.04459,1.94546,2.13673,0.45636,-14.2524,1.0,-33.6796,-35.313,-32.1519,1.98079,-0.444707,0.895833,-9999,-0.758072,-0.444707,0.116564,0.895833,0.895833,0.729167,0.0,0.0,0.0,0.00988063,0.444707,-0.106683,0.444707,0.758072,0.692301,0.76133,1.01812,1.27873,0.185557,0.0818464,0.173053,0.177159,-9999,-9999
20020107,-6.963,1.0,114.421,31.619,1.0,213.596,0.0,0.633,0.916667,91.179,0.0,0.0,1.0,0.643,0.833333,0.170714285714,0.583333333333,-24.3554166667,1.0,58.690625,1.0,32.0097916667,1.0,-9999,-9999,-9999,-9999,-9999,-9999,424.431,1.0,-0.22,-9999,-9999,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.265,1.0,0.856757,0.979167,2.03124,1.93275,2.12277,0.46473,-13.2187,1.0,-31.2369,-32.7518,-29.82,1.88566,-0.139011,0.875,-9999,-0.754087,-0.139011,0.494253,0.875,0.875,0.833333,0.122522,0.0150361,0.0315642,0.122522,0.261533,-0.231057,0.261533,0.75628,0.712658,0.783717,1.10247,1.37052,0.2248,0.0960133,0.209539,0.211524,-9999,-9999
20020108,-7.812,1.0,115.385,34.609,1.0,199.922,0.0,0.892,0.916667,91.532,0.0,0.0,1.0,0.373,0.416667,-9999,0.0,-22.450625,1.0,69.01,1.0,40.9985416667,1.0,-9999,0.0,-9999,0.0,-9999,0.0,428.757,1.0,-0.573,-9999,-9999,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.85636,1.0,0.768403,1.0,1.82176,1.73344,1.90386,0.462853,-12.8967,0.979167,-30.476,-31.954,-29.0936,1.9495,-0.354944,0.9375,-9999,-0.691711,-0.354944,0.154619,0.9375,0.9375,0.875,0.37501,0.160415,0.208491,0.37501,0.729954,0.415703,0.729954,0.852127,0.692738,0.761811,1.01821,1.2792,0.245753,0.104115,0.227546,0.231249,-9999,-9999
20020109,-7.018,1.0,116.407,30.587,1.0,212.094,0.0,0.959,0.916667,91.898,0.0,0.0,1.0,0.348,0.291667,-9999,0.0,-20.9445833333,1.0,63.3933333333,1.0,28.9791666667,1.0,-9999,0.0,-9999,0.0,-9999,0.0,421.989,1.0,-0.813,-9999,-9999,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.00833,1.0,0.713634,1.0,1.69192,1.60988,1.76816,0.473716,-13.7924,1.0,-32.5925,-34.1732,-31.1142,1.7962,0.28926,0.875,-9999,-0.378815,0.28926,1.04945,0.875,0.875,0.8125,0.712388,0.45449,0.502755,0.712388,0.423127,-0.0600084,0.423127,0.838631,0.71128,0.782201,1.09762,1.36504,0.217498,0.0930764,0.202762,0.204653,-9999,-9999
20020110,-7.539,1.0,117.487,31.574,1.0,208.711,0.0,1.004,0.895833,91.783,0.0,0.0,1.0,0.193,0.854167,-9999,0.0,-21.65,1.0,64.625625,1.0,29.295625,1.0,-9999,0.0,-9999,0.0,-9999,0.0,423.224,1.0,-0.975,-9999,-9999,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.84312,1.0,0.98069,1.0,2.32506,2.21233,2.42984,0.473053,-10.6616,1.0,-25.1942,-26.416,-24.0514,1.88188,-0.268907,0.875,-9999,-0.709972,-0.268907,0.201284,0.875,0.875,0.875,0.934612,0.652109,0.715267,0.934612,1.20352,1.06557,1.20352,1.34908,0.69908,0.768785,1.04592,1.30904,0.22467,0.0967349,0.209466,0.211396,-9999,-9999
20020111,-8.109,1.0,118.623,27.77,1.0,207.901,0.0,0.527,0.958333,91.571,0.0,0.0,1.0,0.193,0.895833,0.0568,0.520833333333,-26.7627083333,1.0,65.564375,1.0,34.9408333333,1.0,-9999,0.0,-9999,0.0,-9999,0.0,451.6,1.0,-1.182,-9999,-9999,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.78,1.0,1.20711,1.0,2.86188,2.72312,2.99085,0.483932,-9.63707,1.0,-22.7732,-23.8776,-21.7402,1.82922,1.0663,0.895833,-9999,0.313062,1.0663,1.81357,0.895833,0.895833,0.895833,1.12457,0.824681,0.897891,1.12457,0.0582698,-0.306147,0.0582698,0.569057,0.685428,0.753771,0.991771,1.24958,0.198036,0.0871229,0.184684,0.18869,-9999,-9999
20020112,-5.246,1.0,119.817,40.563,1.0,231.745,0.0,0.78,0.833333,91.516,0.0,0.0,1.0,0.408,0.916667,-9999,0.0,-26.8629166667,1.0,82.015,1.0,68.4079166667,1.0,-9999,0.0,-9999,0.0,-9999,0.0,458.524,1.0,-1.084,-9999,-9999,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.13437,1.0,0.874862,1.0,2.07416,1.9736,2.16763,0.491042,-9.51536,1.0,-22.4856,-23.576,-21.4656,1.84998,1.80592,0.75,-9999,1.03743,1.80592,2.50564,0.75,0.75,0.75,1.9964,1.45112,1.64839,1.9964,0.190486,0.0202556,0.190486,0.591262,0.751512,0.826445,1.28561,1.56462,0.289096,0.12631,0.269585,0.274118,-9999,-9999
20020113,-5.518,1.0,121.068,43.999,1.0,229.815,0.0,0.34,1.0,91.168,0.0,0.0,1.0,0.485,0.958333,0.15064516129,0.645833333333,-22.8670833333,1.0,74.9135416667,1.0,41.1314583333,1.0,-9999,0.0,-9999,0.0,-9999,0.0,457.671,1.0,-1.028,-9999,-9999,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.76083,1.0,0.996531,1.0,2.36262,2.24807,2.46909,0.505271,-10.2151,1.0,-24.2183,-25.3097,-23.0441,1.8694,1.57245,0.979167,0.96155,0.63232,1.57245,2.38316,0.979167,0.979167,0.666667,2.29086,1.68386,1.89972,2.29086,0.718405,0.183538,0.718405,1.26046,0.745427,0.819754,1.25604,1.53346,0.311552,0.128427,0.28121,0.293192,-9999,-9999
20020114,-6.979,1.0,122.376,39.181,1.0,192.765,0.0,0.557,0.9375,90.891,0.0,0.0,1.0,0.739,0.958333,0.1076,0.520833333333,-38.8225,1.0,74.2933333333,1.0,34.335625,1.0,-9999,-9999,-9999,-9999,-9999,-9999,454.861,1.0,-0.914,-9999,-9999,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.13354,1.0,0.799677,1.0,1.89591,-9999,-9999,0.517503,-10.4903,1.0,-24.8058,-9999,-9999,1.85676,1.57632,0.9375,0.42077,0.520014,1.57632,2.18084,0.9375,0.9375,0.708333,2.02218,1.49155,1.63972,2.02218,0.445864,0.01111,0.445864,1.11971,0.712206,0.783219,1.10151,1.36927,0.277991,0.116551,0.255524,0.261592,-9999,-9999
20020115,-8.097,1.0,123.74,39.807,1.0,190.587,0.0,0.576,0.958333,90.547,0.0,0.0,1.0,0.373,0.875,0.12,0.583333333333,-40.0675,1.0,75.3666666667,1.0,33.8220833333,1.0,-9999,0.0,-9999,0.0,-9999,0.0,464.004,1.0,-1.577,-9999,-9999,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.28687,1.0,0.901898,1.0,2.13826,-9999,-9999,0.534873,-12.9035,0.979167,-30.5171,-9999,-9999,1.87558,2.0305,0.895833,0.436073,1.33076,1.66534,2.0305,0.895833,0.0,0.895833,1.59178,1.21865,1.3092,1.59178,-0.438722,-0.438722,-0.0516934,-0.0215633,0.685759,0.754135,0.992648,1.25065,0.28249,0.118624,0.259983,0.265824,-9999,-9999
20020116,-6.92,1.0,125.16,43.998,1.0,201.668,0.0,0.462,0.979167,90.419,0.0,0.0,1.0,0.398,1.0,-9999,0.0,-42.9954166667,1.0,78.5029166667,1.0,37.3314583333,1.0,-9999,0.0,-9999,0.0,-9999,0.0,467.002,1.0,-1.588,-9999,-9999,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.93083,1.0,1.16028,0.979167,2.75086,-9999,-9999,0.535006,-10.607,1.0,-25.0927,-9999,-9999,1.84053,1.21837,0.6875,0.460232,0.412,1.21837,1.52504,0.6875,0.6875,0.875,1.675,1.23178,1.36601,1.675,0.456629,0.456629,0.587611,0.954008,0.713656,0.784814,1.10686,1.37524,0.311396,0.127806,0.281055,0.293049,-9999,-9999
20020117,-6.812,1.0,126.635,47.318,1.0,207.487,0.0,0.378,1.0,90.691,0.0,0.0,1.0,0.336,0.895833,0.0787096774194,0.645833333333,-28.32125,1.0,90.6308333333,1.0,44.28125,1.0,-9999,0.0,-9999,0.0,-9999,0.0,462.337,1.0,-1.608,-9999,-9999,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.41896,1.0,0.663158,1.0,1.56319,-9999,-9999,0.565051,-9.79803,1.0,-23.0704,-9999,-9999,1.88095,-0.429445,0.25,0.42101,-0.927983,-0.287364,0.0204252,0.270833,0.770833,0.395833,1.52073,1.0779,1.22672,1.52073,1.95018,1.36527,1.95018,1.96037,0.715964,0.787353,1.11952,1.3883,0.335406,0.139604,0.30655,0.315629,-9999,-9999
20020118,-6.492,1.0,128.166,44.463,1.0,198.954,0.0,0.677,1.0,90.667,0.0,0.0,1.0,0.514,0.458333,-9999,0.0,-24.4283333333,1.0,85.4670833333,1.0,35.568125,1.0,-9999,0.0,-9999,0.0,-9999,0.0,446.955,1.0,-1.917,-9999,-9999,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.37417,1.0,1.40045,1.0,3.28198,-9999,-9999,0.599109,-10.5983,1.0,-24.8177,-9999,-9999,1.90894,0.369704,0.583333,0.374462,-0.257263,0.369704,0.509789,0.604167,0.583333,0.583333,1.40592,0.942465,1.11725,1.40592,1.03621,0.787298,1.03621,1.2888,0.722538,0.794581,1.15981,1.42911,0.314958,0.130095,0.284295,0.296393,-9999,-9999
20020119,-3.343,1.0,129.752,37.488,1.0,246.325,0.0,1.07,1.0,90.696,0.0,0.0,1.0,0.661,0.0,-9999,0.0,-33.258125,1.0,85.038125,1.0,84.8833333333,1.0,-9999,0.0,-9999,0.0,-9999,0.0,424.183,1.0,-1.87,-9999,-9999,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.80438,1.0,1.64745,1.0,3.83832,-9999,-9999,0.618352,-14.7798,1.0,-34.4074,-9999,-9999,1.89576,1.72167,0.8125,0.422539,1.35755,1.72167,1.8316,0.791667,0.8125,0.791667,1.72917,1.05805,1.34991,1.72917,0.00750056,-0.485536,-0.230302,0.00750056,0.794065,0.873241,1.49239,1.7823,0.267585,0.118577,0.249572,0.256424,-9999,-9999
20020120,-2.767,1.0,131.393,47.671,1.0,241.093,0.0,1.221,1.0,90.922,0.0,0.0,1.0,0.963,0.0,-9999,0.0,-42.330625,1.0,92.4816666667,1.0,66.3285416667,1.0,-9999,0.0,-9999,0.0,-9999,0.0,416.903,1.0,-1.282,-9999,-9999,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.44687,1.0,1.57938,1.0,3.67753,-9999,-9999,0.641223,-15.1119,1.0,-35.1665,-9999,-9999,1.9154,1.57137,0.9375,0.384344,1.20158,1.49163,1.57137,0.979167,0.979167,0.9375,1.54115,0.852013,1.17119,1.54115,-0.0302192,-0.320445,-0.267787,-0.0302192,0.806587,0.887012,1.55819,1.85049,0.339076,0.145398,0.316113,0.319047,-9999,-9999
20020121,-0.148,1.0,133.088,36.755,1.0,260.835,0.0,1.066,1.0,90.776,0.0,0.3,1.0,1.014,0.333333,-9999,-9999,-32.7689583333,1.0,73.1470833333,1.0,68.3345833333,1.0,-9999,-9999,-9999,-9999,-9999,-9999,394.552,1.0,-0.812,-9999,-9999,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.61937,1.0,1.99634,1.0,4.64673,-9999,-9999,0.672601,-16.86,1.0,-39.225,-9999,-9999,1.94085,1.46198,0.979167,0.388107,1.3873,1.46198,1.57474,0.916667,0.979167,0.916667,1.6135,0.735261,1.17477,1.6135,0.151519,-0.465908,-0.264707,0.138943,0.860742,0.946566,1.87661,2.17295,0.262643,0.117616,0.244996,0.253664,-9999,-9999
20020122,-2.246,1.0,134.837,43.36,1.0,229.324,0.0,1.01,1.0,90.45,0.0,0.0,1.0,0.404,0.895833,0.1116,0.520833333333,-35.6195833333,1.0,92.0260416667,1.0,35.91375,1.0,-9999,0.0,-9999,0.0,-9999,0.0,386.967,1.0,-0.791,-9999,-9999,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.37792,1.0,2.25575,0.979167,5.25559,5.24298,5.51661,0.670584,-15.9062,1.0,-37.0592,-38.8998,-36.9703,2.01028,1.22035,0.958333,0.386088,0.877012,1.20656,1.22035,1.0,1.0,0.958333,1.00724,0.292636,0.687077,1.00724,-0.213109,-0.587685,-0.449079,-0.213109,0.816567,0.897987,1.62731,1.91845,0.307472,0.128304,0.281613,0.289338,-9999,-9999
20020123,-1.705,1.0,136.638,44.124,1.0,252.543,0.0,0.988,1.0,90.311,0.0,0.0,1.0,0.753,0.958333,0.133225806452,0.645833333333,-41.6208333333,1.0,88.92375,1.0,83.9841666667,1.0,-9999,0.0,-9999,0.0,-9999,0.0,386.172,1.0,-1.096,-9999,-9999,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.21354,1.0,1.44524,0.9375,3.36721,3.16122,3.53445,0.658243,-16.859,0.979167,-39.1849,-41.2299,-36.8762,2.04619,1.22964,0.916667,0.39328,1.10471,1.22964,1.26724,0.9375,0.916667,0.9375,0.770888,0.327638,0.687442,0.770888,-0.458753,-0.77707,-0.582504,-0.579803,0.827939,0.910492,1.69206,1.98451,0.313915,0.134784,0.292664,0.295371,-9999,-9999
20020124,3.806,1.0,138.492,43.737,1.0,301.322,0.0,2.175,1.0,89.846,0.0,0.0,1.0,1.135,0.895833,0.211538461538,0.541666666667,-35.8570833333,1.0,83.8170833333,1.0,83.766875,1.0,-9999,0.0,-9999,0.0,-9999,0.0,378.637,0.979167,-0.562,-9999,-9999,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.14958,1.0,5.56437,0.875,12.9642,12.1711,14.1788,0.703672,-24.3394,0.875,-56.7074,-62.02,-53.2383,2.26082,1.25353,0.854167,0.386144,1.25353,1.35623,1.38532,0.854167,0.854167,0.770833,1.23876,0.764408,1.16953,1.20581,-0.0147715,-0.543258,-0.215789,-0.1684,0.939136,1.03278,2.37929,2.46322,0.311699,0.135966,0.29066,0.29525,-9999,-9999
20020125,-0.42,1.0,140.398,65.5,1.0,250.714,0.0,0.978,1.0,90.647,0.0,0.0,1.0,0.542,0.9375,0.137857142857,0.583333333333,-44.9845833333,1.0,132.85,1.0,45.9754166667,1.0,-9999,0.0,-9999,0.0,-9999,0.0,378.649,1.0,-0.459,-9999,-9999,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.66646,1.0,-0.271083,0.979167,-0.630072,-0.662955,-0.532958,0.671878,-19.3001,0.979167,-44.8587,-47.1998,-37.9446,2.25234,1.4742,0.958333,0.39201,1.4742,1.52771,1.5581,0.958333,0.979167,0.833333,0.910909,0.690658,0.879406,0.910909,-0.563294,-0.875075,-0.678696,-0.61389,0.8553,0.940581,1.84218,2.13857,0.461768,0.182931,0.416602,0.434617,-9999,-9999
20020126,2.001,1.0,142.356,76.33,1.0,245.193,0.0,1.956,1.0,90.947,0.0,0.0,1.0,0.69,0.895833,0.1525,0.583333333333,-32.3097916667,1.0,153.401458333,1.0,55.67125,1.0,-9999,0.0,-9999,0.0,-9999,0.0,376.527,1.0,-0.554,-9999,-9999,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.405,1.0,2.117,0.979167,4.92048,4.3434,5.17728,0.692634,-16.5887,0.958333,-38.5566,-40.5689,-34.0346,2.23855,1.3534,0.916667,0.39298,1.28047,1.3534,1.41808,0.916667,0.916667,0.770833,1.07377,0.944675,1.01919,1.07377,-0.279624,-0.46722,-0.369595,-0.279624,0.904103,0.994251,2.14526,2.37134,0.538324,0.213871,0.485689,0.506665,-9999,-9999
20020127,2.616,1.0,144.365,26.847,1.0,283.783,0.0,1.537,1.0,90.672,0.0,7.9,1.0,0.589,0.854167,0.155769230769,0.541666666667,-29.7852083333,1.0,54.2597916667,1.0,54.2229166667,1.0,-9999,0.0,-9999,0.0,-9999,0.0,380.953,1.0,-0.314,-9999,-9999,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.67229,1.0,1.73957,1.0,4.04324,3.42005,4.25426,0.677868,-16.9949,1.0,-37.1734,-41.5623,-33.4124,2.08843,1.50425,1.0,0.390112,1.45775,1.53327,1.7732,1.0,1.0,1.0,1.01789,0.997847,1.01789,1.06242,-0.486356,-0.77535,-0.486356,-0.39717,0.916907,1.00833,2.07303,2.25514,0.201546,0.0881583,0.165145,0.188934,-9999,-9999
20020128,3.851,1.0,146.423,69.919,1.0,255.966,0.0,0.65,1.0,91.282,0.0,0.0,1.0,0.781,0.9375,0.159310344828,0.604166666667,-19.1964583333,1.0,142.674166667,1.0,64.5966666667,1.0,-9999,-9999,-9999,-9999,-9999,-9999,370.263,1.0,-0.014,-9999,-9999,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.34813,1.0,2.87113,0.979167,6.67329,5.64473,7.02156,0.674461,-19.675,1.0,-43.0357,-48.1167,-38.6816,2.24381,1.16978,0.958333,0.390916,1.16978,1.1774,1.39926,0.958333,0.979167,0.9375,1.01281,1.01281,1.02228,1.2588,-0.156971,-0.376976,-0.156971,-0.088097,0.940375,1.03414,1.89659,2.00466,0.512897,0.199775,0.344646,0.413443,-9999,-9999
20020129,1.644,1.0,148.532,75.542,1.0,230.286,0.0,2.19,1.0,91.647,0.0,0.0,1.0,0.6,0.5,-9999,0.0,-37.1427083333,1.0,150.89625,1.0,52.1745833333,1.0,-9999,0.0,-9999,0.0,-9999,0.0,378.776,1.0,0.118,-9999,-9999,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.41146,1.0,2.39733,1.0,5.57206,4.71324,5.86287,0.66648,-20.662,1.0,-45.1947,-50.5305,-40.6222,2.27675,1.37059,1.0,0.398496,1.17187,1.37059,1.44954,1.0,1.0,0.979167,0.867512,0.844316,0.867512,1.13185,-0.503076,-0.605222,-0.503076,-0.134609,0.896993,0.986431,1.41136,1.61489,0.55295,0.205847,0.286749,0.39879,-9999,-9999
20020130,1.617,1.0,150.689,78.968,1.0,250.736,0.0,1.922,1.0,91.465,0.0,0.0,1.0,0.433,0.9375,-9999,0.0,-37.065,1.0,157.295416667,1.0,70.346875,1.0,-9999,0.0,-9999,0.0,-9999,0.0,380.948,1.0,-0.17,-9999,-9999,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.65292,1.0,2.00845,1.0,4.6682,3.94868,4.91183,0.671581,-21.081,1.0,-46.1111,-51.5551,-41.4458,2.43678,1.49943,1.0,0.40504,1.3988,1.40736,1.49943,1.0,0.916667,1.0,1.04595,0.999785,1.04595,1.26055,-0.453485,-0.453485,-0.407578,-0.193864,0.895823,0.985145,1.12766,1.52121,0.599902,0.208995,0.218374,0.453637,-9999,-9999
20020131,2.033,1.0,152.894,57.736,1.0,274.464,0.0,1.748,1.0,91.028,0.0,0.0,1.0,0.506,0.979167,0.142580645161,0.645833333333,-38.2345833333,1.0,110.554166667,1.0,104.344166667,1.0,-9999,0.0,-9999,0.0,-9999,0.0,383.355,1.0,-0.193,-9999,-9999,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.04742,1.0,1.8953,1.0,4.4052,3.72622,4.6351,0.69727,-18.8636,1.0,-41.261,-46.1324,-37.0865,2.36645,1.66458,0.979167,0.393986,1.66458,1.69969,1.73734,0.979167,0.958333,0.875,1.24355,1.19918,1.24299,1.4204,-0.421025,-0.526062,-0.421025,-0.279282,0.904887,0.877151,0.995113,1.5366,0.489589,0.097027,0.131791,0.380302,-9999,-9999
20020201,1.777,1.0,155.148,87.827,1.0,260.475,0.0,1.511,1.0,91.303,0.0,0.0,1.0,0.538,0.9375,0.1364,0.520833333333,-31.8212195122,0.854166666667,157.67875,1.0,66.5320833333,1.0,-9999,0.0,-9999,0.0,-9999,0.0,382.999,1.0,-0.049,-9999,-9999,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.14553,1.0,1.79101,1.0,3.91754,3.52119,4.17281,0.699638,-18.494,1.0,-40.4525,-43.0885,-36.3598,2.39928,1.71072,0.979167,0.401006,1.59088,1.68305,1.71072,0.979167,0.979167,0.979167,1.38718,1.35096,1.38476,1.51587,-0.323543,-0.323543,-0.238575,-0.0750053,0.899761,0.587257,0.899761,1.5279,0.672906,0.0473206,0.19855,0.477085,-9999,-9999
20020202,1.345,1.0,157.447,75.664,1.0,242.55,0.0,2.104,1.0,91.846,0.0,0.0,1.0,0.664,0.958333,0.144827586207,0.604166666667,-40.5872916667,1.0,163.485,1.0,45.6970833333,1.0,-9999,0.0,-9999,0.0,-9999,0.0,376.155,1.0,-0.146,-9999,-9999,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.18542,1.0,1.37306,0.979167,3.00334,2.69948,3.19904,0.73652,-24.6574,0.958333,-50.5891,-57.3107,-45.0216,2.44738,2.29678,0.770833,0.413837,1.86941,1.98554,2.01661,0.8125,0.8125,0.770833,1.57543,1.53209,1.57543,1.59802,-0.721345,-0.484519,-0.344311,-0.273378,0.889591,0.503774,0.889591,1.51063,0.591218,0.0236195,0.170804,0.402606,-9999,-9999
